ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,0.011275436692500264,0.0,3,0,0.022550873385000527,3,90.0,1.136259,1.136259,,3,1,0,0.005813601198299717,0.0,0.005813601198299717,0.0,3,0,0.9394926325180252,378332.5,0.0,0.011275436692500264,LONG,0.0037584788975000877,0.0,0.484401,0.0,99.0,1.0,15487392855.0,2.4e-05,0.0,0.2705846833143494,0.09071134740911443
AAPL,516162.2825734087,1599182.0664266248,3,15,3015846.511546312,18,72.111111,0.716832,0.688049,0.722588,18,1,1,263686.85910255444,46671.465519216355,263686.85910255444,519842.314444819,3,15,1.0500982099208553,621908.0,2143164.5,-1083019.783853216,SHORT,172054.09419113622,106612.13776177498,0.48914,0.674932,0.3227664275442847,1.0,3708749586800.0,0.0,1e-06,0.3176291985562461,0.4068431809505701
ADBE,175671.4542457952,14573.750490593355,6,6,296916.2567972131,12,89.75,0.433149,0.4633,0.402998,12,1,2,90.275601529495,13552.521037594002,82253.83714045194,13253.434955481305,6,6,196.8298600707455,551937.0,765257.5,161097.70375520186,LONG,29278.575707632535,2428.9584150988926,0.531775,0.090595,12.053963347264835,1.0,95896450000.0,6e-06,8e-06,0.37955394318339375,0.29618767781876754
ADMA,382202.46309878136,0.0,1,0,382202.46309878136,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,382202.46309878136,0.0,1,0,0.0,822780.0,0.0,382202.46309878136,LONG,382202.46309878136,0.0,0.0,0.0,99.0,1.0,2293472865.0,0.000359,0.0,0.6000000000000001,0.05
AMD,197924.73427150885,0.0,1,0,197924.73427150885,1,113.0,0.274499,0.274499,,1,0,0,0.0,0.0,197924.73427150885,0.0,1,0,0.0,221730.0,0.0,197924.73427150885,LONG,197924.73427150885,0.0,0.0,0.0,99.0,0.7,359130596388.0,1e-06,0.0,0.17814727387436982,0.02857142857142857
APD,0.0,0.005083284054017364,0,2,0.010166568108034728,2,90.0,1.459079,,1.459079,2,0,0,0.0,0.0,0.0,0.003201142226269871,0,2,0.5879594515675917,0.0,178500.0,-0.005083284054017364,SHORT,0.0,0.002541642027008682,0.0,0.370261,0.0,1.0,64590281361.0,0.0,3e-06,0.07547824290126232,0.17283593750403362
APLD,2129.6221359573474,0.0,1,0,2129.6221359573474,1,30.0,1.973783,1.973783,,1,0,0,0.0,0.0,2129.6221359573474,0.0,1,0,0.0,67365.0,0.0,2129.6221359573474,LONG,2129.6221359573474,0.0,0.0,0.0,99.0,1.0,7931849799.0,8e-06,0.0,0.16294799115210085,0.05
ARM,167781.03547404442,37747.422833998,11,12,243246.48784504074,23,60.391304,7.576085,2.529205,12.202393,23,0,8,0.0,26364.204805288264,101682.876289406,5865.5358616150315,11,12,1.8449184111461068,1616263.5,757346.0,130033.61264004641,LONG,15252.821406731311,3145.6185694998335,0.393955,0.844611,4.444834186744239,1.0,165946612828.0,1e-05,5e-06,0.4692801842050674,0.5641589982984472
ASTS,0.0,19097.10225196601,0,2,38194.20450393202,2,67.5,0.188845,,0.188845,2,0,0,0.0,0.0,0.0,14513.611197882286,0,2,3.166497114672272,0.0,137947.5,-19097.10225196601,SHORT,0.0,9548.551125983005,0.0,0.24001,0.0,1.0,28110713966.0,0.0,5e-06,0.18,0.2438509290811356
AVGO,166670.48400864218,94819.72384701233,3,6,344034.5193357336,9,69.111111,0.073765,0.101577,0.05986,9,0,3,0.0,12275.412366933237,159365.2843829511,44813.36806094508,3,6,27.997238675318872,429375.0,518663.5,71850.76016162985,LONG,55556.82800288073,15803.287307835388,0.04383,0.527383,1.7577617530036056,1.0,1509459563741.0,0.0,0.0,0.3045790748207738,0.3614848255491909
