,open,high,low,close,volume
2026-04-22,208.97000122070312,211.9949951171875,206.2899932861328,208.6300048828125,223400
2026-04-23,208.52999877929688,208.52999877929688,198.86500549316406,198.91000366210938,200300
2026-04-24,191.0,195.0,187.1300048828125,187.22999572753906,292400
2026-04-27,188.3300018310547,196.0,188.32000732421875,194.94000244140625,175600
2026-04-28,196.38999938964844,199.17999267578125,191.5800018310547,195.38999938964844,135700
2026-04-29,196.80999755859375,198.82000732421875,189.6999969482422,190.0399932861328,246600
2026-04-30,188.4499969482422,190.5,182.4600067138672,186.4499969482422,226800
2026-05-01,183.07000732421875,185.7050018310547,176.00999450683594,182.3699951171875,235000
2026-05-04,182.02999877929688,185.72000122070312,180.07000732421875,184.8699951171875,219400
2026-05-05,183.5800018310547,190.3249969482422,183.5,188.52000427246094,198700
2026-05-06,187.27999877929688,199.32000732421875,187.1300048828125,197.16000366210938,259600
2026-05-07,195.57000732421875,197.30999755859375,192.32000732421875,193.42999267578125,183000
2026-05-08,178.92999267578125,196.58999633789062,178.92999267578125,184.11000061035156,350300
2026-05-11,184.3699951171875,193.0,182.0,187.38999938964844,247300
2026-05-12,184.47999572753906,191.73500061035156,182.27000427246094,188.02999877929688,251700
2026-05-13,185.47999572753906,186.97000122070312,174.35000610351562,179.44000244140625,341700
2026-05-14,179.44000244140625,184.17999267578125,170.00900268554688,181.92999267578125,248900
2026-05-15,178.61000061035156,183.0399932861328,177.60000610351562,179.69000244140625,336400
2026-05-18,182.47000122070312,185.25,177.1999969482422,182.3000030517578,421300
2026-05-19,182.0,182.3000030517578,173.22999572753906,176.5800018310547,186100
2026-05-20,179.08999633789062,179.08999633789062,172.77000427246094,174.60000610351562,170400
2026-05-21,174.00999450683594,178.0,171.94000244140625,172.24000549316406,203300
2026-05-22,173.2899932861328,177.15499877929688,171.2100067138672,175.3000030517578,184200
2026-05-26,178.99000549316406,193.6199951171875,178.99000549316406,192.8300018310547,384300
