,open,high,low,close,volume
2026-04-22,20.290000915527344,20.790000915527344,20.0,20.780000686645508,436900
2026-04-23,20.8799991607666,21.170000076293945,20.760000228881836,20.8700008392334,392400
2026-04-24,20.600000381469727,20.790000915527344,20.110000610351562,20.6299991607666,533800
2026-04-27,20.700000762939453,21.270000457763672,20.559999465942383,21.270000457763672,341600
2026-04-28,21.3799991607666,21.649999618530273,21.06999969482422,21.389999389648438,296600
2026-04-29,21.389999389648438,21.829999923706055,21.3799991607666,21.549999237060547,280700
2026-04-30,21.56999969482422,21.799999237060547,21.34000015258789,21.799999237060547,444800
2026-05-01,21.790000915527344,21.889999389648438,21.43000030517578,21.8799991607666,383000
2026-05-04,21.81999969482422,22.1200008392334,21.780000686645508,21.959999084472656,327400
2026-05-05,22.0,22.739999771118164,21.920000076293945,22.59000015258789,681900
2026-05-06,23.219999313354492,23.219999313354492,21.610000610351562,22.65999984741211,627900
2026-05-07,22.65999984741211,23.1200008392334,22.079999923706055,22.8700008392334,382700
2026-05-08,22.950000762939453,23.1200008392334,22.489999771118164,23.010000228881836,588900
2026-05-11,23.149999618530273,23.3799991607666,22.899999618530273,23.3799991607666,405900
2026-05-12,23.440000534057617,23.469999313354492,22.90999984741211,23.440000534057617,495600
2026-05-13,23.540000915527344,23.540000915527344,22.860000610351562,23.270000457763672,438600
2026-05-14,23.270000457763672,23.68000030517578,23.09000015258789,23.68000030517578,398200
2026-05-15,23.530000686645508,23.8700008392334,23.3799991607666,23.8700008392334,484600
2026-05-18,23.8700008392334,24.360000610351562,23.530000686645508,24.290000915527344,505100
2026-05-19,24.260000228881836,24.360000610351562,23.809999465942383,23.899999618530273,514500
2026-05-20,23.920000076293945,24.290000915527344,23.600000381469727,23.790000915527344,838400
2026-05-21,23.790000915527344,23.899999618530273,23.360000610351562,23.399999618530273,560200
2026-05-22,23.299999237060547,23.389999389648438,22.760000228881836,23.1299991607666,664600
2026-05-26,23.200000762939453,23.690000534057617,23.030000686645508,23.309999465942383,496900
