Date,open,high,low,close,volume,adj_close
2026-01-29,15.989999771118164,16.56999969482422,15.65999984741211,16.34000015258789,2537000,16.34000015258789
2026-01-30,16.229999542236328,16.360000610351562,15.619999885559082,15.979999542236328,1774900,15.979999542236328
2026-02-02,15.949999809265137,16.100000381469727,15.65999984741211,15.84000015258789,1255900,15.84000015258789
2026-02-03,15.829999923706055,15.869999885559082,15.420000076293945,15.75,1233400,15.75
2026-02-04,15.720000267028809,15.800000190734863,15.420000076293945,15.680000305175781,969300,15.680000305175781
2026-02-05,15.550000190734863,16.0,15.300000190734863,15.479999542236328,1273000,15.479999542236328
2026-02-06,15.609999656677246,16.100000381469727,15.539999961853027,15.899999618530273,1451400,15.899999618530273
2026-02-09,15.899999618530273,16.110000610351562,15.5600004196167,16.06999969482422,816600,16.06999969482422
2026-02-10,16.1200008392334,16.3700008392334,16.040000915527344,16.110000610351562,1436900,16.110000610351562
2026-02-11,16.139999389648438,16.489999771118164,15.649999618530273,15.829999923706055,1484500,15.829999923706055
2026-02-12,14.609999656677246,14.869999885559082,12.8100004196167,13.470000267028809,7703900,13.470000267028809
2026-02-13,13.510000228881836,14.619999885559082,13.479999542236328,14.210000038146973,4322500,14.210000038146973
2026-02-17,14.489999771118164,14.720000267028809,14.050000190734863,14.579999923706055,2515000,14.579999923706055
2026-02-18,14.5,14.890000343322754,14.369999885559082,14.640000343322754,1843100,14.640000343322754
2026-02-19,14.710000038146973,15.329999923706055,14.520000457763672,15.319999694824219,1798900,15.319999694824219
2026-02-20,14.699999809265137,14.75,12.510000228881836,13.260000228881836,11332000,13.260000228881836
2026-02-23,13.079999923706055,13.369999885559082,12.800000190734863,13.3100004196167,3294200,13.3100004196167
2026-02-24,13.279999732971191,13.90999984741211,13.15999984741211,13.8100004196167,2546200,13.8100004196167
2026-02-25,13.869999885559082,14.789999961853027,13.800000190734863,14.720000267028809,2556700,14.720000267028809
2026-02-26,14.59000015258789,14.84000015258789,14.220000267028809,14.529999732971191,2651500,14.529999732971191
2026-02-27,14.140000343322754,15.140000343322754,14.010000228881836,15.039999961853027,3213000,15.039999961853027
2026-03-02,14.899999618530273,15.470000267028809,14.829999923706055,15.289999961853027,1770800,15.289999961853027
2026-03-03,14.859999656677246,15.100000381469727,14.640000343322754,15.0600004196167,2406200,15.0600004196167
2026-03-04,15.239999771118164,15.539999961853027,15.0,15.050000190734863,2758000,15.050000190734863
2026-03-05,15.0,15.149999618530273,14.329999923706055,14.920000076293945,3405800,14.920000076293945
2026-03-06,14.449999809265137,14.720000267028809,14.029999732971191,14.350000381469727,7614400,14.350000381469727
2026-03-09,14.15999984741211,14.3100004196167,13.670000076293945,13.760000228881836,2556500,13.760000228881836
2026-03-10,13.550000190734863,14.470000267028809,13.279999732971191,14.079999923706055,3494400,14.079999923706055
2026-03-11,14.109999656677246,14.430000305175781,13.819999694824219,14.100000381469727,2351500,14.100000381469727
2026-03-12,13.920000076293945,14.529999732971191,13.90999984741211,14.100000381469727,2056400,14.100000381469727
2026-03-13,14.109999656677246,14.630000114440918,13.8100004196167,14.550000190734863,1595000,14.550000190734863
2026-03-16,14.640000343322754,15.470000267028809,14.470000267028809,15.369999885559082,2477200,15.369999885559082
2026-03-17,15.40999984741211,16.31999969482422,15.369999885559082,16.280000686645508,2880600,16.280000686645508
2026-03-18,16.209999084472656,17.200000762939453,16.100000381469727,16.739999771118164,4342200,16.739999771118164
2026-03-19,16.700000762939453,16.790000915527344,16.219999313354492,16.3799991607666,2411000,16.3799991607666
2026-03-20,16.479999542236328,16.68000030517578,16.200000762939453,16.43000030517578,5303100,16.43000030517578
2026-03-23,16.700000762939453,17.280000686645508,16.56999969482422,17.0,2504200,17.0
2026-03-24,16.860000610351562,17.350000381469727,16.739999771118164,16.940000534057617,4465000,16.940000534057617
2026-03-25,17.020000457763672,17.729999542236328,17.0,17.5,1635900,17.5
2026-03-26,17.440000534057617,17.540000915527344,17.100000381469727,17.309999465942383,1417200,17.309999465942383
2026-03-27,17.31999969482422,17.31999969482422,16.700000762939453,16.709999084472656,1439000,16.709999084472656
2026-03-30,16.729999542236328,17.010000228881836,16.200000762939453,16.31999969482422,1632500,16.31999969482422
2026-03-31,16.510000228881836,17.030000686645508,16.440000534057617,16.809999465942383,2116400,16.809999465942383
2026-04-01,16.829999923706055,17.649999618530273,16.579999923706055,17.329999923706055,1730000,17.329999923706055
2026-04-02,17.079999923706055,18.43000030517578,17.049999237060547,18.420000076293945,1960300,18.420000076293945
2026-04-06,18.420000076293945,18.6299991607666,17.709999084472656,17.770000457763672,1564400,17.770000457763672
2026-04-07,17.760000228881836,18.030000686645508,17.329999923706055,17.59000015258789,1921000,17.59000015258789
2026-04-08,17.93000030517578,18.209999084472656,17.459999084472656,17.790000915527344,1829500,17.790000915527344
2026-04-09,17.709999084472656,18.079999923706055,17.610000610351562,17.8799991607666,958800,17.8799991607666
2026-04-10,17.959999084472656,17.979999542236328,17.3799991607666,17.530000686645508,1030600,17.530000686645508
2026-04-13,17.530000686645508,17.850000381469727,17.229999542236328,17.709999084472656,1391400,17.709999084472656
2026-04-14,17.770000457763672,18.18000030517578,17.610000610351562,17.899999618530273,1273300,17.899999618530273
2026-04-15,18.040000915527344,18.040000915527344,17.56999969482422,17.600000381469727,1272000,17.600000381469727
2026-04-16,17.6299991607666,18.309999465942383,17.540000915527344,18.15999984741211,1668200,18.15999984741211
2026-04-17,18.309999465942383,18.860000610351562,18.15999984741211,18.600000381469727,2599300,18.600000381469727
2026-04-20,18.530000686645508,18.84000015258789,18.420000076293945,18.790000915527344,1483800,18.790000915527344
2026-04-21,18.8700008392334,19.290000915527344,18.829999923706055,19.030000686645508,2436600,19.030000686645508
2026-04-22,19.170000076293945,19.329999923706055,18.799999237060547,18.90999984741211,1998600,18.90999984741211
2026-04-23,18.90999984741211,19.06999969482422,18.3700008392334,18.479999542236328,1300300,18.479999542236328
2026-04-24,18.489999771118164,19.059999465942383,18.489999771118164,18.829999923706055,824700,18.829999923706055
2026-04-27,18.739999771118164,19.139999389648438,18.59000015258789,18.670000076293945,970900,18.670000076293945
2026-04-28,18.75,18.989999771118164,18.459999084472656,18.81999969482422,994000,18.81999969482422
2026-04-29,18.8799991607666,19.200000762939453,18.700000762939453,18.950000762939453,1266600,18.950000762939453
2026-04-30,18.940000534057617,19.100000381469727,18.43000030517578,18.510000228881836,1712200,18.510000228881836
2026-05-01,18.65999984741211,18.850000381469727,18.239999771118164,18.75,1443500,18.75
2026-05-04,18.670000076293945,18.799999237060547,18.299999237060547,18.579999923706055,1479200,18.579999923706055
2026-05-05,18.649999618530273,18.8799991607666,18.360000610351562,18.360000610351562,1733000,18.360000610351562
2026-05-06,21.200000762939453,23.190000534057617,20.030000686645508,22.200000762939453,5537500,22.200000762939453
2026-05-07,22.290000915527344,22.309999465942383,20.690000534057617,21.219999313354492,3507600,21.219999313354492
2026-05-08,21.200000762939453,22.170000076293945,20.829999923706055,21.760000228881836,2909100,21.760000228881836
2026-05-11,21.68000030517578,21.780000686645508,21.270000457763672,21.40999984741211,1748800,21.40999984741211
2026-05-12,21.260000228881836,21.530000686645508,20.8700008392334,21.40999984741211,1758200,21.40999984741211
2026-05-13,21.59000015258789,22.700000762939453,21.309999465942383,22.649999618530273,2125700,22.649999618530273
2026-05-14,22.850000381469727,23.43000030517578,22.850000381469727,23.389999389648438,1571500,23.389999389648438
2026-05-15,23.200000762939453,23.389999389648438,22.59000015258789,22.920000076293945,1503700,22.920000076293945
2026-05-18,22.920000076293945,23.219999313354492,22.729999542236328,22.84000015258789,1543000,22.84000015258789
2026-05-19,22.719999313354492,23.079999923706055,22.530000686645508,22.809999465942383,1298600,22.809999465942383
2026-05-20,22.860000610351562,23.25,22.559999465942383,23.229999542236328,1471300,23.229999542236328
2026-05-21,23.030000686645508,23.780000686645508,22.989999771118164,23.110000610351562,1465200,23.110000610351562
2026-05-22,23.079999923706055,23.81999969482422,23.079999923706055,23.520000457763672,1293400,23.520000457763672
2026-05-26,23.270000457763672,23.489999771118164,22.290000915527344,22.68000030517578,2127700,22.68000030517578
2026-05-27,22.790000915527344,23.020000457763672,22.360000610351562,22.65999984741211,1411400,22.65999984741211
2026-05-28,22.5,23.18000030517578,22.450000762939453,23.110000610351562,1083900,23.110000610351562
2026-05-29,22.809999465942383,23.079999923706055,22.56999969482422,22.670000076293945,2224000,22.670000076293945
2026-06-01,22.670000076293945,23.6200008392334,22.670000076293945,23.34000015258789,1478100,23.34000015258789
2026-06-02,23.229999542236328,23.56999969482422,22.959999084472656,23.3799991607666,1765000,23.3799991607666
2026-06-03,23.110000610351562,23.639999389648438,23.0,23.600000381469727,1087800,23.600000381469727
2026-06-04,23.739999771118164,25.270000457763672,23.729999542236328,25.149999618530273,1539100,25.149999618530273
2026-06-05,24.93000030517578,25.700000762939453,24.93000030517578,25.309999465942383,1650600,25.309999465942383
2026-06-08,25.31999969482422,26.809999465942383,25.149999618530273,26.68000030517578,2739900,26.68000030517578
2026-06-09,26.84000015258789,27.18000030517578,26.059999465942383,27.030000686645508,3275000,27.030000686645508
2026-06-10,27.219999313354492,28.5,26.65999984741211,28.139999389648438,2915500,28.139999389648438
2026-06-11,28.229999542236328,28.889999389648438,27.790000915527344,28.6200008392334,1810500,28.6200008392334
2026-06-12,28.56999969482422,28.81999969482422,27.8799991607666,28.440000534057617,1822500,28.440000534057617
2026-06-15,28.139999389648438,28.760000228881836,27.770000457763672,28.540000915527344,2049400,28.540000915527344
2026-06-16,28.5,28.8799991607666,27.559999465942383,28.6299991607666,3592600,28.6299991607666
2026-06-17,28.979999542236328,29.639999389648438,28.579999923706055,28.860000610351562,1979200,28.860000610351562
