,open,high,low,close,volume
2026-04-20,54.5099983215332,55.900001525878906,53.81999969482422,55.34000015258789,1419200
2026-04-21,55.72999954223633,57.7599983215332,54.849998474121094,54.91999816894531,1650300
2026-04-22,55.47999954223633,56.0,52.33000183105469,52.619998931884766,1808200
2026-04-23,52.88999938964844,53.7599983215332,51.2599983215332,52.18000030517578,1014200
2026-04-24,52.72999954223633,53.83000183105469,51.66999816894531,52.779998779296875,1087400
2026-04-27,53.099998474121094,53.849998474121094,52.130001068115234,52.540000915527344,1421100
2026-04-28,52.189998626708984,52.5,50.560001373291016,51.72999954223633,1072900
2026-04-29,52.650001525878906,53.02000045776367,50.119998931884766,50.880001068115234,2091300
2026-04-30,51.220001220703125,52.61000061035156,50.2400016784668,51.83000183105469,1820300
2026-05-01,51.7599983215332,52.91999816894531,50.68000030517578,52.36000061035156,1352900
2026-05-04,51.209999084472656,52.209999084472656,50.1619987487793,50.279998779296875,1484700
2026-05-05,50.630001068115234,51.970001220703125,49.584999084472656,50.7599983215332,1514600
2026-05-06,52.22999954223633,52.89400100708008,50.2599983215332,51.52000045776367,1668500
2026-05-07,51.0,52.2400016784668,47.119998931884766,47.54999923706055,2772000
2026-05-08,48.099998474121094,49.75,47.380001068115234,48.040000915527344,1946600
2026-05-11,48.849998474121094,48.86000061035156,45.70000076293945,46.040000915527344,2367500
2026-05-12,45.18000030517578,47.07500076293945,43.810001373291016,46.560001373291016,3022100
2026-05-13,45.619998931884766,46.09000015258789,44.11000061035156,45.189998626708984,2360300
2026-05-14,46.0,47.720001220703125,45.77000045776367,46.779998779296875,1921400
2026-05-15,46.099998474121094,47.566001892089844,45.25,45.959999084472656,1980200
2026-05-18,45.599998474121094,46.369998931884766,44.04199981689453,44.83000183105469,2135100
2026-05-19,44.25,45.275001525878906,43.119998931884766,45.20000076293945,2070500
2026-05-20,44.529998779296875,47.85499954223633,43.80500030517578,47.709999084472656,2048300
2026-05-21,47.7599983215332,50.959999084472656,46.97999954223633,50.54999923706055,2704400
2026-05-22,50.720001220703125,52.5099983215332,50.04999923706055,52.45000076293945,2011900
