,open,high,low,close,volume
2026-04-20,279.010009765625,285.82000732421875,278.0,279.92999267578125,946500
2026-04-21,283.57000732421875,289.489990234375,271.19000244140625,273.7699890136719,957200
2026-04-22,280.9700012207031,282.6199951171875,266.8500061035156,278.45001220703125,1704200
2026-04-23,280.2799987792969,287.0,272.9700012207031,280.55999755859375,1208000
2026-04-24,290.0,294.04998779296875,279.3800048828125,280.9800109863281,845300
2026-04-27,282.57000732421875,283.6099853515625,267.94000244140625,278.3599853515625,817400
2026-04-28,268.8800048828125,277.0,264.45001220703125,267.8999938964844,1078200
2026-04-29,273.8800048828125,278.9100036621094,261.2300109863281,265.44000244140625,796700
2026-04-30,270.17999267578125,284.1400146484375,263.7300109863281,283.75,1632200
2026-05-01,282.9800109863281,285.6700134277344,275.0400085449219,279.3800048828125,1300600
2026-05-04,277.7200012207031,292.1199951171875,277.54998779296875,291.5299987792969,1908900
2026-05-05,297.0199890136719,298.0,280.17999267578125,287.6499938964844,1537400
2026-05-06,294.9200134277344,294.9200134277344,280.5,293.7699890136719,2303400
2026-05-07,316.1700134277344,326.8399963378906,295.7699890136719,300.7900085449219,2327600
2026-05-08,318.70001220703125,324.4200134277344,308.8299865722656,313.2099914550781,1736500
2026-05-11,313.4700012207031,321.6499938964844,313.4700012207031,319.7099914550781,1227000
2026-05-12,312.7799987792969,313.3800048828125,298.1600036621094,311.7200012207031,1480100
2026-05-13,318.989990234375,321.5199890136719,311.6600036621094,317.30999755859375,923700
2026-05-14,317.30999755859375,317.42999267578125,308.510009765625,313.80999755859375,984100
2026-05-15,301.42999267578125,304.7099914550781,295.0799865722656,303.1700134277344,1214400
2026-05-18,314.510009765625,315.1199951171875,290.0,295.70001220703125,1486300
2026-05-19,289.55999755859375,294.2699890136719,280.8299865722656,294.0400085449219,1494900
2026-05-20,302.0,312.739990234375,300.0899963378906,311.510009765625,1129700
2026-05-21,311.510009765625,314.0400085449219,307.17999267578125,313.1600036621094,1361700
2026-05-22,315.4800109863281,322.0,311.75,320.6199951171875,835800
