Date,open,high,low,close,volume
2026-04-08,20.799999237060547,20.950000762939453,19.040000915527344,19.389999389648438,20079200
2026-04-09,19.309999465942383,19.770000457763672,18.959999084472656,19.75,14700400
2026-04-10,19.950000762939453,20.149999618530273,19.18000030517578,19.43000030517578,16054500
2026-04-13,19.329999923706055,21.79800033569336,19.299999237060547,21.149999618530273,24685800
2026-04-14,21.75,21.959999084472656,20.920000076293945,21.360000610351562,19377300
2026-04-15,21.719999313354492,24.69499969482422,21.280000686645508,24.290000915527344,45776800
2026-04-16,26.149999618530273,27.809999465942383,24.760000228881836,26.989999771118164,80363700
2026-04-17,27.670000076293945,29.780000686645508,27.399999618530273,28.81999969482422,58933000
2026-04-20,28.53499984741211,31.854999542236328,28.40999984741211,31.010000228881836,69289000
2026-04-21,28.584999084472656,30.8700008392334,27.850000381469727,29.760000228881836,59038800
2026-04-22,30.0,30.049999237060547,28.049999237060547,29.010000228881836,32247300
2026-04-23,30.329999923706055,31.440000534057617,27.030000686645508,28.149999618530273,44911700
2026-04-24,29.5,31.329999923706055,28.899999618530273,30.559999465942383,43478900
2026-04-27,29.940000534057617,30.719999313354492,29.049999237060547,29.389999389648438,23287200
2026-04-28,28.56999969482422,28.825000762939453,27.649999618530273,27.90999984741211,21825600
2026-04-29,27.6200008392334,27.68600082397461,26.040000915527344,26.329999923706055,19906300
2026-04-30,26.260000228881836,27.350000381469727,25.6200008392334,27.170000076293945,17411800
2026-05-01,27.290000915527344,27.770000457763672,26.93000030517578,27.40999984741211,14645100
2026-05-04,27.6299991607666,28.41900062561035,26.670000076293945,27.270000457763672,15069500
2026-05-05,26.90999984741211,26.90999984741211,25.899999618530273,26.329999923706055,15492800
2026-05-06,26.864999771118164,27.06999969482422,25.799999237060547,26.8799991607666,14873600
2026-05-07,26.770000457763672,27.1200008392334,25.350000381469727,25.649999618530273,18627000
2026-05-08,25.610000610351562,28.524999618530273,25.399999618530273,28.270000457763672,25969500
2026-05-11,29.09000015258789,30.385000228881836,28.549999237060547,29.139999389648438,61193000
2026-05-12,25.209999084472656,26.84000015258789,24.559999465942383,25.030000686645508,53409300
