Date,open,high,low,close,volume
2026-04-29,403.489990234375,406.7099914550781,389.6300048828125,390.30999755859375,330300
2026-04-30,399.17999267578125,425.0,399.17999267578125,414.1000061035156,489800
2026-05-01,416.1700134277344,434.07000732421875,414.510009765625,433.6000061035156,489600
2026-05-04,432.75,436.010009765625,423.5,429.4700012207031,421300
2026-05-05,443.760009765625,463.9599914550781,440.04998779296875,457.1400146484375,694500
2026-05-06,459.42999267578125,464.82000732421875,436.0,457.7799987792969,501700
2026-05-07,456.6400146484375,456.8699951171875,423.6300048828125,426.3599853515625,580400
2026-05-08,433.8299865722656,441.30999755859375,425.6199951171875,428.30999755859375,310600
2026-05-11,427.5799865722656,433.989990234375,425.0,430.95001220703125,297100
2026-05-12,424.9200134277344,432.2900085449219,412.239990234375,429.3999938964844,303500
2026-05-13,430.1000061035156,451.1300048828125,425.1199951171875,444.80999755859375,487000
2026-05-14,449.260009765625,454.010009765625,442.79998779296875,450.9800109863281,240000
2026-05-15,440.95001220703125,446.989990234375,431.6499938964844,437.3699951171875,259500
2026-05-18,437.2900085449219,437.2900085449219,414.7200012207031,419.6600036621094,536900
2026-05-19,409.6199951171875,417.989990234375,398.5299987792969,413.3500061035156,525800
2026-05-20,418.6300048828125,421.239990234375,410.3599853515625,412.7799987792969,253700
2026-05-21,412.29998779296875,422.5199890136719,405.2900085449219,414.42999267578125,359500
2026-05-22,418.1499938964844,419.739990234375,405.4800109863281,411.20001220703125,442700
2026-05-26,418.0,423.9599914550781,413.95001220703125,420.4700012207031,729000
2026-05-27,535.5,566.469970703125,520.969970703125,529.1300048828125,1494900
2026-05-28,523.77001953125,551.8599853515625,523.77001953125,535.2000122070312,1284900
2026-05-29,544.8300170898438,544.8300170898438,500.69000244140625,510.0,945800
2026-06-01,517.260009765625,517.5700073242188,490.0799865722656,493.8900146484375,461000
2026-06-02,492.510009765625,511.82000732421875,483.4949951171875,485.9700012207031,467970
