Date,open,high,low,close,volume
2026-05-19,19.469999313354492,20.18000030517578,19.280000686645508,20.040000915527344,1900000
2026-05-20,20.1200008392334,20.479999542236328,19.899999618530273,19.899999618530273,2473300
2026-05-21,20.100000381469727,20.170000076293945,19.190000534057617,19.639999389648438,2062400
2026-05-22,19.5,19.559999465942383,19.0,19.280000686645508,1697200
2026-05-26,19.239999771118164,19.690000534057617,19.079999923706055,19.350000381469727,2215800
2026-05-27,19.040000915527344,19.040000915527344,18.389999389648438,18.65999984741211,1770900
2026-05-28,18.780000686645508,18.875,18.079999923706055,18.139999389648438,1175800
2026-05-29,18.190000534057617,18.360000610351562,17.815000534057617,17.93000030517578,1747400
2026-06-01,18.139999389648438,18.440000534057617,17.860000610351562,18.3799991607666,1452700
2026-06-02,18.510000228881836,19.020000457763672,18.450000762939453,18.860000610351562,1387100
2026-06-03,18.989999771118164,19.1200008392334,18.790000915527344,18.979999542236328,1284200
2026-06-04,18.65999984741211,19.389999389648438,18.610000610351562,19.209999084472656,1069100
2026-06-05,19.049999237060547,19.135000228881836,17.90999984741211,18.010000228881836,1438900
2026-06-08,18.489999771118164,18.834999084472656,18.450000762939453,18.5,1572600
2026-06-09,18.6200008392334,18.704999923706055,17.950000762939453,18.31999969482422,1159000
2026-06-10,18.5,18.959999084472656,18.3799991607666,18.399999618530273,1346400
2026-06-11,18.829999923706055,18.920000076293945,18.3700008392334,18.469999313354492,978400
2026-06-12,18.389999389648438,19.163999557495117,18.299999237060547,18.90999984741211,1374900
2026-06-15,18.6299991607666,18.75,18.25,18.459999084472656,1356500
2026-06-16,18.299999237060547,18.469999313354492,18.100000381469727,18.200000762939453,1099100
2026-06-17,18.25,18.329999923706055,17.84000015258789,18.040000915527344,1058500
2026-06-18,17.940000534057617,18.1299991607666,17.31999969482422,17.700000762939453,3403600
2026-06-22,18.06999969482422,18.540000915527344,17.709999084472656,18.479999542236328,1525400
