Date,open,high,low,close,volume
2026-07-14,25.510000228881836,26.610000610351562,25.350000381469727,26.56999969482422,4295400
2026-07-15,26.809999465942383,27.209999084472656,26.219999313354492,26.450000762939453,4110000
2026-07-16,26.850000381469727,27.25,26.440000534057617,27.010000228881836,3518000
2026-07-17,26.65999984741211,27.280000686645508,26.639999389648438,26.739999771118164,5087300
2026-07-20,26.6200008392334,26.920000076293945,26.270000457763672,26.68000030517578,4088500
2026-07-21,26.649999618530273,26.760000228881836,25.950000762939453,26.110000610351562,3701800
2026-07-22,26.209999084472656,26.25,25.5,25.579999923706055,3861800
2026-07-23,25.65999984741211,25.65999984741211,24.969999313354492,25.06999969482422,4035900
2026-07-24,25.469999313354492,26.139999389648438,25.43000030517578,25.84000015258789,2691200
2026-07-27,26.489999771118164,26.979999542236328,26.329999923706055,26.739999771118164,4260000
2026-07-28,27.020000457763672,27.729999542236328,26.959999084472656,27.579999923706055,3808600
2026-07-29,27.799999237060547,28.1200008392334,27.540000915527344,27.6299991607666,5093000
2026-07-30,27.299999237060547,27.329999923706055,26.610000610351562,27.290000915527344,3344100
2026-07-31,27.139999389648438,27.530000686645508,26.690000534057617,27.450000762939453,4469400
2026-08-03,28.309999465942383,28.5,27.8799991607666,28.170000076293945,3835900
2026-08-04,28.170000076293945,28.479999542236328,27.889999389648438,28.270000457763672,5420100
2026-08-05,28.5,28.5,27.829999923706055,27.950000762939453,4188000
2026-08-06,27.440000534057617,28.31999969482422,27.06999969482422,28.100000381469727,8066200
2026-08-07,29.0,29.700000762939453,27.639999389648438,29.170000076293945,11324600
2026-08-10,28.799999237060547,29.8700008392334,28.75,29.290000915527344,5722300
2026-08-11,29.010000228881836,29.40999984741211,28.709999084472656,29.010000228881836,5262300
2026-08-12,28.559999465942383,28.739999771118164,28.06999969482422,28.639999389648438,4485900
2026-08-13,28.8799991607666,29.600000381469727,28.670000076293945,29.56999969482422,4862100
2026-08-14,29.6200008392334,29.700000762939453,28.43000030517578,28.479999542236328,3164000
2026-08-17,27.764999389648438,27.959999084472656,27.59000015258789,,577212
