Date,open,high,low,close,volume
2026-06-25,38.63999938964844,39.29999923706055,37.2400016784668,37.68000030517578,245000
2026-06-26,37.310001373291016,37.650001525878906,35.900001525878906,36.720001220703125,346800
2026-06-29,37.72999954223633,37.7400016784668,35.65999984741211,35.7599983215332,351600
2026-06-30,35.630001068115234,35.81999969482422,34.88999938964844,35.369998931884766,292200
2026-07-01,35.060001373291016,35.81999969482422,34.97999954223633,35.369998931884766,245600
2026-07-02,37.029998779296875,38.099998474121094,36.540000915527344,37.369998931884766,255000
2026-07-06,37.0,38.630001068115234,37.0,37.86000061035156,209300
2026-07-07,37.970001220703125,38.75,37.70000076293945,38.470001220703125,210700
2026-07-08,38.68000030517578,39.400001525878906,38.349998474121094,39.189998626708984,300800
2026-07-09,39.11000061035156,39.11000061035156,36.91999816894531,38.220001220703125,351200
2026-07-10,38.75,39.79999923706055,38.56999969482422,39.65999984741211,197500
2026-07-13,40.0,40.41999816894531,38.7400016784668,38.83000183105469,208400
2026-07-14,39.61000061035156,40.86000061035156,39.099998474121094,39.75,268500
2026-07-15,39.540000915527344,39.88999938964844,38.66999816894531,39.65999984741211,164700
2026-07-16,39.619998931884766,40.43000030517578,39.220001220703125,39.38999938964844,156900
2026-07-17,39.0,39.0,37.540000915527344,37.619998931884766,235100
2026-07-20,38.34000015258789,39.470001220703125,38.060001373291016,38.86000061035156,206300
2026-07-21,39.29999923706055,40.22999954223633,38.59000015258789,40.209999084472656,208000
2026-07-22,40.400001525878906,40.56999969482422,39.439998626708984,39.45000076293945,316000
2026-07-23,38.5099983215332,39.619998931884766,38.29999923706055,39.43000030517578,289400
2026-07-24,39.61000061035156,40.349998474121094,38.939998626708984,39.400001525878906,191300
2026-07-27,38.209999084472656,39.220001220703125,38.189998626708984,39.16999816894531,129100
2026-07-28,39.18000030517578,39.91999816894531,38.400001525878906,39.2400016784668,158600
2026-07-29,39.369998931884766,39.83000183105469,38.54999923706055,39.41999816894531,147400
