Date,open,high,low,close,volume
2026-05-19,218.83999633789062,220.0500030517578,214.0,215.00999450683594,5355300
2026-05-20,216.8000030517578,223.02000427246094,216.5,222.1999969482422,7708500
2026-05-21,219.38999938964844,221.1699981689453,215.72000122070312,219.61000061035156,6412800
2026-05-22,220.85000610351562,221.11000061035156,217.1699981689453,219.02000427246094,4647100
2026-05-26,221.3000030517578,222.41000366210938,217.91000366210938,218.89999389648438,5908000
2026-05-27,221.5,226.89999389648438,220.6999969482422,224.3000030517578,11049100
2026-05-28,224.0,229.91000366210938,222.85000610351562,228.77999877929688,6526400
2026-05-29,228.44000244140625,232.3000030517578,226.25,231.14999389648438,6938100
2026-06-01,228.36000061035156,228.8000030517578,222.2100067138672,224.3000030517578,6400900
2026-06-02,222.52000427246094,224.69000244140625,215.00999450683594,217.6999969482422,7655600
2026-06-03,216.10000610351562,216.35000610351562,209.6300048828125,210.5800018310547,9105900
2026-06-04,213.0,221.60000610351562,212.8000030517578,217.4199981689453,8055000
2026-06-05,216.5800018310547,218.3699951171875,213.6300048828125,215.4499969482422,4804000
2026-06-08,216.3000030517578,217.7899932861328,215.0,215.9199981689453,3711700
2026-06-09,216.5,220.00999450683594,212.22999572753906,214.50999450683594,5198800
2026-06-10,213.07000732421875,213.6999969482422,207.9499969482422,209.0,7038100
2026-06-11,209.83999633789062,221.77000427246094,209.8000030517578,221.6300048828125,6651500
2026-06-12,222.3699951171875,223.50999450683594,216.6999969482422,219.0500030517578,5665800
2026-06-15,225.3000030517578,231.33999633789062,225.22000122070312,228.9499969482422,8596000
2026-06-16,229.47000122070312,230.3000030517578,225.3000030517578,227.49000549316406,3705900
2026-06-17,227.02000427246094,230.5399932861328,225.3000030517578,225.6300048828125,5006800
2026-06-18,227.75,228.99000549316406,220.1199951171875,222.72000122070312,8822500
2026-06-22,223.0,223.5500030517578,220.11000061035156,220.8300018310547,4296300
