,open,high,low,close,volume
2026-04-22,922.010009765625,981.0609741210938,895.739990234375,979.0700073242188,15497400
2026-04-23,948.5449829101562,978.8800048828125,926.1099853515625,932.4299926757812,12272600
2026-04-24,954.5599975585938,1002.0900268554688,947.0,989.9000244140625,11642800
2026-04-27,1019.64501953125,1070.6600341796875,1008.8800048828125,1070.199951171875,13005000
2026-04-28,1027.5999755859375,1054.219970703125,980.280029296875,1002.3499755859375,14119000
2026-04-29,1070.5999755859375,1103.0,1060.0,1064.2099609375,11350200
2026-04-30,1112.4300537109375,1115.0,1076.050048828125,1096.510009765625,15088300
2026-05-01,1059.02001953125,1189.239990234375,1048.0,1187.0,23126800
2026-05-04,1222.1800537109375,1275.1099853515625,1205.0,1255.8599853515625,17853000
2026-05-05,1289.010009765625,1418.8800048828125,1286.1300048828125,1406.3199462890625,20668200
2026-05-06,1437.4000244140625,1439.699951171875,1337.56005859375,1409.97998046875,21114100
2026-05-07,1379.4200439453125,1400.989990234375,1292.573974609375,1339.9599609375,16243300
2026-05-08,1394.3699951171875,1564.0,1391.1199951171875,1562.3399658203125,20567600
2026-05-11,1586.25,1600.0,1514.469970703125,1547.56005859375,16516800
2026-05-12,1492.0,1508.3199462890625,1367.0,1452.02001953125,17138500
2026-05-13,1512.4849853515625,1513.5699462890625,1404.8599853515625,1447.22998046875,11618700
2026-05-14,1394.4000244140625,1453.77001953125,1362.0,1382.719970703125,11213600
2026-05-15,1321.0,1426.3780517578125,1315.75,1407.6099853515625,14011300
2026-05-18,1431.6700439453125,1440.0,1277.3299560546875,1333.010009765625,13904400
2026-05-19,1289.75,1392.8599853515625,1278.1099853515625,1383.2900390625,13309300
2026-05-20,1437.97998046875,1444.0,1366.97998046875,1392.56005859375,9141200
2026-05-21,1377.469970703125,1546.0899658203125,1377.469970703125,1542.239990234375,13746100
2026-05-22,1520.7149658203125,1528.0,1473.52001953125,1478.68994140625,9657100
2026-05-26,1535.2099609375,1641.739990234375,1520.0,1589.550048828125,12811900
