Date,open,high,low,close,volume,adj_close
2026-01-29,9.510000228881836,9.59000015258789,8.710000038146973,8.989999771118164,2136900,8.989999771118164
2026-01-30,8.729999542236328,9.140000343322754,8.140000343322754,8.1899995803833,2176000,8.1899995803833
2026-02-02,8.050000190734863,8.289999961853027,7.329999923706055,7.349999904632568,2763100,7.349999904632568
2026-02-03,7.659999847412109,7.78000020980835,7.360000133514404,7.71999979019165,2063300,7.71999979019165
2026-02-04,7.769999980926514,7.849999904632568,6.940000057220459,7.090000152587891,2204700,7.090000152587891
2026-02-05,6.909999847412109,6.949999809265137,6.349999904632568,6.360000133514404,1573100,6.360000133514404
2026-02-06,6.610000133514404,7.239999771118164,6.599999904632568,7.190000057220459,1816200,7.190000057220459
2026-02-09,7.269999980926514,7.579999923706055,7.179999828338623,7.449999809265137,1797500,7.449999809265137
2026-02-10,7.380000114440918,7.639999866485596,7.190000057220459,7.420000076293945,1278400,7.420000076293945
2026-02-11,7.53000020980835,7.579999923706055,7.039999961853027,7.389999866485596,1292100,7.389999866485596
2026-02-12,7.489999771118164,7.489999771118164,6.920000076293945,7.010000228881836,1473000,7.010000228881836
2026-02-13,7.010000228881836,7.380000114440918,6.880000114440918,7.21999979019165,1371900,7.21999979019165
2026-02-17,7.130000114440918,7.349999904632568,7.010000228881836,7.28000020980835,966200,7.28000020980835
2026-02-18,7.309999942779541,7.5,7.079999923706055,7.429999828338623,1260600,7.429999828338623
2026-02-19,7.25,7.769999980926514,7.199999809265137,7.75,1148100,7.75
2026-02-20,7.630000114440918,7.820000171661377,7.449999809265137,7.679999828338623,1354700,7.679999828338623
2026-02-23,7.579999923706055,7.769999980926514,7.489999771118164,7.690000057220459,955800,7.690000057220459
2026-02-24,7.710000038146973,8.970000267028809,7.539999961853027,8.930000305175781,2446900,8.930000305175781
2026-02-25,8.899999618530273,9.100000381469727,8.579999923706055,8.600000381469727,1574700,8.600000381469727
2026-02-26,8.430000305175781,9.09000015258789,8.279999732971191,9.069999694824219,1376400,9.069999694824219
2026-02-27,8.819999694824219,8.819999694824219,7.96999979019165,8.140000343322754,1382100,8.140000343322754
2026-03-02,7.75,8.420000076293945,7.619999885559082,8.329999923706055,1151000,8.329999923706055
2026-03-03,8.010000228881836,8.1899995803833,7.75,7.929999828338623,1055700,7.929999828338623
2026-03-04,8.149999618530273,8.65999984741211,8.0600004196167,8.569999694824219,1476700,8.569999694824219
2026-03-05,8.40999984741211,8.630000114440918,7.949999809265137,8.079999923706055,1232700,8.079999923706055
2026-03-06,7.980000019073486,8.140000343322754,7.570000171661377,7.599999904632568,1390700,7.599999904632568
2026-03-09,6.920000076293945,7.489999771118164,6.5,7.380000114440918,2887800,7.380000114440918
2026-03-10,7.28000020980835,7.369999885559082,7.0,7.050000190734863,1394800,7.050000190734863
2026-03-11,7.0,7.489999771118164,6.949999809265137,7.110000133514404,1551600,7.110000133514404
2026-03-12,7.03000020980835,7.179999828338623,6.840000152587891,6.989999771118164,1182000,6.989999771118164
2026-03-13,7.0,7.150000095367432,6.599999904632568,6.630000114440918,1375100,6.630000114440918
2026-03-16,6.710000038146973,6.980000019073486,6.630000114440918,6.909999847412109,1160400,6.909999847412109
2026-03-17,6.909999847412109,7.179999828338623,6.849999904632568,7.03000020980835,1134100,7.03000020980835
2026-03-18,6.989999771118164,7.010000228881836,6.710000038146973,6.789999961853027,1277700,6.789999961853027
2026-03-19,6.599999904632568,6.849999904632568,6.449999809265137,6.75,1072600,6.75
2026-03-20,6.699999809265137,6.940000057220459,6.409999847412109,6.590000152587891,1492400,6.590000152587891
2026-03-23,6.690000057220459,6.829999923706055,6.46999979019165,6.710000038146973,1091800,6.710000038146973
