,open,high,low,close,volume
2026-04-22,12.40999984741211,12.5600004196167,12.100000381469727,12.170000076293945,2074400
2026-04-23,12.1899995803833,12.279999732971191,11.649999618530273,11.899999618530273,1811800
2026-04-24,11.890000343322754,12.069999694824219,11.75,11.90999984741211,2748600
2026-04-27,11.850000381469727,12.100000381469727,11.8100004196167,11.960000038146973,3999900
2026-04-28,11.960000038146973,11.979999542236328,11.640000343322754,11.779999732971191,3342700
2026-04-29,11.600000381469727,11.850000381469727,11.369999885559082,11.479999542236328,3552900
2026-04-30,11.479999542236328,11.819999694824219,11.34000015258789,11.75,5670600
2026-05-01,11.75,11.869999885559082,11.5600004196167,11.8100004196167,3571700
2026-05-04,11.789999961853027,11.880000114440918,11.140000343322754,11.199999809265137,5637400
2026-05-05,11.180000305175781,11.430000305175781,10.90999984741211,11.369999885559082,9476100
2026-05-06,11.359999656677246,11.5,10.890000343322754,11.140000343322754,7958100
2026-05-07,11.289999961853027,11.569999694824219,10.9399995803833,10.960000038146973,6611800
2026-05-08,10.960000038146973,11.180000305175781,10.75,11.0,6637800
2026-05-11,10.90999984741211,11.15999984741211,10.890000343322754,10.90999984741211,6231100
2026-05-12,10.9399995803833,11.34000015258789,10.930000305175781,11.0,4794500
2026-05-13,10.90999984741211,10.9399995803833,10.430000305175781,10.4399995803833,4408100
2026-05-14,10.529999732971191,10.800000190734863,10.390000343322754,10.40999984741211,4407900
2026-05-15,10.319999694824219,10.40999984741211,9.880000114440918,10.069999694824219,9073300
2026-05-18,10.1899995803833,10.289999961853027,9.819999694824219,9.819999694824219,5480400
2026-05-19,9.770000457763672,9.819999694824219,9.40999984741211,9.739999771118164,9690200
2026-05-20,9.760000228881836,10.010000228881836,9.520000457763672,9.84000015258789,6400300
2026-05-21,9.720000267028809,10.0600004196167,9.619999885559082,9.930000305175781,5273600
2026-05-22,9.979999542236328,10.460000038146973,9.970000267028809,10.210000038146973,4783800
2026-05-26,10.229999542236328,10.380000114440918,9.970000267028809,9.989999771118164,5686200
