,open,high,low,close,volume
2026-04-22,25.81999969482422,25.959999084472656,25.549999237060547,25.940000534057617,703300
2026-04-23,25.989999771118164,27.709999084472656,25.889999389648438,27.68000030517578,2968200
2026-04-24,27.649999618530273,28.100000381469727,26.5,27.3700008392334,1970200
2026-04-27,27.559999465942383,32.560001373291016,27.299999237060547,29.270000457763672,9324400
2026-04-28,29.600000381469727,30.25,28.610000610351562,29.440000534057617,2145800
2026-04-29,29.06999969482422,29.149999618530273,28.049999237060547,28.260000228881836,1608100
2026-04-30,28.260000228881836,28.489999771118164,27.65999984741211,28.1299991607666,2090900
2026-05-01,28.139999389648438,28.81999969482422,28.139999389648438,28.739999771118164,1417700
2026-05-04,28.950000762939453,29.299999237060547,28.450000762939453,28.940000534057617,948500
2026-05-05,28.950000762939453,30.969999313354492,28.75,30.860000610351562,2825000
2026-05-06,31.06999969482422,31.190000534057617,30.170000076293945,30.520000457763672,1815400
2026-05-07,31.1299991607666,31.290000915527344,31.079999923706055,31.170000076293945,13615900
2026-05-08,31.139999389648438,31.209999084472656,31.1299991607666,31.149999618530273,4480800
2026-05-11,31.149999618530273,31.200000762939453,31.139999389648438,31.149999618530273,3684000
2026-05-12,31.170000076293945,31.18000030517578,31.139999389648438,31.139999389648438,3354200
2026-05-13,31.18000030517578,31.190000534057617,31.149999618530273,31.15999984741211,2865800
2026-05-14,31.170000076293945,31.18000030517578,31.149999618530273,31.15999984741211,4128300
2026-05-15,31.170000076293945,31.18000030517578,31.1299991607666,31.18000030517578,2300100
2026-05-18,31.15999984741211,31.25,31.139999389648438,31.229999542236328,4171600
2026-05-19,31.200000762939453,31.239999771118164,31.200000762939453,31.209999084472656,2727800
2026-05-20,31.209999084472656,31.260000228881836,31.209999084472656,31.25,2357400
2026-05-21,31.219999313354492,31.360000610351562,31.219999313354492,31.280000686645508,2343700
2026-05-22,31.280000686645508,31.299999237060547,31.239999771118164,31.260000228881836,1992600
2026-05-26,31.260000228881836,31.350000381469727,31.239999771118164,31.329999923706055,1565700
