Date,open,high,low,close,volume
2026-04-14,12.510000228881836,12.75,12.449999809265137,12.710000038146973,50232200
2026-04-15,12.699999809265137,12.760000228881836,12.489999771118164,12.710000038146973,39926500
2026-04-16,12.670000076293945,12.75,12.420000076293945,12.4399995803833,37407700
2026-04-17,12.640000343322754,13.039999961853027,12.619999885559082,12.869999885559082,45735000
2026-04-20,12.8100004196167,12.920000076293945,12.75,12.869999885559082,26029000
2026-04-21,12.869999885559082,13.029999732971191,12.779999732971191,12.779999732971191,32210000
2026-04-22,12.84000015258789,12.880000114440918,12.579999923706055,12.630000114440918,23958300
2026-04-23,12.609999656677246,12.699999809265137,12.369999885559082,12.479999542236328,30844500
2026-04-24,12.449999809265137,12.460000038146973,12.289999961853027,12.380000114440918,35043500
2026-04-27,12.380000114440918,12.649999618530273,12.380000114440918,12.489999771118164,35098200
2026-04-28,12.520000457763672,12.520000457763672,12.239999771118164,12.399999618530273,44278000
2026-04-29,12.369999885559082,12.380000114440918,12.140000343322754,12.239999771118164,48672800
2026-04-30,11.550000190734863,12.09000015258789,11.470000267028809,12.079999923706055,80557900
2026-05-01,12.0600004196167,12.069999694824219,11.779999732971191,11.880000114440918,52880500
2026-05-04,11.850000381469727,11.880000114440918,11.460000038146973,11.5,51014800
2026-05-05,11.5600004196167,11.789999961853027,11.5600004196167,11.6899995803833,42262100
2026-05-06,11.9399995803833,12.25,11.9399995803833,12.170000076293945,52111200
2026-05-07,12.220000267028809,12.300000190734863,12.0600004196167,12.180000305175781,38986700
2026-05-08,12.289999961853027,12.369999885559082,12.180000305175781,12.319999694824219,38453500
2026-05-11,12.34000015258789,12.390000343322754,12.010000228881836,12.050000190734863,48850800
2026-05-12,11.920000076293945,12.029999732971191,11.800000190734863,11.989999771118164,42165300
2026-05-13,11.970000267028809,13.9399995803833,11.970000267028809,13.569999694824219,216261200
2026-05-14,13.75,14.9399995803833,13.630000114440918,14.479999542236328,187021600
2026-05-15,13.979999542236328,14.050000190734863,13.289999961853027,13.399999618530273,108272300
2026-05-18,13.989999771118164,13.989999771118164,13.020000457763672,13.029999732971191,69584000
