,open,high,low,close,volume
2026-04-23,85.77999877929688,92.23999786376953,85.45999908447266,90.63999938964844,18143200
2026-04-24,91.11000061035156,91.5,87.91000366210938,89.44000244140625,11341200
2026-04-27,88.95999908447266,89.29000091552734,85.27999877929688,86.83999633789062,10126700
2026-04-28,85.7300033569336,87.13999938964844,83.94999694824219,84.26000213623047,13219800
2026-04-29,89.0,90.7300033569336,87.11000061035156,90.16999816894531,12902700
2026-04-30,91.0,93.02999877929688,89.12000274658203,92.91000366210938,9342700
2026-05-01,92.80999755859375,94.55999755859375,91.91000366210938,93.94999694824219,8062800
2026-05-04,96.22000122070312,96.22000122070312,93.62000274658203,95.30000305175781,8362100
2026-05-05,95.2300033569336,99.08000183105469,94.16999816894531,98.4800033569336,11012100
2026-05-06,98.4800033569336,103.23999786376953,98.0,102.91999816894531,13764100
2026-05-07,102.1500015258789,102.27999877929688,99.58999633789062,101.58000183105469,15859600
2026-05-08,105.05000305175781,105.91000366210938,96.81999969482422,99.08999633789062,18857300
2026-05-11,98.0999984741211,101.18000030517578,96.56999969482422,99.02999877929688,19625200
2026-05-12,97.05999755859375,98.1500015258789,94.41999816894531,97.69999694824219,12828500
2026-05-13,99.6500015258789,99.87000274658203,96.05999755859375,96.70999908447266,12894100
2026-05-14,96.38999938964844,97.29000091552734,95.2699966430664,97.04000091552734,6977400
2026-05-15,94.0999984741211,95.58999633789062,93.72000122070312,93.8499984741211,9445400
2026-05-18,95.81999969482422,95.81999969482422,91.12999725341797,92.76000213623047,10149000
2026-05-19,90.44999694824219,93.58999633789062,90.0,91.80999755859375,7350400
2026-05-20,92.68000030517578,94.33999633789062,91.80999755859375,94.0199966430664,10871600
2026-05-21,93.0,93.27999877929688,89.16000366210938,91.11000061035156,8596100
2026-05-22,90.66999816894531,94.91000366210938,90.63999938964844,93.43000030517578,8837400
2026-05-26,95.83999633789062,99.97000122070312,95.22000122070312,98.05000305175781,13087000
2026-05-27,99.37999725341797,100.25,94.72000122070312,96.8499984741211,12755800
