Date,open,high,low,close,volume
2026-06-17,52.86000061035156,53.40999984741211,50.72999954223633,50.849998474121094,632700
2026-06-18,50.09000015258789,51.08000183105469,49.52000045776367,50.88999938964844,1593100
2026-06-22,51.45000076293945,51.9900016784668,49.900001525878906,51.04999923706055,959100
2026-06-23,51.34000015258789,51.380001068115234,50.130001068115234,50.70000076293945,903900
2026-06-24,49.70000076293945,51.70000076293945,48.91999816894531,51.2599983215332,1026600
2026-06-25,51.060001373291016,54.15999984741211,50.970001220703125,54.130001068115234,689500
2026-06-26,53.369998931884766,54.630001068115234,52.83000183105469,54.630001068115234,1426100
2026-06-29,55.25,57.939998626708984,55.25,56.66999816894531,903200
2026-06-30,57.310001373291016,57.779998779296875,55.650001525878906,56.08000183105469,735100
2026-07-01,56.349998474121094,58.97999954223633,56.31999969482422,58.79999923706055,810400
2026-07-02,57.91999816894531,59.79999923706055,57.86000061035156,58.4900016784668,803000
2026-07-06,58.5,62.16999816894531,58.20000076293945,60.7400016784668,933900
2026-07-07,60.869998931884766,61.72999954223633,59.08000183105469,61.459999084472656,832300
2026-07-08,63.91999816894531,68.58000183105469,63.91999816894531,68.56999969482422,1496200
2026-07-09,67.72000122070312,68.7699966430664,64.72000122070312,65.54000091552734,1171800
2026-07-10,66.33999633789062,66.62000274658203,64.55000305175781,65.77999877929688,779200
2026-07-13,67.70999908447266,71.29000091552734,67.69000244140625,70.91999816894531,885600
2026-07-14,72.45999908447266,73.80000305175781,71.62000274658203,73.55000305175781,938200
2026-07-15,72.87999725341797,74.63999938964844,71.22000122070312,73.20999908447266,971200
2026-07-16,73.88999938964844,75.02999877929688,73.12999725341797,73.97000122070312,966200
2026-07-17,76.08999633789062,77.20999908447266,74.69000244140625,76.25,815700
2026-07-20,75.7699966430664,79.26000213623047,75.5,77.55999755859375,852500
2026-07-21,79.41000366210938,82.29000091552734,78.4000015258789,80.4000015258789,1092000
