,open,high,low,close,volume
2026-04-23,115.37999725341797,119.20999908447266,113.56999969482422,114.66999816894531,8491100
2026-04-24,117.0,119.7699966430664,114.36000061035156,119.76000213623047,5528900
2026-04-27,117.66000366210938,120.69000244140625,117.02999877929688,117.83000183105469,4307000
2026-04-28,120.30999755859375,123.37000274658203,119.73999786376953,121.18000030517578,3716100
2026-04-29,120.0,122.5,117.97000122070312,122.43000030517578,3254200
2026-04-30,120.30999755859375,122.56999969482422,117.68000030517578,122.4000015258789,5604300
2026-05-01,129.08999633789062,131.0,121.23999786376953,126.95999908447266,6019500
2026-05-04,127.33000183105469,131.0,126.19000244140625,127.88999938964844,3460600
2026-05-05,127.2300033569336,128.97000122070312,124.30999755859375,128.8800048828125,3858800
2026-05-06,126.8499984741211,127.30000305175781,121.08999633789062,122.62999725341797,4683100
2026-05-07,125.72000122070312,133.36000061035156,125.72000122070312,130.8800048828125,6015500
2026-05-08,125.69999694824219,127.88999938964844,123.16000366210938,127.83000183105469,4252800
2026-05-11,126.75,128.97999572753906,120.55000305175781,121.41999816894531,3709500
2026-05-12,122.52999877929688,124.0,118.4800033569336,118.62000274658203,2816300
2026-05-13,115.55999755859375,117.36000061035156,112.55000305175781,116.5,5157400
2026-05-14,116.79000091552734,120.7699966430664,115.30000305175781,118.75,3843500
2026-05-15,119.97000122070312,125.58999633789062,119.97000122070312,125.01000213623047,5160400
2026-05-18,123.08999633789062,130.8000030517578,123.08999633789062,128.8800048828125,4611700
2026-05-19,132.8000030517578,135.92999267578125,128.0800018310547,129.33999633789062,4478900
2026-05-20,124.80999755859375,127.43000030517578,122.20999908447266,126.61000061035156,6060000
2026-05-21,121.51000213623047,122.94999694824219,119.04000091552734,121.8499984741211,9182900
2026-05-22,128.74000549316406,133.7100067138672,125.16000366210938,128.13999938964844,10781700
2026-05-26,126.06999969482422,127.05999755859375,122.18000030517578,124.0199966430664,4490600
2026-05-27,121.98999786376953,129.25999450683594,121.70999908447266,124.5,3586000
