Date,open,high,low,close,volume
2026-04-28,11.1899995803833,11.199999809265137,10.819999694824219,10.859999656677246,2054400
2026-04-29,10.6899995803833,11.260000228881836,10.6899995803833,11.180000305175781,2354900
2026-04-30,11.170000076293945,11.270000457763672,11.029999732971191,11.130000114440918,1759800
2026-05-01,11.239999771118164,11.649999618530273,11.1899995803833,11.5600004196167,2489000
2026-05-04,11.489999771118164,11.65999984741211,11.109999656677246,11.329999923706055,3034900
2026-05-05,11.359999656677246,11.40999984741211,11.25,11.279999732971191,2564200
2026-05-06,11.449999809265137,11.449999809265137,11.050000190734863,11.180000305175781,3360500
2026-05-07,11.180000305175781,11.600000381469727,11.050000190734863,11.229999542236328,4854700
2026-05-08,11.119999885559082,11.15999984741211,10.359999656677246,10.449999809265137,3530200
2026-05-11,10.289999961853027,10.430000305175781,9.630000114440918,9.65999984741211,3990000
2026-05-12,9.600000381469727,9.729999542236328,9.40999984741211,9.449999809265137,4017700
2026-05-13,9.329999923706055,9.779999732971191,9.109999656677246,9.630000114440918,4729100
2026-05-14,9.649999618530273,9.720000267028809,9.4399995803833,9.600000381469727,3746200
2026-05-15,9.569999694824219,9.6899995803833,9.4399995803833,9.460000038146973,2972900
2026-05-18,9.510000228881836,9.850000381469727,9.390000343322754,9.529999732971191,4520100
2026-05-19,9.470000267028809,9.699999809265137,9.210000038146973,9.300000190734863,3233100
2026-05-20,9.260000228881836,9.989999771118164,9.039999961853027,9.930000305175781,6551000
2026-05-21,9.850000381469727,10.130000114440918,9.640000343322754,9.899999618530273,3995100
2026-05-22,9.899999618530273,10.100000381469727,9.710000038146973,10.079999923706055,2858700
2026-05-26,9.979999542236328,10.220000267028809,9.899999618530273,10.039999961853027,3596400
2026-05-27,10.029999732971191,10.289999961853027,10.029999732971191,10.1899995803833,3041100
2026-05-28,10.100000381469727,11.020000457763672,10.100000381469727,10.899999618530273,4849900
2026-05-29,11.050000190734863,11.3100004196167,10.84000015258789,11.180000305175781,3806800
2026-06-01,11.34000015258789,12.15999984741211,11.210000038146973,12.100000381469727,4865700
