ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
INFQ,0.0,461993.67430902313,0,1,461993.67430902313,1,57.0,1.723404,,1.723404,1,0,0,0.0,0.0,0.0,461993.67430902313,0,1,0.0,570000.0,0.0,240642.90152173032,0,1,-461993.67430902313,SHORT,0.0,461993.67430902313,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,3249243624.0,0.0,0.000175,0.0,7.4e-05,0.0,0.520879,0.0,0.0,0.0,1.4218499065338879,0.13529107787241829,5.238203903520084,0.7529,0.0,0.0,0.0,0.0,0.6,0.0,2.1063,1.7,0.8319,0.0,0.0,0.6,0.0,0.06,0.603191472,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,570000.0,0.0,0.0,0.5238203903520084,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned
CAR,1495487.0642155446,569312.6497968341,1,1,4129599.4280247577,2,57.0,8.893985,14.314286,3.473684,2,0,0,0.0,0.0,1495487.0642155446,569312.6497968341,1,1,1742500.0,625000.0,87558.08633630785,7101.594500859699,1,1,926174.4144187105,LONG,1495487.0642155446,569312.6497968341,0.0,0.0,2.6268291504663153,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.0,1,0.5,25173619768.0,6.9e-05,2.5e-05,3e-06,0.0,0.058548,0.012474,0.0,0.0,0.5940691398368406,0.22615446449243998,0.5042363356894084,4.148905263000141,1.0424,1.7,1.7,0.0,0.0,0.6,0.0,1.0046,0.8443,1.7,0.0,0.0,0.6,0.0,0.6185104886063195,0.40492488906711566,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,507005.0,996670.0,3485000.0,1250000.0,0.0,0.0,0.41489052630001405,none,none
EQNR,0.0,38176.17242994707,0,1,38176.17242994707,1,87.0,17.020833,,17.020833,1,0,0,0.0,0.0,0.0,38176.17242994707,0,1,0.0,643200.0,0.0,16507.917828754908,0,0,-38176.17242994707,SHORT,0.0,38176.17242994707,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,94135204280.0,0.0,7e-06,0.0,0.0,0.0,0.432414,0.0,0.0,0.0,0.004055461792635425,0.10991320793060677,4.006233995651167,0.4991,0.0,0.0,0.0,0.0,0.6,0.0,1.7062,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.25449573957662464,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,643200.0,0.0,0.0,0.40062339956511667,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
SOXX,0.0,1131044.4980093425,0,1,1131044.4980093425,1,57.0,2.243182,,2.243182,1,0,0,0.0,0.0,0.0,1131044.4980093425,0,1,0.0,1208880.0,0.0,309520.82633536134,0,1,-1131044.4980093425,SHORT,0.0,1131044.4980093425,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,28011654772.0,0.0,4.3e-05,0.0,1.1e-05,0.0,0.273659,0.0,0.0,0.0,0.4037763949382656,0.11510501594691283,3.9044105190870178,0.5511,0.0,0.0,0.0,0.0,0.6,0.0,0.7005,1.4186,1.1854,0.0,0.0,0.6,0.0,0.06,0.4679930706331253,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1539720.0,0.0,1208880.0,0.0,0.0,0.39044105190870176,none,not_extended
APH,0.0,595564.4900544503,0,1,595564.4900544503,1,86.0,13.848485,,13.848485,1,0,0,0.0,0.0,0.0,595564.4900544503,0,1,0.0,717320.0,0.0,316625.61941519333,0,1,-595564.4900544503,SHORT,0.0,595564.4900544503,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,186754624315.0,0.0,4e-06,0.0,2e-06,0.0,0.53164,0.0,0.0,0.0,0.0318902138160664,0.12216033217528378,3.33261096776552,0.6216,0.0,0.0,0.0,0.0,0.6,0.0,0.9205,0.1121,1.7,0.0,0.0,0.6,0.0,0.06,0.2536331777141651,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,717320.0,0.0,0.0,0.333261096776552,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
DIA,1.18537196709921,0.46544790511395195,1,1,1.650819872213162,2,76.5,87.621406,172.0,3.242812,2,0,0,0.0,0.0,1.18537196709921,0.46544790511395195,1,1,1054000.0,768797.0,0.7656038196674816,0.19598424142526127,0,0,0.719924061985258,LONG,1.18537196709921,0.46544790511395195,0.0,0.0,2.5467339181793176,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,491.419824,0.0,0.0,0.0,0.0,0.645876,0.421066,0.0,0.0,0.0,0.0,0.375,3.278720852059578,1.45,0.0,1.7,0.0,0.0,0.6,0.0,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.23,0.23,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.0,0.0,1054000.0,768797.0,0.0,0.0,0.3278720852059578,none,none
ON,0.0,29768.025774147478,0,1,29768.025774147478,1,87.0,14.234694,,14.234694,1,0,0,0.0,0.0,0.0,29768.025774147478,0,1,0.0,619857.0,0.0,5604.158150440557,0,0,-29768.025774147478,SHORT,0.0,29768.025774147478,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,34244324262.0,0.0,1.8e-05,0.0,0.0,0.0,0.188261,0.0,0.0,0.0,0.008692834919560744,0.10841124662031199,3.2619734131340077,0.4841,0.0,0.0,0.0,0.0,0.6,0.0,0.9464,0.0156,1.7,0.0,0.0,0.6,0.0,0.06,0.2975900041765056,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,619857.0,567455.0,0.0,0.3261973413134008,none,not_extended
CRDO,0.0,589724.3948471175,0,2,589724.3948471175,2,57.5,2.403081,,2.403081,2,0,0,0.0,0.0,0.0,564999.6004438858,0,2,0.0,1533050.0,0.0,355825.58394517296,0,0,-589724.3948471175,SHORT,0.0,294862.19742355874,0.0,0.041926,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,33813363001.0,0.0,4.5e-05,0.0,1.1e-05,0.0,0.603376,0.0,0.0,0.0,0.087202860423803,0.11357405284637354,3.1510116735899847,0.5357,0.0,0.0,0.0,0.0,0.6,0.0,0.7676,0.3337,1.2941,0.1556,0.0,0.6,0.0,0.06,0.3918347870700901,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1533050.0,823024.0,0.0,0.31510116735899846,none,not_extended
TTD,238150.6938000331,248370.02746507016,1,1,973041.4425302065,2,71.5,2.04465,1.745955,2.343345,2,0,0,0.0,0.0,238150.6938000331,248370.02746507016,1,1,314433.0,325132.5,88881.89229538772,33296.082285038196,0,0,-10219.333665037062,SHORT,238150.6938000331,248370.02746507016,0.0,0.0,0.958854400551716,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,10042547298.0,3.1e-05,3.2e-05,9e-06,3e-06,0.373217,0.134058,0.0,0.0,0.23714171985773116,0.24731775723330046,0.26840183218056735,3.141378490069566,0.3546,0.8822,0.8472,0.0,0.0,0.6,0.0,0.371,0.9169,1.2535,0.0,0.0,0.6,0.0,0.3433375736789935,0.3906654183887022,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,628866.0,650265.0,0.0,0.0,0.31413784900695657,none,none
VRT,233652.65119269886,0.0663844047854655,2,3,467305.3687698025,5,40.6,124.100816,263.786859,30.976787,5,0,0,0.0,0.0,233652.65118864892,0.0663595691803379,2,3,829694.0,2716458.0,734.89131956563,0.010822282235183462,0,0,233652.58480829408,LONG,116826.32559634943,0.022128134928488502,0.0,0.000374,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,119539064092.0,7e-06,2.3e-05,0.0,0.0,0.003145,0.163024,0.0,0.0,0.009773066778106711,1.8511216476864989e-09,0.2686403675292551,3.0743001283442704,0.2107,0.0201,1.7,0.1556,0.0,0.6,0.0,0.4632,0.0,1.7,0.3111,0.0,0.6,0.0,0.27206257686841795,0.3447597889388317,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,536240.0,1659388.0,2716458.0,0.0,0.0,0.30743001283442706,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
