ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
AXTI,539519.8950850824,1090268.4290972743,5,5,2169308.219267439,10,60.2,524.325541,681.119048,367.532035,10,4,1,1.0729589470670622,0.007453481571337752,539518.8221261353,643377.0179608752,5,5,4072208.0,8211226.0,260250.28335336913,432271.736959886,1,2,-550748.5340121919,SHORT,107903.97901701648,218053.68581945487,2e-06,0.409891,0.494850516337336,1.0,0.2,0.4,-0.1076923076923077,0.09230769230769231,31-90,0.2,0,0.0,6466543980.0,0.00063,0.00127,,,,,4e-05,6.7e-05,0.482374,0.396482,0.0,0.0,0.1668649890122861,0.33720281883779113,6.921294862891316,0.7271057144427725,2.815,0.6339,1.6502,0.6222,0.6,0.6,0.0,2.815,1.2123,1.6502,0.6222,0.15,0.6,0.2214,0.7056131124347556,0.7405893405883964,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,-0.6745,3,0.0,0.0,8144416.0,8211226.0,1827382.0,0.0,0.6921294862891316,none,none
ZBRA,1371574.711808039,0.0,1,0,1371574.711808039,1,38.0,83.647059,83.647059,,1,0,0,0.0,0.0,1371574.711808039,0.0,1,0,2751570.0,0.0,743154.4704128992,0.0,1,0,1371574.711808039,LONG,1371574.711808039,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11118800855.0,0.000247,0.0,6046733.0,767864.0,0.45505068604815196,0.0,6.7e-05,0.0,0.541826,0.0,0.0,0.0,1.2335635197488564,0.0,6.765163738543761,0.17252467650881553,2.815,1.7,1.6502,0.0,0.0,0.6,0.0,0.7704,0.0,0.3549,0.0,0.0,0.6,0.0,0.69,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-0.8294902005044877,1,-1.4171971741435991,1,0.0,0.0,2751570.0,0.0,0.0,0.0,0.676516373854376,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned"
SOXL,4549060.487849745,5397674.570393192,10,7,13041954.678391542,17,40.235294,127.302768,101.785198,163.75644,17,5,6,2184403.686781284,3392430.5200085724,778572.5956249213,2005244.050384619,10,7,10942426.0,13097826.0,1639670.7378577387,1244620.9236547097,10,7,-848614.0825434467,SHORT,454906.0487849745,771096.3671990273,0.82885,0.628499,0.8427815401843262,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.8571,0,0.0,22400614616.0,0.000488,0.000585,,,,,7.3e-05,5.6e-05,0.304335,0.230585,0.0,0.0,0.20307748540973092,0.34423000458579356,6.469515406953605,0.649478913029404,0.8057,0.7636,1.6502,1.4,0.75,0.6,0.5,0.7992,1.2346,1.6502,0.9333,0.9,0.6,0.3775,0.8613643313768871,0.8645402382174162,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.950787700849911,1,0.0,0.0,18493266.0,13097826.0,0.0,0.0,0.6469515406953605,none,none
SIMO,397614.06801176036,0.0,1,0,397614.06801176036,1,38.0,24.933962,24.933962,,1,0,0,0.0,0.0,397614.06801176036,0.0,1,0,531959.0,0.0,5393.208766348498,0.0,1,0,397614.06801176036,LONG,397614.06801176036,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8510787244.0,6.3e-05,0.0,,,,,1e-06,0.0,0.013564,0.0,0.0,0.0,0.46718835357102056,0.0,6.43603559103086,0.20898106836192348,2.815,1.6061,1.4149,0.0,0.0,0.6,0.0,0.9787,0.0,0.5111,0.0,0.0,0.6,0.0,0.5937777364038084,0.06,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,-0.6745,3,0.0,0.0,531959.0,0.0,0.0,0.0,0.643603559103086,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
APLD,277521.8482324176,311774.4357812215,1,1,901070.7197948606,2,38.0,35.963047,70.137255,1.788839,2,1,0,277521.8482324176,0.0,277521.8482324176,311774.4357812215,1,1,650621.0,677612.5,328.4763897320479,247991.05840247107,1,1,-34252.58754880389,SHORT,277521.8482324176,311774.4357812215,0.0,0.0,0.8901366384868077,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11787993484.0,5.5e-05,5.7e-05,,,,,0.0,2.1e-05,0.001184,0.795418,0.0,0.0,0.23542755483289138,0.2644847371220531,6.066150209993384,0.4960323707060175,2.7897,0.8763,1.6502,0.0,0.15,0.6,0.0,2.815,0.975,0.5704,0.0,0.0,0.6,0.0,0.5144325513977235,0.4323841168859994,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,-0.6745,3,0.0,629000.0,650621.0,1355225.0,0.0,0.0,0.6066150209993384,none,none
CIFR,521864.80077333207,0.0,2,0,521864.80077333207,2,70.0,19.564544,19.564544,,2,0,0,0.0,0.0,521864.7822983757,0.0,2,0,1812768.0,0.0,108230.66540074947,0.0,1,0,521864.80077333207,LONG,260932.40038666604,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8405960998.0,0.000216,0.0,,,,,1.3e-05,0.0,0.207392,0.0,0.0,0.0,0.31041352731561417,0.0,5.96586899131877,0.20898106836192348,2.815,1.1264,1.2689,0.1556,0.0,0.6,0.0,0.9787,0.0,0.5111,0.0,0.0,0.6,0.0,0.6481970376603396,0.06,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,-0.6745,3,0.0,0.0,1812768.0,0.0,0.0,5493424.0,0.596586899131877,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
RL,421133.1538543408,0.0,1,0,421133.1538543408,1,38.0,27.454545,27.454545,,1,0,0,0.0,0.0,421133.1538543408,0.0,1,0,555000.0,0.0,191168.1903482914,0.0,1,0,421133.1538543408,LONG,421133.1538543408,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,13855933858.0,4e-05,0.0,1260118.0,756212.0,0.4404349433941901,0.0,1.4e-05,0.0,0.453938,0.0,0.0,0.0,0.303937041104733,0.0,5.775488251015957,0.20898106836192348,2.6016,1.1054,1.4685,0.0,0.0,0.6,0.0,0.9787,0.0,0.5111,0.0,0.0,0.6,0.0,0.47913869245706614,0.06,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3.5,3,-0.6745,3,0.0,0.0,555000.0,0.0,0.0,0.0,0.5775488251015957,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
FIGR,577527.6797179678,0.0,1,0,577527.6797179678,1,38.0,2.607512,2.607512,,1,0,0,0.0,0.0,577527.6797179678,0.0,1,0,1074445.0,0.0,214503.8736772268,0.0,1,0,577527.6797179678,LONG,577527.6797179678,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6676524161.0,0.000161,0.0,4302959.0,848453.0,0.24969910240836596,0.0,3.2e-05,0.0,0.371417,0.0,0.0,0.0,0.865012491217386,0.0,5.728881655487874,0.20898106836192348,2.815,1.7,0.6139,0.0,0.0,0.6,0.0,0.9787,0.0,0.5111,0.0,0.0,0.6,0.0,0.6633108159999999,0.06,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3.5,3,-0.6745,3,0.0,0.0,1074445.0,0.0,0.0,0.0,0.5728881655487874,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
PL,1.2013511251528377e-16,0.0,2,0,1.2013511251528377e-16,2,57.0,60.641765,60.641765,,2,0,0,0.0,0.0,1.1983726266725206e-16,0.0,2,0,1865420.0,0.0,6.528834471583629e-18,0.0,1,0,1.2013511251528377e-16,LONG,6.006755625764188e-17,0.0,0.002479,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,12596460218.0,0.000148,0.0,,,,,0.0,0.0,0.054346,0.0,0.0,0.0,4.768606038369968e-23,0.0,5.220719294099316,0.20898106836192348,2.815,0.0,1.6502,0.1556,0.0,0.6,0.0,0.9787,0.0,0.5111,0.0,0.0,0.6,0.0,0.5355555555555556,0.06,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,-0.6745,3,0.0,0.0,1865420.0,0.0,1311475.0,999578.0,0.5220719294099316,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
MRNA,1660900.837838012,0.0,1,0,3321801.675676024,1,67.0,28.475771,28.475771,,1,0,0,0.0,0.0,1660900.837838012,0.0,1,0,2722065.0,0.0,1007786.0537749771,0.0,1,0,1660900.837838012,LONG,1660900.837838012,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,21565333177.0,0.000126,0.0,,,,,4.7e-05,0.0,0.606771,0.0,0.0,0.0,0.7701716566147964,0.0,5.138045952382243,0.1257381497859925,1.1879,1.7,1.6502,0.0,0.0,0.6,0.0,0.5256,0.0,0.1317,0.0,0.0,0.6,0.0,0.69,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.9384738842743396,1,-1.8326164635804505,1,0.0,0.0,5444130.0,0.0,0.0,0.0,0.5138045952382243,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
