ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
FCEL,630490.2194824062,0.0,1,0,630490.2194824062,1,87.0,27.572549,27.572549,,1,1,0,630490.2194824062,0.0,630490.2194824062,0.0,1,0,849286.0,0.0,48451.06577990867,0.0,0,0,630490.2194824062,LONG,630490.2194824062,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,458258541.0,0.001853,0.0,0.000106,0.0,0.076847,0.0,0.0,0.0,13.758395383238609,0.0,6.964994530821067,0.12577201290582182,2.815,1.7,1.7,0.0,0.15,0.6,0.0,0.6577,0.0,0.0,0.0,0.0,0.6,0.0,0.7050000000000001,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,849286.0,0.0,0.0,0.0,0.6964994530821067,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, volume_capitulation_reversal",not_extended
GTES,1227004.1579762571,0.0,1,0,1227004.1579762571,1,58.0,,,,1,0,0,0.0,0.0,1227004.1579762571,0.0,1,0,1410000.0,0.0,753477.5793934495,0.0,1,0,1227004.1579762571,LONG,1227004.1579762571,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,1.0,6541861363.0,0.000216,0.0,0.000115,0.0,0.614079,0.0,0.0,0.0,1.8756193228368438,0.0,5.1149945308210665,0.15010071752258972,2.815,1.7,0.0,0.0,0.0,0.6,0.0,0.901,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1410000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
JBTM,590676.9975245211,0.0,1,0,590676.9975245211,1,58.0,,,,1,0,0,0.0,0.0,590676.9975245211,0.0,1,0,600000.0,0.0,296444.36783136416,0.0,1,0,590676.9975245211,LONG,590676.9975245211,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,1.0,6946901743.0,8.6e-05,0.0,4.3e-05,0.0,0.501872,0.0,0.0,0.0,0.8502740061347677,0.0,5.1149945308210665,0.1578720852059578,2.815,1.7,0.0,0.0,0.0,0.6,0.0,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,0.4891955533297104,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,600000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
YPF,489525.0527715192,0.0,1,0,489525.0527715192,1,58.0,26.595745,26.595745,,1,0,0,0.0,0.0,489525.0527715192,0.0,1,0,575000.0,0.0,178858.50511944512,0.0,1,0,489525.0527715192,LONG,489525.0527715192,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,16117958257.0,3.6e-05,0.0,1.1e-05,0.0,0.365372,0.0,0.0,0.0,0.30371405916684224,0.0,4.977074828717598,0.12501254347340135,1.5724,1.1047,1.7,0.0,0.0,0.6,0.0,0.6501,0.0,0.0,0.0,0.0,0.6,0.0,0.46676160963552743,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,575000.0,0.0,0.0,0.0,0.49770748287175975,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
LCID,35776.08706266679,0.0,1,0,35776.08706266679,1,59.0,82.306931,82.306931,,1,0,0,0.0,0.0,35776.08706266679,0.0,1,0,563385.0,0.0,5934.885785604043,0.0,0,0,35776.08706266679,LONG,35776.08706266679,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2211868640.0,0.000255,0.0,3e-06,0.0,0.16589,0.0,0.0,0.0,0.16174598443905236,0.0,4.1431615258746275,0.13796988990336767,1.2279,0.6152,1.7,0.0,0.0,0.6,0.0,0.7797,0.0,0.0,0.0,0.0,0.6,0.0,0.5815245534916136,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,563385.0,0.0,0.0,0.0,0.41431615258746274,"confirmation_volume, not_extended, room_to_target, volume_capitulation_reversal","momentum_aligned, trend_aligned"
FN,543948.7459528563,0.0,1,0,543948.7459528563,1,87.0,4.6875,4.6875,,1,0,0,0.0,0.0,543948.7459528563,0.0,1,0,570000.0,0.0,134379.43747700617,0.0,1,0,543948.7459528563,LONG,543948.7459528563,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,25078640161.0,2.3e-05,0.0,5e-06,0.0,0.247044,0.0,0.0,0.0,0.21689722507313433,0.0,3.9742824943037087,0.10511841306146927,0.8622,0.8121,1.7,0.0,0.0,0.6,0.0,0.4512,0.0,0.0,0.0,0.0,0.6,0.0,0.3948613649581895,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,570000.0,0.0,0.0,0.0,0.39742824943037086,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
FIG,609356.0239275247,0.0,1,0,609356.0239275247,1,87.0,2.166197,2.166197,,1,0,0,0.0,0.0,609356.0239275247,0.0,1,0,854205.0,0.0,320092.48440846824,0.0,0,0,609356.0239275247,LONG,609356.0239275247,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8385792561.0,0.000102,0.0,3.8e-05,0.0,0.525296,0.0,0.0,0.0,0.7266528709062884,0.0,3.973087734439445,0.0825789282956763,0.5401,1.7,1.133,0.0,0.0,0.6,0.0,0.2258,0.0,0.0,0.0,0.0,0.6,0.0,0.633301396,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,854205.0,0.0,0.0,0.0,0.3973087734439445,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
APLD,0.005188296142848471,510821.5294953131,2,2,510821.53468360926,4,53.5,6.93527,7.89487,5.97567,4,2,0,0.005188296142848471,0.0,0.005188295996928362,467288.2383611817,2,2,2677048.0,1529456.0,0.0021274443965646774,303895.58705864067,0,0,-510821.524307017,SHORT,0.0025941480714242356,255410.76474765656,0.0,0.085222,1.0156768740688082e-08,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9198921460.0,0.000291,0.000166,0.0,3.3e-05,0.410047,0.594915,0.0,0.0,2.8200567672030494e-09,0.27765294644406774,3.3990917495324053,0.39098608961828746,0.6435,0.0,1.7,0.1556,0.3,0.6,0.0,0.4354,1.0189,1.7,0.1556,0.0,0.6,0.0,0.5655555555555556,0.6374497199386615,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2677048.0,1529456.0,0.0,0.0,0.3399091749532405,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
PDD,20.391439642095705,2.3775062656258292e-20,3,3,20.391439642095705,6,68.166667,2.527186,2.443749,2.610623,6,1,1,2.5090145004362436e-28,4.064880361356505e-27,20.391439642095705,2.3775057993667787e-20,3,3,4091630.0,1820806.5,3.183104067771482,3.584256529596042e-21,0,0,20.391439642095705,LONG,6.797146547365235,7.925020885419431e-21,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,145061661340.0,2.8e-05,1.3e-05,0.0,0.0,0.1561,0.150757,0.0,0.0,4.685694679474181e-07,5.463208412348541e-28,3.3165477924189064,0.3200191600663631,0.9337,0.0,1.3217,0.3111,0.15,0.6,0.0,0.7039,0.0,1.4352,0.3111,0.15,0.6,0.0,0.33884831397376347,0.29728814090265704,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,519650.0,0.0,4091630.0,3641613.0,524400.0,0.0,0.33165477924189063,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned"
STX,0.004402351670003758,9.63248894478724,3,2,19.269380241244484,5,70.2,49.959847,4.099745,118.75,5,1,0,0.00440220442098498,0.0,0.00440220442098498,4.922783755858327,3,2,4093984.0,906025.0,0.0004138292376974704,5.307597728412669,0,0,-9.628086593117237,SHORT,0.0014674505566679194,4.81624447239362,3.3e-05,0.48894,0.00045703158293123746,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,117704937913.0,3.5e-05,8e-06,0.0,0.0,0.094002,0.55101,0.0,0.0,1.2467196216972353e-10,4.091794752020924e-07,3.2703543207798718,0.30057753760515094,0.5092,0.0,1.7,0.3111,0.15,0.6,0.0,0.2724,0.0,1.7,0.1556,0.0,0.6,0.2778,0.3992743486162219,0.30178135706342113,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4093984.0,1812050.0,0.0,0.0,0.3270354320779872,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target"
