ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
BTDR,394.75119146692924,109721.24601142477,1,3,218974.73847596612,4,46.25,384.737569,0.026152,512.974709,4,0,0,0.0,0.0,394.75119146692924,75235.54844271652,1,3,173.16878559307256,78739.0,3563113.0,-109326.49481995784,SHORT,394.75119146692924,36573.748670474924,0.0,0.314303,0.003597764387635788,1.0,2388585288.0,3.3e-05,0.001492,0.0016526568820888143,0.15311887272444308,0.2807135101320433,6.734685910071185,0.6734685910071185,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
W,7.604227860331766e-06,1.0714240896879537e-12,6,4,1.520845679469834e-05,10,45.8,2.395634,1.812352,3.270557,10,1,2,7.603196039848812e-06,9.646281977325335e-15,7.603196039848812e-06,8.025401882320039e-13,6,4,376243419.70262015,823194.5,1698295.5,7.604226788907676e-06,LONG,1.2673713100552944e-06,2.6785602242198843e-13,0.000136,0.250959,99.0,1.0,8408975225.0,9.8e-05,0.000202,1.5071649947158625e-12,3.1853586822999407e-19,0.5842300999729213,6.557827857142858,0.6557827857142857,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
RELY,60027.80419982482,78083.15858153747,3,3,197905.69077631496,6,48.0,4.571997,2.37037,5.672811,6,0,1,0.0,78083.1585362624,34918.56017015185,78083.1585362624,3,3,848.1027749558236,157740.5,366900.0,-18055.35438171265,SHORT,20009.268066608274,26027.719527179157,0.418294,0.0,0.76876762275365,1.0,4135145597.0,3.8e-05,8.9e-05,0.048388303621339876,0.06294269189955963,0.47167306143888105,6.194611124707043,0.6194611124707043,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
TER,313440.131477656,157.9342169634562,4,12,313598.0666378006,16,69.5625,2.245895,1.262217,2.573788,16,1,1,313438.70746273623,0.0009431811443941827,313438.70746273623,157.93322632246978,4,12,1099795937837.4277,784340.0,3279827.0,313282.19726069254,LONG,78360.032869414,13.161184746954683,5e-06,6e-06,99.0,1.0,57286953224.0,1.4e-05,5.7e-05,0.0136785129003135,2.297413984558161e-06,0.3257591778384988,5.983468213431635,0.5983468213431635,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
HL,44.27759881343718,3.4038522826132858,2,5,47.683565098091314,7,51.0,5.835212,1.902176,7.408426,7,0,0,0.0,0.0,37.97850785381697,3.4017381196768697,2,5,296363442.3471619,649194.0,923045.5,40.873746530823894,LONG,22.13879940671859,0.6807704565226571,0.142264,0.000621,13.008084704381865,1.0,12810384697.0,5.1e-05,7.2e-05,1.7281916140975192e-05,5.314207751169904e-07,0.4276436017543648,5.781432040904527,0.5781432040904526,none,none
CDNS,5.808619107485494e-15,36373.91441273737,4,10,72467.72365980661,14,77.285714,0.662899,0.455913,0.745693,14,0,1,0.0,1.6765548473182082e-22,2.2538027278085684e-15,36093.809247069235,4,10,7.37467220190829e+18,166520.0,16504999.0,-36373.91441273737,SHORT,1.4521547768713736e-15,3637.391441273737,0.61199,0.007701,1.596918891262206e-19,1.0,83692950960.0,2e-06,0.000197,1.7350980700458428e-22,0.0004346114457132935,0.2601759330624256,5.772415799999999,0.5772415799999999,"bounce_and_fail, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned"
KWEB,618396.4249650774,281816.3921227944,6,2,919220.733465862,8,59.75,287.49026,7.479201,1127.523436,8,2,0,203898.64190337708,0.0,177248.90822128777,262808.4757448042,6,2,1.51974299226175,811643.0,297250.0,336580.032842283,LONG,103066.0708275129,140908.1960613972,0.713373,0.067448,2.194323830161117,1.0,4223436000.0,0.000192,7e-05,0.24403369869346403,0.33363402703722084,0.7312534650004907,5.756873321268561,0.5756873321268561,none,none
MOD,381.66176853666224,950.8863084402057,5,7,1715.4450027236358,12,33.25,1.791481,3.140196,1.020787,12,1,1,11.27002769324462,0.0017412832612501991,239.044833020376,543.3104755312525,5,7,1153.9632906006768,943836.0,1075759.0,-569.2245399035435,SHORT,76.33235370733244,135.84090120574368,0.373674,0.428627,0.4013747649419039,1.0,12405014094.0,7.6e-05,8.7e-05,6.153346794200945e-05,0.00010950483423589707,0.6186038265406169,5.526270980737222,0.5526270980737222,none,none
SYY,10992.50267594549,0.0015820692405051882,5,9,10992.505840083972,14,66.142857,14.714366,11.482153,16.51004,14,2,1,10992.50071606752,0.00024682051475019063,10992.49802680467,0.00024682051475019063,5,9,2145058.0180338016,1227903.0,385312.5,10992.50109387625,LONG,2198.500535189098,0.00017578547116724313,0.0,0.843989,99.0,1.0,35464814558.0,3.5e-05,1.1e-05,0.0006199103428536524,4.956616109743346e-11,0.5145085380791186,5.337136952835266,0.5337136952835266,none,none
CNR,2.152865926349857e-30,1.130288061069304e-06,1,2,1.130288061069304e-06,3,71.666667,17.464383,0.75188,25.820635,3,0,0,0.0,0.0,2.152865926349857e-30,1.130288061069304e-06,1,2,5.250155373055143e+23,200985.0,293440.0,-1.130288061069304e-06,SHORT,2.152865926349857e-30,5.65144030534652e-07,0.0,0.0,1.9047055352536837e-24,1.0,4573374892.0,4.4e-05,6.4e-05,4.707390006701111e-36,1.2357264468373963e-12,0.32490437576874537,5.207148271118058,0.5207148271118058,none,none
EFA,8.598311803579335,27641.21824938613,11,10,55298.39066319928,21,64.285714,24.601524,22.565726,27.400746,21,0,2,0.0,1.2424554467188542,8.091399219753848,27639.97578747782,11,10,6.659208200895874e+20,732308.0,1036025.0,-27632.61993758255,SHORT,0.7816647094163032,2764.121824938613,0.058955,4.5e-05,0.0003110684820764111,1.0,75903470478.0,1e-05,1.4e-05,1.0298141896461272e-07,0.0003641627724703011,0.48123545175442206,5.193056534896208,0.5193056534896208,none,none
ARKK,170252.82689287316,2387.829504027705,2,4,172640.65639690086,6,52.0,0.777475,0.500381,0.916022,6,0,1,0.0,214.25100327278895,123389.19339510852,1167.8741696860207,2,4,140.51391574517086,237470.0,511003.0,167864.99738884546,LONG,85126.41344643658,596.9573760069262,0.275259,0.510906,71.30024426186912,1.0,5723514000.0,4.1e-05,8.9e-05,0.14873103035379415,0.0010429910296487896,0.3780288656479416,5.161111439387104,0.5161111439387104,confirmation_volume,"continuation_pattern, momentum_aligned, not_extended, room_to_target, trend_aligned"
VRT,3510.2463541323846,80420.99619080135,9,8,84199.10823243097,17,42.764706,5.280388,0.306173,10.876381,17,1,0,13.347616740236385,0.0,2803.6528985838513,79847.87544880772,9,8,507.2813494543273,1467596.5,3266318.0,-76910.74983666897,SHORT,390.02737268137605,10052.624523850169,0.201295,0.007127,0.04364838189524803,1.0,112533686216.0,1.3e-05,2.9e-05,3.465872182776877e-05,0.0008932991410727369,0.3474836322505117,5.128726394738083,0.5128726394738082,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
HUN,9.242239965824735e-09,1.8303697368583167e-08,3,6,4.584963470299106e-08,9,39.666667,0.595196,1.075309,0.35514,9,1,0,5.430759235396023e-09,0.0,5.430759235396023e-09,5.040643971224109e-09,3,6,1.845598442335514,181153.0,280875.0,-9.061457402758432e-09,SHORT,3.0807466552749116e-09,3.0506162280971946e-09,0.412398,0.724611,0.5049384165238823,1.0,2390888455.0,7.6e-05,0.000117,1.2885363383775726e-14,1.275934149800056e-14,0.4291976323751558,4.912576705964437,0.49125767059644365,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
APO,4248.120158375904,29065.201308433818,22,6,62889.2986370776,28,61.571429,2.624379,1.835012,5.255601,28,4,3,490.2187202184997,28765.793818823924,1021.6650518869296,16310.752033554698,22,6,673.6327563246823,2302219.5,682934.5,-24817.081150057915,SHORT,193.09637083526835,4844.200218072303,0.759502,0.438822,0.14615829126025118,1.0,69858060904.0,3.3e-05,1e-05,2.764124402202121e-05,0.0006934346810354893,0.577921515846329,4.896036898496602,0.4896036898496602,none,none
IVZ,3080849.3288742565,2.6906135773053246e-07,5,4,3080849.3288747943,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,1.1795445989363259e-07,1579042.5529603849,1.2278702455633612e-07,5,4,5518865031698.051,4317320.0,268423.5,3080849.3288739873,LONG,616169.8657748513,6.726533943263312e-08,0.487465,0.543647,99.0,0.7,10652607386.0,0.000405,2.5e-05,0.578421642183717,6.314448378247319e-14,0.7895808333333334,4.832736014042815,0.48327360140428144,none,none
BITX,0.0,2.631412543923192e-17,0,2,2.631412543923192e-17,2,80.0,1.289264,,1.289264,2,0,0,0.0,0.0,0.0,1.7690553768707032e-17,0,2,2.051418419721937,0.0,178750.0,-2.631412543923192e-17,SHORT,0.0,1.315706271961596e-17,0.0,0.327716,0.0,1.0,1457377600.0,0.0,0.000123,0.0,9.027902390990475e-23,0.13889479818795064,4.658494000927124,0.4658494000927125,"confirmation_volume, ema_rally, room_to_target","momentum_aligned, not_extended, trend_aligned"
EEM,86299.1131234984,54270.867752314094,2,4,266073.3896196243,6,65.666667,102.215494,290.864201,7.891141,6,1,0,10669.216953712012,0.0,75629.8961697864,28858.09788339465,2,4,4.730859221478939,227056.0,525114.0,32028.24537118431,LONG,43149.5565617492,13567.716938078524,0.123631,0.468258,1.5901553945545424,1.0,27692893105.0,8e-06,1.9e-05,0.01558145492352277,0.004899349766972831,0.385965252704337,4.5631721827627665,0.4563172182762767,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
AMGN,2541.8528410654853,1.2343882921494692e-06,1,4,5083.705683365359,5,68.6,3.909723,5.8,3.437154,5,0,3,0.0,3.976806657401035e-07,2541.8528410654853,8.367076264093658e-07,1,4,2.8522700182623688e+25,49155.0,1865212.5,2541.852839831097,LONG,2541.8528410654853,3.085970730373673e-07,0.0,0.322168,99.0,1.0,188344854968.0,0.0,1e-05,0.00013495738131510674,1.6384682931200766e-14,0.33,4.546045946115649,0.4546045946115649,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned"
TSLL,0.0,1725.5105189415356,0,3,3451.021037883071,3,36.666667,7.777914,,7.777914,3,0,2,0.0,203.21091567308167,0.0,1522.299603268454,0,3,16.934253009396766,0.0,98242.5,-1725.5105189415356,SHORT,0.0,575.1701729805119,0.0,0.117769,0.0,1.0,5043386263.0,0.0,1.9e-05,0.0,0.001140444421638208,0.18,4.429489563715149,0.4429489563715148,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
SOXX,17.306456384057867,220374.80229031428,1,4,220392.10874669833,5,37.0,6.462868,0.094262,8.05502,5,0,0,0.0,0.0,17.306456384057867,219377.28622499877,1,4,12153.481725094656,68080.0,557698.0,-220357.49583393024,SHORT,17.306456384057867,55093.70057257857,0.0,0.004526,7.85319201841367e-05,1.0,26925151145.0,3e-06,2.1e-05,6.427617171341924e-06,0.020461798069723914,0.18717526412658086,4.418305656533138,0.44183056565331386,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
HAYW,54.617623377678804,1.5092479451049235e-06,1,1,54.61762488692675,2,34.0,1545.0,,1545.0,2,0,0,0.0,0.0,54.617623377678804,1.5092479451049235e-06,1,1,36188635.24368209,160000.0,115875.0,54.61762186843086,LONG,54.617623377678804,1.5092479451049235e-06,0.0,0.0,99.0,1.0,3223361660.0,5e-05,3.6e-05,0.00016944305088520165,4.6822172138912994e-12,0.3247294353833555,4.388757833933558,0.4388757833933558,none,none
CRWV,0.0,1063934.9291231267,0,4,1063934.9291231267,4,76.5,2.521729,,2.521729,4,0,1,0.0,159686.4462645711,0.0,352314.94425714784,0,4,1.6993974803247396,0.0,1252650.0,-1063934.9291231267,SHORT,0.0,265983.73228078167,0.0,0.668857,0.0,1.0,50098997364.0,0.0,2.5e-05,0.0,0.053091627832039516,0.12364055748073872,4.335976530562545,0.4335976530562545,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
HUT,51.91904935573263,53.930559636727814,5,5,174.57197838726606,10,63.3,1.846242,3.41291,0.279573,10,2,2,11.193003588396026,13.22780113570232,14.837689848079993,25.149444184561666,5,5,3.1908864546097147,1610124.5,366448.5,-2.011510280995182,SHORT,10.383809871146527,10.786111927345562,0.714215,0.53367,0.9627018466979657,1.0,7864126181.0,0.000205,4.7e-05,1.3204022458635225e-05,1.3715588584279307e-05,0.7022058333333334,4.266464863417078,0.4266464863417078,none,none
NXE,2.7378100263390683e-05,2.961810366840045e-23,2,3,2.7378100263390683e-05,5,66.0,2.071351,1.542548,2.423886,5,0,0,0.0,0.0,2.7378100260278007e-05,1.1878780780831982e-23,2,3,1.1535323479518628e+18,168055.0,173756.0,2.7378100263390683e-05,LONG,1.3689050131695342e-05,9.87270122280015e-24,0.0,0.598935,99.0,1.0,8348494911.0,2e-05,2.1e-05,1.6397027581173475e-11,1.1825725868014666e-29,0.31896145512300456,4.238500366506281,0.42385003665062804,none,none
ALB,35789.033506358304,1988.4662309434239,2,4,39727.679948727025,6,56.666667,2.740778,2.17699,3.022672,6,1,1,8803.761406297403,8.940022527700203,26985.2721000609,1941.240188897595,2,4,706.3253262513716,486498.0,267130.0,33800.56727541488,LONG,17894.516753179152,497.11655773585596,0.24599,0.02375,17.998310934039985,1.0,25410217576.0,1.9e-05,1.1e-05,0.0070422524717303325,0.0001956364821548728,0.37765401938633214,4.170470286168601,0.41704702861686005,none,none
UNP,171299.46120214715,286578.1138661751,3,5,629158.3676389969,8,60.625,27.688786,4.912071,41.354814,8,1,2,131640.21914591474,286578.1138606124,131640.21914591474,286578.1138606108,3,5,56534950541.5217,277600.0,415115.0,-115278.65266402796,SHORT,57099.82040071572,57315.62277323502,0.23152,0.0,0.5977409052323506,1.0,148982793862.0,2e-06,3e-06,0.0038326452955101797,0.003847130348913004,0.3821661711576637,4.155085974599142,0.4155085974599142,none,none
CNC,2.474733973149507e-07,1.1078788943955895e-08,5,2,2.603201623991267e-07,7,62.571429,2.556412,2.430559,2.871044,7,3,1,2.434212507321754e-07,1.1115478121343107e-24,2.4165327459195534e-07,1.1078788943955893e-08,5,2,2047712.2936934826,700614.0,325688.0,2.363946083709948e-07,LONG,4.9494679462990136e-08,5.539394471977947e-09,0.023518,0.0,22.337585684395712,1.0,19179069000.0,3.7e-05,1.7e-05,2.5806612126475034e-14,2.888249931202577e-15,0.4982234507376749,4.019067520348199,0.4019067520348199,none,none
XLK,8820.2107409644,168320.28893599394,3,3,181404.93166908724,6,72.833333,17.474559,3.782467,31.16665,6,0,1,0.0,45251.874359628295,4264.431992128887,102961.84548725671,3,3,6.355541851128435,206082.0,469330.0,-159500.07819502955,SHORT,2940.070246988133,56106.76297866465,0.516516,0.388298,0.052401352188258206,1.0,152.071217,0.0,0.0,0.0,0.0,0.38641780952380955,3.89759380952381,0.389759380952381,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
ABVX,206.1063266724478,196422.18062414977,2,4,393051.0502027239,6,54.0,0.468996,0.231161,0.587914,6,1,3,205.5236989205889,166650.1534747384,205.5236989205889,65439.22320242817,2,4,1900.654838293095,80565.0,212950.0,-196216.07429747732,SHORT,103.0531633362239,49105.54515603744,0.002827,0.666844,0.0010493027112188948,1.0,9618354378.0,8e-06,2.2e-05,0.00010714219843254761,0.051053998663592844,0.23035434448543418,3.8916963886459732,0.3891696388645973,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned
