ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,84452.8187449521,0,3,84452.8187449521,3,61.0,74.28,,74.28,3,0,1,0.0,48250.96629662886,0.0,48250.96629662886,0,3,-84452.8187449521,SHORT,0.0,28150.939581650702,0.0,0.57,0.0,1.0,0.05,10.0,0.8598779819438483
CMG,0.0,121199.41389795837,0,3,121199.41389795837,3,54.0,37.62,,37.62,3,0,2,0.0,120776.29255647576,0.0,99740.28574155954,0,3,-121199.41389795837,SHORT,0.0,40399.80463265279,0.0,0.82,0.0,1.0,0.05,9.660270506547164,0.8362353797503885
SPY,332473.38355678436,373093.42450321524,2,3,705566.8080599996,5,51.8,0.84,0.77,0.88,5,1,2,132494.32881225558,223845.41620086634,199979.05474452878,149248.00830234893,2,3,-40620.040946430876,SHORT,166236.69177839218,124364.47483440507,0.6,0.4,0.891126355280805,1.0,0.645821434668565,8.499031183866416,0.7554219093669141
XLU,0.0,21763.353945594583,0,2,21763.353945594583,2,43.0,0.66,,0.66,2,0,2,0.0,21763.353945594583,0.0,21493.888570137184,0,2,-21763.353945594583,SHORT,0.0,10881.676972797291,0.0,0.99,0.0,1.0,0.05,6.845717003159901,0.640363752131365
QQQ,0.0,527947.7458423785,0,2,527947.7458423785,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,347827.5063502237,0,2,-527947.7458423785,SHORT,0.0,263973.87292118924,0.0,0.66,0.0,1.0,0.05,6.745321030450057,0.6333769520732364
IWM,0.0,165955.81324164898,0,1,165955.81324164898,1,56.0,0.52,,0.52,1,0,1,0.0,165955.81324164898,0.0,165955.81324164898,0,1,-165955.81324164898,SHORT,0.0,165955.81324164898,0.0,1.0,0.0,1.0,0.05,6.545562243963852,0.6194752520013901
HOOD,7.152089714801611,52056.00526799478,1,3,52063.157357709584,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.152089714801611,51048.65498006783,1,3,-52048.85317827998,SHORT,7.152089714801611,17352.00175599826,1.0,0.98,0.00013739221206047632,1.0,0.2167518381980872,6.47044787637837,0.6142478603675713
CIA,0.0,112137.8922375841,0,1,112137.8922375841,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,112137.8922375841,0,1,-112137.8922375841,SHORT,0.0,112137.8922375841,0.0,1.0,0.0,1.0,0.05,5.619565468154223,0.5550328829259694
ORCL,64108.39215422874,107646.84453605182,1,1,171755.23669028055,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,64108.39215422874,107646.84453605182,1,1,-43538.45238182308,SHORT,64108.39215422874,107646.84453605182,1.0,1.0,0.5955436262951331,1.0,0.5331859057237132,5.592559393119667,0.553153464444049
LEU,0.0,77772.00328035073,0,1,77772.00328035073,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,77772.00328035073,0,1,-77772.00328035073,SHORT,0.0,77772.00328035073,0.0,1.0,0.0,1.0,0.05,5.4579417718477705,0.5437850965828609
WFC,0.0,77987.47351150046,0,1,77987.47351150046,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,77987.47351150046,0,1,-77987.47351150046,SHORT,0.0,77987.47351150046,0.0,1.0,0.0,1.0,0.05,5.438819011941252,0.5424542971850346
PLTR,0.0,52692.680151981906,0,1,52692.680151981906,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,52692.680151981906,0,1,-52692.680151981906,SHORT,0.0,52692.680151981906,0.0,1.0,0.0,1.0,0.05,5.237830356154995,0.528467007515666
QCOM,0.0,43686.095371194344,0,1,43686.095371194344,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,43686.095371194344,0,1,-43686.095371194344,SHORT,0.0,43686.095371194344,0.0,1.0,0.0,1.0,0.05,5.144531138012589,0.5219740878780957
TLT,0.0,40189.06511580039,0,1,40189.06511580039,1,119.0,0.14,,0.14,1,0,1,0.0,40189.06511580039,0.0,40189.06511580039,0,1,-40189.06511580039,SHORT,0.0,40189.06511580039,0.0,1.0,0.0,0.7,0.0,5.10360416711571,0.51912588037611
HIMS,0.0,44456.92387294199,0,1,44456.92387294199,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,44456.92387294199,0,1,-44456.92387294199,SHORT,0.0,44456.92387294199,0.0,1.0,0.0,0.7,0.0,4.454535941065152,0.4739556429941196
CRM,2701.839718615041,566.7015833753619,1,3,3268.5413019904026,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2701.839718615041,240.56067687675798,1,3,2135.1381352396793,LONG,2701.839718615041,188.9005277917873,1.0,0.42,4.7676586723518,1.0,0.4240372792332546,4.1403303542549335,0.45208931157727467
ALAB,0.0,659.5656791404826,0,2,659.5656791404826,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,513.6906041103132,0,2,-659.5656791404826,SHORT,0.0,329.7828395702413,0.0,0.78,0.0,1.0,0.05,3.5496483150117037,0.4109823110201152
U,0.0,147.01148066263178,0,1,147.01148066263178,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,147.01148066263178,0,1,-147.01148066263178,SHORT,0.0,147.01148066263178,0.0,1.0,0.0,1.0,0.05,2.3242822529736094,0.32570610479001083
HPQ,0.0,1.2947490640897368,0,1,1.2947490640897368,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.2947490640897368,0,1,-1.2947490640897368,SHORT,0.0,1.2947490640897368,0.0,1.0,0.0,1.0,0.05,0.2533399987907714,0.1815841936081401
RDDT,0.0,0.4547622286656241,0,1,0.4547622286656241,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4547622286656241,0,1,-0.4547622286656241,SHORT,0.0,0.4547622286656241,0.0,1.0,0.0,1.0,0.05,0.0,0.16395364658019035
