ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,84251.59482620478,0,3,84251.59482620478,3,61.0,74.28,,74.28,3,0,1,0.0,48135.99975476749,0.0,48135.99975476749,0,3,-84251.59482620478,SHORT,0.0,28083.86494206826,0.0,0.57,0.0,1.0,0.05,10.0,0.8598652873950311
CMG,0.0,120910.63465557361,0,3,120910.63465557361,3,54.0,37.62,,37.62,3,0,2,0.0,120488.52147623057,0.0,99502.63670328996,0,3,-120910.63465557361,SHORT,0.0,40303.5448851912,0.0,0.82,0.0,1.0,0.05,9.660309101350752,0.8362250035184836
SPY,331681.2063611301,372204.46280776116,2,3,703885.6691688913,5,51.8,0.84,0.77,0.88,5,1,2,132178.6374185093,223312.06453172205,199502.5689426208,148892.3982760391,2,3,-40523.25644663104,SHORT,165840.60318056506,124068.15426925372,0.6,0.4,0.891126355280805,1.0,0.6458207475449178,8.499191533447886,0.7554187498672399
XLU,0.0,21711.498869220603,0,2,21711.498869220603,2,43.0,0.66,,0.66,2,0,2,0.0,21711.498869220603,0.0,21442.6755431302,0,2,-21711.498869220603,SHORT,0.0,10855.749434610301,0.0,0.99,0.0,1.0,0.05,6.8456544137628015,0.6403432884250805
QQQ,0.0,526689.8160788611,0,2,526689.8160788611,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,346998.74521571054,0,2,-526689.8160788611,SHORT,0.0,263344.90803943056,0.0,0.66,0.0,1.0,0.05,6.745554048301519,0.6333769520732364
IWM,0.0,165560.3938870833,0,1,165560.3938870833,1,56.0,0.52,,0.52,1,0,1,0.0,165560.3938870833,0.0,165560.3938870833,0,1,-165560.3938870833,SHORT,0.0,165560.3938870833,0.0,1.0,0.0,1.0,0.05,6.545714502273194,0.6194694154961434
HOOD,7.135048584132053,51931.972541437826,1,3,51939.10759002195,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.135048584132053,50927.022445422765,1,3,-51924.837492853694,SHORT,7.135048584132053,17310.65751381261,1.0,0.98,0.0001373922120604762,1.0,0.21669119927200742,6.470458143450809,0.6142320609095153
CIA,0.0,111870.70368838652,0,1,111870.70368838652,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,111870.70368838652,0,1,-111870.70368838652,SHORT,0.0,111870.70368838652,0.0,1.0,0.0,1.0,0.05,5.619695972588681,0.5550245304440741
ORCL,63955.642464099124,107390.35670982847,1,1,171345.9991739276,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,63955.642464099124,107390.35670982847,1,1,-43434.714245729345,SHORT,63955.642464099124,107390.35670982847,1.0,1.0,0.5955436262951331,1.0,0.5331756818149178,5.592686547920819,0.5531448496253373
LEU,0.0,77586.69759723122,0,1,77586.69759723122,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,77586.69759723122,0,1,-77586.69759723122,SHORT,0.0,77586.69759723122,0.0,1.0,0.0,1.0,0.05,5.458041040569686,0.5437743954002175
