ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
DAVE,0.0,2.6229807104117168e-20,0,2,2.6229807104117168e-20,2,93.5,244.0,,244.0,2,0,0,0.0,0.0,0.0,2.6229369966266595e-20,0,2,0.0,1932310.0,0.0,1.5485410661459326e-20,0,1,-2.6229807104117168e-20,SHORT,0.0,1.3114903552058584e-20,0.0,1.7e-05,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2604481696.0,0.0,0.000742,,,,,0.0,0.0,0.0,0.590375,0.0,0.0,0.0,5.035513811519827e-26,0.154432826453478,4.637535167647361,0.8177,0.0,0.3837,0.0,0.0,0.3429,0.0,2.489,0.0,1.6502,0.1556,0.0,0.3429,0.0,0.03428571428571428,0.5098412698412698,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.951118758230015,1,-1.5223367620089354,1,0.0,0.0,0.0,1932310.0,515340.0,0.0,0.4637535167647361,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
GFS,1.5596575327871488e-19,5.029322061236457e-19,1,1,8.148637126810755e-19,2,44.0,1096.166667,1238.0,954.333333,2,0,0,0.0,0.0,1.5596575327871488e-19,5.029322061236457e-19,1,1,396815.5,1279650.0,1.1001692596699152e-19,3.6466784818237795e-19,1,1,-3.4696645284493083e-19,SHORT,1.5596575327871488e-19,5.029322061236457e-19,0.0,0.0,0.31011287680465377,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,47606287286.0,8e-06,2.7e-05,10616048.0,2937092.0,0.03737883438356722,0.43568604592569793,0.0,0.0,0.705392,0.725084,0.0,0.0,3.2761587212574144e-26,1.0564407241048336e-25,0.33411683107059986,4.392406825722503,1.091,0.0,1.6502,0.0,0.0,0.6,0.0,2.1422,0.0,1.6502,0.0,0.0,0.6,0.0,0.258444372936437,0.32723303791218766,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.1828634345445628,1,-1.1048932744816928,1,0.0,0.0,793631.0,1279650.0,8733840.0,747510.0,0.4392406825722503,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
GOOG,0.6401757248047102,39.392980107897365,4,11,40.673331557506785,15,89.866667,16.974718,4.933915,21.353192,15,2,1,0.25338499243188023,0.058786485566007955,0.38679069999523885,39.077762493519415,4,11,3723574.5,12601045.0,0.17654400286809402,20.627319078629757,0,1,-38.75280438309265,SHORT,0.16004393120117755,3.5811800098088513,0.395805,0.008002,0.016251010282828795,1.0,0.0,0.09090909090909091,-0.3076923076923077,-0.2167832167832168,91+,0.0909,0,0.0,1879382770000.0,2e-06,7e-06,,,,,0.0,0.0,0.275774,0.523629,0.0,0.0,8.51577090925323e-10,1.9055085887633475e-08,0.3542275507671399,4.173668932417836,0.3142,0.0,1.6502,0.4667,0.3,0.6,0.2113,0.3735,0.0,1.6502,1.4,0.15,0.6,0.0,0.3319776490190804,0.4094957395766246,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.2334271422618475,1,0.0,1837140.0,7447149.0,12601045.0,642908.0,16981811.0,0.4173668932417836,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
SG,0.0,0.0013587385881924936,0,1,0.002717477176384987,1,31.0,,,,1,0,0,0.0,0.0,0.0,0.0013587385881924936,0,1,0.0,461162.0,0.0,0.0002930398865290116,0,1,-0.0013587385881924936,SHORT,0.0,0.0013587385881924936,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1045815488.0,0.0,0.000441,4662721.0,409386.0,0.0,1.1264723268504542,0.0,0.0,0.0,0.215671,0.0,0.0,0.0,1.2992144444054109e-08,0.15222713867964344,3.811656153380218,0.5983,0.0,0.324,0.0,0.0,0.6,0.0,2.815,0.0,0.3967,0.0,0.0,0.6,0.0,0.06,0.35,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.2844323815203524,1,-0.3741974180352118,1,0.0,0.0,0.0,922324.0,0.0,0.0,0.3811656153380218,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target","not_extended, trend_aligned"
RDW,0.0,4.705509965622555e-08,0,1,4.705509965622555e-08,1,99.0,12.640078,,12.640078,1,0,0,0.0,0.0,0.0,4.705509965622555e-08,0,1,0.0,1619476.0,0.0,1.3747162707757642e-08,0,1,-4.705509965622555e-08,SHORT,0.0,4.705509965622555e-08,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,3479088553.0,0.0,0.000465,,,,,0.0,0.0,0.0,0.29215,0.0,0.0,0.0,1.3525122726654998e-13,0.12014710029279674,3.763941891683503,0.6063,0.0,0.2523,0.0,0.0,0.3429,0.0,1.7709,0.0,1.6502,0.0,0.0,0.3429,0.0,0.03428571428571428,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.24994728582681,1,0.0,0.0,0.0,1619476.0,1644223.0,0.0,0.3763941891683503,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
DVN,6.075159503204013e-19,4.637572296458714e-18,1,2,9.88266054323783e-18,3,64.666667,7.671356,4.212394,9.400837,3,1,1,6.075159503204013e-19,2.268362263338759e-18,6.075159503204013e-19,2.3692100331199555e-18,1,2,1548018.0,552196.0,1.9115508671430278e-19,9.308055107939997e-19,0,2,-4.030056346138313e-18,SHORT,6.075159503204013e-19,2.318786148229357e-18,0.0,0.489127,0.13099870179583079,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,1,0.3333,29342508000.0,5.3e-05,1.9e-05,,,,,0.0,0.0,0.31465,0.20071,0.0,0.0,2.0704295294744445e-25,7.902481097489544e-25,0.3387855251022569,3.336236146011204,0.9877,0.0,1.6502,0.0,0.15,0.6,0.0,0.5026,0.0,1.6502,0.1556,0.15,0.6,0.2779,0.42129186576538497,0.3579655087560366,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.8032981619713948,1,0.0,0.0,1548018.0,1104392.0,0.0,0.0,0.3336236146011204,none,none
RKLB,0.0,8.825078973917267e-08,0,3,1.7650157947834535e-07,3,35.666667,6.575528,,6.575528,3,0,1,0.0,6.09391683216641e-08,0.0,6.09391683216641e-08,0,3,0.0,2844679.0,0.0,1.8151451936408022e-08,0,2,-8.825078973917267e-08,SHORT,0.0,2.941692991305756e-08,0.0,0.309477,0.0,1.0,0.0,0.6666666666666666,-0.3076923076923077,0.3589743589743589,31-90,0.3333,0,0.0,78571234402.0,0.0,3.6e-05,,,,,0.0,0.0,0.0,0.20568,0.0,0.0,0.0,3.743982150331186e-15,0.1236338663858544,3.3339861601737253,0.5552,0.0,0.0812,0.0,0.0,0.6,0.0,0.4731,0.0,1.6502,0.3111,0.15,0.6,0.1496,0.06,0.4173696627045467,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.8267381976223573,1,2637444.0,2622299.0,0.0,5689358.0,0.0,0.0,0.33339861601737253,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
COHR,3.117969900884305e-09,6.172170182604096e-09,2,3,1.2408109984372705e-08,5,65.8,286.866667,136.6,362.0,5,2,0,3.117969900884305e-09,0.0,3.1027292546933507e-09,3.286520482946124e-09,2,3,3041369.0,5808000.0,1.5160531842814708e-09,2.912306298330244e-09,1,2,-3.054200281719791e-09,SHORT,1.5589849504421525e-09,2.057390060868032e-09,0.004888,0.467526,0.505165899292946,1.0,0.0,0.6666666666666666,-0.3076923076923077,0.3589743589743589,31-90,0.0,0,0.0,73867538430.0,4.1e-05,7.9e-05,,,,,0.0,0.0,0.486231,0.471845,0.0,0.0,2.1105142848634551e-16,2.785242482146203e-16,0.306708681735118,3.2978453011736297,0.3614,0.0,1.6502,0.1556,0.3,0.6,0.0,0.474,0.0,1.6502,0.3111,0.0,0.6,0.2625,0.4171771370473763,0.5302752912265949,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.6035018261081704,1,0.0,0.0,6082738.0,5808000.0,2122632.0,0.0,0.329784530117363,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned"
SATS,2.8459580266646216e-07,9.787635106695975,1,2,9.787637428079986,3,63.0,14.207041,1.270053,20.675535,3,0,0,0.0,0.0,2.8459580266646216e-07,9.78763335450357,1,2,374293.0,3077760.0,1.4850679668015872e-07,0.5442543005392835,0,1,-9.787634822100172,SHORT,2.8459580266646216e-07,4.893817553347987,0.0,0.0,2.9077075265276575e-08,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.3333,19681355484.0,1.9e-05,0.000156,,,,,0.0,0.0,0.521817,0.055606,0.0,0.0,1.4460172872636995e-13,2.486524648836523e-06,0.2851585541952263,3.2645326873029186,0.6014,0.0,1.6502,0.0,0.0,0.6,0.0,0.8588,0.0,1.6502,0.1556,0.0,0.6,0.0,0.1819787714861953,0.5355555555555556,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.7379877190050244,1,0.0,501840.0,748586.0,5441560.0,0.0,0.0,0.32645326873029185,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
NOK,4.0050437509907465e-07,171.07625329711016,1,1,171.07625369761453,2,77.0,53.268961,1.893855,104.644068,2,0,0,0.0,0.0,4.0050437509907465e-07,171.07625329711016,1,1,587452.0,1521408.0,2.1377998746889386e-07,133.42217697566005,0,1,-171.07625289660578,SHORT,4.0050437509907465e-07,171.07625329711016,0.0,0.0,2.3410868976859925e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,88832448097.0,7e-06,1.7e-05,,,,,0.0,0.0,0.533777,0.779899,0.0,0.0,4.508536955569958e-14,1.9258306729350135e-05,0.3118320598174567,3.2120516241374357,0.8682,0.0,1.6502,0.0,0.0,0.6,0.0,0.9619,0.0,1.6502,0.0,0.0,0.6,0.0,0.17927787957662458,0.29242050329372443,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.1656277001263273,1,755820.0,0.0,587452.0,1521408.0,0.0,2179997.0,0.3212051624137436,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
