ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
PTON,396295.86045424064,33255.597418742305,8,1,462807.05529172526,9,57.111111,26.704974,30.037275,0.046572,9,1,0,85917.37449463907,0.0,133170.96471245633,33255.597418742305,8,1,13.711737156254067,1236441.0,46000.0,363040.2630354983,LONG,49536.98255678008,33255.597418742305,0.663961,0.0,11.916666402477402,1.0,1667285130.0,0.000742,2.8e-05,8.193650267439404,0.343735961017058,0.8193650267439404,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout",trend_aligned
ADMA,985203.5128001526,0.0,3,0,985203.5128001526,3,60.666667,745.720988,745.720988,,3,2,0,956058.4712613644,0.0,766809.5948971519,0.0,3,0,32.80346915920421,2329138.0,0.0,985203.5128001526,LONG,328401.1709333842,0.0,0.221674,0.0,99.0,1.0,1974339569.0,0.00118,0.0,7.903576666666668,0.18,0.7903576666666667,none,trend_aligned
BTDR,302083.6185506729,2143.6185338924565,6,1,306370.85561845783,7,54.428571,4.283265,2.976996,12.120879,7,2,0,81868.60788770142,0.0,201504.94524814954,2143.6185338924565,6,1,15.374654434706214,856013.0,38713.0,299940.00001678045,LONG,50347.26975844548,2143.6185338924565,0.33295,0.0,99.0,1.0,1675086784.0,0.000511,2.3e-05,7.808342471745298,0.40211092916182806,0.7808342471745298,none,trend_aligned
KWEB,62367.239516055924,5313.398343511564,5,1,67930.89420032843,6,64.833333,3.301058,3.261973,3.496482,6,3,0,59265.20394881711,0.0,56595.750595591955,5313.398343511564,5,1,20.429533772827707,359581.0,88775.0,57053.84117254436,LONG,12473.447903211185,5313.398343511564,0.09254,0.0,11.737730823855026,1.0,4223436000.0,8.5e-05,2.1e-05,6.794746516717199,0.39858368636442226,0.6794746516717198,none,trend_aligned
IWM,4388916.325919905,1154779.3153340137,9,2,9302601.010296697,11,76.818182,0.095501,0.092314,0.109842,11,1,2,1576404.2391691518,1154779.3153340137,1576404.2391691518,583652.7462648256,9,2,3.157297482342415,4715250.0,1299301.0,3234137.010585891,LONG,487657.3695466561,577389.6576670068,0.640822,0.494576,3.8006537419233513,1.0,70655288475.0,6.7e-05,1.8e-05,6.7181159815732165,0.45344240101008426,0.6718115981573216,none,trend_aligned
WULF,303884.5580656397,6067.049189126132,2,2,312265.3538853318,4,54.5,3.91572,7.323244,0.508196,4,0,0,0.0,0.0,204522.0459269238,3753.3025585601695,2,2,36.25963030284208,336288.0,112274.0,297817.5088765136,LONG,151942.27903281985,3033.524594563066,0.326975,0.381363,50.08770303202532,1.0,6509445719.0,5.2e-05,1.7e-05,6.4794672261221455,0.26773322917767706,0.6479467226122145,"ema_pullback, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned"
CLSK,534.942216693586,269.4152369121432,4,1,805.2808396723735,5,47.6,21.946691,25.425099,8.033058,5,0,0,0.0,0.0,335.07577159967485,269.4152369121432,4,1,435.0477533513576,325178.0,99042.0,265.52697978144283,LONG,133.7355541733965,269.4152369121432,0.373622,0.0,1.985567790540487,1.0,2378502091.0,0.000137,4.2e-05,6.3954442857142855,0.45467363575601594,0.6395444285714286,none,trend_aligned
OXY,149349.9397613321,259412.99249959987,13,9,693348.7909555008,22,63.409091,9.950988,8.649553,11.686234,22,3,2,35074.072634092234,83667.83864067939,57357.95849450589,82192.7173856413,13,9,10.024162038331571,1637664.0,680080.0,-110063.05273826778,SHORT,11488.456904717854,28823.665833288876,0.615949,0.683159,0.5757226664796384,1.0,63476121980.0,2.6e-05,1.1e-05,6.391071068323518,0.6090962943634555,0.6391071068323517,none,not_extended
ROP,527421.9999686216,154373.25300105705,5,2,836168.5059707358,7,49.0,58.457143,46.88,87.4,7,1,0,248553.0840689121,0.0,248553.0840689121,114621.37201812038,5,2,4.040327869719038,749230.0,219185.0,373048.74696756457,LONG,105484.39999372434,77186.62650052852,0.52874,0.257505,3.416537448783373,1.0,36134762691.0,2.1e-05,6e-06,6.1655425006612905,0.48354837826619573,0.6165542500661291,none,trend_aligned
MARA,202974.5608088618,0.0,1,0,202974.5608088618,1,35.0,11.617363,11.617363,,1,0,0,0.0,0.0,202974.5608088618,0.0,1,0,0.0,326872.0,0.0,202974.5608088618,LONG,202974.5608088618,0.0,0.0,0.0,99.0,1.0,3262413168.0,0.0001,0.0,6.000000000000001,0.05,0.6000000000000001,none,trend_aligned
