ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
FCEL,360961.36063536425,0.0,1,0,360961.36063536425,1,87.0,27.572549,27.572549,,1,1,0,360961.36063536425,0.0,360961.36063536425,0.0,1,0,849286.0,0.0,27738.67395200315,0.0,0,0,360961.36063536425,LONG,360961.36063536425,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,458258541.0,0.001853,0.0,6.1e-05,0.0,0.076847,0.0,0.0,0.0,7.876805958655646,0.0,6.964994530821067,0.12577201290582182,2.815,1.7,1.7,0.0,0.15,0.6,0.0,0.6577,0.0,0.0,0.0,0.0,0.6,0.0,0.7050000000000001,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,849286.0,0.0,0.0,0.0,0.6964994530821067,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, volume_capitulation_reversal",not_extended
GTES,702470.9927014472,0.0,1,0,702470.9927014472,1,58.0,,,,1,0,0,0.0,0.0,702470.9927014472,0.0,1,0,1410000.0,0.0,431372.7380091258,0.0,0,0,702470.9927014472,LONG,702470.9927014472,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6541861363.0,0.000216,0.0,6.6e-05,0.0,0.614079,0.0,0.0,0.0,1.0738090487128644,0.0,5.1149945308210665,0.15010071752258972,2.815,1.7,0.0,0.0,0.0,0.6,0.0,0.901,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1410000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
LOGI,1.6902591132875234e-08,0.0,1,0,3.380518226575047e-08,1,69.0,6.024096,6.024096,,1,0,0,0.0,0.0,1.6902591132875234e-08,0.0,1,0,682500.0,0.0,6.654994932487704e-09,0.0,0,0,1.6902591132875234e-08,LONG,1.6902591132875234e-08,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14660360489.0,4.7e-05,0.0,0.0,0.0,0.393726,0.0,0.0,0.0,1.1529451233861288e-14,0.0,5.1149945308210665,0.14331661566285658,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.8332,0.0,0.0,0.0,0.0,0.6,0.0,0.3893106003468572,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1365000.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
WEN,2.3802794288181727e-30,0.0,1,0,4.760558857636345e-30,1,53.0,100.671141,100.671141,,1,0,0,0.0,0.0,2.3802794288181727e-30,0.0,1,0,468750.0,0.0,1.8951622285206853e-31,0.0,0,0,2.3802794288181727e-30,LONG,2.3802794288181727e-30,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1357270771.0,0.000345,0.0,0.0,0.0,0.079619,0.0,0.0,0.0,1.7537248128201038e-35,0.0,5.1149945308210665,0.1125590321373931,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.5256,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,937500.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned
JBTM,338167.9304993763,0.0,1,0,338167.9304993763,1,58.0,,,,1,0,0,0.0,0.0,338167.9304993763,0.0,1,0,600000.0,0.0,169717.08530696027,0.0,0,0,338167.9304993763,LONG,338167.9304993763,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6946901743.0,8.6e-05,0.0,2.4e-05,0.0,0.501872,0.0,0.0,0.0,0.4867895689472347,0.0,5.077444014022722,0.1578720852059578,2.815,1.6624,0.0,0.0,0.0,0.6,0.0,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,0.485440501649876,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,600000.0,0.0,0.0,0.0,0.5077444014022723,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
WULF,533740.1566870213,0.0,1,0,533740.1566870213,1,87.0,11.544776,11.544776,,1,0,0,0.0,0.0,533740.1566870213,0.0,1,0,855792.0,0.0,161336.6169031526,0.0,0,0,533740.1566870213,LONG,533740.1566870213,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8693396563.0,9.8e-05,0.0,1.9e-05,0.0,0.302276,0.0,0.0,0.0,0.6139604386146088,0.0,4.67586287755653,0.12809323140890383,0.6759,1.7,1.7,0.0,0.0,0.6,0.0,0.6809,0.0,0.0,0.0,0.0,0.6,0.0,0.6857338834352553,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,855792.0,0.0,0.0,0.0,0.467586287755653,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
RSP,0.04916948637836125,3.4675836595282736e-13,1,1,0.09833897275706927,2,68.5,41.089768,2.634082,79.545455,2,0,0,0.0,0.0,0.04916948637836125,3.4675836595282736e-13,1,1,2016000.0,795375.0,0.011030480411665343,1.0655053112140713e-13,0,0,0.04916948637801449,LONG,0.04916948637836125,3.4675836595282736e-13,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,88197558867.0,2.3e-05,9e-06,0.0,0.0,0.224336,0.307276,0.0,0.0,5.5749259968190015e-09,3.931609563885225e-20,4.479987547751684,0.3457579469057545,2.4288,0.0,1.4512,0.0,0.0,0.6,0.0,1.1576,0.0,1.7,0.0,0.0,0.6,0.0,0.2887662538277206,0.26235661284441536,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4032000.0,795375.0,0.0,0.0,0.44799875477516843,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
LCID,20482.13384650261,0.0,1,0,20482.13384650261,1,59.0,82.306931,82.306931,,1,0,0,0.0,0.0,20482.13384650261,0.0,1,0,563385.0,0.0,3397.775861052666,0.0,0,0,20482.13384650261,LONG,20482.13384650261,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2211868640.0,0.000255,0.0,2e-06,0.0,0.16589,0.0,0.0,0.0,0.09260104093027248,0.0,3.882680181893701,0.13796988990336767,1.2279,0.3548,1.7,0.0,0.0,0.6,0.0,0.7797,0.0,0.0,0.0,0.0,0.6,0.0,0.5554764190935209,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,563385.0,0.0,0.0,0.0,0.3882680181893701,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
SATS,6.344612897353713e-27,7.432681874237459e-19,2,1,7.432681937683588e-19,3,60.0,2.390553,2.79202,1.587619,3,0,0,0.0,0.0,3.313817008052518e-27,7.432681874237459e-19,2,1,5012490.0,1948500.0,1.5035130409701062e-27,4.745179309234426e-20,0,0,-7.432681810791331e-19,SHORT,3.1723064486768567e-27,7.432681874237459e-19,0.477696,0.0,8.536101779554e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,0.6667,21283525798.0,0.000236,9.2e-05,0.0,0.0,0.236975,0.063842,0.0,0.0,1.490498556857979e-33,3.492223020180192e-25,3.799126866906734,0.2040211867947329,1.2152,0.0,1.5586,0.1556,0.0,0.6,0.2698,0.7006,0.0,0.7396,0.0,0.0,0.6,0.0,0.5483912012698413,0.40663017484705216,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,5012490.0,1948500.0,0.0,0.0,0.3799126866906734,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned
FIG,348861.84228012874,0.0,1,0,348861.84228012874,1,87.0,2.166197,2.166197,,1,0,0,0.0,0.0,348861.84228012874,0.0,1,0,854205.0,0.0,183255.84621453276,0.0,0,0,348861.84228012874,LONG,348861.84228012874,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8385792561.0,0.000102,0.0,2.2e-05,0.0,0.525296,0.0,0.0,0.0,0.4160153494645081,0.0,3.7285020895429484,0.08514904401671812,0.5401,1.4554,1.133,0.0,0.0,0.6,0.0,0.2515,0.0,0.0,0.0,0.0,0.6,0.0,0.6088428315103502,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,854205.0,0.0,0.0,0.0,0.3728502089542948,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
