ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
OXY,105648.42441933083,128417.06078770358,15,8,358550.8522292334,23,67.043478,8.500237,6.992181,11.327843,23,3,1,57516.78416695693,2419.0014011559856,49030.659038455255,107639.38242194463,15,8,39.16834558698234,2004564.0,541970.0,-22768.636368372754,SHORT,7043.228294622055,16052.132598462947,0.535907,0.161798,0.8226977301247115,1.0,63476121980.0,3.2e-05,9e-06,6.305186049493491,0.5155672075728993,0.6305186049493491,none,not_extended
BTDR,30682.002784243035,3515.247454620894,3,1,37712.497693484824,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,14006.793415298582,3515.247454620894,3,1,1.2615906558702499,531790.0,38713.0,27166.75532962214,LONG,10227.334261414346,3515.247454620894,0.543485,0.0,8.728262570508559,1.0,1675086784.0,0.000317,2.3e-05,5.921098035686098,0.3267798575828722,0.5921098035686099,none,trend_aligned
USO,323493.665280049,45204.61327233662,2,1,424921.51034961746,3,60.666667,0.147455,0.19517,0.052025,3,0,0,0.0,0.0,312475.0467551538,45204.61327233662,2,1,18.281977563228956,485490.0,45500.0,278289.0520077124,LONG,161746.8326400245,45204.61327233662,0.034061,0.0,7.156209109259518,1.0,1228364647.0,0.000395,3.7e-05,5.84700831657803,0.38108375394618044,0.5847008316578031,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
IWM,419013.7385662972,436279.97990242916,8,6,1238772.2022037879,14,76.428571,0.242761,0.349804,0.100037,14,5,0,209770.55533136436,0.0,120072.28060259801,210918.5609475655,8,6,2.5587884616218783,2358388.0,1214252.0,-17266.241336131934,SHORT,52376.71732078715,72713.3299837382,0.713441,0.516552,0.9604239430376947,1.0,70655288475.0,3.3e-05,1.7e-05,5.567603810807167,0.4199678982329944,0.5567603810807167,none,trend_aligned
IBIT,192166.45920135925,1060408.284221814,11,4,1354666.556080718,15,54.533333,0.697182,0.452134,1.371063,15,7,0,92613.15529282218,0.0,80886.153680181,888949.4174659802,11,4,26.581073760105035,1452007.5,1168020.0,-868241.8250204548,SHORT,17469.678109214477,265102.0710554535,0.579083,0.161691,0.18121931152431686,1.0,53804622473.0,2.7e-05,2.2e-05,5.5640895968384285,0.49579403546413586,0.5564089596838429,none,none
MOD,6436.68992542769,272.1993276821649,4,1,6981.0885807920195,5,51.0,5.057005,5.10628,4.859903,5,0,0,0.0,0.0,1970.0983671044203,272.1993276821649,4,1,1.0468302431911043,963021.0,40500.0,6164.490597745525,LONG,1609.1724813569224,272.1993276821649,0.693927,0.0,23.646972166454162,1.0,11379919625.0,8.5e-05,4e-06,5.492577878416604,0.25607345961698713,0.5492577878416605,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none
COIN,1220135.7759119687,274458.0804896769,4,1,2593489.9312338596,5,55.8,0.413057,0.499772,0.066196,5,3,0,1098896.0748322143,0.0,637030.9205238874,274458.0804896769,4,1,8.449493804688354,1263633.5,291200.0,945677.6954222918,LONG,305033.94397799217,274458.0804896769,0.477902,0.0,4.44561797464681,1.0,38670896780.0,3.3e-05,8e-06,5.352065101320433,0.3545210111521009,0.5352065101320432,none,trend_aligned
VRT,145772.5996235521,28.071247548732938,7,3,179578.75590564215,10,54.1,259.809083,369.001213,5.027447,10,0,0,0.0,0.0,108545.72834825238,18.32134745607284,7,3,2450.958364968492,1430503.5,752360.0,145744.52837600335,LONG,20824.657089078868,9.357082516244313,0.255376,0.347327,99.0,1.0,96567852314.0,1.5e-05,8e-06,5.266102575753999,0.39885389210448186,0.5266102575753999,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
AAPL,1595816.8302447952,970543.3488785109,11,13,2931313.558566936,24,73.375,0.535758,0.237097,0.788471,24,2,1,83765.07058529576,5836.211667478291,403979.6546153133,628420.6028159724,11,13,11.328306919273675,2119251.5,1867010.5,625273.4813662843,LONG,145074.2572949814,74657.18068296238,0.746851,0.352506,1.644250957042573,1.0,3712713494600.0,1e-06,1e-06,5.081473725858256,0.4577731145037661,0.5081473725858257,none,none
BE,229451.09992787676,164380.55926033764,6,5,480335.2043972547,11,65.272727,0.541704,0.870471,0.147183,11,2,0,125352.64415055489,0.0,80574.316080551,96366.77505523419,6,5,1.3356432569436205,2127405.5,901377.5,65070.54066753911,LONG,38241.84998797946,32876.11185206753,0.648839,0.413758,1.3958530191181773,1.0,37458797667.0,5.7e-05,2.4e-05,5.05120503710841,0.33527406839261,0.505120503710841,none,trend_aligned
FIG,17074.172121394313,0.0,4,0,17074.172121394313,4,50.5,181.983051,181.983051,,4,0,0,0.0,0.0,8439.146981235728,0.0,4,0,2.4272379142889555,387233.0,0.0,17074.172121394313,LONG,4268.543030348578,0.0,0.505736,0.0,99.0,1.0,9770926104.0,4e-05,0.0,4.936445509084246,0.15518030961918808,0.49364455090842463,none,trend_aligned
QBTS,12525.848220231697,35.754973967834346,3,2,12561.603194199532,5,51.2,3.649535,3.367118,4.073161,5,0,0,0.0,0.0,6442.308307922841,22.668886139893626,3,2,350.32463543394323,186992.0,156718.0,12490.093246263863,LONG,4175.282740077232,17.877486983917173,0.485679,0.365993,99.0,1.0,5372705855.0,3.5e-05,2.9e-05,4.903903714124517,0.4518721394738082,0.4903903714124518,none,none
ARM,185446.13254868376,188432.03650343016,10,14,561928.2990099975,24,60.791667,6.786771,1.679446,10.434861,24,0,8,0.0,83639.61943161802,115397.26097350358,81076.2850789056,10,14,50.12780703941303,1509065.0,821789.5,-2985.9039547464054,SHORT,18544.613254868374,13459.43117881644,0.377732,0.569732,0.9841539474382741,1.0,163548326642.0,9e-06,5e-06,4.71793627325502,0.638027810535331,0.47179362732550206,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
LMT,6.223637496301822,1959.8538939191692,7,4,3922.767157179281,11,55.818182,86.915615,85.071429,90.142943,11,0,1,0.0,1950.4659882675085,1.8500286330797557,1950.4659882675085,7,4,272.1752034610536,455965.0,714350.0,-1953.6302564228674,SHORT,0.8890910709002603,489.9634734797923,0.702742,0.00479,0.0031755619720489764,1.0,144336236959.0,3e-06,5e-06,4.602282641265808,0.39671253381544924,0.46022826412658085,none,none
DDOG,1429.7815082972904,4.327609268675916,4,2,1484.6163173873151,6,62.333333,2.38971,2.991797,1.185534,6,1,0,413.32857799577005,0.0,614.3070705482828,2.4001441819240457,4,2,13.697076086564069,553740.0,237974.0,1425.4538990286146,LONG,357.4453770743226,2.163804634337958,0.570349,0.445388,99.0,1.0,40804538746.0,1.4e-05,6e-06,4.5990983063247795,0.2768170045075497,0.4599098306324779,none,trend_aligned
META,668572.5545176964,301177.1577421941,6,4,1325119.0920816516,10,63.0,0.253146,0.357723,0.096279,10,3,1,506891.7969000897,5900.718960429863,218292.96613301456,255574.28992891172,6,4,6.657259332184904,780755.5,658395.0,367395.3967755023,LONG,111428.75908628273,75294.28943554852,0.673494,0.151415,2.2198647451543807,1.0,1197567304140.0,1e-06,1e-06,4.513444853883215,0.34644676046428147,0.45134448538832145,none,none
DOW,60080.71839891916,38770.22110364044,6,6,129041.80892698171,12,66.0,85.470035,2.084008,168.856062,12,1,0,26.757401219522347,0.0,58104.48444711359,29189.775645206326,6,6,53.43935316162752,510504.0,1698618.0,21310.49729527872,LONG,10013.453066486527,6461.703517273407,0.032893,0.247108,1.5496614847336456,1.0,28321069822.0,1.8e-05,6e-05,4.393695765506534,0.5859470688419306,0.43936957655065334,none,none
CRWD,159926.89190947195,80909.17967278612,5,3,241070.416897797,8,66.5,0.473287,0.728534,0.047877,8,2,0,57733.919471714245,0.0,84002.30547221328,63442.25718978627,5,3,152.995025909115,1954025.0,215805.0,79017.71223668582,LONG,31985.37838189439,26969.726557595375,0.474746,0.215883,1.976622338234675,1.0,99573964016.0,2e-05,2e-06,4.373489202034417,0.28707424908887347,0.4373489202034417,none,trend_aligned
GEV,60372.74382874538,130652.31600138808,10,13,285532.7669845094,23,71.391304,1.480058,1.436419,1.516425,23,3,3,48011.44740756766,30765.416859798785,46592.26981084495,52491.0423621566,10,13,31.634094749652775,1353282.5,1895187.0,-70279.57217264271,SHORT,6037.274382874538,10050.17815395293,0.228257,0.598239,0.4620870542249244,1.0,235331565608.0,6e-06,8e-06,4.281919506086001,0.48698122726850246,0.4281919506086001,none,none
MSFT,601683.679903685,543667.6808362978,6,3,1250378.6688883572,9,72.666667,0.1822,0.181923,0.182755,9,2,1,298609.89273659803,167172.0834097669,286152.2732289864,299664.4597255195,6,3,17.160920668385934,956368.5,599057.5,58015.999067387194,LONG,100280.61331728083,181222.56027876594,0.524414,0.44881,1.1067122455727807,1.0,2717557472944.0,0.0,0.0,4.239093423449259,0.3900724748345467,0.4239093423449259,none,trend_aligned
GS,257878.5739996765,565909.573690608,7,4,1080266.1410669964,11,80.909091,0.329026,0.336174,0.316517,11,3,1,608.743933440976,2623.886292908334,109964.04481201385,559672.2087846969,7,4,135.10978274725264,513232.5,764222.5,-308030.9996909315,SHORT,36839.796285668075,141477.393422652,0.573582,0.011022,0.45568865767353656,1.0,244120823754.0,2e-06,3e-06,4.161390137807857,0.3755980764380412,0.41613901378078566,none,none
SNDK,182338.51639645215,454830.59646845836,6,4,1055193.51076905,10,75.7,0.618452,0.630171,0.600872,10,0,0,0.0,0.0,53310.5615755048,186970.51131721548,6,4,4.676002510657718,938310.0,670380.0,-272492.0800720062,SHORT,30389.752732742025,113707.64911711459,0.707629,0.588923,0.400893250832779,1.0,89008137579.0,1.1e-05,8e-06,4.05805865620084,0.41253362670465166,0.405805865620084,none,none
UNH,48576.086575576905,35332.21031394596,9,7,129934.3873887228,16,66.8125,0.785722,1.360241,0.047055,16,2,4,7836.304268113218,23230.85558988553,26900.676157078164,19908.44010262097,9,7,24.55792060439713,970581.0,644389.0,13243.876261630947,LONG,5397.342952841878,5047.458616277994,0.446216,0.436536,1.3748386003579138,1.0,243302508644.0,4e-06,3e-06,4.018306575079663,0.341597633102539,0.40183065750796626,none,trend_aligned
DASH,7523.55789985867,6053.8279451231565,3,1,19631.213790104983,4,63.75,2.413429,3.777778,1.04908,4,0,0,0.0,0.0,3845.7799828226634,6053.8279451231565,3,1,32.359219799747365,224733.0,92776.0,1469.7299547355133,LONG,2507.8526332862234,6053.8279451231565,0.488835,0.0,1.2427769616279727,1.0,62298563742.0,4e-06,1e-06,3.9515141098346787,0.22072066441053964,0.39515141098346784,none,trend_aligned
LRCX,27751.624187087884,205885.44446187772,2,5,467219.09267343255,7,55.714286,20.244772,69.453818,0.561153,7,0,1,0.0,173.0800193653992,27595.91839266887,205481.53426854327,2,5,1148.0433491389467,450048.0,670642.5,-178133.82027478985,SHORT,13875.812093543942,41177.08889237554,0.005611,0.001962,0.13479157916977685,1.0,264264919020.0,2e-06,3e-06,3.88440395131762,0.3424103095152023,0.388440395131762,none,none
