ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
IBIT,122644.08371430752,318430.0010160222,12,14,503605.3597246635,26,49.807692,3.618111,0.380213,6.393451,26,2,1,29274.687419181497,2839.751658637447,22194.30432120379,229259.87710213196,12,14,7.923775310175857,727203.5,2222335.0,-195785.91730171465,SHORT,10220.340309525627,22745.000072573013,0.819035,0.280031,0.38515241441756154,1.0,2501348650.901677,0.000291,0.000888,0.455817638963183,6.602603696302326,0.6602603696302326,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
BE,144582.3866679497,205309.37374650245,7,6,555568.3114550848,13,60.307692,1.022943,0.205175,1.840711,13,0,0,0.0,0.0,93174.02845852598,97191.95919076508,7,6,2.036653683091253,924542.5,6472702.5,-60726.987078552746,SHORT,20654.626666849956,34218.228957750405,0.355564,0.526607,0.7042171725021529,1.0,1551662912.7123778,0.000596,0.004171,0.39044751655330534,6.3034767005562164,0.6303476700556216,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown",trend_aligned
GOOG,182533.9775567962,528350.3646227686,6,12,1228317.00465162,18,90.0,0.831003,0.137086,1.177962,18,5,6,155637.69045856947,425114.1316433179,52773.76743777833,176038.71343553628,6,12,2.194749680561727,1072972.0,2822945.5,-345816.38706597243,SHORT,30422.329592799364,44029.19705189738,0.710882,0.666814,0.34547904152033987,1.0,5799573635.877972,0.000185,0.000487,0.41866954366505615,5.9283926961936455,0.5928392696193645,none,not_extended
PDD,279987.8944244657,1.9299176979084227,5,16,285465.0711888162,21,77.952381,1.252397,3.683762,0.492595,21,2,4,265249.09335820394,0.6158595839138027,264892.7496375381,0.35045737119186005,5,16,1033712.575294377,1753379.0,1187126.5,279985.9645067678,LONG,55997.57888489314,0.12061985611927642,0.053914,0.818408,99.0,1.0,629119520.1468399,0.002787,0.001887,0.7126430872793657,5.772377151604338,0.5772377151604338,none,none
GLNG,13138.796964980911,1.151597279282682,5,8,13141.100159539477,13,84.461538,6.953245,16.678867,0.874732,13,2,4,13137.937754029732,0.6694213591723561,13137.462622533129,0.19873288235436215,5,8,7399.699624139585,538884.0,352372.5,13137.645367701629,LONG,2627.759392996182,0.14394965991033526,0.000102,0.827428,99.0,1.0,177837258.7535517,0.00303,0.001981,0.6206476273896055,5.76622981228323,0.576622981228323,none,none
TEAM,13240.973191151345,32158.902388443974,2,3,76931.01307616176,5,72.8,4.883495,1.707451,7.000857,5,0,1,0.0,12379.454178833339,11789.536011365039,13868.738083028875,2,3,4.224767304616307,169855.0,511762.0,-18917.92919729263,SHORT,6620.486595575672,10719.634129481325,0.109617,0.568743,0.41173585563384696,1.0,450742724.016494,0.000377,0.001135,0.34497642984229326,5.7418530093731395,0.5741853009373139,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
YPF,0.0,22748.95624518454,0,5,45497.91249036908,5,91.8,3.19022,,3.19022,5,0,0,0.0,0.0,0.0,9305.573200305607,0,5,1951565.6884995364,0.0,181012.5,-22748.95624518454,SHORT,0.0,4549.791249036908,0.0,0.590945,0.0,0.7,111681584.69164924,0.0,0.001621,0.15857142857142859,5.631159113480334,0.5631159113480334,none,trend_aligned
XLK,12595.104062137392,102421.40888593748,5,6,142319.31158645998,11,57.090909,4.94247,1.135914,7.987715,11,2,3,6191.295515123984,42172.055651156414,5550.516519360412,58232.89835052887,5,6,25.949188454168368,374347.5,761210.0,-89826.30482380008,SHORT,2519.0208124274786,17070.234814322914,0.559312,0.431438,0.12297335292628168,1.0,2661627061.8484907,0.000141,0.000286,0.34369090020240517,5.585226996900284,0.5585226996900283,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
PAYX,0.07907943309451644,0.5586589516508208,1,5,0.7168178178398538,6,58.666667,126.368094,500.0,51.641713,6,0,0,0.0,0.0,0.07907943309451644,0.2031226072970076,1,5,2.4951442180825514,35000.0,439380.0,-0.4795795185563044,SHORT,0.07907943309451644,0.11173179033016416,0.0,0.63641,0.14155225269520705,1.0,399181216.00289613,8.8e-05,0.001101,0.30812291611691056,5.381450091495105,0.5381450091495105,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
ADBE,50622.73682139243,109898.41028278707,9,10,211143.45542781038,19,86.789474,0.271859,0.236731,0.303474,19,1,1,7103.822662324279,23535.201672445124,30302.702135114683,33816.20756325338,9,10,141.44577011354204,846270.5,1826240.0,-59275.67346139464,SHORT,5624.74853571027,10989.841028278706,0.401401,0.692296,0.460632111885255,1.0,1600071749.1509583,0.000529,0.001141,0.4139298663111024,5.277301924301572,0.5277301924301572,none,not_extended
