ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
SEI,62.51540321287928,612082.2999197756,3,4,612144.8157880671,7,37.285714,22.642701,5.404584,35.571289,7,0,0,0.0,0.0,62.51493813428985,560520.3638576729,3,4,658109004.3427067,157031.5,2607204.0,-612019.7845165627,SHORT,20.838467737626427,153020.5749799439,7e-06,0.08424,0.00010213561676440089,1.0,3454133155.0,4.5e-05,0.000755,6.032908056095604e-05,0.4430071688418853,0.4889906175654876,7.554913744686687,0.7554913744686688,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
SIMO,669407.5207112834,0.0024864330070794344,7,8,669407.5256841495,15,41.6,202.26567,215.398504,176.0,15,0,3,0.0,1.3937391410881092e-21,669407.5126168276,0.0010502590052846059,7,8,629030281.4212936,2992118.0,398746.5,669407.5182248504,LONG,95629.64581589763,0.0003108041258849293,0.0,0.577604,99.0,1.0,4384899268.0,0.000682,9.1e-05,0.2180885807657683,7.088056233198042e-10,0.7320247652726897,7.280991961791704,0.7280991961791704,none,none
DAVE,0.0028692605694352535,156677.39347249406,13,6,156677.39634213896,19,33.526316,7.965263,2.856607,15.628246,19,2,1,9.365102976350931e-05,1.2042075697362343e-07,0.002523867832397748,88504.76412582264,13,6,9469436612.634068,2456520.0,1310990.0,-156677.3906032335,SHORT,0.0002207123514950195,26112.898912082343,0.120377,0.435115,1.8313175282297343e-08,1.0,2617601500.0,0.000938,0.000501,8.431854562087449e-10,0.09975887816416036,0.7178519200000001,7.1685193922945025,0.7168519392294502,none,none
SVIX,0.0,14567.955953318418,0,3,14567.956470412812,3,35.0,11.29965,,11.29965,3,0,2,0.0,14567.955436224025,0.0,14516.176012865277,0,3,14086359.891024502,0.0,168847.5,-14567.955953318418,SHORT,0.0,4855.985317772806,0.0,0.003554,0.0,1.0,437395500.0,0.0,0.000386,0.0,0.11102046815234283,0.18,6.692310899407427,0.6692310899407427,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
TTWO,8.113303561348848e-07,97780.84162679527,3,6,97780.84167060777,9,66.777778,19.532939,39.182662,9.708077,9,0,1,0.0,3.104990481558384e-13,8.113303239025183e-07,97780.84147435705,3,6,1.4290004225545499e+17,771356.0,10791236.0,-97780.84162598394,SHORT,2.704434520449616e-07,16296.806937799212,0.0,0.0,8.297436825421562e-12,1.0,37979486026.0,2e-05,0.000284,7.120777038947325e-14,0.004290949837141751,0.4197419084563379,6.591666666666667,0.6591666666666667,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
W,0.0004185776977378476,5.897987473891137e-11,6,7,0.000837155454600529,13,45.846154,2.122673,1.812352,2.388663,13,1,2,0.00041852090077566204,5.309833655645842e-13,0.00041852090077566204,4.417613865631766e-11,6,7,539186631.0951957,823194.5,1957860.0,0.00041857763875797284,LONG,6.97629496229746e-05,8.425696391273053e-12,0.000136,0.250996,99.0,1.0,8127262046.0,0.000101,0.000241,8.583819400447396e-11,1.0367201578568435e-17,0.5879077866666667,6.591052085714287,0.6591052085714286,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
POET,9146.117401796206,36646.83106711635,1,2,45792.94846891256,3,72.0,1.545451,0.103746,2.266304,3,0,1,0.0,12615.115014551628,9146.117401796206,24031.716052564723,1,2,4.0068183533178,53314.0,175904.0,-27500.713665320145,SHORT,9146.117401796206,18323.415533558175,0.0,0.344235,0.24957457808686573,1.0,887670859.0,6e-05,0.000198,0.103035007954409,0.20642128045298574,0.3832084097851287,6.47676798955921,0.647676798955921,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned
EWI,0.0,42906.06932058575,0,1,42906.06932058575,1,64.0,592.285714,,592.285714,1,0,0,0.0,0.0,0.0,42906.06932058575,0,1,0.0,0.0,211892.0,-42906.06932058575,SHORT,0.0,42906.06932058575,0.0,0.0,0.0,1.0,667034521.0,0.0,0.000318,0.0,0.6432361140209376,0.05,6.000000000000001,0.6000000000000001,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
ARKK,13003.490537176176,132079.68991687684,3,5,145523.91413232795,8,43.125,1.09124,1.247108,0.997719,8,0,2,0.0,12434.210926879852,11692.603409795724,64286.09060293815,3,5,9.33190609191943,190995.0,566503.0,-119076.19937970067,SHORT,4334.496845725392,26415.93798337537,0.10081,0.513278,0.09845185543182154,1.0,5723514000.0,3.3e-05,9.9e-05,0.0075731392388057265,0.04615335610845954,0.353222270012333,5.809138202520819,0.5809138202520818,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
HPQ,213.74392841227336,1140.2180262855093,6,4,1431.523756091036,10,40.6,3.787693,3.763966,3.823282,10,0,0,0.0,0.0,83.00938144762645,740.3223991353564,6,4,9.511832847867403,482059.5,1239894.0,-926.4740978732359,SHORT,35.62398806871223,285.0545065713773,0.611641,0.350719,0.1874588223346963,1.0,17367308279.0,2.8e-05,7.1e-05,2.051209519427235e-05,0.00016413280745183534,0.5199040651935837,5.805846810623791,0.5805846810623791,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
