ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
UVIX,49478.55313762526,0.0,3,0,62985.953096786936,3,84.333333,7.331695,7.331695,,3,2,0,49478.553137025185,0.0,35971.15317786351,0.0,3,0,104962810320.13188,166596.5,0.0,49478.55313762526,LONG,16492.851045875086,0.0,0.272995,0.0,99.0,1.0,101607448.0,0.00164,0.0,1.6231931192558922,0.0,7.940234523809524,0.18,0.7940234523809524,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
IVZ,1989153.6258132306,1.7371975003123028e-07,5,4,1989153.625813578,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,7.615742171461333e-08,1019510.4934528678,7.927757219737223e-08,5,4,5518865031698.04,4317320.0,268423.5,1989153.625813057,LONG,397830.72516264615,4.342993750780757e-08,0.487465,0.543647,99.0,0.7,10652607386.0,0.000405,2.5e-05,0.37345854469910167,4.076930270131292e-14,7.56570346006232,0.48327360140428144,0.756570346006232,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned
KWEB,637689.5587194114,262979.0023409248,6,4,993964.993233753,10,61.1,796.197759,1326.879084,0.175773,10,3,0,492139.2883274898,0.0,286415.74705165555,169682.57016750795,6,4,1.1435987417868518,842009.0,402291.5,374710.55637848657,LONG,106281.5931199019,65744.7505852312,0.550854,0.354768,2.4248687273241436,1.0,4223436000.0,0.000199,9.5e-05,0.2516472206987436,0.1556665013634188,7.181306689084991,0.45081036462709106,0.7181306689084991,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
AVTX,1.0861309044983272e-05,9.705456959990014e-06,10,7,3.142807504995656e-05,17,53.352941,3.113927,4.725771,0.811291,17,0,1,0.0,1.5413752073077488e-06,8.826410088060528e-06,2.4791005148655386e-06,10,7,8.533924980902128,1385065.0,905564.0,1.1558520849932584e-06,LONG,1.0861309044983272e-06,1.3864938514271448e-06,0.187353,0.744566,1.1190930102269443,1.0,328609478.0,0.004215,0.002756,3.305233041690682e-11,4.219275292562148e-11,7.062395,0.5872178885714285,0.7062395,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned"
USO,121838.7478686241,0.0,2,0,147172.12700437993,2,48.5,4.697599,4.697599,,2,1,0,96505.36873286824,0.0,96505.36873286824,0.0,2,0,0.5250149182037722,153274.0,0.0,121838.7478686241,LONG,60919.37393431205,0.0,0.207925,0.0,99.0,1.0,1228364647.0,0.000125,0.0,0.49593884098743557,0.0,6.5527745407121385,0.0727506464554968,0.6552774540712138,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
YPF,61.76428959978435,0.0,5,0,61.76428959978435,5,63.6,2.911707,2.911707,,5,2,0,61.764289199618254,0.0,61.764286832014236,0.0,5,0,811989893137678.9,1600618.0,0.0,61.76428959978435,LONG,12.35285791995687,0.0,0.0,0.0,99.0,1.0,16468006643.0,9.7e-05,0.0,7.501125174252743e-06,0.0,6.475052690312854,0.18,0.6475052690312854,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
USAR,55734.42837994707,6.199651685432332,4,1,55746.82768331793,5,44.4,2.210168,2.717762,0.179794,5,2,0,107.6193615120356,0.0,55393.62746978404,6.199651685432332,4,1,4494.881856345983,415405.0,44416.0,55728.22872826164,LONG,13933.607094986768,6.199651685432332,0.006115,0.0,99.0,1.0,4017300905.0,0.000103,1.1e-05,0.034684001583363516,1.5432380675582806e-05,6.389684004009687,0.21454702861686006,0.6389684004009687,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
TSEM,80.4149922697976,0.00010391727209450166,4,3,133.26151245261877,7,52.714286,106.8094,186.585831,0.440824,7,0,0,0.0,0.0,52.84641626554908,5.4234934435967646e-05,4,3,1393622.0040577864,6034802.0,678417.0,80.4148883525255,LONG,20.1037480674494,3.463909069816722e-05,0.342829,0.478095,99.0,1.0,23955525925.0,0.000252,2.8e-05,8.39211300573832e-06,1.4459749623788408e-11,6.373449285714285,0.32036506519358376,0.6373449285714285,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target"
LCID,8091.473626366679,144.29826828038642,3,1,8380.070162927452,4,77.5,2.595626,3.239116,0.665159,4,0,0,0.0,0.0,7783.490575210854,144.29826828038642,3,1,27.98931842935839,438716.0,56187.5,7947.175358086292,LONG,2697.15787545556,144.29826828038642,0.038063,0.0,56.07464124686591,1.0,2523168671.0,0.000174,2.2e-05,0.01068956628407487,0.0005718930721472422,6.087811279054257,0.2590332954641359,0.6087811279054257,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
SPXS,0.0001492868677047894,17380.66789382154,1,4,34750.42575508645,5,36.8,7.959772,9.609756,7.409777,5,1,4,0.0001492868677047894,17380.66789382154,0.0001492868677047894,17369.757711930044,1,4,361996826231.3775,69628.0,226838.5,-17380.667744534672,SHORT,0.0001492868677047894,4345.166973455385,0.0,0.000628,8.589248043676026e-09,1.0,415806342.0,0.000167,0.000546,3.5902979975420718e-09,0.10449977632749491,5.925000000000001,0.7053596584668705,0.5925,none,none
