ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
IBIT,354135.0978207101,919467.4226727707,12,14,1454161.7331054525,26,49.807692,3.618111,0.380213,6.393451,26,2,1,84530.73298678105,8199.790001780393,64086.109120118934,661988.4673202226,12,14,7.923775310175858,727203.5,2222335.0,-565332.3248520605,SHORT,29511.25815172584,65676.24447662648,0.819035,0.280031,0.38515241441756143,1.0,2536519442.68013,0.000287,0.000876,0.4981420198490217,7.024366428378026,0.7024366428378026,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
BE,417482.0023530656,592831.32910507,7,6,1604204.8859164093,13,60.307692,1.022943,0.205175,1.840711,13,0,0,0.0,0.0,269040.23971814656,280642.0247354563,7,6,2.0366536830912536,924542.5,6472702.5,-175349.3267520044,SHORT,59640.28605043794,98805.22151751166,0.355564,0.526607,0.7042171725021528,1.0,1498128405.3595734,0.000617,0.004321,0.4358615887622093,6.761321364775882,0.6761321364775882,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown",trend_aligned
GOOG,527067.3157643584,1525612.996507424,6,12,3546768.4165705713,18,90.0,0.831003,0.137086,1.177962,18,5,6,449404.2196403563,1227518.1161218125,152384.38518958737,508312.22440331144,6,12,2.194749680561727,1072972.0,2822945.5,-998545.6807430655,SHORT,87844.55262739306,127134.41637561866,0.710882,0.666814,0.3454790415203398,1.0,5813199763.216553,0.000185,0.000486,0.4617894063668875,6.3582778767991215,0.6358277876799121,none,not_extended
TEAM,38233.343136329015,92858.91090896296,2,3,222138.49226218017,5,72.8,4.883495,1.707451,7.000857,5,0,1,0.0,35745.70483807783,34042.31465719272,40046.0158284038,2,3,4.224767304616307,169855.0,511762.0,-54625.56777263395,SHORT,19116.671568164507,30952.970302987655,0.109617,0.568743,0.4117358556338468,1.0,501064687.0100403,0.000339,0.001021,0.3816848990550411,6.0982752804105615,0.6098275280410561,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
YPF,0.0,65687.66793491607,0,5,131375.33586983214,5,91.8,3.19022,,3.19022,5,0,0,0.0,0.0,0.0,26869.86584077323,0,5,1951565.6884995366,0.0,181012.5,-65687.66793491607,SHORT,0.0,13137.533586983214,0.0,0.590945,0.0,0.7,106073301.34346008,0.0,0.001706,0.15857142857142859,6.061159537060721,0.6061159537060721,none,trend_aligned
XLK,36368.3944143382,295742.0737819503,5,6,410947.3674070712,11,57.090909,4.94247,1.135914,7.987715,11,2,3,17877.38125218326,121771.91594591737,16027.130302656891,168147.63932507767,5,6,25.949188454168358,374347.5,761210.0,-259373.6793676121,SHORT,7273.678882867641,49290.34563032505,0.559312,0.431438,0.12297335292628166,1.0,2651816201.4076233,0.000141,0.000287,0.3589305519996555,6.01841599617871,0.601841599617871,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
GLNG,37938.30902825002,3.3252400180903354,5,8,37944.9595082862,13,84.461538,6.953245,16.678867,0.874732,13,2,4,37935.82805448407,1.9329558453549727,37934.45611110179,0.5738416937966299,5,8,7399.69962413958,538884.0,352372.5,37934.983788231926,LONG,7587.661805650004,0.41565500226129193,0.000102,0.827428,99.0,1.0,166032237.60089874,0.003246,0.002122,0.6427568201592864,5.81683621299131,0.581683621299131,none,none
PDD,808465.7439456716,5.5726421694076995,5,16,824281.1055226956,21,77.952381,1.252397,3.683762,0.492595,21,2,4,765907.4190816757,1.7782960856161796,764878.4756988889,1.0119465339895517,5,16,1033712.5752943776,1753379.0,1187126.5,808460.1713035022,LONG,161693.1487891343,0.3482901355879812,0.053914,0.818408,99.0,1.0,605567943.75,0.002895,0.00196,0.7585983272051762,5.800228032576866,0.5800228032576866,none,none
ADBE,146173.27891622132,317331.93397648656,9,10,609677.2545205732,19,86.789474,0.271859,0.236731,0.303474,19,1,1,20512.305667213408,67957.95356844582,87499.1280447618,97644.38373753465,9,10,141.44577011354198,846270.5,1826240.0,-171158.65506026524,SHORT,16241.475435135702,31733.193397648654,0.401401,0.692296,0.46063211188525505,1.0,1653290449.32518,0.000512,0.001105,0.4549308964012699,5.685761374581533,0.5685761374581533,none,not_extended
PEG,0.0033165405958764903,89438.3104424596,1,1,178876.62751800037,2,72.0,280.009524,530.4,29.619048,2,0,1,0.0,89438.3104424596,0.0033165405958764903,89438.3104424596,1,1,26967349.820369974,121992.5,156512.0,-89438.307125919,SHORT,0.0033165405958764903,89438.3104424596,0.0,0.0,3.7081878889138864e-08,1.0,243825753.96778107,0.0005,0.000642,0.41480405703242296,5.609755732789515,0.5609755732789515,none,none
