ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
ARM,185446.13254868376,188432.03650343016,10,14,561928.2990099975,24,60.791667,6.786771,1.679446,10.434861,24,0,8,0.0,83639.61943161802,115397.26097350358,81076.2850789056,10,14,50.12780703941303,1509065.0,821789.5,-2985.9039547464054,SHORT,18544.613254868374,13459.43117881644,0.377732,0.569732,0.9841539474382741,1.0,163548326642.0,9e-06,5e-06,0.47179362732550206,6.38027810535331,0.638027810535331,none,none
DOW,60080.71839891916,38770.22110364044,6,6,129041.80892698171,12,66.0,85.470035,2.084008,168.856062,12,1,0,26.757401219522347,0.0,58104.48444711359,29189.775645206326,6,6,53.43935316162752,510504.0,1698618.0,21310.49729527872,LONG,10013.453066486527,6461.703517273407,0.032893,0.247108,1.5496614847336456,1.0,28321069822.0,1.8e-05,6e-05,0.43936957655065334,5.8594706884193055,0.5859470688419306,none,trend_aligned
SMH,0.0,3081641.767781189,0,3,3130355.9190029437,3,70.0,0.484942,,0.484942,3,0,1,0.0,111825.89150784722,0.0,2921101.725051588,0,3,26.99312285190479,0.0,3263522.5,-3081641.767781189,SHORT,0.0,1027213.9225937297,0.0,0.052096,0.0,1.0,42403439294.0,0.0,7.7e-05,0.18,5.7446226191617615,0.5744622619161761,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
FXI,290.79578144595655,41199.310945730154,2,3,42561.00466832628,5,78.0,0.458235,0.028107,0.744987,5,0,1,0.0,40419.20878602594,163.05065912763737,40419.20878602594,2,3,39.32073402811204,79678.0,654133.0,-40908.515164284196,SHORT,145.39789072297827,13733.103648576718,0.439295,0.018935,0.007058268081934858,1.0,5818591318.0,1.4e-05,0.000112,0.2618743439658113,5.249473686294268,0.5249473686294268,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, trend_aligned",room_to_target
OXY,105648.42441933083,128417.06078770358,15,8,358550.8522292334,23,67.043478,8.500237,6.992181,11.327843,23,3,1,57516.78416695693,2419.0014011559856,49030.659038455255,107639.38242194463,15,8,39.16834558698234,2004564.0,541970.0,-22768.636368372754,SHORT,7043.228294622055,16052.132598462947,0.535907,0.161798,0.8226977301247115,1.0,63476121980.0,3.2e-05,9e-06,0.6305186049493491,5.155672075728993,0.5155672075728993,none,none
CRM,15037.291789084935,122643.42434670439,5,11,150316.52467386232,16,73.0,0.625799,0.463875,0.699401,16,2,7,7846.015028823622,69151.51389301234,7757.547047130388,50629.19663885707,5,11,10.228592996315523,653967.0,2418037.5,-107606.13255761945,SHORT,3007.458357816987,11149.402213336762,0.484113,0.587184,0.12260984940028714,1.0,171345720000.0,4e-06,1.4e-05,0.2964807919358488,5.111752228167768,0.5111752228167769,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target
IBIT,192166.45920135925,1060408.284221814,11,4,1354666.556080718,15,54.533333,0.697182,0.452134,1.371063,15,7,0,92613.15529282218,0.0,80886.153680181,888949.4174659802,11,4,26.581073760105035,1452007.5,1168020.0,-868241.8250204548,SHORT,17469.678109214477,265102.0710554535,0.579083,0.161691,0.18121931152431686,1.0,53804622473.0,2.7e-05,2.2e-05,0.5564089596838429,4.957940354641359,0.49579403546413586,none,none
GEV,60372.74382874538,130652.31600138808,10,13,285532.7669845094,23,71.391304,1.480058,1.436419,1.516425,23,3,3,48011.44740756766,30765.416859798785,46592.26981084495,52491.0423621566,10,13,31.634094749652775,1353282.5,1895187.0,-70279.57217264271,SHORT,6037.274382874538,10050.17815395293,0.228257,0.598239,0.4620870542249244,1.0,235331565608.0,6e-06,8e-06,0.4281919506086001,4.869812272685024,0.48698122726850246,none,none
AMAT,72612.94604044761,708274.4348546923,7,10,859704.163094242,17,85.058824,0.773057,1.119415,0.530607,17,2,2,2473.781282585421,392119.5461729709,44921.14983649286,255883.72935305664,7,10,31.370783997420393,524344.5,1161379.0,-635661.4888142447,SHORT,10373.278005778231,70827.44348546924,0.381362,0.638722,0.10252091910580492,1.0,268676620473.0,2e-06,4e-06,0.37554024259538454,4.8381469913680935,0.4838146991368093,none,trend_aligned
NBIS,55540.562911393805,148057.93907627554,3,6,237553.49563824068,9,68.777778,0.477479,0.717793,0.357321,9,0,0,0.0,0.0,27013.236345860438,49554.76714767458,3,6,2.6706953020330975,611200.0,1038520.0,-92517.37616488173,SHORT,18513.5209704646,24676.323179379255,0.51363,0.665302,0.37512721883006067,1.0,21199820508.0,2.9e-05,4.9e-05,0.3777756849637567,4.7996849090456015,0.4799684909045602,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown",trend_aligned
DIS,38167.02218623682,43624.466475847286,5,8,162619.89302581875,13,69.923077,7.554863,0.277985,12.102911,13,1,1,38097.921778277974,11.067190490641806,38097.921778277974,42345.24124175316,5,8,9819.883228289365,369956.0,1368717.5,-5457.4442896104665,SHORT,7633.404437247364,5453.058309480911,0.00181,0.029324,0.8748994605439591,1.0,167851505882.0,2e-06,8e-06,0.2666409060334535,4.638808896675597,0.4638808896675597,none,not_extended
WFC,63.09249119708981,18287.442217256696,5,7,18376.558784543762,12,74.166667,7.391713,0.091601,12.60608,12,2,4,0.006172039311007022,18272.571147457817,35.739267843552035,18261.41740610835,5,7,2343256.5967295016,1548978.0,500650.0,-18224.349726059605,SHORT,12.618498239417962,2612.491745322385,0.433542,0.001423,0.0034500445960427115,1.0,243826928352.0,6e-06,2e-06,0.2998388216504068,4.636052187767113,0.4636052187767113,none,none
U,0.0,191535.67981595374,0,3,276421.5178810504,3,61.666667,0.18615,,0.18615,3,0,1,0.0,106649.84175085709,0.0,106649.84175085709,0,3,121254.95435994385,0.0,282039.5,-191535.67981595374,SHORT,0.0,63845.22660531791,0.0,0.443186,0.0,1.0,7417077776.0,0.0,3.8e-05,0.18,4.614648143732415,0.46146481437324155,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none
PYPL,11710.814572789206,24309.59029522301,2,4,50757.2766676149,6,61.666667,42.829136,73.241613,27.622897,6,1,2,11511.266749274555,11200.20491637769,11511.266749274555,7974.599866049566,2,4,2.8137749957761082,176883.5,353566.0,-12598.775722433804,SHORT,5855.407286394603,6077.3975738057525,0.01704,0.671957,0.48173640240619175,1.0,41614037298.0,4e-06,8e-06,0.364895323476701,4.60239185776838,0.460239185776838,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none
AAPL,1595816.8302447952,970543.3488785109,11,13,2931313.558566936,24,73.375,0.535758,0.237097,0.788471,24,2,1,83765.07058529576,5836.211667478291,403979.6546153133,628420.6028159724,11,13,11.328306919273675,2119251.5,1867010.5,625273.4813662843,LONG,145074.2572949814,74657.18068296238,0.746851,0.352506,1.644250957042573,1.0,3712713494600.0,1e-06,1e-06,0.5081473725858257,4.577731145037661,0.4577731145037661,none,none
RBRK,0.0,16171.559401181921,0,3,32343.118802363842,3,92.666667,14.486897,,14.486897,3,0,1,0.0,15513.942716179408,0.0,15513.942716179408,0,3,33.8359377897389,0.0,254428.0,-16171.559401181921,SHORT,0.0,5390.519800393974,0.0,0.040665,0.0,0.7,7490887198.0,0.0,3.4e-05,0.15857142857142859,4.542502130222342,0.45425021302223423,none,not_extended
QBTS,12525.848220231697,35.754973967834346,3,2,12561.603194199532,5,51.2,3.649535,3.367118,4.073161,5,0,0,0.0,0.0,6442.308307922841,22.668886139893626,3,2,350.32463543394323,186992.0,156718.0,12490.093246263863,LONG,4175.282740077232,17.877486983917173,0.485679,0.365993,99.0,1.0,5372705855.0,3.5e-05,2.9e-05,0.4903903714124518,4.518721394738082,0.4518721394738082,none,none
STX,0.0,32417.081760729732,0,4,32639.769315433834,4,60.0,4.063836,,4.063836,4,0,0,0.0,0.0,0.0,32194.39420602563,0,4,75.79309779697422,0.0,1025330.0,-32417.081760729732,SHORT,0.0,8104.270440182433,0.0,0.006869,0.0,1.0,82603897049.0,0.0,1.2e-05,0.18,4.274650366083433,0.4274650366083433,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned"
IWM,419013.7385662972,436279.97990242916,8,6,1238772.2022037879,14,76.428571,0.242761,0.349804,0.100037,14,5,0,209770.55533136436,0.0,120072.28060259801,210918.5609475655,8,6,2.5587884616218783,2358388.0,1214252.0,-17266.241336131934,SHORT,52376.71732078715,72713.3299837382,0.713441,0.516552,0.9604239430376947,1.0,70655288475.0,3.3e-05,1.7e-05,0.5567603810807167,4.199678982329944,0.4199678982329944,none,none
SNDK,182338.51639645215,454830.59646845836,6,4,1055193.51076905,10,75.7,0.618452,0.630171,0.600872,10,0,0,0.0,0.0,53310.5615755048,186970.51131721548,6,4,4.676002510657718,938310.0,670380.0,-272492.0800720062,SHORT,30389.752732742025,113707.64911711459,0.707629,0.588923,0.400893250832779,1.0,89008137579.0,1.1e-05,8e-06,0.405805865620084,4.125336267046516,0.41253362670465166,none,none
SQQQ,0.0,32254.92929220334,0,3,64509.85858440668,3,68.0,16.88273,,16.88273,3,0,1,0.0,376.13929700724793,0.0,28397.874828724664,0,3,84.75261757768907,0.0,128766.0,-32254.92929220334,SHORT,0.0,10751.643097401113,0.0,0.11958,0.0,1.0,82.5318,0.0,0.0,0.18,4.016947792697511,0.4016947792697511,none,trend_aligned
S,0.0,92995.22428263882,0,1,92995.22428263882,1,49.0,16.393443,,16.393443,1,0,1,0.0,92995.22428263882,0.0,92995.22428263882,0,1,0.0,0.0,100000.0,-92995.22428263882,SHORT,0.0,92995.22428263882,0.0,0.0,0.0,1.0,4475279097.0,0.0,2.2e-05,0.05,4.004840573402559,0.40048405734025594,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
VRT,145772.5996235521,28.071247548732938,7,3,179578.75590564215,10,54.1,259.809083,369.001213,5.027447,10,0,0,0.0,0.0,108545.72834825238,18.32134745607284,7,3,2450.958364968492,1430503.5,752360.0,145744.52837600335,LONG,20824.657089078868,9.357082516244313,0.255376,0.347327,99.0,1.0,96567852314.0,1.5e-05,8e-06,0.5266102575753999,3.9885389210448183,0.39885389210448186,none,none
LMT,6.223637496301822,1959.8538939191692,7,4,3922.767157179281,11,55.818182,86.915615,85.071429,90.142943,11,0,1,0.0,1950.4659882675085,1.8500286330797557,1950.4659882675085,7,4,272.1752034610536,455965.0,714350.0,-1953.6302564228674,SHORT,0.8890910709002603,489.9634734797923,0.702742,0.00479,0.0031755619720489764,1.0,144336236959.0,3e-06,5e-06,0.46022826412658085,3.967125338154492,0.39671253381544924,none,trend_aligned
UPRO,1.191074250297075,1955.864567056596,2,4,3698.449674598668,6,63.5,41.194932,72.9,20.05822,6,1,2,0.5404142326183584,215.66160801511802,0.6506600176787167,1739.6916308448879,2,4,1038.684341966,85157.0,202785.0,-1954.6734928062988,SHORT,0.5955371251485375,488.966141764149,0.45372,0.110526,0.0006089758311279891,1.0,95.2168,0.0,0.0,0.3810990476190476,3.9575185714285714,0.39575185714285716,none,not_extended
MSFT,601683.679903685,543667.6808362978,6,3,1250378.6688883572,9,72.666667,0.1822,0.181923,0.182755,9,2,1,298609.89273659803,167172.0834097669,286152.2732289864,299664.4597255195,6,3,17.160920668385934,956368.5,599057.5,58015.999067387194,LONG,100280.61331728083,181222.56027876594,0.524414,0.44881,1.1067122455727807,1.0,2717557472944.0,0.0,0.0,0.4239093423449259,3.9007247483454672,0.3900724748345467,none,none
INTC,136382.39056405742,134681.69210593976,5,9,400725.9925680553,14,71.071429,0.214178,0.389965,0.116519,14,0,3,0.0,107598.57131624846,108421.22315262488,103723.54623908162,5,9,33.54257321790738,597191.0,931319.0,1700.6984581176657,LONG,27276.478112811485,14964.632456215528,0.20502,0.229862,1.0126275400280826,1.0,220279500000.0,3e-06,4e-06,0.3169949244537542,3.8872689354269916,0.3887268935426992,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
USO,323493.665280049,45204.61327233662,2,1,424921.51034961746,3,60.666667,0.147455,0.19517,0.052025,3,0,0,0.0,0.0,312475.0467551538,45204.61327233662,2,1,18.281977563228956,485490.0,45500.0,278289.0520077124,LONG,161746.8326400245,45204.61327233662,0.034061,0.0,7.156209109259518,1.0,1228364647.0,0.000395,3.7e-05,0.5847008316578031,3.8108375394618044,0.38108375394618044,none,none
IYR,75.07922018415387,232.11759094064902,1,1,382.27603130895676,2,86.0,0.52649,0.337018,0.715961,2,0,0,0.0,0.0,75.07922018415387,232.11759094064902,1,1,1.545817806653508,254400.0,621526.0,-157.03837075649517,SHORT,75.07922018415387,232.11759094064902,0.0,0.0,0.32345338360568776,1.0,3940180198.0,6.5e-05,0.000158,0.29659141761549923,3.7994309828831865,0.3799430982883186,none,not_extended
NVDA,681387.3419374969,3624653.094284891,4,7,4444914.290212449,11,53.454545,0.147166,0.098449,0.175005,11,1,0,263927.73462907807,0.0,263927.73462907807,946014.6123594219,4,7,1.1959167429565818,737017.0,3838853.0,-2943265.7523473944,SHORT,170346.83548437423,517807.5848978416,0.612661,0.739005,0.18798691190940797,1.0,4161132000000.0,0.0,1e-06,0.3344158008213641,3.774662731471661,0.37746627314716613,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
GS,257878.5739996765,565909.573690608,7,4,1080266.1410669964,11,80.909091,0.329026,0.336174,0.316517,11,3,1,608.743933440976,2623.886292908334,109964.04481201385,559672.2087846969,7,4,135.10978274725264,513232.5,764222.5,-308030.9996909315,SHORT,36839.796285668075,141477.393422652,0.573582,0.011022,0.45568865767353656,1.0,244120823754.0,2e-06,3e-06,0.41613901378078566,3.7559807643804124,0.3755980764380412,none,none
COHR,42120.58245844095,10831.044324461507,3,1,100297.144866384,4,58.75,1.247782,0.312984,4.052174,4,0,0,0.0,0.0,36514.47375902004,10831.044324461507,3,1,3.613102703555931,462780.0,186945.0,31289.53813397944,LONG,14040.19415281365,10831.044324461507,0.133097,0.0,3.8888754580491556,1.0,45612459773.0,1e-05,4e-06,0.28224691075757186,3.7213953733205667,0.3721395373320567,none,none
TSLA,1811196.7890152102,1224704.7499368545,6,7,4905865.805705264,13,61.692308,0.129052,0.123127,0.134131,13,1,2,403210.9834562385,343691.70784160413,570132.4590107437,418083.463626747,6,7,0.535200801241607,1968643.5,1326015.0,586492.0390783558,LONG,301866.131502535,174957.82141955063,0.685218,0.658625,1.47888443243859,1.0,1396317465566.0,1e-06,1e-06,0.34415998710142204,3.6265400602066626,0.3626540060206663,none,none
XLE,129168.21768656545,98807.19526761828,3,6,348953.18877383287,9,72.222222,0.253124,0.088604,0.335383,9,0,2,0.0,18263.32450090483,50381.79982496128,34742.802486205495,3,6,4.402061508204399,140715.0,610122.5,30361.022418947163,LONG,43056.072562188485,16467.86587793638,0.609952,0.648378,1.3072754199399612,1.0,61.535482,0.0,0.0,0.33063881824274444,3.5930233043572235,0.35930233043572235,none,trend_aligned
EEM,3267.6967257548913,51267.04716474482,1,2,57802.44061625461,3,61.333333,0.020995,0.017759,0.022613,3,0,0,0.0,0.0,3267.6967257548913,27723.176296673468,1,2,7.844523446847917,50400.0,571752.0,-47999.35043898993,SHORT,3267.6967257548913,25633.52358237241,0.0,0.45924,0.06373873484958603,1.0,24627864715.0,2e-06,2.3e-05,0.18360521877671135,3.5756300162480574,0.35756300162480575,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
COIN,1220135.7759119687,274458.0804896769,4,1,2593489.9312338596,5,55.8,0.413057,0.499772,0.066196,5,3,0,1098896.0748322143,0.0,637030.9205238874,274458.0804896769,4,1,8.449493804688354,1263633.5,291200.0,945677.6954222918,LONG,305033.94397799217,274458.0804896769,0.477902,0.0,4.44561797464681,1.0,38670896780.0,3.3e-05,8e-06,0.5352065101320432,3.545210111521009,0.3545210111521009,none,none
BX,5012.437717179518,8.83257957169382,2,2,5198.338970566303,4,68.75,2.055237,1.376666,2.733808,4,0,0,0.0,0.0,4835.369043364426,7.228931878159053,2,2,587.5414253414328,93400.0,460425.0,5003.605137607824,LONG,2506.218858589759,4.41628978584691,0.035326,0.181561,99.0,1.0,81365274197.0,1e-06,6e-06,0.24593329333333333,3.5086865879326394,0.35086865879326395,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume
AXP,0.0,271.13425270989444,0,2,271.13425270989444,2,58.5,13.989222,,13.989222,2,0,0,0.0,0.0,0.0,263.3209546875547,0,2,33.701639683353804,0.0,520240.0,-271.13425270989444,SHORT,0.0,135.56712635494722,0.0,0.028817,0.0,1.0,205565366957.0,0.0,3e-06,0.18,3.505085974599142,0.3505085974599142,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
