ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
HII,421287.55043273274,610536.3699504365,6,8,1642360.2903336058,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,524778.0429918664,91746.14872502678,422742.67102936655,6,8,3.4055713548497297,692050.0,994057.0,-189248.81951770379,SHORT,70214.59173878879,76317.04624380457,0.782224,0.307588,0.6900285898888103,1.0,15797536481.0,4.4e-05,6.3e-05,0.57187520824585,6.56828959786374,0.656828959786374,none,none
IREN,239443.75150761858,760278.9206566917,3,4,1077220.2737861592,7,44.0,26.329059,12.646506,36.590974,7,2,0,123407.01247436443,0.0,116036.73903325414,531202.1906984673,3,4,2.917362055448313,305349.0,959268.0,-520835.1691490731,SHORT,79814.58383587287,190069.7301641729,0.51539,0.301306,0.31494198379299904,1.0,13766376268.0,2.2e-05,7e-05,0.5356599163807866,5.928784708056034,0.5928784708056034,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
ARM,185610.3891272593,41758.6756511193,11,12,269095.2236359376,23,60.391304,7.576085,2.529205,12.202393,23,0,8,0.0,29165.81304385459,112488.2689055481,6488.84059296846,11,12,1.8449184111461057,1616263.5,757346.0,143851.71347614,LONG,16873.671738841753,3479.889637593275,0.393955,0.844611,4.444834186744238,1.0,165946612828.0,1e-05,5e-06,0.4421512260686936,5.499464644829979,0.5499464644829979,none,none
FAS,0.0,4208.931906412424,0,4,4208.9327355098585,4,44.0,52.791667,,52.791667,4,0,2,0.0,2107.834696449222,0.0,2101.096380865767,0,4,116.08705817111361,0.0,296306.0,-4208.931906412424,SHORT,0.0,1052.232976603106,0.0,0.500801,0.0,1.0,1872117983.0,0.0,0.000158,0.18,5.492556251141223,0.5492556251141223,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
NUGT,0.0,1411.7651919213654,0,3,2771.5126157102272,3,63.666667,10.753754,,10.753754,3,0,0,0.0,0.0,0.0,1356.1546096670984,0,3,384.70219913713316,0.0,286340.5,-1411.7651919213654,SHORT,0.0,470.5883973071218,0.0,0.039391,0.0,1.0,1038075361.0,0.0,0.000276,0.18,5.377962744392333,0.5377962744392333,none,not_extended
LITE,230786.7548685075,510941.88865132973,9,4,861179.324546928,13,46.230769,2.089721,0.64547,5.339286,13,1,1,1096.6646116975207,1212.332397549364,77180.90259564022,392587.87223593635,9,4,35.13224646358888,791060.0,908810.0,-280155.13378282223,SHORT,25642.9727631675,127735.47216283243,0.665575,0.231639,0.4516888515006801,1.0,55489938000.0,1.4e-05,1.6e-05,0.42003046002487304,5.314971680605945,0.5314971680605944,none,none
OXY,934636.792051401,183813.25845967355,19,7,1267480.9127096736,26,71.269231,7.592475,5.626327,12.929162,26,3,1,508831.9940149355,21400.106495909564,433758.04763327335,73290.21456047732,19,7,86.94885285386437,3300178.0,429651.0,750823.5335917275,LONG,49191.41010796847,26259.03692281051,0.535907,0.601279,5.084708251643606,1.0,61000592674.0,5.4e-05,7e-06,0.6611850870672417,5.257447418420066,0.5257447418420066,none,none
PYPL,103601.70890838532,215058.91684936476,2,4,449032.8635652004,6,61.666667,42.829136,73.241613,27.622897,6,1,2,101836.37521647435,99084.51391220861,101836.37521647435,70548.65132123262,2,4,2.8137749957761073,176883.5,353566.0,-111457.20794097944,SHORT,51800.85445419266,53764.72921234119,0.01704,0.671957,0.4817364024061918,1.0,41291804709.0,4e-06,9e-06,0.4428295100224935,5.243634018749617,0.5243634018749617,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
GEV,121911.30249294444,420999.81637170736,9,13,696138.7034642185,22,74.590909,1.573139,1.594438,1.558394,22,2,3,12554.995500193487,1593.2012663753512,55599.168392025276,146101.3104526358,9,13,8.826772285384484,1302407.5,2294593.0,-299088.51387876295,SHORT,13545.700276993826,32384.601259362105,0.543938,0.652966,0.28957566666800405,1.0,248961670602.0,5e-06,9e-06,0.44956558816137765,5.164663436780001,0.516466343678,none,trend_aligned
STX,0.0,286783.2162621758,0,4,288753.2595137854,4,60.0,4.063836,,4.063836,4,0,0,0.0,0.0,0.0,284813.1730105663,0,4,75.79309779697411,0.0,1025330.0,-286783.2162621758,SHORT,0.0,71695.80406554395,0.0,0.006869,0.0,1.0,90112152746.0,0.0,1.1e-05,0.18,4.796164867613704,0.47961648676137036,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned"
