ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
NTRA,2290589.7173707737,0.0,1,0,2290589.7173707737,1,73.0,8.064516,8.064516,,1,0,0,0.0,0.0,2290589.7173707737,0.0,1,0,2721600.0,0.0,872181.4931121472,0.0,1,0,2290589.7173707737,LONG,2290589.7173707737,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,1.0,29984663250.0,9.1e-05,0.0,,,,,2.9e-05,0.0,0.380767,0.0,0.0,0.0,0.7639204410177173,0.0,6.814994530821066,0.14240562801260218,2.815,1.7,1.7,0.0,0.0,0.6,0.0,0.8241,0.0,0.0,0.0,0.0,0.6,0.0,0.670455498044028,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2721600.0,0.0,0.0,0.0,0.6814994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
NN,8.815141238348934e-26,0.0,2,0,8.815141238348934e-26,2,70.0,2.723989,2.723989,,2,0,0,0.0,0.0,4.681469145267635e-26,0.0,2,0,2940000.0,0.0,1.2235034008154555e-26,0.0,0,0,8.815141238348934e-26,LONG,4.407570619174467e-26,0.0,0.468929,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,2456993450.0,0.001197,0.0,,,,,0.0,0.0,0.138796,0.0,0.0,0.0,1.793887818127666e-31,0.0,5.346383320662335,0.1321358929504655,2.815,0.0,1.5123,0.1556,0.0,0.6,0.2635,0.7214,0.0,0.0,0.0,0.0,0.6,0.0,0.5431388789841269,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2940000.0,0.0,0.0,0.0,0.5346383320662336,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
XP,42238.782615546006,0.0,1,0,42238.782615546006,1,45.0,197.159091,197.159091,,1,0,0,0.0,0.0,42238.782615546006,0.0,1,0,769500.0,0.0,13282.139177782374,0.0,0,0,42238.782615546006,LONG,42238.782615546006,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7684313976.0,0.0001,0.0,1205520.0,285313.0,0.6383137567190922,0.0,2e-06,0.0,0.314454,0.0,0.0,0.0,0.05496753873861492,0.0,5.320969052338511,0.120211943669508,2.815,0.206,1.7,0.0,0.0,0.6,0.0,0.6021,0.0,0.0,0.0,0.0,0.6,0.0,0.5405974521517445,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,769500.0,0.0,0.0,0.0,0.5320969052338511,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned"
BTU,61887.47231572855,0.0,1,0,61887.47231572855,1,45.0,10.859914,10.859914,,1,0,0,0.0,0.0,61887.47231572855,0.0,1,0,1020000.0,0.0,27047.021348058497,0.0,0,0,61887.47231572855,LONG,61887.47231572855,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3228753592.0,0.000316,0.0,,,,,8e-06,0.0,0.437035,0.0,0.0,0.0,0.19167604635135177,0.0,5.238438327202955,0.10793429391912386,2.2152,0.7232,1.7,0.0,0.0,0.6,0.0,0.4793,0.0,0.0,0.0,0.0,0.6,0.0,0.5923222704734488,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1020000.0,0.0,0.0,665280.0,0.5238438327202954,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
BWA,0.47348789647802597,0.0,1,0,0.47348789647802597,1,49.0,833.333333,833.333333,,1,0,0,0.0,0.0,0.47348789647802597,0.0,1,0,710500.0,0.0,0.08192660910002561,0.0,0,0,0.47348789647802597,LONG,0.47348789647802597,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11648563688.0,6.1e-05,0.0,1792184.0,1542730.0,0.39644366873044284,0.0,0.0,0.0,0.173028,0.0,0.0,0.0,4.064774929855077e-07,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.42792584819377516,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,710500.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
ORA,1.741508654826516e-21,0.0,1,0,1.741508654826516e-21,1,32.0,20.689655,20.689655,,1,0,0,0.0,0.0,1.741508654826516e-21,0.0,1,0,645000.0,0.0,4.368525936092507e-22,0.0,0,0,1.741508654826516e-21,LONG,1.741508654826516e-21,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6978968642.0,9.2e-05,0.0,1194740.0,93453.0,0.5398664144500058,0.0,0.0,0.0,0.250847,0.0,0.0,0.0,2.4953667857826087e-27,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.5026720828470521,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,645000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
LOGI,3.1030665093316056e-25,0.0,1,0,6.206133018663211e-25,1,69.0,6.024096,6.024096,,1,0,0,0.0,0.0,3.1030665093316056e-25,0.0,1,0,682500.0,0.0,1.2217589440833442e-25,0.0,0,0,3.1030665093316056e-25,LONG,3.1030665093316056e-25,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14878778019.0,4.6e-05,0.0,335644.0,434666.0,2.0334044404190155,0.0,0.0,0.0,0.393726,0.0,0.0,0.0,2.0855654310918756e-31,0.0,5.1149945308210665,0.14321885327080136,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.8322,0.0,0.0,0.0,0.0,0.6,0.0,0.38641314865154347,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1365000.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SIMO,1.943387038078693e-18,0.0,1,0,1.943387038078693e-18,1,30.0,51.641026,51.641026,,1,0,0,0.0,0.0,1.943387038078693e-18,0.0,1,0,2270000.0,0.0,8.811235901236446e-19,0.0,0,0,1.943387038078693e-18,LONG,1.943387038078693e-18,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,7623764464.0,0.000298,0.0,,,,,0.0,0.0,0.453396,0.0,0.0,0.0,2.549117364860255e-24,0.0,5.09533866143987,0.1540295668216714,2.7953,0.0,1.7,0.0,0.0,0.6,0.0,0.9403,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2270000.0,0.0,0.0,0.0,0.509533866143987,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
MTSI,25780.20758303161,19835.364291113765,1,1,65450.93616525914,2,109.0,129.0,52.875,205.125,2,0,1,0.0,19835.364291113765,25780.20758303161,19835.364291113765,1,1,756848.0,574750.0,10804.455096893767,8837.774693264866,0,0,5944.843291917845,LONG,25780.20758303161,19835.364291113765,0.0,0.0,1.299709307309326,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,21882491888.0,3.5e-05,2.6e-05,3194889.0,56848.0,0.23689336311840567,10.110294117647058,0.0,0.0,0.419099,0.445556,0.0,0.0,0.011781202851567857,0.00906449064057058,4.886398005610375,0.4903627244466209,2.815,0.0285,1.7,0.0,0.0,0.3429,0.0,2.6936,0.0171,1.7,0.0,0.15,0.3429,0.0,0.33030358498404166,0.3148765035056066,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,756848.0,1149500.0,0.0,0.0,0.4886398005610375,none,none
AS,4.799656970832786,0.0,1,0,9.599313941665573,1,48.0,40.0,40.0,,1,0,0,0.0,0.0,4.799656970832786,0.0,1,0,385000.0,0.0,0.34309407660810753,0.0,0,0,4.799656970832786,LONG,4.799656970832786,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,18916077767.0,2e-05,0.0,290362.0,437826.0,1.3259310791356995,0.0,0.0,0.0,0.071483,0.0,0.0,0.0,2.53734258758759e-06,0.0,4.807047925294022,0.13307237328917515,2.507,0.0,1.7,0.0,0.0,0.6,0.0,0.7307,0.0,0.0,0.0,0.0,0.6,0.0,0.3031672804760186,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,770000.0,0.0,0.0,0.0,0.4807047925294022,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
