ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
CAR,34567.9332146636,149068.90363360094,1,6,325287.3639265186,7,62.0,7.627851,5.352941,8.007003,7,0,2,0.0,38064.71851086499,34567.9332146636,36795.471538645426,1,6,330750.0,1446430.0,17418.16334046694,74531.82907388947,1,5,-114500.97041893734,SHORT,34567.9332146636,24844.817272266824,0.0,0.753165,0.23189231537939478,1.0,1.0,0.8333333333333334,0.6923076923076923,0.5256410256410257,31-90,0.3333,0,0.0,17412837877.0,1.9e-05,8.3e-05,1e-06,4e-06,0.503882,0.499009,0.0,0.0,0.019851981313352238,0.014268103480756265,0.3058424651433127,6.4062252207379355,0.6962,0.0623,1.7,0.0,0.0,0.6,0.0,2.5229,0.039,1.7,0.7778,0.3,0.6,0.4665,0.44830411538598436,0.8114379304833318,2,3,0.6406225220737936,none,not_extended
SPXS,1.7251835797924544e-05,2008.5385484502906,1,4,4015.8163156067485,5,36.8,7.959772,9.609756,7.409777,5,1,4,1.7251835797924544e-05,2008.5385484502906,1.7251835797924544e-05,2007.2777498990756,1,4,69628.0,226838.5,6.317443525054296e-06,357.8441560263877,0,0,-2008.5385311984548,SHORT,1.7251835797924544e-05,502.13463711257265,0.0,0.000628,8.589248043676026e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,435516020.0,0.00016,0.000521,0.0,1e-06,0.36619,0.177979,0.0,0.0,3.9612402312834656e-10,0.011529647913125506,0.5349999999999999,6.294157467671047,2.9,0.0,1.7,0.0,0.15,0.6,0.0,2.9,0.0275,1.7,0.4667,0.6,0.6,0.0,0.6580130128462295,0.8376885475556631,3,3,0.6294157467671047,"confirmation_volume, momentum_aligned, pullback_to_resistance, room_to_target, trend_aligned",not_extended
FAS,3.4645447692798025e-07,150.00840303282203,2,5,299.86723090256027,7,43.285714,2.569189,1.292096,3.207735,7,0,2,0.0,5.67299033915269,2.83745632072468e-07,136.74487152847314,2,5,276793.0,204081.0,1.525683532445266e-07,32.65812321364138,0,0,-150.00840268636756,SHORT,1.7322723846399013e-07,30.001680606564406,0.181002,0.088419,2.3095671303971924e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.4,0,0.0,2267262870.0,0.000122,9e-05,0.0,0.0,0.440371,0.217407,0.0,0.0,7.640368514657064e-13,0.00013232554991104498,0.42520394069841266,5.904494997941638,2.9,0.0,0.5386,0.1556,0.0,0.6,0.0579,2.6823,0.0,1.7,0.6222,0.3,0.6,0.0,0.7052120926798239,0.4269778516668399,3,3,0.5904494997941638,none,none
BTDR,29.45337222207088,8186.576175830589,1,3,16338.252091390004,4,46.25,384.737569,0.026152,512.974709,4,0,0,0.0,0.0,29.45337222207088,5613.512157823638,1,3,78739.0,3563113.0,13.004435247379977,1128.7460532272648,0,0,-8157.122803608518,SHORT,29.45337222207088,2728.858725276863,0.0,0.314303,0.003597764387635789,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.25,2478974586.0,3.2e-05,0.001437,0.0,0.0,0.441526,0.136181,0.0,0.0,0.00011881272356888486,0.011008014122807401,0.1736240714508556,5.689485858094491,1.1362,0.0,0.0,0.0,0.0,0.6,0.0,2.9,0.0253,1.7,0.3111,0.0,0.6,0.1531,0.37160666442652446,0.6683621950524993,3,3,0.5689485858094491,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
UVXY,36.63091702661394,1.2169969976943475,3,2,39.06491102200264,5,40.6,31.394871,2.127191,75.296392,5,0,1,0.0,1.1715998383741872,36.63091701410203,1.1715998383741872,3,2,312310.0,84766.0,0.24426894057632537,0.0666299824554367,0,0,35.4139200289196,LONG,12.210305675537981,0.6084984988471738,0.0,0.037303,30.099430890965852,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,272736161.0,0.001145,0.000311,0.0,0.0,0.006668,0.05475,0.0,0.0,0.0004476966175210621,2.2310884505233384e-05,0.49176009911111107,5.505555555555555,2.9,0.0,1.1065,0.3111,0.0,0.6,0.0,2.9,0.0,1.7,0.1556,0.15,0.6,0.0,0.7335040973969433,0.5114478199609246,3,3,0.5505555555555555,none,none
WSM,5.242809990794006e-19,2.013595311861615e-14,1,3,2.013700168061431e-14,4,78.75,2.559968,0.062687,3.392395,4,0,1,0.0,1.972660035138414e-18,5.242809990794006e-19,1.394371017354825e-14,1,3,30510.0,1840246.0,3.2992106599206796e-19,9.374860375255044e-15,0,0,-2.013542883761707e-14,SHORT,5.242809990794006e-19,6.711984372872051e-15,0.0,0.307522,2.603705898553621e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,23647298776.0,1e-06,7.8e-05,0.0,0.0,0.629283,0.465578,0.0,0.0,2.217086205260371e-25,2.8383725500538543e-21,0.06,5.314684165185053,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.4053,0.0,1.7,0.3111,0.15,0.6,0.1482,0.3693229998808653,0.7073919631582085,3,3,0.5314684165185053,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned"
AVTX,1.2551507247449107e-06,1.1215785580595984e-06,10,7,3.6318800075494194e-06,17,53.352941,3.113927,4.725771,0.811291,17,0,1,0.0,1.7812385234077812e-07,1.0199944567493912e-06,2.8648893011530776e-07,10,7,1385065.0,905564.0,1.2595318196677983e-07,4.830833510612479e-07,0,0,1.3357216668531225e-07,LONG,1.2551507247449107e-07,1.6022550829422834e-07,0.187353,0.744566,1.1190930102269434,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,328837362.0,0.004212,0.002754,0.0,0.0,0.100349,0.430717,0.0,0.0,3.816934660681625e-12,4.8724849062080824e-12,0.6662394999999999,5.2554154990476185,2.9,0.0,1.7,1.4,0.0,0.6,0.0624,2.9,0.0,0.2117,0.9333,0.15,0.6,0.4604,0.7783203438190612,0.6756411234566565,3,3,0.5255415499047619,none,none
HUT,2.668147910982581,7720.362960914752,3,6,15444.399138680137,9,65.333333,7.388491,4.188192,8.98864,9,1,2,0.7365530238999001,3262.5605815804906,1.005068939651361,4454.765444873999,3,6,180652.0,353572.5,0.46147385978728817,703.5399157005992,0,2,-7717.694813003769,SHORT,0.8893826369941937,1286.7271601524587,0.623308,0.422985,0.0003455987658210365,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,91+,0.3333,0,0.0,8305457572.0,2.2e-05,4.3e-05,0.0,0.0,0.16165,0.091128,0.0,0.0,1.07084122612648e-06,0.0015492549916700227,0.3936738103066516,5.0844833672877785,0.8018,0.0,1.7,0.3111,0.15,0.6,0.3738,1.476,0.0,1.7,0.7778,0.3,0.6,0.2307,0.6874636475470056,0.8577004881708062,3,3,0.5084483367287779,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
ELF,417.92420250818066,6.915264027921685,4,1,842.763669044031,5,55.6,1.672143,1.165247,3.699725,5,1,0,417.2161943751223,0.0,417.2161943751223,6.915264027921685,4,1,263476.0,346498.0,126.4221200326801,2.1042977572763633,0,0,411.00893848025896,LONG,104.48105062704516,6.915264027921685,0.001694,0.0,60.43503195550202,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,3945870610.0,6.7e-05,8.8e-05,0.0,0.0,0.3025,0.304298,0.0,0.0,0.00026478580002663887,1.7525318773495426e-05,0.3803606174815407,4.937354364471283,2.1346,0.0,0.4524,0.4667,0.15,0.6,0.0,2.6374,0.0,1.7,0.0,0.0,0.6,0.0,0.7668096185457145,0.694945719872199,3,3,0.4937354364471283,none,none
HL,3.303662223552627,0.25396991937174107,2,4,3.557789873896011,6,46.5,6.804982,1.902176,9.256385,6,0,0,0.0,0.0,2.833671316102969,0.25381217639527803,2,4,649194.0,893345.5,0.32369350887907816,0.10482351071011525,0,0,3.049692304180886,LONG,1.6518311117763136,0.06349247984293527,0.142264,0.000621,13.008084704381812,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,13098635112.0,5e-05,6.8e-05,0.0,0.0,0.09798,0.412727,0.0,0.0,1.261071170890949e-06,4.847259222051934e-08,0.3418085257431051,4.926580082636214,1.6789,0.0,0.9535,0.1556,0.0,0.6,0.0302,2.1599,0.0,1.7,0.4667,0.0,0.6,0.0,0.6725896881922774,0.7301230253554588,3,3,0.4926580082636214,none,none
ZETA,4.091072720106701,72.84574279615467,4,6,107.37489545058489,10,50.5,1.006918,1.010673,1.004415,10,1,0,0.47405706817153537,0.0,3.617015558302974,41.64402195443475,4,6,348258.0,701175.0,1.4468141926349143,18.71010426869626,0,0,-68.75467007604797,SHORT,1.0227681800266752,12.140957132692444,0.115876,0.428326,0.05616076606638237,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,3964323429.0,8.8e-05,0.000177,0.0,0.0,0.386678,0.322932,0.0,0.0,2.579931224947174e-06,3.0625546452336254e-05,0.42126186711379504,4.855298549206349,2.6374,0.0,0.3473,0.4667,0.15,0.6,0.0113,2.9,0.0,0.343,0.7778,0.0,0.6,0.2345,0.6812295386304364,0.7336746988690627,3,3,0.4855298549206349,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned"
HUN,6.895866048372416e-10,1.3656845711691355e-09,3,6,3.420955747175513e-09,9,39.666667,0.595196,1.075309,0.35514,9,1,0,4.052025089884195e-10,0.0,4.052025089884195e-10,3.760950348793047e-10,3,6,181153.0,280875.0,1.2236598763487376e-10,5.368708822624284e-10,0,0,-6.760979663318939e-10,SHORT,2.2986220161241389e-10,2.276140951948559e-10,0.412398,0.724611,0.5049384165238832,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2323024809.0,7.8e-05,0.000121,0.0,0.0,0.177448,0.393115,0.0,0.0,9.894952508551273e-16,9.798177544769213e-16,0.408080571375648,4.723928492063491,2.4053,0.0,0.3912,0.3111,0.15,0.6,0.2231,2.9,0.0,0.0,0.7778,0.0,0.6,0.4462,0.6637724886143669,0.6505910330226471,3,3,0.47239284920634916,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
LVS,14147.545479543336,9501.565953916628,3,9,23933.449200513947,12,69.083333,6.926168,18.928593,2.92536,12,0,4,0.0,9501.56595377263,13872.222056442859,5810.4129989276535,3,9,454522.0,431685.5,10390.148769512043,1936.4501756518503,0,0,4645.979525626708,LONG,4715.848493181112,1055.729550435181,0.019461,0.388478,1.488969875929935,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,1.2e-05,1.1e-05,0.0,0.0,0.721313,0.203957,0.0,0.0,0.0012176551216644548,0.0002725945280130823,0.30499264072366605,4.700490490685736,0.4388,0.0,1.7,0.3111,0.0,0.6,0.0,0.4007,0.0,1.6492,1.2444,0.6,0.6,0.2061,0.7247234829359889,0.7693416344181611,3,3,0.4700490490685736,none,none
ARKK,12702.988593147002,178.1619225102776,2,4,12881.150515657278,6,52.0,0.777475,0.500381,0.916022,6,0,1,0.0,15.985802411122654,9206.375863596808,87.13800837555172,2,4,237470.0,511003.0,4768.324400029182,66.87041007267797,0,0,12524.826670636725,LONG,6351.494296573501,44.5404806275694,0.275259,0.510906,71.30024426186918,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5723514000.0,4.1e-05,8.9e-05,1e-06,0.0,0.37537,0.375335,0.0,0.0,0.01109719360618931,7.782016542209804e-05,0.2322891048519694,4.452938898641422,1.4162,0.0257,0.0003,0.1556,0.0,0.6,0.1252,2.6599,0.0,0.2829,0.4667,0.15,0.6,0.2935,0.568921556961499,0.7188957723138909,3,3,0.4452938898641422,confirmation_volume,"continuation_pattern, momentum_aligned, not_extended, room_to_target, trend_aligned"
IGV,13068.251551101115,252242.20683825202,2,4,275979.42802560714,6,62.0,0.486614,0.264429,0.597707,6,1,1,6912.169577444267,10651.68513487668,6912.169577444267,230921.55206712137,2,4,156920.0,3551584.0,5234.833637359905,44081.0632848246,1,0,-239173.95528715092,SHORT,6534.125775550558,63060.551709563006,0.471072,0.084525,0.05180834609285277,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,31-90,0.25,0,0.0,12295525858.0,1.3e-05,0.000289,0.0,4e-06,0.400576,0.187359,0.0,0.0,0.005314230437162778,0.05128739708886309,0.16484806851475953,4.374248068069824,0.4765,0.0013,0.0,0.1556,0.15,0.6,0.2651,2.9,0.1911,0.0664,0.4667,0.15,0.6,0.0,0.6249801325982218,0.730928861270196,3,3,0.4374248068069824,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned"
VST,113.2369504225207,154.2273463669791,8,6,377.25000472688026,14,50.5,23.296563,39.015133,4.958231,14,4,2,7.6163607080270355,0.02819430056186627,104.9509258287652,154.06239000305794,8,6,666295.0,1254437.0,4.091178792648641,108.31869191176948,0,0,-40.9903959444584,SHORT,14.154618802815088,25.70455772782985,0.073174,0.00107,0.7342209607437383,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,2.5698971164705385e-06,4.666891401678915e-06,0.44277041850144383,4.214264556054983,0.4388,0.0,1.7,1.0889,0.6,0.6,0.0,0.8365,0.0,1.7,0.7778,0.3,0.6,0.0,0.4428883208863439,0.46332004867557847,3,3,0.42142645560549835,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
AI,30.462776123230178,1.8181162421267855e-15,1,2,30.46277612323018,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,30.462776123230178,1.8073423271282393e-15,1,2,90758.0,68209.0,6.918756856841611,2.2826866717291574e-16,0,0,30.462776123230174,LONG,30.462776123230178,9.090581210633928e-16,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00023251348078982774,6.938575365346486e-21,0.42302402060631944,4.190639685588232,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.7433387874189258,0.6888896651820066,3,3,0.4190639685588233,none,none
CRWV,18509.854622352195,170134.19500104035,1,5,188644.04962339252,6,76.5,1.751484,0.152443,2.071292,6,0,1,0.0,11914.604546656965,18509.854622352195,90751.35293518864,1,5,207220.0,2120049.0,5922.63493597231,37040.02792847229,1,1,-151624.34037868815,SHORT,18509.854622352195,34026.83900020807,0.0,0.46659,0.10879561643818286,1.0,1.0,0.2,0.6923076923076923,-0.1076923076923077,31-90,0.2,0,0.0,48963431265.0,4e-06,4.3e-05,0.0,1e-06,0.319972,0.217711,0.0,0.0,0.0037803426239009104,0.0069494392286455434,0.07242454626463221,4.186778891087439,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,1.476,0.0082,1.0685,0.6222,0.15,0.6,0.2619,0.3944243377519181,0.5381234323544672,2,2,0.41867788910874393,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
