ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
ATI,3.2055887936485914e-07,0.0,5,0,3.2055887938408335e-07,5,51.8,7.472731,7.472731,,5,0,0,0.0,0.0,3.1977472266095494e-07,0.0,5,0,507859.0,0.0,9.774650183278604e-08,0.0,0,0,3.2055887936485914e-07,LONG,6.411177587297183e-08,0.0,0.002446,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.2,22547930993.0,2.3e-05,0.0,0.0,0.0,0.304925,0.0,0.0,0.0,2.843355157192707e-14,0.0,5.500885843057787,0.13985582986675318,2.5787,0.0,1.7,0.6222,0.0,0.6,0.0,0.7986,0.0,0.0,0.0,0.0,0.6,0.0,0.37587090004994284,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5500885843057788,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
DOV,7.429495777259589e-10,8.016587212063446e-25,3,1,1.4858991554519194e-09,4,60.5,7.194541,9.21819,1.123596,4,0,0,0.0,0.0,4.306255455983938e-10,8.016587212063446e-25,3,1,316250.0,37600.0,2.7312016302724387e-10,5.061223980355571e-25,0,0,7.429495777259581e-10,LONG,2.476498592419863e-10,8.016587212063446e-25,0.420384,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,29545231758.0,1.1e-05,1e-06,0.0,0.0,0.367616,0.631344,0.0,0.0,8.38205844078139e-17,2.713326900843411e-31,5.472213300213942,0.21871956289045802,2.6323,0.0,1.7,0.3111,0.0,0.6,0.2288,1.1632,0.0,0.424,0.0,0.0,0.6,0.0,0.32407023573524024,0.102404528,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5472213300213942,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
BOOT,3.2319178170320723e-12,2.4338123133626155e-21,3,1,3.231917821899697e-12,4,43.5,115.933125,65.244167,268.0,4,0,0,0.0,0.0,3.2318893554016816e-12,2.4338123133626155e-21,3,1,364274.0,25575.0,2.4672570467577723e-12,1.5172898068832491e-21,0,0,3.23191781459826e-12,LONG,1.0773059390106908e-12,2.4338123133626155e-21,9e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4961268092.0,7.3e-05,5e-06,0.0,0.0,0.763403,0.623421,0.0,0.0,2.1714326237435883e-18,4.905625473630655e-27,5.426105641932177,0.33939281257778364,2.815,0.0,1.7,0.3111,0.0,0.6,0.0,1.0939,0.0,1.7,0.0,0.0,0.6,0.0,0.48955129286454646,0.24648653922592115,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5426105641932177,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned
SEZL,0.01923916037315291,0.0,4,0,0.03847832074630582,4,96.0,29.139961,29.139961,,4,0,0,0.0,0.0,0.009622087792642548,0.0,4,0,334385.0,0.0,0.0008142532756632892,0.0,0,0,0.01923916037315291,LONG,0.004809790093288227,0.0,0.49987,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2728133189.0,0.000123,0.0,0.0,0.0,0.042323,0.0,0.0,0.0,1.763033459173326e-08,0.0,5.41253014686439,0.09216150876567081,2.6174,0.0,1.7,0.4667,0.0,0.3429,0.2856,0.5788,0.0,0.0,0.0,0.0,0.3429,0.0,0.5695145238095237,0.03428571428571428,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.541253014686439,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
REAL,3.626191293143753e-24,0.0,2,0,3.626191293143753e-24,2,50.0,13.938264,13.938264,,2,0,0,0.0,0.0,3.4533204439924706e-24,0.0,2,0,1989975.0,0.0,4.20253039334954e-25,0.0,0,0,3.626191293143753e-24,LONG,1.8130956465718767e-24,0.0,0.047673,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,1437312284.0,0.001385,0.0,0.0,0.0,0.115894,0.0,0.0,0.0,1.2614486543773786e-29,0.0,5.2705500863766215,0.13547373408071034,2.815,0.0,1.7,0.1556,0.0,0.6,0.0,0.7547,0.0,0.0,0.0,0.0,0.6,0.0,0.5355555555555556,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5270550086376622,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
RELY,27.307565181272427,35.521221722969315,3,3,90.03032215918932,6,48.0,4.571997,2.37037,5.672811,6,0,1,0.0,35.52122170237299,15.884986475740318,35.52122170237299,3,3,157740.5,366900.0,13.572562978691819,17.52760639840078,0,0,-8.213656541696889,SHORT,9.102521727090808,11.840407240989771,0.418294,0.0,0.7687676227536498,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,4215194264.0,3.7e-05,8.7e-05,0.0,0.0,0.497528,0.49344,0.0,0.0,2.1594548571180177e-05,2.8089825757529478e-05,5.225310099075033,0.5576105641932176,2.815,0.0,1.2719,0.3111,0.0,0.6,0.2274,2.815,0.0,1.7,0.3111,0.15,0.6,0.0,0.370437186614433,0.5375826753909148,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5225310099075033,none,none
SUN,38.913999880223784,0.0,1,0,38.913999880223784,1,62.0,14.754717,14.754717,,1,0,0,0.0,0.0,38.913999880223784,0.0,1,0,82390.0,0.0,16.342465795288494,0.0,0,0,38.913999880223784,LONG,38.913999880223784,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8631214240.0,1e-05,0.0,0.0,0.0,0.419964,0.0,0.0,0.0,4.5085197514716984e-05,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.2662331240351296,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5114994530821066,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned"
IMVT,1.0541747539282635e-27,0.0,1,0,1.0541747539282635e-27,1,52.0,52.736842,52.736842,,1,0,0,0.0,0.0,1.0541747539282635e-27,0.0,1,0,235000.0,0.0,4.0792739878728425e-28,0.0,0,0,1.0541747539282635e-27,LONG,1.0541747539282635e-27,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,5963492874.0,3.9e-05,0.0,0.0,0.0,0.386964,0.0,0.0,0.0,1.7677136138190404e-33,0.0,5.1149945308210665,0.15658950791242332,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.9659,0.0,0.0,0.0,0.0,0.6,0.0,0.3655575494291052,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
VSAT,0.616205745197984,1.0774480890664074e-12,3,1,0.6794410614532157,4,44.75,72.537048,108.793175,0.024794,4,0,0,0.0,0.0,0.5529704289449072,1.0774480890664074e-12,3,1,451902.5,36260.0,0.08754578547326627,3.311216790632743e-14,0,0,0.6162057451969065,LONG,0.20540191506599467,1.0774480890664074e-12,0.10262,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,1,0.25,8537003553.0,5.3e-05,4e-06,0.0,0.0,0.128881,0.030732,0.0,0.0,2.406018854165922e-07,1.2620916488757696e-18,4.985907416295373,0.15149965754948777,2.3729,0.0,1.7,0.3111,0.0,0.6,0.0019,0.915,0.0,0.0,0.0,0.0,0.6,0.0,0.43759011973363887,0.07242454626463221,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.49859074162953737,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CENX,275.3785814649733,0.0,1,0,275.3785814649733,1,62.0,26.338346,26.338346,,1,0,0,0.0,0.0,275.3785814649733,0.0,1,0,833000.0,0.0,54.07315921629027,0.0,0,0,275.3785814649733,LONG,275.3785814649733,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6160144685.0,0.000135,0.0,0.0,0.0,0.196359,0.0,0.0,0.0,0.00044703265190430065,0.0,4.956777993448681,0.12293198789362293,2.6568,0.0,1.7,0.0,0.0,0.6,0.0,0.6293,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.49567779934486816,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ZTS,0.0007050113865479842,0.0,3,0,0.0007050113865479842,3,33.333333,5.576784,5.576784,,3,0,0,0.0,0.0,0.0004235322189620637,0.0,3,0,296851.0,0.0,0.00030729900805176355,0.0,0,0,0.0007050113865479842,LONG,0.00023500379551599475,0.0,0.399255,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,51659989027.0,6e-06,0.0,0.0,0.0,0.435878,0.0,0.0,0.0,4.5490484985037535e-11,0.0,4.956480223017188,0.12434989843755705,2.1316,0.0,1.7,0.3111,0.0,0.6,0.2138,0.6435,0.0,0.0,0.0,0.0,0.6,0.0,0.3029964975589164,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4956480223017188,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
CNC,1.1257942911442807e-10,5.0399103423729394e-12,5,2,1.1842361881253556e-10,7,62.571429,2.556412,2.430559,2.871044,7,3,1,1.1073604572887474e-10,5.056600809670617e-28,1.0993176637314019e-10,5.039910342372939e-12,5,2,700614.0,325688.0,6.751019620213427e-11,2.0850018200051256e-12,0,0,1.0753951877205513e-10,LONG,2.2515885822885613e-11,2.5199551711864697e-12,0.023518,0.0,22.337585684395794,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,1.1995102492917305e-17,1.3424797404690694e-18,4.856408604073658,0.3317006796159834,1.8714,0.0,1.3128,0.6222,0.45,0.6,0.0,0.7991,0.0,1.6123,0.1556,0.15,0.6,0.0,0.42790586401125835,0.31420705084927997,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4856408604073658,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
ROK,0.00542600059678656,6.427510341233273e-10,6,2,0.0054260169656628965,8,36.125,1.253828,1.387993,0.851332,8,0,0,0.0,0.0,0.005425927460110668,6.228440268815622e-10,6,2,1623078.0,188679.0,0.001785487403787232,4.03065001701449e-10,0,0,0.005425999954035526,LONG,0.00090433343279776,3.213755170616637e-10,1.3e-05,0.030972,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.125,46710553093.0,3.5e-05,4e-06,0.0,0.0,0.329061,0.630731,0.0,0.0,1.9360366617737236e-10,6.880147970455625e-17,4.796607548598844,0.24875126750541474,2.815,0.0,0.6038,0.7778,0.0,0.6,0.0,1.4931,0.0,0.2389,0.1556,0.0,0.6,0.0,0.32132453928288857,0.11187067782018777,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4796607548598844,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CRS,1.9157099386678087e-07,1.4629362624169223e-10,5,1,1.9186358111926427e-07,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,1.9147430539763523e-07,1.4629362624169223e-10,5,1,600357.0,337725.0,3.963360776024872e-08,6.674888164305712e-11,0,0,1.9142470024053918e-07,LONG,3.8314198773356174e-08,1.4629362624169223e-10,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,1.7258886945108012e-14,6.58989418265234e-17,4.6778260990770315,0.3660559458340665,1.7556,0.0,1.7,0.6222,0.0,0.6,0.0,1.3606,0.0,1.7,0.0,0.0,0.6,0.0,0.3894552601344099,0.28510178707283906,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46778260990770315,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
VST,0.6904100588781804,0.9403300856173057,8,6,2.3001078446870564,14,50.5,23.296563,39.015133,4.958231,14,4,2,0.04643724530946577,0.0001719017391259229,0.6398898470012714,0.9393243402974061,8,6,666295.0,1254437.0,0.024944075061844425,0.6604232468409799,0,0,-0.24992002673912528,SHORT,0.08630125735977255,0.1567216809362176,0.073174,0.00107,0.7342209607437389,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,1.5668761944514706e-08,2.845421706773907e-08,4.677698605180521,0.38680732133949597,0.6888,0.0,1.7,1.0889,0.6,0.6,0.0,0.4903,0.0,1.7,0.7778,0.3,0.6,0.0,0.44277041850144383,0.42142645560549835,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46776986051805214,none,none
KRE,145.10156021250583,17.191371045624628,5,1,221.12636976334417,6,81.333333,28.12838,33.603772,0.75142,6,2,0,68.18872626756138,0.0,43.39520540591413,17.191371045624628,5,1,365151.0,29202.5,47.204122388700235,9.388926246313302,0,1,127.9101891668812,LONG,29.020312042501168,17.191371045624628,0.700932,0.0,8.440371615935518,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.4,0,0.0,70.367803,0.0,0.0,0.0,0.0,0.281773,0.546142,0.0,0.0,0.0,0.0,4.6301802171389435,0.17496864520595778,0.9787,0.0,1.7,0.6222,0.3,0.6,0.4292,0.9787,0.0,0.171,0.0,0.0,0.6,0.0,0.36514593650793653,0.07709656,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.46301802171389433,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
SMMT,39.29098058567911,0.0,4,0,39.29098058567911,4,97.0,125.003496,125.003496,,4,0,0,0.0,0.0,33.9864235384876,0.0,4,0,361993.0,0.0,13.822325219612571,0.0,1,0,39.29098058567911,LONG,9.822745146419777,0.0,0.135007,0.0,99.0,0.7,0.25,0.0,-0.05769230769230771,-0.3076923076923077,91+,0.0,0,0.0,19500623405.0,1.9e-05,0.0,0.0,0.0,0.351794,0.0,0.0,0.0,5.0371441683762806e-06,0.0,4.534837255811759,0.08802205649966316,2.0003,0.0,1.7,0.4667,0.0,0.3429,0.025,0.5374,0.0,0.0,0.0,0.0,0.3429,0.0,0.3230680484385763,0.03428571428571428,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4534837255811759,none,not_extended
