ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
HYG,53406.352515822844,369299.4797942453,2,3,476112.18482589093,5,63.2,0.066828,0.065865,0.06747,5,0,0,0.0,0.0,27928.16856767569,172593.62558270362,2,3,3.3166755245654587,712500.0,1028044.0,-315893.1272784224,SHORT,26703.176257911422,123099.82659808175,0.477063,0.532646,0.14461529311002042,1.0,16735326168.0,4.3e-05,6.1e-05,0.4156290762912026,5.384602485544216,0.5384602485544215,none,none
IREN,77032.80030224269,179301.11425769975,1,2,435635.0288176422,3,44.333333,8.108386,0.428132,11.948513,3,0,1,0.0,29278.264750750415,77032.80030224269,150022.84950694934,1,2,6.439563657994395,79268.0,188120.5,-102268.31395545707,SHORT,77032.80030224269,89650.55712884988,0.0,0.163291,0.42962811815841606,1.0,12443900343.0,6e-06,1.5e-05,0.3088835663817933,5.25226474211072,0.5252264742110719,"momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",confirmation_volume
AMZN,782132.9607795414,519920.9230056454,5,7,1689521.8847383633,12,61.583333,1.823319,0.330906,2.889328,12,1,1,233143.96004565895,136821.52596921177,331882.4304984597,136821.52596921177,5,7,1.5748040548572446,1171937.0,807982.5,262212.037773896,LONG,156426.5921559083,74274.41757223506,0.57567,0.736842,1.5043306129287066,1.0,2227925477360.0,1e-06,0.0,0.35805871932444616,5.093095948544133,0.5093095948544133,none,none
IGV,987826.5018138936,208896.56914752076,7,8,1614649.110343785,15,58.066667,0.942219,0.78628,1.078666,15,1,0,66354.09088446484,0.0,258452.10115897233,27351.09435240958,7,8,2.9468933811973907,1112859.0,250404.5,778929.9326663727,LONG,141118.0716876991,26112.071143440095,0.738363,0.869069,4.728782793537887,1.0,9788215199.0,0.000114,2.6e-05,0.7187922720040384,5.038917506388028,0.5038917506388028,none,none
GOOG,770976.8171929759,1684114.2118970153,7,11,3421485.686376001,18,78.555556,0.325382,0.321523,0.327838,18,1,2,751751.2105965525,815011.9430077659,751751.2105965525,802175.1802909201,7,11,29.91329399502389,1686449.0,3195731.0,-913137.3947040394,SHORT,110139.54531328227,153101.29199063775,0.024937,0.523681,0.45779366491096485,1.0,1879382770000.0,1e-06,2e-06,0.39824073619699635,4.980018305630908,0.4980018305630909,none,not_extended
MELI,0.3200865549747878,124705.11969386166,1,5,127594.90538100543,6,49.333333,3.064087,,3.064087,6,1,1,0.3200865549747878,75504.40602234959,0.3200865549747878,75504.40602234959,1,5,508.8936982100462,31545.0,283800.0,-124704.79960730669,SHORT,0.3200865549747878,24941.023938772334,0.0,0.394536,2.566747506121381e-06,1.0,82686596870.0,0.0,3e-06,0.1925,4.89391976043583,0.48939197604358303,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
ROP,595579.3178600594,174322.4907639004,5,2,944224.2993878602,7,49.0,58.457143,46.88,87.4,7,1,0,280672.9265570714,0.0,280672.9265570714,129433.58176715733,5,2,4.040327869719038,749230.0,219185.0,421256.82709615905,LONG,119115.86357201189,87161.2453819502,0.52874,0.257505,3.4165374487833735,1.0,36134762691.0,2.1e-05,6e-06,0.6214963576484491,4.8849046967496355,0.4884904696749635,none,none
CMG,0.0,132914.69279895414,0,3,132914.69279895414,3,80.333333,37.312938,,37.312938,3,0,1,0.0,0.0006473520847770305,0.0,132914.07566200144,0,3,205320559.36358386,0.0,327405.0,-132914.69279895414,SHORT,0.0,44304.897599651384,0.0,5e-06,0.0,1.0,41898947910.0,0.0,8e-06,0.18,4.8239734869459285,0.4823973486945929,none,not_extended
INOD,0.0,96.3324201173876,0,3,192.6640861396694,3,75.333333,0.718185,,0.718185,3,0,0,0.0,0.0,0.0,96.33146126151057,0,3,470460.41938631644,0.0,241153.5,-96.3324201173876,SHORT,0.0,32.110806705795866,0.0,1e-05,0.0,1.0,1336698277.0,0.0,0.00018,0.18,4.697577666666667,0.4697577666666667,none,not_extended
LITE,138941.58795021963,39676.46482113476,4,3,311410.3863730194,7,52.714286,3.353269,0.778935,6.785714,7,0,0,0.0,0.0,123674.22803372248,30558.359253192226,4,3,5.382070461731719,358210.0,877930.0,99265.12312908488,LONG,34735.39698755491,13225.488273711586,0.109883,0.229811,3.501864104490695,1.0,49180320000.0,7e-06,1.8e-05,0.33737373519494007,4.624139679115971,0.4624139679115971,none,trend_aligned
PYPL,37006.39441113103,16739.813189480676,3,4,92836.3735629025,7,59.857143,36.754201,48.929273,27.622897,7,2,2,36868.98389752566,7712.566756869959,28942.217028278887,5491.3846921048125,3,4,9.129825274172743,210532.5,353566.0,20266.58122165035,LONG,12335.464803710342,4184.953297370169,0.217913,0.671957,2.21068144502269,1.0,41614037298.0,5e-06,8e-06,0.4410187778963917,4.603750825806723,0.46037508258067233,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
SHEL,0.9258496310426202,84658.9138589604,2,4,169319.67849094517,6,74.166667,9.727225,4.222328,12.479674,6,1,1,0.9249233933265213,84239.50965843222,0.9249233933265213,84239.50965843222,2,4,15356.154216091709,310040.5,845033.0,-84657.98800932936,SHORT,0.4629248155213101,21164.7284647401,0.001,0.004954,1.093623327822351e-05,1.0,262190208154.0,1e-06,3e-06,0.35583333333333333,4.483443672760216,0.44834436727602156,none,trend_aligned
U,0.0,131893.2758759535,0,3,190346.46469507794,3,61.666667,0.18615,,0.18615,3,0,1,0.0,73440.08705682904,0.0,73440.08705682904,0,3,121254.95435994348,0.0,282039.5,-131893.2758759535,SHORT,0.0,43964.425291984495,0.0,0.443186,0.0,1.0,7417077776.0,0.0,3.8e-05,0.18,4.462937981473915,0.4462937981473915,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none
NVDA,2214435.878299609,2706083.562657932,9,13,6516799.420952973,22,67.181818,0.349224,0.336999,0.357687,22,3,2,700174.8376986461,522849.19539205806,398084.5944619596,580128.0237754098,9,13,0.9588138986100002,2437325.0,2980744.5,-491647.684358323,SHORT,246048.43092217876,208160.27405061014,0.820232,0.785621,0.8183176265719512,1.0,4161132000000.0,1e-06,1e-06,0.4357152689397667,4.3552153084452865,0.43552153084452866,none,none
AXP,0.0,74820.37087057796,0,3,74820.37087057796,3,50.666667,10.307966,,10.307966,3,0,0,0.0,0.0,0.0,74633.66526655447,0,3,13905.328974459168,0.0,599025.0,-74820.37087057796,SHORT,0.0,24940.123623525986,0.0,0.002495,0.0,1.0,205565366957.0,0.0,3e-06,0.18,4.291855557828016,0.42918555578280154,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
GEV,100301.36657456131,89779.90764006675,9,11,255113.95730126387,20,70.75,0.733443,0.416396,1.018785,20,4,2,91822.06455851208,21171.944012818683,58760.92898202349,36145.82691820546,9,11,32.744677267296254,1299627.5,1248182.0,10521.458934494556,LONG,11144.596286062368,8161.809785460614,0.414156,0.597395,1.1171916881077193,1.0,235331565608.0,6e-06,5e-06,0.40937656215148605,4.257916403296492,0.42579164032964917,none,none
DIS,26282.17142760274,30040.217568372245,4,6,111981.59061551346,10,75.5,4.042343,0.338885,6.511315,10,1,1,26234.58831394387,7.620971768584119,26234.58831394387,29159.332561426778,4,6,1444.5089656852242,343193.5,855982.5,-3758.046140769504,SHORT,6570.542856900685,5006.702928062041,0.00181,0.029324,0.8748995032337532,1.0,167851505882.0,2e-06,5e-06,0.24721124104688713,4.2343366787291075,0.42343366787291076,none,not_extended
AVGO,13722.91223794711,369990.3743549061,1,6,753703.6609477593,7,63.285714,0.252324,0.177272,0.264833,7,0,2,0.0,177023.78715345246,13722.91223794711,107402.19883824677,1,6,26.29573713114036,181125.0,643969.5,-356267.462116959,SHORT,13722.91223794711,61665.062392484346,0.0,0.709716,0.03708991689817225,1.0,1464977356152.0,0.0,0.0,0.2210512953130364,4.173719458774646,0.4173719458774646,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
NBIS,18601.569363423318,84310.85723074037,1,4,119017.38383277965,5,70.2,0.465741,0.816077,0.378156,5,0,0,0.0,0.0,18601.569363423318,34123.8801076502,1,4,3.3371026759041538,253750.0,722715.0,-65709.28786731705,SHORT,18601.569363423318,21077.71430768509,0.0,0.595261,0.22063077015709723,1.0,21199820508.0,1.2e-05,3.4e-05,0.2902134564882283,4.173319145721568,0.41733191457215685,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned"
DOCU,0.0,5576.980217600594,0,2,11141.0648608509,2,57.5,107.365672,,107.365672,2,0,0,0.0,0.0,0.0,5564.084643250307,0,2,862.9448355088304,0.0,212795.0,-5576.980217600594,SHORT,0.0,2788.490108800297,0.0,0.002312,0.0,1.0,9173109643.0,0.0,2.3e-05,0.18,4.154442624951614,0.4154442624951614,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
RTX,0.0,347.0781684444366,0,3,691.5848503724701,3,74.333333,2.906536,,2.906536,3,0,3,0.0,347.0781684444366,0.0,196.68020533417496,0,3,267.94360361641935,0.0,264228.0,-347.0781684444366,SHORT,0.0,115.6927228148122,0.0,0.433326,0.0,1.0,258860178317.0,0.0,1e-06,0.18,4.123678266666667,0.4123678266666667,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
MORN,0.0,121766.97533104464,0,1,121766.97533104464,1,83.0,122.0,,122.0,1,0,0,0.0,0.0,0.0,121766.97533104464,0,1,0.0,0.0,160870.0,-121766.97533104464,SHORT,0.0,121766.97533104464,0.0,0.0,0.0,1.0,6360318557.0,0.0,2.5e-05,0.05,4.078349737696632,0.4078349737696632,none,not_extended
BTDR,113576.18309503674,2420.6325565558614,5,1,118417.44820814846,6,49.666667,4.957609,3.524955,12.120879,6,2,0,92448.26655469579,0.0,48563.50306336433,2420.6325565558614,5,1,4.604785875694179,648323.0,38713.0,111155.55053848088,LONG,22715.236619007348,2420.6325565558614,0.572415,0.0,46.92004277453653,1.0,1675086784.0,0.000387,2.3e-05,0.7536212374014787,4.021109291618281,0.40211092916182806,none,none
VRT,579681.0529279561,19.330125857933396,7,3,602959.9949638,10,55.8,259.784278,368.965777,5.027447,10,0,0,0.0,0.0,479300.9618285281,12.616252683390325,7,3,8823.570945216996,1911477.0,752360.0,579661.7228020981,LONG,82811.57898970801,6.443375285977798,0.173164,0.347327,99.0,1.0,96567852314.0,2e-05,8e-06,0.592445271888658,3.9885389210448183,0.39885389210448186,none,none
OKLO,923.5887800745368,38.75864704066816,1,1,962.3474271152049,2,30.5,12.886364,19.375,6.397727,2,0,0,0.0,0.0,923.5887800745368,38.75864704066816,1,1,23.829231683589104,325063.0,186370.0,884.8301330338686,LONG,923.5887800745368,38.75864704066816,0.0,0.0,23.829231683589104,1.0,8992598906.0,3.6e-05,2.1e-05,0.4388757833933558,3.9611199569824707,0.39611199569824707,none,none
GS,248642.95297123923,514006.21199584845,6,5,1010327.6649096867,11,80.363636,0.252294,0.236712,0.270991,11,0,1,0.0,1806.8328523971766,75722.27854759518,385395.5623530556,6,5,5.138261051596382,413877.5,893107.5,-265363.25902460923,SHORT,41440.492161873204,102801.24239916969,0.695458,0.250212,0.48373530741151327,1.0,244120823754.0,2e-06,4e-06,0.378796423947809,3.9021046591460924,0.39021046591460923,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
BA,1.4067289921834356,90576.1535152261,3,7,180902.64100819276,10,86.0,0.553036,0.25203,0.682038,10,0,4,0.0,90293.25184005401,0.8617750218421389,85540.97065105503,3,7,43739.38836823108,258009.0,1384672.0,-90574.74678623393,SHORT,0.4689096640611452,12939.450502175157,0.387391,0.055591,1.5530897897391508e-05,1.0,152640061579.0,2e-06,9e-06,0.2307998140148066,3.874768578559097,0.3874768578559097,none,not_extended
B,42720.29088838422,64.9849391062552,3,3,42786.837456504174,6,65.5,1.452191,0.310135,2.594246,6,1,1,1.5616290136967914,0.9667870013866062,42717.6534028503,39.7352227299741,3,3,8281.549919051215,243425.0,466363.0,42655.305949277965,LONG,14240.09696279474,21.661646368751732,6.2e-05,0.388547,99.0,1.0,62792507605.0,4e-06,7e-06,0.27243306226032293,3.8654894354306717,0.3865489435430672,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
S,0.0,64037.38866430575,0,1,64037.38866430575,1,49.0,16.393443,,16.393443,1,0,1,0.0,64037.38866430575,0.0,64037.38866430575,0,1,0.0,0.0,100000.0,-64037.38866430575,SHORT,0.0,64037.38866430575,0.0,0.0,0.0,1.0,4475279097.0,0.0,2.2e-05,0.05,3.8531295083522386,0.3853129508352239,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
XLI,51527.472464031234,0.0005466835360758801,3,2,103054.945474746,5,69.2,36.930162,0.357641,146.647727,5,0,1,0.0,0.0003131669755344802,51502.563280249255,0.0003131669755344802,3,2,188509326.01299036,229048.5,125001.0,51527.4719173477,LONG,17175.824154677077,0.0002733417680379401,0.000483,0.427151,99.0,1.0,161.260588,0.0,0.0,0.2568440330926426,3.792012619047619,0.3792012619047619,none,none
IEX,0.0,82551.55650372391,0,2,165103.11300744783,2,112.0,13.875,,13.875,2,0,0,0.0,0.0,0.0,44528.40077535309,0,2,1.1710864057011554,0.0,101080.0,-82551.55650372391,SHORT,0.0,41275.77825186196,0.0,0.460599,0.0,0.7,14106012648.0,0.0,7e-06,0.07931850615181198,3.753558026799525,0.3753558026799525,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
MSFT,1682124.2342677177,545704.3702118173,7,6,2498682.0619190983,13,68.076923,0.402801,0.443859,0.354899,13,4,2,1109495.4850764682,187310.3694462771,381923.80894475855,206351.77369968238,7,6,1.8073979104138245,2230868.0,826582.5,1136419.8640559004,LONG,240303.46203824537,90950.72836863622,0.772951,0.621862,3.082482615293688,1.0,2717557472944.0,1e-06,0.0,0.4563885046893609,3.7521942160060204,0.37521942160060207,none,none
DDOG,952.7613320658666,114152.15341099055,3,1,229257.06815404695,4,59.0,0.717223,0.561713,1.183752,4,1,1,284.6219577333859,114152.15341099055,423.01764353371857,114152.15341099055,3,1,431.76979625616485,356740.0,157294.0,-113199.39207892468,SHORT,317.5871106886222,114152.15341099055,0.556009,0.0,0.008346415758234263,1.0,40804538746.0,9e-06,4e-06,0.28333514985766517,3.7143181522240716,0.37143181522240715,none,none
UPRO,0.0,1346.0175829962018,0,3,2544.3377559141386,3,74.0,20.05822,,20.05822,3,0,1,0.0,147.69741007826502,0.0,1197.9680674984097,0,3,3612.0340727659445,0.0,121605.0,-1346.0175829962018,SHORT,0.0,448.6725276654006,0.0,0.109991,0.0,1.0,95.2168,0.0,0.0,0.18,3.6988030952380955,0.36988030952380957,none,not_extended
OKTA,81095.62368905668,4.307053220438149,4,5,81104.23779549757,9,52.555556,0.415356,0.454512,0.384031,9,0,0,0.0,0.0,81089.61772060418,1.610077693030983,4,5,12152.391870051164,669077.0,386870.0,81091.31663583624,LONG,20273.90592226417,0.8614106440876299,7.4e-05,0.626177,99.0,1.0,13431132594.0,5e-05,2.9e-05,0.42164997483164973,3.6045671090237965,0.36045671090237963,none,none
COHR,73934.35585382907,7458.3592909872705,3,1,113995.28550703269,4,56.25,1.578643,0.341877,4.052174,4,0,0,0.0,0.0,44984.6137223573,7458.3592909872705,3,1,5.08876004142057,181320.0,186945.0,66475.9965628418,LONG,24644.78528460969,7458.3592909872705,0.39156,0.0,9.912951759131774,1.0,45612459773.0,4e-06,4e-06,0.3030624177397088,3.5696993068071325,0.35696993068071325,none,none
GOOGL,430257.6631354766,159554.00011346035,5,7,846506.0033233818,12,79.5,0.408363,0.448577,0.379639,12,0,1,0.0,4325.9050521240315,160217.8978787046,94190.32994715497,5,7,13.804890765017273,1013717.0,651785.0,270703.66302201623,LONG,86051.53262709532,22793.428587637194,0.627623,0.409665,2.6966272411190966,1.0,1635516240000.0,1e-06,0.0,0.38672535762002896,3.5630263711804,0.35630263711804,none,none
ADBE,169738.95730393392,151375.45785939437,6,4,472286.888299384,10,80.3,0.348591,0.426235,0.232125,10,0,1,0.0,1141.2505894845153,93254.89238462939,58105.324699121724,6,4,17.586028743999936,635007.0,237563.5,18363.499444539542,LONG,28289.82621732232,37843.86446484859,0.450598,0.616151,1.1213109423695125,1.0,97363696000.0,7e-06,2e-06,0.3632945976665529,3.55273114092648,0.355273114092648,none,none
BX,26107.49931337405,6.082197610727824,3,2,48891.400089096736,5,71.6,1.652089,0.930944,2.733808,5,0,0,0.0,0.0,22655.88741903536,4.977910681762645,3,2,8037.443210536555,123650.0,460425.0,26101.41711576332,LONG,8702.499771124683,3.041098805363912,0.132208,0.181561,99.0,1.0,81365274197.0,2e-06,6e-06,0.2609610047418537,3.5086865879326394,0.35086865879326395,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume
PANW,309418.75382261444,85406.70679144896,5,4,702567.7595239454,9,68.333333,1.120782,1.006596,1.263515,9,2,1,2254.0025379913723,0.6007596207981136,185012.81227747793,74404.41006393654,5,4,62.84299050700177,547009.0,488322.5,224012.04703116548,LONG,61883.75076452289,21351.67669786224,0.402063,0.128822,3.62288590026274,1.0,127589760000.0,4e-06,4e-06,0.4233139301739406,3.501071327148103,0.3501071327148103,none,none
