ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
OXY,934636.792051401,183813.25845967355,19,7,1267480.9127096736,26,71.269231,7.592475,5.626327,12.929162,26,3,1,508831.9940149355,21400.106495909564,433758.04763327335,73290.21456047732,19,7,86.94885285386437,3300178.0,429651.0,750823.5335917275,LONG,49191.41010796847,26259.03692281051,0.535907,0.601279,5.084708251643606,1.0,61000592674.0,5.4e-05,7e-06,6.611850870672416,0.5257447418420066,0.6611850870672417,none,not_extended
BTDR,271433.54558489355,31098.233284368103,3,1,333630.01215362974,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,123913.47545741485,31098.233284368103,3,1,1.2615906558702497,531790.0,38713.0,240335.31230052546,LONG,90477.84852829785,31098.233284368103,0.543485,0.0,8.728262570508559,1.0,1653931842.0,0.000322,2.3e-05,6.288955375195851,0.3454473210299393,0.628895537519585,none,trend_aligned
ONON,286529.2339735608,26179.028392462053,5,1,369445.35269659455,6,60.833333,596.051354,714.603357,3.291339,6,1,1,27782.185321869714,26179.028392462053,172787.9787523393,26179.028392462053,5,1,2.9241423942509748,1245332.0,42258.5,260350.20558109874,LONG,57305.84679471216,26179.028392462053,0.396962,0.0,10.944991146274305,1.0,10438067091.0,0.000119,4e-06,6.144059692339358,0.4065278499639078,0.6144059692339358,none,trend_aligned
GDX,785318.5209885676,409185.3170129006,7,4,1618082.256865081,11,85.818182,4.282005,6.488787,0.420135,11,2,0,191739.42922765447,0.0,257643.86206995897,194732.28322904787,7,4,4.7467974658205785,1580850.0,715527.5,376133.203975667,LONG,112188.36014122395,102296.32925322515,0.671924,0.524098,1.9192245868485267,1.0,52.3404,0.0,0.0,6.023419422489379,0.3730293848128478,0.6023419422489379,none,trend_aligned
HII,421287.55043273274,610536.3699504365,6,8,1642360.2903336058,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,524778.0429918664,91746.14872502678,422742.67102936655,6,8,3.4055713548497297,692050.0,994057.0,-189248.81951770379,SHORT,70214.59173878879,76317.04624380457,0.782224,0.307588,0.6900285898888103,1.0,15797536481.0,4.4e-05,6.3e-05,5.718752082458501,0.656828959786374,0.57187520824585,none,none
ADMA,422817.4400088039,0.0,1,0,422817.4400088039,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,422817.4400088039,0.0,1,0,0.0,822780.0,0.0,422817.4400088039,LONG,422817.4400088039,0.0,0.0,0.0,99.0,1.0,2293472865.0,0.000359,0.0,5.605235112499889,0.05,0.5605235112499889,none,trend_aligned
IBIT,1005759.5647670274,48605.61629563278,14,5,1258113.6124222325,19,53.736842,0.387815,0.465185,0.171179,19,8,1,834464.3022351317,5044.568906073287,527171.6087599548,31561.772967586265,14,5,7.553913915047916,1586769.5,429316.0,957153.9484713946,LONG,71839.96891193053,9721.123259126556,0.475847,0.350656,20.692250020033075,1.0,55765592900.0,2.8e-05,8e-06,5.575441389504202,0.29076998477636273,0.5575441389504202,none,trend_aligned
IREN,239443.75150761858,760278.9206566917,3,4,1077220.2737861592,7,44.0,26.329059,12.646506,36.590974,7,2,0,123407.01247436443,0.0,116036.73903325414,531202.1906984673,3,4,2.917362055448313,305349.0,959268.0,-520835.1691490731,SHORT,79814.58383587287,190069.7301641729,0.51539,0.301306,0.31494198379299904,1.0,13766376268.0,2.2e-05,7e-05,5.356599163807866,0.5928784708056034,0.5356599163807866,none,none
VRT,329345.49120840395,248.33705624513127,7,3,628417.391004893,10,54.5,259.809068,369.001191,5.027447,10,0,0,0.0,0.0,298471.0802058051,162.08291013025266,7,3,1872.17597581468,1401953.5,752360.0,329097.1541521588,LONG,47049.35588691485,82.77901874837708,0.093745,0.347327,99.0,1.0,105658391818.0,1.3e-05,7e-06,5.051189177782717,0.37433288095238093,0.5051189177782718,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
BE,1713924.7804985323,342096.1653085629,7,3,2165160.9592155176,10,61.7,0.520134,0.679674,0.147873,10,1,0,712814.3638672001,0.0,712814.3638672001,292228.82422808226,7,3,2.644145191884518,2283474.0,591459.0,1371828.6151899695,LONG,244846.39721407605,114032.05510285431,0.584104,0.14577,5.010067210056597,1.0,42143952857.0,5.4e-05,1.4e-05,5.020236987987916,0.32693230471798146,0.5020236987987916,none,trend_aligned
