ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
CORZ,417735.22781848547,0.0,10,0,495809.0135780802,10,38.6,462.459892,462.459892,,10,2,0,85336.48755560312,0.0,135923.09971802603,0.0,10,0,1.8983667306153194,1387231.5,0.0,417735.22781848547,LONG,41773.522781848544,0.0,0.674619,0.0,99.0,1.0,5890413995.0,0.000236,0.0,0.07091780444856244,0.0,7.421015513071936,0.13226255832666384,0.7421015513071936,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern"
USAR,117853.44839741862,2143.921478076303,7,2,122141.29137784457,9,46.888889,7.89356,10.061917,0.304311,9,4,0,37216.19424537759,0.0,80637.2541445495,2143.921298482036,7,2,2515954667.19161,510206.0,85293.0,115709.52691934232,LONG,16836.206913916943,1071.9607390381516,0.315784,0.0,54.970972399215896,1.0,3703415213.0,0.000138,2.3e-05,0.0454612997614128,0.0028945194567308475,7.401969977990042,0.2654442624951614,0.7401969977990042,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
DAVE,0.011638270367880477,635513.5135484006,13,6,635513.5251882299,19,33.526316,7.965263,2.856607,15.628246,19,2,1,0.00037986651203054554,4.884496523226933e-07,0.010237291279551827,358992.27303170826,13,6,9469436612.634056,2456520.0,1310990.0,-635513.5019101303,SHORT,0.0008952515667600367,105918.91892473343,0.120377,0.435115,1.8313175282297294e-08,1.0,2617601500.0,0.000938,0.000501,3.4201216906394526e-09,0.40464111487074494,7.178519200000001,0.8085015978631753,0.7178519200000001,none,not_extended
UPST,250149.03769113187,121694.1347780096,4,5,493537.3072471511,9,30.111111,3.856223,3.314119,4.289907,9,0,0,0.0,0.0,84300.23705188857,44604.481791649145,4,5,2.239906600986828,378928.0,205875.5,128454.90291312228,LONG,62537.25942278297,24338.82695560192,0.663,0.633471,2.0555554147900836,1.0,2895749480.0,0.000131,7.1e-05,0.21596225728333024,0.08405018156336479,6.9864727100825945,0.6095370908863986,0.6986472710082594,none,not_extended
RGTI,501957.411891781,0.0,7,0,678617.2442294051,7,43.857143,19.260049,19.260049,,7,1,0,57298.93107167153,0.0,119360.90126595256,0.0,7,0,0.5873192989380395,651831.5,0.0,501957.411891781,LONG,71708.20169882585,0.0,0.762209,0.0,99.0,1.0,5603379897.0,0.000116,0.0,0.12797312161043692,0.0,6.584875687282334,0.07545050295398172,0.6584875687282334,none,not_extended
PTON,7.688207191003282e-07,4.77329492208186e-19,8,1,7.688210674902445e-07,9,60.666667,2.199415,2.46852,0.046572,9,1,0,1.2332028266698248e-18,0.0,7.688203654898375e-07,4.77329492208186e-19,8,1,179637312614.8475,811535.0,46000.0,7.688207190998509e-07,LONG,9.610258988754103e-08,4.77329492208186e-19,0.0,0.0,99.0,1.0,1954041786.0,0.000415,2.4e-05,4.918144052807939e-13,2.4427803726004144e-24,6.539445333333333,0.25507391495285403,0.6539445333333334,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
SOXS,31312.310659733706,12254.061745505594,2,1,55820.4341507449,3,44.0,88.751852,99.905556,66.444444,3,0,1,0.0,12254.061745505594,31312.194941469235,12254.061745505594,2,1,482381.2272620212,543125.0,175870.5,19058.248914228112,LONG,15656.155329866853,12254.061745505594,4e-06,0.0,2.555259742445649,1.0,1552349090.0,0.00035,0.000113,0.1008546043587841,0.07893882777040565,6.274548137748257,0.6190896727925758,0.6274548137748257,none,not_extended
VSCO,199.57906142024848,0.0,4,0,399.15812284049696,4,47.0,11.366577,11.366577,,4,0,0,0.0,0.0,199.57906142024848,0.0,4,0,1.1168866473369107e+17,352075.0,0.0,199.57906142024848,LONG,49.89476535506212,0.0,0.0,0.0,99.0,1.0,3906673433.0,9e-05,0.0,0.00012771675495985109,0.0,6.012304116999497,0.18,0.6012304116999496,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
UUUU,211513.44277452634,100085.76245959563,2,2,411684.9676937176,4,49.0,55.205055,64.292563,46.117547,4,0,0,0.0,0.0,113009.13613836378,100085.76244545395,2,2,2.642935267522378,291998.0,198622.0,111427.68031493071,LONG,105756.72138726317,50042.881229797815,0.465712,0.0,2.113321990826755,1.0,4720981240.0,6.2e-05,4.2e-05,0.22401428010602126,0.10600101691952034,6.007168069485708,0.4884025705253728,0.6007168069485708,none,none
CROX,112220.77737461499,109.75022810677099,6,1,224660.95104199185,7,68.142857,1.367781,1.482671,0.678445,7,4,0,112220.67321116332,0.0,112220.67319778247,109.75022810677099,6,1,1.6824406515332717e+19,455276.0,39325.0,112111.02714650822,LONG,18703.462895769164,109.75022810677099,1e-06,0.0,99.0,1.0,5083639915.0,9e-05,8e-06,0.036791478563581864,0.00021588906756148755,5.985221438478535,0.21522771115210088,0.5985221438478535,none,not_extended
