ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
U,1198.3973551575382,396.8928941910487,2,2,1992.1831435396357,4,63.5,10.555295,9.033226,12.077364,4,0,0,0.0,0.0,856.5084512617768,366.39830099442736,2,2,996625.0,156600.0,320.3610417980479,100.07330012053498,0,0,801.5044609664894,LONG,599.1986775787691,198.44644709552435,0.285288,0.076833,3.0194477469800116,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11223038877.0,8.9e-05,1.4e-05,0.0,0.0,0.267325,0.252142,0.0,0.0,0.0005339005630700793,0.0001768206002584663,5.247777113244596,0.29695011360351564,2.6599,0.0,1.7,0.1556,0.0,0.6,0.1323,0.5139,0.0,1.7,0.1556,0.0,0.6,0.0,0.6827852486864904,0.6182141831558375,3,3,0.5247777113244596,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended"
PCT,0.5768738023235893,2967.700399782122,3,1,5935.977673366568,4,61.5,1.979355,2.583168,0.167915,4,0,0,0.0,0.0,0.5768737952289026,2967.700399782122,3,1,462998.0,30920.0,0.06475288153370636,531.9515473931995,0,0,-2967.1235259797986,SHORT,0.19229126744119643,2967.700399782122,0.0,0.0,0.00019438411046005227,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.25,1222658046.0,0.000379,2.5e-05,0.0,0.0,0.112248,0.179247,0.0,0.0,1.5727313787390431e-06,0.02427252991538504,5.22766535111111,0.15855848491894362,2.9,0.0,1.4166,0.3111,0.0,0.6,0.0,0.905,0.0806,0.0,0.0,0.0,0.6,0.0,0.679987609049561,0.6662821995158467,3,3,0.522766535111111,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
HTZ,2.3318178838921817,0.0,3,0,2.3318178838921817,3,54.0,3.120775,3.120775,,3,0,0,0.0,0.0,1.3850268296061972,0.0,3,0,159025.0,0.0,0.20220163147002654,0.0,0,0,2.3318178838921817,LONG,0.7772726279640606,0.0,0.406031,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2320839838.0,6.9e-05,0.0,0.0,0.0,0.086714,0.0,0.0,0.0,3.349100680010219e-06,0.0,5.014809568602876,0.06,2.1851,0.0,1.7,0.3111,0.0,0.6,0.2186,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.722779016583824,0.3498356837330293,3,3,0.5014809568602876,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
UVXY,46.3604016376477,1.54024180076981,3,2,49.44088523918732,5,40.6,31.394871,2.127191,75.296392,5,0,1,0.0,1.4827867679689164,46.360401621812514,1.4827867679689164,3,2,312310.0,84766.0,0.30914885872208636,0.08432747521715545,0,0,44.820159836877885,LONG,15.453467212549233,0.770120900384905,0.0,0.037303,30.099430890965856,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,272736161.0,0.001145,0.000311,0.0,0.0,0.006668,0.05475,0.0,0.0,0.0005666086651615381,2.823684609921986e-05,4.917600991111111,0.5505555555555555,2.9,0.0,1.1065,0.3111,0.0,0.6,0.0,2.9,0.0,1.7,0.1556,0.15,0.6,0.0,0.7335040973969433,0.5114478199609245,3,3,0.49176009911111107,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
CIFR,118114.86033485166,0.0,5,0,118114.86033485166,5,62.0,0.557394,0.557394,,5,0,0,0.0,0.0,54361.32259553725,0.0,5,0,1184508.0,0.0,22080.09136561038,0.0,1,0,118114.86033485166,LONG,23622.97206697033,0.0,0.539759,0.0,99.0,1.0,0.2,0.0,-0.1076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7847162914.0,0.000151,0.0,3e-06,0.0,0.186937,0.0,0.0,0.0,0.03010383794227715,0.0,4.580094967317481,0.06,2.9,0.1047,0.039,0.6222,0.0,0.6,0.3141,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.7806868015769687,0.3498356837330293,3,3,0.4580094967317481,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CLF,319.3880410968634,14.861021645317562,5,2,653.6371038390444,7,56.142857,2.123537,2.398569,1.435956,7,0,1,0.0,14.86101605733374,318.5275159346383,14.86101605733374,5,2,337250.0,240449.0,93.07298599888964,4.0007918495092545,0,0,304.5270194515458,LONG,63.877608219372675,7.430510822658781,0.002694,0.0,21.49166111991343,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5669681560.0,5.9e-05,4.2e-05,0.0,0.0,0.29141,0.269214,0.0,0.0,0.00011266524855652154,1.3105693404514206e-05,4.439447555115701,0.29882198103253405,1.9262,0.0,1.291,0.6222,0.0,0.6,0.0,1.4462,0.0,0.6365,0.1556,0.15,0.6,0.0,0.7754392940026228,0.6557488794943692,3,3,0.44394475551157014,none,none
VST,143.31365218065184,195.19144759294295,8,6,477.4508299706455,14,50.5,23.296563,39.015133,4.958231,14,4,2,9.639331201694775,0.03568294774032048,132.8267886422142,194.98267740904296,8,6,666295.0,1254437.0,5.177830843295983,137.08906217788035,0,0,-51.87779541229111,SHORT,17.91420652258148,32.53190793215716,0.073174,0.00107,0.7342209607437394,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,3.252483753012397e-06,5.906457641339556e-06,4.427704185014438,0.42142645560549835,0.4388,0.0,1.7,1.0889,0.6,0.6,0.0,0.8365,0.0,1.7,0.7778,0.3,0.6,0.0,0.4422809759061912,0.46332004867557847,3,3,0.44277041850144383,none,none
PONY,99019.97191160859,1.626176124495422e-22,1,1,99019.97191160859,2,55.5,32.627119,,32.627119,2,0,1,0.0,1.626176124495422e-22,99019.97191160859,1.626176124495422e-22,1,1,1125000.0,25414.0,36365.23714490654,4.935387088489402e-23,0,0,99019.97191160859,LONG,99019.97191160859,1.626176124495422e-22,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,4094919945.0,0.000275,6e-06,9e-06,0.0,0.367252,0.303496,0.0,0.0,0.2418117405018246,3.9712037019942816e-28,4.398159047565369,0.2655100293049481,2.9,0.8982,0.0,0.0,0.0,0.6,0.0,0.2051,0.0,1.7,0.0,0.15,0.6,0.0,0.6113988595364664,0.6459374032502535,3,3,0.4398159047565369,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
BBBY,8813.891032452852,0.0,1,0,8813.891032452852,1,62.0,0.591981,0.591981,,1,0,0,0.0,0.0,8813.891032452852,0.0,1,0,82458.0,0.0,6967.1551902435895,0.0,0,0,8813.891032452852,LONG,8813.891032452852,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,396113032.0,0.000208,0.0,1.8e-05,0.0,0.790474,0.0,0.0,0.0,0.22250949401868836,0.0,4.3942063575722505,0.06,2.9,0.8317,0.0625,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6739546991486357,0.3498356837330293,3,3,0.43942063575722506,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
VSAT,127.91050000417977,2.2365407150943012e-10,3,1,141.03673419326594,4,44.75,72.537048,108.793175,0.024794,4,0,0,0.0,0.0,114.7842658155409,2.2365407150943012e-10,3,1,451902.5,36260.0,18.17254266194204,6.873343824082434e-12,0,0,127.91050000395612,LONG,42.63683333472659,2.2365407150943012e-10,0.10262,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,1,0.25,8537003553.0,5.3e-05,4e-06,0.0,0.0,0.128881,0.030732,0.0,0.0,4.994355814663275e-05,2.619819356064758e-16,4.375901197336389,0.07242454626463221,1.7629,0.0,1.7,0.3111,0.0,0.6,0.0019,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,0.5157974138709367,0.4390897870377509,3,3,0.43759011973363887,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CNC,2.3368965934559592e-08,1.0461724138291439e-09,5,2,2.458208871413385e-08,7,62.571429,2.556412,2.430559,2.871044,7,3,1,2.298632086449494e-08,1.0496369807111985e-25,2.2819370498749824e-08,1.0461724138291436e-09,5,2,700614.0,325688.0,1.4013603441527143e-08,4.3279964100431053e-10,0,0,2.232279352073045e-08,LONG,4.673793186911919e-09,5.230862069145719e-10,0.023518,0.0,22.337585684395712,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,2.4899143986031347e-15,2.786687014638409e-16,4.279058640112583,0.31420705084927997,1.2941,0.0,1.3128,0.6222,0.45,0.6,0.0,0.6242,0.0,1.6123,0.1556,0.15,0.6,0.0,0.731391169242252,0.6575627689253646,3,3,0.42790586401125835,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
FAS,4.38475746808981e-07,189.85191685403458,2,5,379.51453010339714,7,43.285714,2.569189,1.292096,3.207735,7,0,2,0.0,7.179785054753926,3.5911089684843305e-07,173.0654780316471,2,5,276793.0,204081.0,1.9309181171936954e-07,41.332399836350824,0,0,-189.85191641555883,SHORT,2.192378734044905e-07,37.970383370806914,0.181002,0.088419,2.3095671303972028e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.4,0,0.0,2267262870.0,0.000122,9e-05,0.0,0.0,0.440371,0.217407,0.0,0.0,9.669715686937109e-13,0.00016747234682499304,4.252039406984126,0.5904494997941638,2.9,0.0,0.5386,0.1556,0.0,0.6,0.0579,2.6823,0.0,1.7,0.6222,0.3,0.6,0.0,0.7035395244096613,0.4269778516668399,3,3,0.42520394069841266,none,none
AI,38.55394979723338,2.3010234537041266e-15,1,2,38.553949797233386,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,38.55394979723338,2.2873878948078097e-15,1,2,90758.0,68209.0,8.756437805893931,2.8889877596398043e-16,0,0,38.55394979723338,LONG,38.55394979723338,1.1505117268520633e-15,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00029427104835383133,8.78152027962719e-21,4.230240206063194,0.4190639685588233,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.741185430304162,0.6888896651820066,3,3,0.42302402060631944,none,none
ZETA,5.17769659698041,92.19419462441687,4,6,135.89458531089613,10,50.5,1.006918,1.010673,1.004415,10,1,0,0.5999706767818705,0.0,4.577725801696838,52.705030076422176,4,6,348258.0,701175.0,1.8311004067102903,23.679667859497368,0,0,-87.01649802743646,SHORT,1.2944241492451025,15.365699104069478,0.115876,0.428326,0.05616076606638245,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,3964323429.0,8.8e-05,0.000177,0.0,0.0,0.386678,0.322932,0.0,0.0,3.265183006452177e-06,3.8759953316789475e-05,4.2126186711379505,0.4855298549206349,2.6374,0.0,0.3473,0.4667,0.15,0.6,0.0113,2.9,0.0,0.343,0.7778,0.0,0.6,0.2345,0.6799730004193422,0.7336746988690627,3,3,0.42126186711379504,none,none
HUN,8.727467003069911e-10,1.7284220644473512e-09,3,6,4.329590829201693e-09,9,39.666667,0.595196,1.075309,0.35514,9,1,0,5.128277582468776e-10,0.0,5.128277582468776e-10,4.759890902611479e-10,3,6,181153.0,280875.0,1.54867439693594e-10,6.79468376703785e-10,0,0,-8.556753641403601e-10,SHORT,2.9091556676899704e-10,2.8807034407455856e-10,0.412398,0.724611,0.5049384165238857,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2323024809.0,7.8e-05,0.000121,0.0,0.0,0.177448,0.393115,0.0,0.0,1.2523136457342804e-15,1.2400657236138823e-15,4.08080571375648,0.47239284920634916,2.4053,0.0,0.3912,0.3111,0.15,0.6,0.2231,2.9,0.0,0.0,0.7778,0.0,0.6,0.4462,0.6624135130004466,0.6505910330226471,3,3,0.408080571375648,none,none
HUT,3.3768307982006656,9770.957341755417,3,6,19546.5635381484,9,65.333333,7.388491,4.188192,8.98864,9,1,2,0.9321878016489212,4129.124553975451,1.2720238393679364,5637.989217573336,3,6,180652.0,353572.5,0.5840452607143427,890.406129781009,0,2,-9767.580510957216,SHORT,1.1256102660668885,1628.4928902925694,0.623308,0.422985,0.0003455987658210363,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,91+,0.3333,0,0.0,8305457572.0,2.2e-05,4.3e-05,0.0,0.0,0.16165,0.091128,0.0,0.0,1.3552658072225095e-06,0.001960750357430842,3.9367381030665163,0.5084483367287779,0.8018,0.0,1.7,0.3111,0.15,0.6,0.3738,1.476,0.0,1.7,0.7778,0.3,0.6,0.2307,0.6864003101131532,0.8577004881708062,3,3,0.3936738103066516,none,none
AR,15603.022989657356,4.466618658499281e-15,3,1,31205.93774584999,4,55.0,4643.529717,6965.162378,0.264395,4,0,0,0.0,0.0,15602.914701999507,4.466618658499281e-15,3,1,433641.0,40089.0,475.6204551715636,4.721708904001511e-16,0,0,15603.022989657356,LONG,5201.0076632191185,4.466618658499281e-15,7e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11316697000.0,3.8e-05,4e-06,0.0,0.0,0.030481,0.105711,0.0,0.0,0.0045958707414531985,3.946927852269333e-21,3.9360384559967616,0.07242454626463221,1.3249,0.0,1.7,0.3111,0.0,0.6,0.0,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,0.8057554669894965,0.42622235010841825,3,3,0.39360384559967615,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
NVAX,6.802020532487243e-15,0.0,1,0,6.802020532487243e-15,1,43.0,524.0,524.0,,1,1,0,6.802020532487243e-15,0.0,6.802020532487243e-15,0.0,1,0,61000.0,0.0,5.39137902809397e-15,0.0,0,0,6.802020532487243e-15,LONG,6.802020532487243e-15,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,1440353754.0,4.2e-05,0.0,0.0,0.0,0.792614,0.0,0.0,0.0,4.722465237166482e-20,0.0,3.896214174769785,0.06,1.4462,0.0,1.7,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6568951478914421,0.3498356837330293,3,3,0.3896214174769785,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
CRS,3.976584412390486e-05,3.0367277529986466e-08,5,1,3.982657867896483e-05,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,3.974577376505242e-05,3.0367277529986466e-08,5,1,600357.0,337725.0,8.227048554950007e-06,1.3855571604480913e-08,0,0,3.973547684637487e-05,LONG,7.953168824780971e-06,3.0367277529986466e-08,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,3.582558059329832e-12,1.3679143150586254e-14,3.894552601344099,0.28510178707283906,0.9723,0.0,1.7,0.6222,0.0,0.6,0.0,0.551,0.0,1.7,0.0,0.0,0.6,0.0,0.7075103794887,0.6354013608258656,3,3,0.3894552601344099,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
