ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
HTZ,0.0,9950.073156714645,0,3,9950.073156714645,3,53.666667,7.349799,,7.349799,3,0,0,0.0,0.0,0.0,5885.691055676137,0,3,0.0,3546500.0,0.0,154.7936982204024,0,0,-9950.073156714645,SHORT,0.0,3316.691052238215,0.0,0.408478,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,3,1.0,2061580475.0,0.0,0.00172,,,,,0.0,0.0,0.0,0.015557,0.0,0.0,0.0,0.01608809887587927,0.13171795815842152,5.693024651118559,0.7172,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0466,1.7,0.3111,0.0,0.6,0.2203,0.06,0.5778030120297493,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,4073000.0,1104000.0,0.0,0.5693024651118559,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned
EEFT,0.0,41.96066428064652,0,2,83.92132856129304,2,54.0,259.269231,,259.269231,2,0,0,0.0,0.0,0.0,41.96066428064652,0,2,0.0,891250.0,0.0,22.62248100789912,0,0,-41.96066428064652,SHORT,0.0,20.98033214032326,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3122068664.0,0.0,0.000285,77208.0,97788.0,0.0,9.11410398003845,0.0,0.0,0.0,0.539135,0.0,0.0,0.0,6.720009839067158e-05,0.13984418573535962,5.2705500863766215,0.7984,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.5355555555555556,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1163750.0,0.0,0.0,0.5270550086376622,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
SEDG,0.0,1.0716883284720636e-10,0,3,1.0716883284720636e-10,3,57.0,32.447797,,32.447797,3,0,0,0.0,0.0,0.0,1.0716883284720636e-10,0,3,0.0,3268463.0,0.0,8.469124093770682e-11,0,0,-1.0716883284720636e-10,SHORT,0.0,3.572294428240212e-11,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.3333,2571603997.0,0.0,0.001271,,,,,0.0,0.0,0.0,0.79026,0.0,0.0,0.0,1.3891308430098898e-16,0.12479856705767974,5.157570225647204,0.648,0.0,0.0,0.0,0.0,0.6,0.0,2.5465,0.0,1.7,0.3111,0.0,0.6,0.0,0.06,0.5511111111111111,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3268463.0,0.0,0.0,0.5157570225647203,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
NTRA,0.0,2.903502570261896e-10,0,1,2.903502570261896e-10,1,35.0,104.565217,,104.565217,1,0,0,0.0,0.0,0.0,2.903502570261896e-10,0,1,0.0,2212470.0,0.0,1.2382879025919166e-10,0,0,-2.903502570261896e-10,SHORT,0.0,2.903502570261896e-10,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,29448919125.0,0.0,7.5e-05,5106792.0,1187152.0,0.0,1.8636787875520573,0.0,0.0,0.0,0.426481,0.0,0.0,0.0,9.859453781436183e-17,0.14740968274544602,5.1149945308210665,0.8741,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4633192587499025,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2212470.0,0.0,2581000.0,0.5114994530821066,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
CTRA,0.0,4.810568339096857e-06,0,1,9.621136678193714e-06,1,31.0,517.241379,,517.241379,1,0,0,0.0,0.0,0.0,4.810568339096857e-06,0,1,0.0,397500.0,0.0,1.2943949092184431e-06,0,0,-4.810568339096857e-06,SHORT,0.0,4.810568339096857e-06,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,25002850505.0,0.0,1.6e-05,1515203.0,67074.0,0.0,5.926290365864568,0.0,0.0,0.0,0.269073,0.0,0.0,0.0,1.9240079598663575e-12,0.11957009626845211,4.981709933638626,0.5957,0.0,0.0,0.0,0.0,0.6,0.0,2.6817,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.2887769184739585,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,795000.0,0.0,0.0,0.49817099336386267,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
LYV,0.0,0.03987313097682947,0,2,0.07974626195365894,2,49.0,351.886905,,351.886905,2,0,0,0.0,0.0,0.0,0.03987313097222293,0,2,0.0,1920886.0,0.0,0.013580853445976827,0,0,-0.03987313097682947,SHORT,0.0,0.019936565488414736,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,36307421199.0,0.0,5.3e-05,,,,,0.0,0.0,0.0,0.340602,0.0,0.0,0.0,5.491044208054039e-09,0.11606148590175788,4.867771244847636,0.5606,0.0,0.0,0.0,0.0,0.6,0.0,2.4122,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.4218474213209405,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3841772.0,0.0,0.0,0.48677712448476357,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
DG,0.0,3.998538278504872e-21,0,1,3.998538278504872e-21,1,78.0,4.862237,,4.862237,1,0,0,0.0,0.0,0.0,3.998538278504872e-21,0,1,0.0,2055000.0,0.0,1.5404655490109149e-21,0,0,-3.998538278504872e-21,SHORT,0.0,3.998538278504872e-21,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,27131882624.0,0.0,7.6e-05,,,,,0.0,0.0,0.0,0.385257,0.0,0.0,0.0,1.4737415511918411e-27,0.0807333886728019,4.866168974502104,0.2073,0.0,0.0,0.0,0.0,0.6,0.0,2.5662,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4657379264061632,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2055000.0,0.0,0.0,0.48661689745021036,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
MOH,0.0,1.1359647728845359e-27,0,1,1.1359647728845359e-27,1,49.0,93.75,,93.75,1,0,0,0.0,0.0,0.0,1.1359647728845359e-27,0,1,0.0,712500.0,0.0,3.8715779620656765e-28,0,0,-1.1359647728845359e-27,SHORT,0.0,1.1359647728845359e-27,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7879500000.0,0.0,9e-05,4793784.0,569658.0,0.0,1.250750450270162,0.0,0.0,0.0,0.340818,0.0,0.0,0.0,1.441671137616011e-33,0.10177068932831926,4.814230565342464,0.4177,0.0,0.0,0.0,0.0,0.6,0.0,2.5142,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4982272775719416,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,712500.0,0.0,0.0,0.4814230565342464,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
LULU,0.0,512665.8623435317,0,2,697026.0456646928,2,85.0,4.211408,,4.211408,2,0,0,0.0,0.0,0.0,328305.6790223706,0,2,0.0,1182851.0,0.0,239267.83506950486,0,0,-512665.8623435317,SHORT,0.0,256332.93117176584,0.0,0.359611,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,18058392575.0,0.0,6.6e-05,20960176.0,26254206.0,0.0,0.045053771574733587,0.0,1.3e-05,0.0,0.460279,0.0,0.0,0.0,0.14194670434102347,0.12252886831962505,3.9579813744494006,0.6253,0.0,0.0,0.0,0.0,0.6,0.0,0.7747,0.5423,1.7,0.1556,0.0,0.6,0.1854,0.06,0.5292346351513142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1608217.0,0.0,0.0,0.3957981374449401,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none
CHTR,194259.7814750318,2.2135554616510444e-21,1,1,388519.5629500636,2,67.0,8.292769,9.605405,6.980132,2,0,0,0.0,0.0,194259.7814750318,2.2135554616510444e-21,1,1,356780.0,1518000.0,101599.86447853099,1.284645429327745e-21,0,0,194259.7814750318,LONG,194259.7814750318,2.2135554616510444e-21,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,30706884317.0,1.2e-05,4.9e-05,5221263.0,8432350.0,0.06833212577110175,0.18002099058981186,3e-06,0.0,0.52301,0.580354,0.0,0.0,0.0632626154674655,7.208661871388795e-28,0.3462665359308574,3.9321282031724203,0.9234,0.2392,1.7,0.0,0.0,0.6,0.0,1.6321,0.0,1.7,0.0,0.0,0.6,0.0,0.2978036644760083,0.39504683663077983,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,713560.0,1518000.0,0.0,0.0,0.39321282031724203,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned
DPZ,0.0,3.574791159887008e-24,0,1,7.149582319774016e-24,1,46.0,27.272727,,27.272727,1,0,0,0.0,0.0,0.0,3.574791159887008e-24,0,1,0.0,361500.0,0.0,2.2201929848647836e-24,0,0,-3.574791159887008e-24,SHORT,0.0,3.574791159887008e-24,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,12305822279.0,0.0,2.9e-05,,,,,0.0,0.0,0.0,0.621069,0.0,0.0,0.0,2.904959196418286e-30,0.11791972811026495,3.8163731454537193,0.5792,0.0,0.0,0.0,0.0,0.6,0.0,1.5164,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.33386559512295094,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,723000.0,0.0,0.0,0.3816373145453719,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
INFQ,0.0,20899.053757377802,0,1,20899.053757377802,1,57.0,1.723404,,1.723404,1,0,0,0.0,0.0,0.0,20899.053757377802,0,1,0.0,570000.0,0.0,10885.882675246383,0,0,-20899.053757377802,SHORT,0.0,20899.053757377802,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3214608116.0,0.0,0.000177,7377403.0,11735133.0,0.0,0.04857209543343054,0.0,3e-06,0.0,0.520879,0.0,0.0,0.0,0.06501275739757326,0.13831699837770225,3.772994158345892,0.7832,0.0,0.0,0.0,0.0,0.6,0.0,2.0949,0.2462,0.8319,0.0,0.0,0.6,0.0,0.06,0.45781175289174475,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,570000.0,0.0,856240.0,0.3772994158345892,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
AR,157729.94143176987,2.108739483725545e-20,1,1,315459.88286353974,2,56.5,14751.567865,29500.0,3.135731,2,0,0,0.0,0.0,157729.94143176987,2.108739483725545e-20,1,1,324500.0,523800.0,5118.097957104737,5.388404866565217e-21,0,0,157729.94143176987,LONG,157729.94143176987,2.108739483725545e-20,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,11909065000.0,2.7e-05,4.4e-05,272930.0,2101358.0,1.1889495475030227,0.24926737852379272,0.0,0.0,0.032448,0.255527,0.0,0.0,0.13244527713281426,1.770701128699478e-26,0.36715225208832974,3.529867481285234,0.8647,0.5068,1.7,0.0,0.0,0.6,0.0,1.2299,0.0,1.7,0.0,0.0,0.6,0.0,0.377914008061762,0.3805582278917446,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,649000.0,523800.0,0.0,0.0,0.35298674812852343,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
APLD,0.0,4442.6920236744,0,3,4442.6920236744,3,58.0,3.173182,,3.173182,3,0,0,0.0,0.0,0.0,1892.092964541066,0,3,0.0,1890198.0,0.0,1707.214237616104,0,0,-4442.6920236744,SHORT,0.0,1480.8973412248,0.0,0.574111,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9267506150.0,0.0,0.000204,59587288.0,7433723.0,0.0,0.2542733970582439,0.0,0.0,0.0,0.384275,0.0,0.0,0.0,0.001597945895320285,0.09006622276831312,3.45548201961492,0.3007,0.0,0.0,0.0,0.0,0.6,0.0,0.5057,0.0,1.7,0.3111,0.0,0.6,0.3387,0.06,0.5849761825396825,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1890198.0,0.0,0.0,0.345548201961492,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
ESI,0.0,3.962001611181397e-24,0,1,3.962001611181397e-24,1,46.0,,,,1,0,0,0.0,0.0,0.0,3.962001611181397e-24,0,1,0.0,614795.0,0.0,1.4407961120747018e-24,0,0,-3.962001611181397e-24,SHORT,0.0,3.962001611181397e-24,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9292516494.0,0.0,6.6e-05,3144.0,429976.0,0.0,1.4298356187322083,0.0,0.0,0.0,0.363654,0.0,0.0,0.0,4.263647649955301e-30,0.205,3.4149945308210663,1.45,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.27090774760052716,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,614795.0,0.0,0.0,0.3414994530821066,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
EXPE,4.51939078959564e-21,0.03242770234736636,1,1,0.03242770234736636,2,84.5,25.861111,9.722222,42.0,2,0,0,0.0,0.0,4.51939078959564e-21,0.03242770234736636,1,1,1977500.0,634317.0,2.0971142302153245e-21,0.013446622224425128,0,0,-0.03242770234736636,SHORT,4.51939078959564e-21,0.03242770234736636,0.0,0.0,1.3936820873658617e-19,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,30961221997.0,6.4e-05,2e-05,,,,,0.0,0.0,0.464026,0.414665,0.0,0.0,1.4596939326340376e-27,1.0473650668732796e-08,0.4594418897568561,3.2972126085693807,2.2944,0.0,1.7,0.0,0.0,0.6,0.0,0.9972,0.0,1.7,0.0,0.0,0.6,0.0,0.4357625327830282,0.3031672804760186,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,3955000.0,634317.0,0.0,0.0,0.3297212608569381,none,none
DIA,0.053622276322174256,0.021055311644221315,1,1,0.07467758796639556,2,76.5,87.621406,172.0,3.242812,2,0,0,0.0,0.0,0.053622276322174256,0.021055311644221315,1,1,1054000.0,768797.0,0.034633364640793626,0.008865673763328948,0,0,0.03256696467795294,LONG,0.053622276322174256,0.021055311644221315,0.0,0.0,2.5467339181793127,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,494.822878,0.0,0.0,,,,,0.0,0.0,0.645876,0.421066,0.0,0.0,0.0,0.0,0.3278720852059578,3.278720852059578,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.23,0.23,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,0.0,0.0,1054000.0,768797.0,0.0,0.0,0.3278720852059578,none,none
GDX,0.0,2.2147200882340477e-20,0,1,4.429440176468095e-20,1,43.0,6.822835,,6.822835,1,0,0,0.0,0.0,0.0,2.2147200882340477e-20,0,1,0.0,516157.5,0.0,9.84337096406524e-21,0,0,-2.2147200882340477e-20,SHORT,0.0,2.2147200882340477e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,52.3404,0.0,0.0,,,,,0.0,0.0,0.0,0.444452,0.0,0.0,0.0,0.0,0.1578720852059578,3.278720852059578,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,0.0,0.0,0.0,1032315.0,0.0,0.0,0.3278720852059578,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
VRT,10569.667052365625,0.003003009178292277,1,3,21139.337107740426,4,41.0,68.972173,182.958333,30.976787,4,0,0,0.0,0.0,10569.667052365625,0.003001885698306463,1,3,374974.0,2716458.0,33.2440335170536,0.0004895639719502458,0,0,10569.664049356446,LONG,10569.667052365625,0.001001003059430759,0.0,0.000374,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,117206964114.0,3e-06,2.3e-05,,,,,0.0,0.0,0.003145,0.163024,0.0,0.0,0.0009017951392448967,8.54047425421876e-11,0.25022517784119486,3.1117124564273775,0.2023,0.0,1.7,0.0,0.0,0.6,0.0,0.5006,0.0,1.7,0.3111,0.0,0.6,0.0,0.23832330638683377,0.3447597889388317,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,536240.0,749948.0,2716458.0,0.0,0.0,0.31117124564273774,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
MRVL,2415311.5301275398,9317.63249289618,10,1,4688325.340624118,11,80.454545,100.74297,105.727082,50.90184,11,7,0,2324276.4499868853,0.0,1454848.3834702533,9317.63249289618,10,1,11508453.5,327550.0,1551886.6611512008,1843.3293387180627,0,0,2405993.8976346436,LONG,241531.153012754,9317.63249289618,0.397656,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.7,0,0.0,137544876000.0,8.4e-05,2e-06,,,,,1.1e-05,0.0,0.657598,0.197832,0.0,0.0,0.01756017090834805,0.0006774249077003916,0.6022533578613481,3.02676248046002,1.0072,0.0527,1.7,1.4,1.05,0.6,0.2126,0.7268,0.0,1.7,0.0,0.0,0.6,0.0,0.7561400358296392,0.23418205378098517,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,562587.0,17438935.0,655100.0,0.0,0.0,0.302676248046002,none,none
INTC,0.0,0.049828585556199456,0,2,0.09965717111239891,2,91.0,22.784014,,22.784014,2,0,0,0.0,0.0,0.0,0.030055102642275896,0,2,0.0,1395990.0,0.0,0.0038014823442213313,0,0,-0.049828585556199456,SHORT,0.0,0.024914292778099728,0.0,0.39683,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,326023650000.0,0.0,4e-06,,,,,0.0,0.0,0.0,0.076291,0.0,0.0,0.0,7.64186671062045e-10,0.10060779531696212,2.961823056838494,0.6632,0.0,0.0,0.0,0.0,0.3429,0.0,0.5514,0.0,1.7,0.1556,0.0,0.3429,0.212,0.03428571428571428,0.2534679589630449,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,2796000.0,1426075.0,0.0,2791980.0,0.0,2000978.0,0.2961823056838494,"confirmation_volume, momentum_aligned, room_to_target","continuation_pattern, not_extended, trend_aligned"
