ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,243550.47766685465,0.0,5,0,243550.47766685465,5,83.6,16.44,16.44,,5,1,0,86671.66629970226,0.0,86671.66629970226,0.0,5,0,243550.47766685465,LONG,48710.09553337093,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8895181816837296
SPY,359715.62929916196,403664.00024810305,2,3,763379.6295472649,5,51.8,0.84,0.77,0.88,5,1,2,143350.66572067572,242186.8899489665,216364.9635784862,161477.11029913655,2,3,-43948.3709489411,SHORT,179857.81464958098,134554.6667493677,0.6,0.4,0.8911263552808047,1.0,6.367220944764686,0.7555255574282166,0.6458439704220701
NEM,311436.1531487816,0.0,2,0,311436.1531487816,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,155830.73754614947,0.0,2,0,311436.1531487816,LONG,155718.0765743908,0.0,0.5,0.0,inf,1.0,5.416457799809072,0.05,0.5820700783352839
NFLX,240621.74495498877,0.0,1,0,240621.74495498877,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,240621.74495498877,0.0,1,0,240621.74495498877,LONG,240621.74495498877,0.0,1.0,0.0,inf,1.0,5.2921809276620175,0.05,0.5737340170615167
SLV,271495.61530552217,0.0,2,0,271495.61530552217,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,138223.99758193045,0.0,2,0,271495.61530552217,LONG,135747.80765276108,0.0,0.51,0.0,inf,1.0,5.278613334335708,0.05,0.5728239499882817
AMAT,194985.2747898002,0.0,1,0,194985.2747898002,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,194985.2747898002,0.0,1,0,194985.2747898002,LONG,194985.2747898002,0.0,1.0,0.0,inf,1.0,5.231487668834731,0.05,0.5696629238987423
TQQQ,193874.618981584,0.0,1,0,193874.618981584,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,193874.618981584,0.0,1,0,193874.618981584,LONG,193874.618981584,0.0,1.0,0.0,inf,1.0,5.181304329483696,0.05,0.5662967996591696
SOXS,26655.280763883908,0.0,1,0,26655.280763883908,1,56.0,1.33,1.33,,1,1,0,26655.280763883908,0.0,26655.280763883908,0.0,1,0,26655.280763883908,LONG,26655.280763883908,0.0,1.0,0.0,inf,1.0,5.065380818668846,0.05,0.5585210528727574
TSM,95095.04951759773,0.0,1,0,95095.04951759773,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,95095.04951759773,0.0,1,0,95095.04951759773,LONG,95095.04951759773,0.0,1.0,0.0,inf,1.0,4.776509454635424,0.05,0.5391445643176713
ORCL,69361.31361979301,116467.22516583472,1,1,185828.53878562775,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,69361.31361979301,116467.22516583472,1,1,-47105.91154604171,SHORT,69361.31361979301,116467.22516583472,1.0,1.0,0.5955436262951332,1.0,4.6926754705354305,0.5534361051248957,0.533521271614789
BMNR,44297.07958274946,0.0,1,0,44297.07958274946,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,44297.07958274946,0.0,1,0,44297.07958274946,LONG,44297.07958274946,0.0,1.0,0.0,inf,1.0,4.424155070025723,0.05,0.5155098550637129
USAR,275.4403032576041,0.0,3,0,275.4403032576041,3,31.33,1.26,1.26,,3,2,0,1.1714178365638885,0.0,274.26888542104024,0.0,3,0,275.4403032576041,LONG,91.81343441920137,0.0,1.0,0.0,inf,1.0,4.073822208497251,0.05,0.4920107425622341
CRM,2923.2233998698052,613.1360486902955,1,3,3536.359448560101,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2923.2233998698052,260.2717677476158,1,3,2310.08735117951,LONG,2923.2233998698052,204.37868289676518,1.0,0.42,4.7676586723518035,1.0,3.0759475635149105,0.45355124948463726,0.4250767745567591
NOW,349.5536264949662,0.0,1,0,349.5536264949662,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,349.5536264949662,0.0,1,0,349.5536264949662,LONG,349.5536264949662,0.0,1.0,0.0,inf,1.0,1.8590125007846272,0.05,0.34344899399022205
HOOD,7.73811853761378,56321.37674737822,1,3,56329.11486591583,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.73811853761378,55231.48606539391,1,3,-56313.63862884061,SHORT,7.73811853761378,18773.792249126072,1.0,0.98,0.00013739221206047653,1.0,0.0,0.6147661937907494,0.21875288724477165
