ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
BTU,91995.87144686296,0.0,1,0,91995.87144686296,1,45.0,10.859914,10.859914,,1,0,0,0.0,0.0,91995.87144686296,0.0,1,0,1020000.0,0.0,40205.460101238845,0.0,0,0,91995.87144686296,LONG,91995.87144686296,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3228753592.0,0.000316,0.0,,,,,1.2e-05,0.0,0.437035,0.0,0.0,0.0,0.284926888427796,0.0,5.599878327684906,0.11106408921319658,2.2568,1.043,1.7,0.0,0.0,0.6,0.0,0.5106,0.0,0.0,0.0,0.0,0.6,0.0,0.6243040382856753,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1020000.0,0.0,0.0,665280.0,0.5599878327684906,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned
BWA,0.7038408586767846,0.0,1,0,0.7038408586767846,1,49.0,833.333333,833.333333,,1,0,0,0.0,0.0,0.7038408586767846,0.0,1,0,710500.0,0.0,0.1217840948551372,0.0,0,0,0.7038408586767846,LONG,0.7038408586767846,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11648563688.0,6.1e-05,0.0,551218.0,721101.0,1.2889637130862925,0.0,0.0,0.0,0.173028,0.0,0.0,0.0,6.042297381280237e-07,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.42792584819377516,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,710500.0,0.0,0.0,0.0,0.5114994530821066,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
ORA,2.5887566633142705e-21,0.0,1,0,2.5887566633142705e-21,1,32.0,20.689655,20.689655,,1,0,0,0.0,0.0,2.5887566633142705e-21,0.0,1,0,645000.0,0.0,6.493823958082634e-22,0.0,0,0,2.5887566633142705e-21,LONG,2.5887566633142705e-21,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6978968642.0,9.2e-05,0.0,1159024.0,89176.0,0.556502712627176,0.0,0.0,0.0,0.250847,0.0,0.0,0.0,3.709368527227537e-27,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.5026720828470521,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,645000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
DVN,1234806.0042987582,0.0,1,0,1234806.0042987582,1,44.0,4.212394,4.212394,,1,1,0,1234806.0042987582,0.0,1234806.0042987582,0.0,1,0,1548018.0,0.0,388532.10142480157,0.0,1,0,1234806.0042987582,LONG,1234806.0042987582,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,1.0,1,1.0,31832460000.0,4.9e-05,0.0,,,,,1.2e-05,0.0,0.31465,0.0,0.0,0.0,0.3879078162035728,0.0,5.013880172630236,0.08605862428948097,1.1936,1.3703,1.7,0.0,0.15,0.6,0.0,0.2606,0.0,0.0,0.0,0.0,0.6,0.0,0.547077442530238,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1548018.0,0.0,0.0,0.0,0.5013880172630236,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
FCEL,9.850632240109486e-12,0.0,1,0,9.850632240109486e-12,1,87.0,27.572549,27.572549,,1,1,0,9.850632240109486e-12,0.0,9.850632240109486e-12,0.0,1,0,849286.0,0.0,7.56988159199434e-13,0.0,0,0,9.850632240109486e-12,LONG,9.850632240109486e-12,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,689771815.0,0.001231,0.0,,,,,0.0,0.0,0.076847,0.0,0.0,0.0,1.428100137740404e-16,0.0,4.994781161324559,0.14782779015235578,2.5448,0.0,1.7,0.0,0.15,0.6,0.0,0.8783,0.0,0.0,0.0,0.0,0.6,0.0,0.5349999999999999,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,849286.0,0.0,0.0,0.0,0.4994781161324559,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
MTSI,38322.338494979376,29485.315123513858,1,1,97292.9687420071,2,109.0,129.0,52.875,205.125,2,0,1,0.0,29485.315123513858,38322.338494979376,29485.315123513858,1,1,756848.0,574750.0,16060.847615109773,13137.372623817773,0,0,8837.023371465519,LONG,38322.338494979376,29485.315123513858,0.0,0.0,1.2997093073093255,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,21882491888.0,3.5e-05,2.6e-05,2776391.0,56240.0,0.272601373509711,10.219594594594595,1e-06,1e-06,0.419099,0.445556,0.0,0.0,0.017512785422758328,0.013474386406460006,4.910377027442452,0.49221383713623046,2.815,0.0525,1.7,0.0,0.0,0.3429,0.0,2.6936,0.0356,1.7,0.0,0.15,0.3429,0.0,0.33270148716724934,0.31672761619521617,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,756848.0,1149500.0,0.0,0.0,0.4910377027442452,none,none
MDGL,1.3459471308002195e-29,3.0635655509081913e-28,1,1,6.261725814896404e-28,2,101.5,13.919414,21.428571,6.410256,2,0,0,0.0,0.0,1.3459471308002195e-29,3.0635655509081913e-28,1,1,810000.0,1975000.0,6.35936325454355e-30,1.1020397362710012e-28,0,0,-2.928970837828169e-28,SHORT,1.3459471308002195e-29,3.0635655509081913e-28,0.0,0.0,0.04393400788833177,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,2,1.0,11898044322.0,6.8e-05,0.000166,555651.0,1575703.0,1.457749558625828,1.253408795946952,0.0,0.0,0.472482,0.359725,0.0,0.0,1.1312339191000531e-35,2.5748479901386194e-34,4.5878066402943904,0.48578516736782085,2.5449,0.0,1.7,0.0,0.0,0.3429,0.0,2.815,0.0,1.7,0.0,0.0,0.3429,0.0,0.42027705588266895,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1116000.0,0.0,810000.0,3950000.0,0.0,0.0,0.45878066402943907,none,none
USO,100303.00114534106,0.0,2,0,162259.57034263006,2,45.0,3.34849,3.34849,,2,0,0,0.0,0.0,61956.569197289,0.0,2,0,1338177.0,0.0,46702.90888821737,0.0,0,0,100303.00114534106,LONG,50151.50057267053,0.0,0.382306,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1228364647.0,0.001089,0.0,,,,,3.8e-05,0.0,0.450299,0.0,0.0,0.0,0.4082786059917477,0.0,4.174365714528473,0.07485992174505035,0.085,1.4322,1.7,0.1556,0.0,0.6,0.2016,0.1486,0.0,0.0,0.0,0.0,0.6,0.0,0.698936024534954,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2164761.0,0.0,0.0,0.0,0.4174365714528473,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
GFS,317008.0530592919,1022234.4101315174,1,2,1656250.5162501014,3,46.333333,732.864979,1238.0,480.297468,3,0,0,0.0,0.0,317008.0530592919,1022234.4080829148,1,2,396815.5,1976631.0,223614.80498888408,741205.310960085,1,1,-705226.3570722255,SHORT,317008.0530592919,511117.2050657587,0.0,0.0,0.3101128761831708,1.0,1.0,0.5,0.6923076923076923,0.1923076923076923,31-90,0.0,0,0.0,37661442826.0,1.1e-05,5.2e-05,6016055.0,4034892.0,0.06595942025131087,0.4898844876145384,6e-06,2e-05,0.705392,0.725084,0.0,0.0,0.08417310364977357,0.1357136547920313,3.8835699517397577,0.5731475418030942,1.2617,0.3219,1.7,0.0,0.0,0.6,0.0,2.7569,0.519,1.7,0.1556,0.0,0.6,0.0,0.3022638881678945,0.4709683141970666,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,793631.0,1976631.0,0.0,747510.0,0.38835699517397576,none,none
NOK,310245.06262691994,676034.9457679364,2,1,1262278.828473545,3,49.666667,33.345976,30.2612,39.515528,3,2,1,310245.06262691994,676034.9457679364,275998.8200786886,676034.9457679364,2,1,1013735.5,868250.0,171777.17813881044,440593.92319802905,0,1,-365789.8831410165,SHORT,155122.53131345997,676034.9457679364,0.110384,0.0,0.4589186765700397,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,75453029605.0,1.3e-05,1.2e-05,,,,,2e-06,6e-06,0.556028,0.651732,0.0,0.0,0.02055882078235074,0.08959679277386338,3.772787850902606,0.3753059299192994,0.9446,0.0652,1.7,0.1556,0.3,0.6,0.0074,0.96,0.3431,1.7,0.0,0.15,0.6,0.0,0.3304733393132071,0.3231891420367633,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1376721.0,868250.0,930089.0,2266233.0,0.3772787850902606,none,none
