ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
UVIX,536965.7494796903,97.1245549643811,3,1,537358.4783949436,4,71.5,1.492105,1.853419,0.408163,4,1,0,198.47980532449034,0.0,529860.0917447351,97.1245549643811,3,1,907.9150069874213,1134518.5,51583.0,536868.624924726,LONG,178988.58315989678,97.1245549643811,0.013233,0.0,99.0,1.0,101607448.0,0.011166,0.000508,6.958582155284851,0.43,0.695858215528485,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
OXY,908300.6221632811,178633.78035054286,18,7,1231765.8827156567,25,70.52,7.888873,5.928761,12.929162,25,3,1,494494.1589952496,20797.09567907588,421535.64141947625,71225.0476344867,18,7,86.94906894587531,2658360.0,429651.0,729666.8418127382,LONG,50461.14567573784,25519.11147864898,0.535907,0.601279,5.084708056790116,1.0,61000592674.0,4.4e-05,7e-06,6.5232730410849795,0.5245824799962466,0.6523273041084979,none,not_extended
BTDR,263785.108691811,30221.949278095723,3,1,324229.00724800245,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,120421.84955982605,30221.949278095723,3,1,1.26159065587025,531790.0,38713.0,233563.15941371524,LONG,87928.369563937,30221.949278095723,0.543485,0.0,8.728262570508557,1.0,1653931842.0,0.000322,2.3e-05,6.277332438053177,0.3442850521975138,0.6277332438053177,none,trend_aligned
ONON,278455.4317493451,25441.357423494297,5,1,359035.1454414314,6,60.833333,596.051354,714.603357,3.291339,6,1,1,26999.340700625995,25441.357423494297,167919.17026176446,25441.357423494297,5,1,2.924142394250974,1245332.0,42258.5,253014.0743258508,LONG,55691.086349869016,25441.357423494297,0.396962,0.0,10.944991146274303,1.0,10438067091.0,0.000119,4e-06,6.13243683062946,0.40536558825536617,0.613243683062946,none,trend_aligned
GDX,763189.8664930186,397655.3196133333,7,4,1572488.0396772926,11,85.818182,4.282005,6.488787,0.420135,11,2,0,186336.60799123248,0.0,250383.98998714073,189245.1295461313,7,4,4.746797465820578,1580850.0,715527.5,365534.54687968525,LONG,109027.12378471694,99413.82990333333,0.671924,0.524098,1.919224586848527,1.0,52.3404,0.0,0.0,6.011796460128548,0.3718670895930404,0.6011796460128548,none,trend_aligned
HII,409416.5370825487,593332.7156031623,6,8,1596081.9682888733,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,509990.88123538654,89160.93167974724,410830.6553851174,6,8,3.4055713548497297,692050.0,994057.0,-183916.17852061358,SHORT,68236.08951375812,74166.58945039529,0.782224,0.307588,0.6900285898888106,1.0,15797536481.0,4.4e-05,6.3e-05,5.707129182922994,0.6556666684901027,0.5707129182922994,none,none
ADMA,410903.3175290877,0.0,1,0,410903.3175290877,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,410903.3175290877,0.0,1,0,0.0,822780.0,0.0,410903.3175290877,LONG,410903.3175290877,0.0,0.0,0.0,99.0,1.0,2293472865.0,0.000359,0.0,5.605235112499889,0.05,0.5605235112499889,none,trend_aligned
IBIT,977419.336796462,47236.01038312311,14,5,1222662.5684173198,19,53.736842,0.387815,0.465185,0.171179,19,8,1,810950.8210940198,4902.423369685112,512317.00126206083,30672.427370098634,14,5,7.553913915047915,1586769.5,429316.0,930183.3264133389,LONG,69815.66691403299,9447.202076624622,0.475847,0.350656,20.69225002003308,1.0,55765592900.0,2.8e-05,8e-06,5.563818486169511,0.2896077993081208,0.5563818486169512,none,trend_aligned
XOP,393125.8350697495,0.0,5,0,580719.5321478166,5,71.0,6.639228,6.639228,,5,2,0,187593.69707806705,0.0,186580.17169842424,0.0,5,0,232.92912524904375,658147.5,0.0,393125.8350697495,LONG,78625.1670139499,0.0,0.525393,0.0,99.0,1.0,181.568068,0.0,0.0,5.507530690563229,0.18,0.5507530690563229,none,not_extended
IREN,232696.7209631711,738855.8303999093,3,4,1046866.4305784276,7,44.0,26.329059,12.646506,36.590974,7,2,0,119929.65765795756,0.0,112767.06330521352,516234.0097233795,3,4,2.9173620554483124,305349.0,959268.0,-506159.1094367382,SHORT,77565.57365439036,184713.95759997732,0.51539,0.301306,0.3149419837929991,1.0,13766376268.0,2.2e-05,7e-05,5.3449762440751405,0.5917161702631761,0.534497624407514,none,none
VRT,320065.21525687864,241.33943073494655,7,3,610709.8864027647,10,54.5,259.809068,369.001191,5.027447,10,0,0,0.0,0.0,290060.78141077165,157.51574837098275,7,3,1872.1759758146793,1401953.5,752360.0,319823.8758261437,LONG,45723.602179554095,80.44647691164884,0.093745,0.347327,99.0,1.0,105658391818.0,1.3e-05,7e-06,5.0395663609237324,0.37433288095238093,0.5039566360923733,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
BE,1665629.9188782193,332456.601686867,7,3,2104151.193734093,10,61.7,0.520134,0.679674,0.147873,10,1,0,692728.726821959,0.0,692728.726821959,283994.419318284,7,3,2.644145191884517,2283474.0,591459.0,1333173.3171913524,LONG,237947.13126831705,110818.86722895567,0.584104,0.14577,5.010067210056597,1.0,42143952857.0,5.4e-05,1.4e-05,5.020236987987916,0.32577000831197667,0.5020236987987916,none,trend_aligned
GOOGL,657205.8645083162,360548.9950684721,5,6,1205585.7587009699,11,81.0,2.025431,4.184016,0.22661,11,0,1,0.0,54009.553293444456,217146.50498757247,105076.81138836166,5,6,1.6711309054599421,1184664.0,581655.5,296656.86943984404,LONG,131441.17290166323,60091.49917807869,0.669591,0.708564,1.8227921128541926,1.0,1693794460000.0,1e-06,0.0,4.993647658585707,0.3461541974527746,0.4993647658585707,none,trend_aligned
