ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
EYE,0.0,354213.0159856778,0,1,708426.0319713556,1,72.0,51.546392,,51.546392,1,0,0,0.0,0.0,0.0,354213.0159856778,0,1,0.0,950000.0,0.0,134812.17267239082,0,1,-354213.0159856778,SHORT,0.0,354213.0159856778,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1852297295.0,0.0,0.000513,1933583.0,0.0,0.0,,0.0,7.3e-05,0.0,0.380596,0.0,0.0,0.0,1.912290305351214,0.21047290257934148,6.765163738543761,0.9469,0.0,0.5579,0.0,0.0,0.6,0.0,2.815,1.7,1.6502,0.0,0.0,0.6,0.0,0.06,0.69,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.1922654028671453,1,-0.733222300314994,1,0.0,0.0,0.0,1900000.0,0.0,0.0,0.676516373854376,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
SITM,0.21515611996883274,254186.05772529493,1,5,508371.8011185026,6,110.5,16.035897,4.769231,18.289231,6,0,0,0.0,0.0,0.21515611996883274,129886.13274437541,1,5,622200.0,2488430.0,0.08714029332891646,41645.00158909367,0,2,-254185.84256917497,SHORT,0.21515611996883274,50837.211545058984,0.0,0.489012,8.464513037979338e-07,0.7,0.0,0.4,-0.3076923076923077,0.09230769230769231,91+,0.0,0,0.0,15390934534.0,4e-05,0.000162,5312723.0,2608547.0,0.1171150839221243,0.9539525260614434,0.0,3e-06,0.40501,0.163836,0.0,0.0,1.397940583098011e-07,0.03303062035171086,0.3002878342811819,5.496619477106193,1.0099,0.0,1.6502,0.0,0.0,0.3429,0.0,2.4867,0.1168,1.6502,0.6222,0.0,0.3429,0.2779,0.342886108466943,0.5959720143666987,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.7158901969053315,1,-0.36739052156568275,1,0.0,0.0,622200.0,3023490.0,0.0,0.0,0.5496619477106193,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target
CAPR,0.0,2.2963482895631077e-13,0,2,2.2963482895631077e-13,2,47.5,2.388963,,2.388963,2,0,1,0.0,6.656964604145692e-19,0.0,2.2963416325985034e-13,0,2,0.0,2254739.0,0.0,6.138062932996508e-15,0,1,-2.2963482895631077e-13,SHORT,0.0,1.1481741447815539e-13,0.0,3e-06,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,241492594.0,0.0,0.009337,,,,,0.0,0.0,0.0,0.02673,0.0,0.0,0.0,4.7544900891724815e-18,0.19310959724484356,5.370719294099315,0.8863,0.0,0.4448,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.1556,0.15,0.6,0.0,0.06,0.5090050395555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5928176245636212,1,-1.238302828308102,1,0.0,0.0,0.0,2254739.0,0.0,0.0,0.5370719294099315,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
RARE,0.0,1.0439102348995484e-13,0,2,1.0439102348995484e-13,2,80.5,1750.651042,,1750.651042,2,0,0,0.0,0.0,0.0,1.0439102348995483e-13,0,2,0.0,4160000.0,0.0,3.9163443303754185e-14,0,1,-1.0439102348995484e-13,SHORT,0.0,5.219551174497742e-14,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,2544578812.0,0.0,0.001635,2470302.0,3246433.0,0.0,1.2814063928009602,0.0,0.0,0.0,0.375161,0.0,0.0,0.0,2.0512436674717317e-19,0.1990804170411132,5.220719294099316,0.8911,0.0,0.4997,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.1556,0.0,0.6,0.0,0.06,0.5355555555555556,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.1572420875995908,1,0.6142632742080166,1,0.0,0.0,0.0,4160000.0,0.0,0.0,0.5220719294099316,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target, trend_aligned",none
ASTH,0.0,8.698120392621288e-15,0,1,1.7396240785242576e-14,1,32.0,49.375,,49.375,1,0,0,0.0,0.0,0.0,8.698120392621288e-15,0,1,0.0,340897.5,0.0,1.4135729085203662e-15,0,1,-8.698120392621288e-15,SHORT,0.0,8.698120392621288e-15,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1987397567.0,0.0,0.000172,218654.0,730.0,0.0,466.9828767123288,0.0,0.0,0.0,0.162515,0.0,0.0,0.0,4.376638342046077e-20,0.20228410678638714,5.065163738543761,0.9555,0.0,0.4673,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.2936211710261758,1,3.5,1,0.0,0.0,0.0,681795.0,0.0,0.0,0.5065163738543761,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
PLNT,1.7645630090263146e-18,2.991677365235288e-17,1,1,6.159811031373208e-17,2,35.5,8.165333,14.718954,1.611712,2,0,0,0.0,0.0,1.7645630090263146e-18,2.991677365235288e-17,1,1,5004000.0,3967500.0,1.2738406262207406e-18,2.1061419270879532e-17,0,1,-2.8152210643326565e-17,SHORT,1.7645630090263146e-18,2.991677365235288e-17,0.0,0.0,0.058982396615737204,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,4428718545.0,0.00113,0.000896,2361944.0,431085.0,2.118593836263688,9.203521347298096,0.0,0.0,0.721901,0.704,0.0,0.0,3.984364757201599e-24,6.755176096283826e-23,0.5065163738543761,5.065163738543761,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,0.52,0.425596416,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,3.5,1,3.5,1,0.0,0.0,5004000.0,7935000.0,0.0,0.0,0.5065163738543761,none,none
LPX,0.0,1.6525096379589225e-29,0,1,1.6525096379589225e-29,1,45.0,250.0,,250.0,1,0,0,0.0,0.0,0.0,1.6525096379589225e-29,0,1,0.0,2200000.0,0.0,7.875564827929005e-30,0,1,-1.6525096379589225e-29,SHORT,0.0,1.6525096379589225e-29,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,5366321433.0,0.0,0.00041,10330.0,939996.0,0.0,2.340435491214856,0.0,0.0,0.0,0.476582,0.0,0.0,0.0,3.079408601573648e-35,0.1984749572523129,5.065163738543761,0.8774,0.0,0.5074,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.507637018766299,1,0.4406924431148379,1,0.0,0.0,0.0,2200000.0,0.0,0.0,0.5065163738543761,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
PACS,0.0,3.7099185863128446e-30,0,1,7.419837172625689e-30,1,45.0,10.75895,,10.75895,1,0,0,0.0,0.0,0.0,3.7099185863128446e-30,0,1,0.0,448030.0,0.0,5.630831586445134e-31,0,1,-3.7099185863128446e-30,SHORT,0.0,3.7099185863128446e-30,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7095018774.0,0.0,6.3e-05,3777826.0,92493.0,0.0,4.8439341355562044,0.0,0.0,0.0,0.151778,0.0,0.0,0.0,5.228905947237236e-36,0.18913939862784593,5.027834400455808,0.8139,0.0,0.4775,0.0,0.0,0.6,0.0,2.7777,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.43316634716563585,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.7010987935272477,1,-0.3633165965465826,1,0.0,0.0,0.0,896060.0,0.0,0.0,0.5027834400455808,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
CW,1.3318666033736214e-09,7049.849939325872,1,1,14099.699878653075,2,82.0,3.333333,,3.333333,2,0,0,0.0,0.0,1.3318666033736214e-09,7049.849939325872,1,1,538740.0,305700.0,1.0210078806752253e-09,5951.303397504439,0,1,-7049.84993932454,SHORT,1.3318666033736214e-09,7049.849939325872,0.0,0.0,1.889212699328716e-13,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,27975912909.0,1.9e-05,1.1e-05,1999375.0,1932659.0,0.2694542044388872,0.15817586030437858,0.0,0.0,0.766599,0.844174,0.0,0.0,4.760761901518334e-16,0.002519971363314438,0.385784591722718,4.850220832859669,2.815,0.0,0.4429,0.0,0.0,0.6,0.0,2.6001,0.0,1.6502,0.0,0.0,0.6,0.0,0.12961516748619528,0.2700745531955577,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-0.7121893700326364,1,-1.315696065828488,1,0.0,0.0,538740.0,611400.0,0.0,0.0,0.48502208328596697,none,none
WRBY,0.0,3.3342444222583207e-53,0,1,3.3342444222583207e-53,1,92.0,6.103659,,6.103659,1,0,0,0.0,0.0,0.0,3.3342444222583207e-53,0,1,0.0,518809.5,0.0,7.776081178456927e-54,0,1,-3.3342444222583207e-53,SHORT,0.0,3.3342444222583207e-53,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,3204257686.0,0.0,0.000162,2733067.0,813185.0,0.0,0.6379968887768466,0.0,0.0,0.0,0.233219,0.0,0.0,0.0,1.0405668797569737e-58,0.12047812634231028,4.794010112175555,0.571,0.0,0.2909,0.0,0.0,0.3429,0.0,2.801,0.0,1.6502,0.0,0.0,0.3429,0.0,0.03428571428571428,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.4669288824933915,1,-1.0589086229917435,1,0.0,0.0,0.0,518809.5,0.0,0.0,0.4794010112175555,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, room_to_target",trend_aligned
WSM,0.0,1.5682664124081365e-55,0,1,1.5682664124081365e-55,1,31.0,1014.0,,1014.0,1,0,0,0.0,0.0,0.0,1.5682664124081365e-55,0,1,0.0,570000.0,0.0,5.236919510402172e-56,0,1,-1.5682664124081365e-55,SHORT,0.0,1.5682664124081365e-55,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,29304776546.0,0.0,1.9e-05,,,,,0.0,0.0,0.0,0.33393,0.0,0.0,0.0,5.351572669207742e-62,0.1904164862433949,4.666411714265376,0.8478,0.0,0.4564,0.0,0.0,0.6,0.0,2.4162,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.2996151674861953,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5747115421023379,1,-1.0400319539121747,1,0.0,0.0,0.0,570000.0,0.0,0.0,0.46664117142653755,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
ITT,0.0,117221.51904699035,0,1,234443.0380939807,1,44.0,,,,1,0,0,0.0,0.0,0.0,117221.51904699035,0,1,0.0,298900.0,0.0,68921.80568445279,0,1,-117221.51904699035,SHORT,0.0,117221.51904699035,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,18295710000.0,0.0,1.6e-05,8139701.0,5156732.0,0.0,0.05796306653128377,0.0,4e-06,0.0,0.587962,0.0,0.0,0.0,0.0640704946935595,0.21371837654378112,4.218614945022064,0.9755,0.0,0.5617,0.0,0.0,0.6,0.0,2.815,0.2424,0.5612,0.0,0.0,0.6,0.0,0.06,0.14302146569975882,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.0276171800706757,1,-1.7237205361879988,1,0.0,0.0,0.0,597800.0,0.0,0.0,0.4218614945022064,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
FISV,0.0,1.3011608281188502e-22,0,1,1.3011608281188502e-22,1,32.0,9615.0,,9615.0,1,0,0,0.0,0.0,0.0,1.3011608281188502e-22,0,1,0.0,1615075.0,0.0,2.700739935513634e-23,0,1,-1.3011608281188502e-22,SHORT,0.0,1.3011608281188502e-22,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,29744907339.0,0.0,5.4e-05,,,,,0.0,0.0,0.0,0.207564,0.0,0.0,0.0,4.3743986602131205e-29,0.12070380316607317,3.951185774261095,0.4042,0.0,0.2028,0.0,0.0,0.6,0.0,1.701,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.4090571851560657,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.817802909741023,1,-1.9235096018231788,1,0.0,0.0,0.0,1615075.0,0.0,0.0,0.3951185774261095,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended","room_to_target, trend_aligned"
CRS,0.0,4.546804411358023e-18,0,2,4.546804411358023e-18,2,54.5,,,,2,0,0,0.0,0.0,0.0,4.546804411357418e-18,0,2,0.0,2550400.0,0.0,3.62593972995212e-18,0,1,-4.546804411358023e-18,SHORT,0.0,2.2734022056790116e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,28327257970.0,0.0,9e-05,800963.0,224399.0,0.0,11.365469543090656,0.0,0.0,0.0,0.79747,0.0,0.0,0.0,8.025493353739566e-25,0.16345206622118152,3.935825529313695,0.6391,0.0,0.3954,0.0,0.0,0.6,0.0,2.7481,0.0,0.4321,0.1556,0.0,0.6,0.0,0.06,0.3437828331274971,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.361667415153755,1,3.5,1,0.0,0.0,0.0,2550400.0,0.0,0.0,0.3935825529313695,"not_extended, retest_and_confirm, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
IREN,0.021729574992885782,26295.086166600402,1,5,28383.26240757627,6,77.0,6.809822,3.320542,7.507679,6,0,1,0.0,3914.6019941303384,0.021729574992885782,8114.419565296231,1,5,986512.5,17303868.5,0.0020512716150025193,11599.791291192796,0,1,-26295.06443702541,SHORT,0.021729574992885782,5259.017233320081,0.0,0.691409,8.26373979351562e-07,1.0,0.0,0.2,-0.3076923076923077,-0.1076923076923077,31-90,0.2,0,0.0,14598918833.0,6.8e-05,0.001185,,,,,0.0,1e-06,0.0944,0.447851,0.0,0.0,1.4884372768596638e-08,0.0036023333600789537,0.25037528845904455,3.9297145030582743,0.2536,0.0,1.6502,0.0,0.0,0.6,0.0,0.4849,0.0,1.6502,0.6222,0.15,0.6,0.4224,0.4459913415969547,0.6394657222222221,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.977724750164855,1,2658133.0,0.0,1973025.0,18270245.0,0.0,0.0,0.3929714503058274,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
HNGE,0.0,2.4761733433809304e-30,0,1,4.952346686761861e-30,1,45.0,20.253165,,20.253165,1,0,0,0.0,0.0,0.0,2.4761733433809304e-30,0,1,0.0,358150.0,0.0,1.3567885859726401e-30,0,1,-2.4761733433809304e-30,SHORT,0.0,2.4761733433809304e-30,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4340773643.0,0.0,8.3e-05,2842040.0,5856933.0,0.0,0.061149751926477564,0.0,0.0,0.0,0.547938,0.0,0.0,0.0,5.704451664679744e-36,0.1765446162575086,3.6367773704214894,0.6491,0.0,0.5163,0.0,0.0,0.6,0.0,1.3866,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.4822933683227974,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.9997820861713624,1,-0.9362859430150817,1,0.0,0.0,0.0,716300.0,0.0,0.0,0.36367773704214895,"confirmation_volume, momentum_aligned, not_extended, room_to_target, shooting_star_at_resistance",trend_aligned
SANM,0.0,0.2390119341338731,0,1,0.2390119341338731,1,49.0,58.5,,58.5,1,0,0,0.0,0.0,0.0,0.2390119341338731,0,1,0.0,718374.0,0.0,0.17031209009837744,0,1,-0.2390119341338731,SHORT,0.0,0.2390119341338731,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11119307476.0,0.0,6.5e-05,,,,,0.0,0.0,0.0,0.712567,0.0,0.0,0.0,2.149521763381023e-07,0.19055185316340847,3.6210256149783087,0.8285,0.0,0.477,0.0,0.0,0.6,0.0,1.3709,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.4383429360195294,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.3989073554200542,1,-1.5559440202810249,1,0.0,0.0,0.0,718374.0,0.0,0.0,0.3621025614978309,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
TLN,16972.633595142142,164321.30296711973,1,1,345615.2395293816,2,90.0,14.773707,15.375,14.172414,2,0,1,0.0,164321.30296711973,16972.633595142142,164321.30296711973,1,1,681420.0,316793.0,10040.868892353807,3855.477296718705,0,1,-147348.6693719776,SHORT,16972.633595142142,164321.30296711973,0.0,0.0,0.10328930752538107,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,15434302380.0,4.4e-05,2.1e-05,6725277.0,8844940.0,0.10132222063120969,0.0358162972275674,1e-06,0.0,0.591592,0.023463,0.0,0.0,0.010996696304936682,0.10646500173538762,0.3064573557826597,3.4988470872336923,0.7892,0.0253,1.6502,0.0,0.0,0.6,0.0,0.6904,0.4083,1.6502,0.0,0.15,0.6,0.0,0.3830835933943805,0.3625188199454025,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.072848970978445,1,-1.8294757228766807,1,0.0,0.0,681420.0,633586.0,0.0,0.0,0.34988470872336924,none,none
CRWV,0.0,19601.347587482327,0,3,39202.695174964654,3,46.0,4.734318,,4.734318,3,0,0,0.0,0.0,0.0,6992.179024263739,0,3,0.0,13700284.5,0.0,95.12764393847569,0,3,-19601.347587482327,SHORT,0.0,6533.782529160776,0.0,0.643281,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,41132044994.0,0.0,0.000333,,,,,0.0,0.0,0.0,0.004853,0.0,0.0,0.0,0.0015884895900784583,0.08001121179909029,3.4193026515843528,0.1503,0.0,0.0498,0.0,0.0,0.6,0.0,0.47,0.0,1.6502,0.3111,0.0,0.6,0.3881,0.06,0.5899168968253968,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.4081772202805127,1,1762816.0,4113960.0,0.0,27400569.0,2432361.0,0.0,0.3419302651584353,"not_extended, retest_and_confirm, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
DDOG,376876.51689731807,365466.80007324973,2,3,1484686.6339411356,5,63.6,3.818658,7.418463,1.418788,5,1,1,353839.28318102635,0.3662373401253323,353839.28318102635,320248.54444075323,2,3,1502904.5,2610805.5,35503.496209504214,55234.14597099835,0,1,11409.716824068339,LONG,188438.25844865903,121822.26669108325,0.061127,0.123727,1.031219571303827,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,31-90,0.5,0,0.0,95327453694.0,1.6e-05,2.7e-05,42615509.0,30130177.0,0.03526660915865161,0.08665085173578635,0.0,1e-06,0.094205,0.151133,0.0,0.0,0.019767470035813986,0.012779347603485905,0.29602617827659333,3.3327269029151854,0.3426,0.0619,1.6502,0.1556,0.15,0.6,0.0,0.5718,0.0327,1.6502,0.3111,0.15,0.6,0.0169,0.325524594083438,0.2707897175149575,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.0960200725777107,1,0.0,0.0,3005809.0,5221611.0,0.0,0.0,0.3332726902915185,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
CLSK,0.0,3.950551791372503e-14,0,1,3.950551791372503e-14,1,60.0,6.177324,,6.177324,1,0,0,0.0,0.0,0.0,3.950551791372503e-14,0,1,0.0,2013985.0,0.0,1.6156302005055665e-14,0,1,-3.950551791372503e-14,SHORT,0.0,3.950551791372503e-14,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3636143947.0,0.0,0.000554,,,,,0.0,0.0,0.0,0.408963,0.0,0.0,0.0,1.0864673810925182e-19,0.09038558665479211,3.3278113740483066,0.1985,0.0,0.1053,0.0,0.0,0.6,0.0,1.0776,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.355358793477045,1,0.0,0.0,0.0,2013985.0,0.0,0.0,0.3327811374048307,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
