ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
FLR,1.1137119392403413e-16,1.6720862762615117e-23,3,1,1.113712106448969e-16,4,54.75,58.323055,76.351229,4.238532,4,0,0,0.0,0.0,5.435104263327141e-17,1.6720862762615117e-23,3,1,711121.0,119860.0,6.175403045028047e-17,4.2072665778281834e-24,0,0,1.1137117720317137e-16,LONG,3.7123731308011376e-17,1.6720862762615117e-23,0.511983,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7117180521.0,0.0001,1.7e-05,0.0,0.0,0.554488,0.251618,0.0,0.0,5.216072740950416e-23,2.3493661167197357e-29,5.532956918065162,0.3387973903323624,2.6276,0.0,1.7,0.3111,0.0,0.6,0.2943,1.088,0.0,1.7,0.0,0.0,0.6,0.0,0.5805384682539683,0.29242050329372443,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5532956918065162,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
ATI,3.127429048259659e-05,0.0,5,0,3.1274290484472135e-05,5,51.8,7.472731,7.472731,,5,0,0,0.0,0.0,3.119778676948664e-05,0.0,5,0,507859.0,0.0,9.536321371078901e-06,0.0,0,0,3.127429048259659e-05,LONG,6.254858096519317e-06,0.0,0.002446,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.2,22547930993.0,2.3e-05,0.0,0.0,0.0,0.304925,0.0,0.0,0.0,2.7740275143032576e-12,0.0,5.477742360384568,0.13463008934931292,2.5555,0.0,1.7,0.6222,0.0,0.6,0.0,0.7463,0.0,0.0,0.0,0.0,0.6,0.0,0.37587090004994284,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5477742360384568,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
DOV,7.248347309474387e-08,7.821124083222774e-23,3,1,1.4496694618948788e-07,4,60.5,7.194541,9.21819,1.123596,4,0,0,0.0,0.0,4.2012588854049604e-08,7.821124083222774e-23,3,1,316250.0,37600.0,2.6646085524419545e-08,4.937819512993817e-23,0,0,7.24834730947438e-08,LONG,2.4161157698247958e-08,7.821124083222774e-23,0.420384,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,29545231758.0,1.1e-05,1e-06,0.0,0.0,0.367616,0.631344,0.0,0.0,8.1776842693765e-15,2.647169650684848e-29,5.452382743222984,0.21453478291202643,2.6124,0.0,1.7,0.3111,0.0,0.6,0.2288,1.1213,0.0,0.424,0.0,0.0,0.6,0.0,0.32407023573524024,0.102404528,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5452382743222983,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SEZL,1.877006468650656,0.0,4,0,3.754012937301312,4,96.0,29.139961,29.139961,,4,0,0,0.0,0.0,0.9387478808023871,0.0,4,0,334385.0,0.0,0.07943998781114753,0.0,0,0,1.877006468650656,LONG,0.469251617162664,0.0,0.49987,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,2728133189.0,0.000123,0.0,0.0,0.0,0.042323,0.0,0.0,0.0,1.7200465837031535e-06,0.0,5.441231993838525,0.08695266956583232,2.6461,0.0,1.7,0.4667,0.0,0.3429,0.2856,0.5267,0.0,0.0,0.0,0.0,0.3429,0.0,0.5695145238095237,0.03428571428571428,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5441231993838526,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
BOOT,3.1531161085292067e-10,2.3744702819973478e-19,3,1,3.1531161132781473e-10,4,43.5,115.933125,65.244167,268.0,4,0,0,0.0,0.0,3.1530883408598724e-10,2.3744702819973478e-19,3,1,364274.0,25575.0,2.4070995546409743e-10,1.480294735892805e-19,0,0,3.1531161061547367e-10,LONG,1.0510387028430689e-10,2.3744702819973478e-19,9e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4961268092.0,7.3e-05,5e-06,0.0,0.0,0.763403,0.623421,0.0,0.0,2.1184880223220738e-16,4.786014861454796e-25,5.426105641932177,0.33481190760708285,2.815,0.0,1.7,0.3111,0.0,0.6,0.0,1.0481,0.0,1.7,0.0,0.0,0.6,0.0,0.48955129286454646,0.24648653922592115,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5426105641932177,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned
REAL,3.537776275982099e-22,0.0,2,0,3.537776275982099e-22,2,50.0,13.938264,13.938264,,2,0,0,0.0,0.0,3.3691204220858553e-22,0.0,2,0,1989975.0,0.0,4.100062882175234e-23,0.0,0,0,3.537776275982099e-22,LONG,1.7688881379910495e-22,0.0,0.047673,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,1437312284.0,0.001385,0.0,0.0,0.0,0.115894,0.0,0.0,0.0,1.230691588517064e-27,0.0,5.2705500863766215,0.13787678817316865,2.815,0.0,1.7,0.1556,0.0,0.6,0.0,0.7788,0.0,0.0,0.0,0.0,0.6,0.0,0.5355555555555556,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5270550086376622,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
RELY,2664.174293170978,3465.513133381149,3,3,8783.517252827345,6,48.0,4.571997,2.37037,5.672811,6,0,1,0.0,3465.5131313717357,1549.7673386516126,3465.5131313717357,3,3,157740.5,366900.0,1324.1632177838114,1710.0242397100685,0,0,-801.3388402101709,SHORT,888.0580977236594,1155.171044460383,0.418294,0.0,0.7687676227536498,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,4215194264.0,3.7e-05,8.7e-05,0.0,0.0,0.497528,0.49344,0.0,0.0,0.0021068023016356514,0.0027404930167184887,5.225310099075033,0.5576105641932176,2.815,0.0,1.2719,0.3111,0.0,0.6,0.2274,2.815,0.0,1.7,0.3111,0.15,0.6,0.0,0.370437186614433,0.5375826753909148,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5225310099075033,none,none
CENX,26866.420816309743,0.0,1,0,26866.420816309743,1,62.0,26.338346,26.338346,,1,0,0,0.0,0.0,26866.420816309743,0.0,1,0,833000.0,0.0,5275.472924015168,0.0,0,0,26866.420816309743,LONG,26866.420816309743,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6160144685.0,0.000135,0.0,1e-06,0.0,0.196359,0.0,0.0,0.0,0.043613295125566914,0.0,5.116818176381573,0.1222324913962517,2.6568,0.16,1.7,0.0,0.0,0.6,0.0,0.6223,0.0,0.0,0.0,0.0,0.6,0.0,0.536004018293289,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5116818176381572,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SUN,3796.5185631581085,0.0,1,0,3796.5185631581085,1,62.0,14.754717,14.754717,,1,0,0,0.0,0.0,3796.5185631581085,0.0,1,0,82390.0,0.0,1594.3998291247467,0.0,0,0,3796.5185631581085,LONG,3796.5185631581085,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8631214240.0,1e-05,0.0,0.0,0.0,0.419964,0.0,0.0,0.0,0.004398591504731446,0.0,5.1149945308210665,0.205,2.815,0.0,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.2662331240351296,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5114994530821066,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned"
IMVT,1.0284715101042944e-25,0.0,1,0,1.0284715101042944e-25,1,52.0,52.736842,52.736842,,1,0,0,0.0,0.0,1.0284715101042944e-25,0.0,1,0,235000.0,0.0,3.979811755881082e-26,0.0,0,0,1.0284715101042944e-25,LONG,1.0284715101042944e-25,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,5963492874.0,3.9e-05,0.0,0.0,0.0,0.386964,0.0,0.0,0.0,1.7246126252423094e-31,0.0,5.1149945308210665,0.1552160385234856,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.9522,0.0,0.0,0.0,0.0,0.6,0.0,0.3655575494291052,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
VSAT,60.11812092227847,1.0511773869482532e-10,3,1,66.28747007037688,4,44.75,72.537048,108.793175,0.024794,4,0,0,0.0,0.0,53.94877177439029,1.0511773869482532e-10,3,1,451902.5,36260.0,8.541121465244807,3.230481587853074e-12,0,0,60.118120922173354,LONG,20.03937364075949,1.0511773869482532e-10,0.10262,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,1,0.25,8537003553.0,5.3e-05,4e-06,0.0,0.0,0.128881,0.030732,0.0,0.0,2.3473544922817126e-05,1.2313189053070706e-16,4.991584780410367,0.14862283211234656,2.3786,0.0,1.7,0.3111,0.0,0.6,0.0019,0.8862,0.0,0.0,0.0,0.0,0.6,0.0,0.43759011973363887,0.07242454626463221,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.49915847804103675,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ZTS,0.06878215615217466,0.0,3,0,0.06878215615217466,3,33.333333,5.576784,5.576784,,3,0,0,0.0,0.0,0.04132055137827613,0.0,3,0,296851.0,0.0,0.029980634016024053,0.0,0,0,0.06878215615217466,LONG,0.02292738538405822,0.0,0.399255,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,51659989027.0,6e-06,0.0,0.0,0.0,0.435878,0.0,0.0,0.0,4.438132066206066e-09,0.0,4.936261721725568,0.11898164069585601,2.1114,0.0,1.7,0.3111,0.0,0.6,0.2138,0.5898,0.0,0.0,0.0,0.0,0.6,0.0,0.3029964975589164,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4936261721725568,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
ROK,0.5293702023131286,6.270792619749209e-08,6,2,0.5293717992896169,8,36.125,1.253828,1.387993,0.851332,8,0,0,0.0,0.0,0.5293630669698454,6.076576340870376e-08,6,2,1623078.0,188679.0,0.17419530486785353,3.932373351053496e-08,0,0,0.5293701396052024,LONG,0.0882283670521881,3.1353963098746044e-08,1.3e-05,0.030972,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.125,46710553093.0,3.5e-05,4e-06,0.0,0.0,0.329061,0.630731,0.0,0.0,1.8888315639621473e-08,6.712393885878589e-15,4.796607548598844,0.2464015180121726,2.815,0.0,0.6038,0.7778,0.0,0.6,0.0,1.4696,0.0,0.2389,0.1556,0.0,0.6,0.0,0.32132453928288857,0.11187067782018777,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4796607548598844,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CNC,1.0983447956473867e-08,4.917025551309482e-10,5,2,1.1553617426170512e-08,7,62.571429,2.556412,2.430559,2.871044,7,3,1,1.0803604217361684e-08,4.933309066013341e-26,1.0725137302795987e-08,4.917025551309482e-10,5,2,700614.0,325688.0,6.586413986553537e-09,2.0341646035443216e-10,0,0,1.0491745401342918e-08,LONG,2.1966895912947736e-09,2.458512775654741e-10,0.023518,0.0,22.33758568439572,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,1.1702633864808126e-15,1.3097469473819622e-16,4.736478795128239,0.33168843341819354,1.7515,0.0,1.3128,0.6222,0.45,0.6,0.0,0.799,0.0,1.6123,0.1556,0.15,0.6,0.0,0.42790586401125835,0.31420705084927997,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.47364787951282383,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
KRE,14156.36451111626,1677.2205247916907,5,1,21573.479215559688,6,81.333333,28.12838,33.603772,0.75142,6,2,0,6652.612578242494,0.0,4233.712889518174,1677.2205247916907,5,1,365151.0,29202.5,4605.317558151185,916.0002285030034,0,1,12479.14398632457,LONG,2831.272902223252,1677.2205247916907,0.700932,0.0,8.440371615935518,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.4,0,0.0,68.794992,0.0,0.0,0.0,0.0,0.281773,0.546142,0.0,0.0,0.0,0.0,4.6301802171389435,0.17496864520595778,0.9787,0.0,1.7,0.6222,0.3,0.6,0.4292,0.9787,0.0,0.171,0.0,0.0,0.6,0.0,0.36514593650793653,0.07709656,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.46301802171389433,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
CRS,1.8690004538636525e-05,1.4272664578501927e-08,5,1,1.8718549867793526e-05,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,1.8680571440803233e-05,1.4272664578501927e-08,5,1,600357.0,337725.0,3.866724778996083e-06,6.51213879343961e-09,0,0,1.8675731874058024e-05,LONG,3.738000907727305e-06,1.4272664578501927e-08,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,1.6838074952004413e-12,6.429217163667048e-15,4.593346713081388,0.3620029961932342,1.6711,0.0,1.7,0.6222,0.0,0.6,0.0,1.32,0.0,1.7,0.0,0.0,0.6,0.0,0.3894552601344099,0.28510178707283906,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.45933467130813876,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
VST,67.35762483399125,91.74026408311813,8,6,224.40258406995147,14,50.5,23.296563,39.015133,4.958231,14,4,2,4.53049967574548,0.01677103730378529,62.42878372807247,91.64214179323375,8,6,666295.0,1254437.0,2.433588022423486,64.43205848513028,0,0,-24.382639249126882,SHORT,8.419703104248907,15.290044013853022,0.073174,0.00107,0.7342209607437382,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,1.5286720914620435e-06,2.776043676576701e-06,4.583773953120539,0.3886946716039908,0.5949,0.0,1.7,1.0889,0.6,0.6,0.0,0.5092,0.0,1.7,0.7778,0.3,0.6,0.0,0.44277041850144383,0.42142645560549835,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4583773953120539,none,none
