ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,92485.48982640095,0,3,92485.48982640095,3,61.0,74.28,,74.28,3,0,1,0.0,52840.32337650798,0.0,52840.32337650798,0,3,-92485.48982640095,SHORT,0.0,30828.496608800317,0.0,0.57,0.0,1.0,0.05,10.0,0.8603580152477873
CMG,0.0,132727.2118042286,0,3,132727.2118042286,3,54.0,37.62,,37.62,3,0,2,0.0,132263.84557081485,0.0,109227.01360734268,0,3,-132727.2118042286,SHORT,0.0,44242.40393474287,0.0,0.82,0.0,1.0,0.05,9.658794567924522,0.8366277458989813
SPY,364096.3580546919,408579.9459269283,2,3,772676.3039816202,5,51.8,0.84,0.77,0.88,5,1,2,145096.4346900987,245136.3171814693,218999.92336459324,163443.62874545905,2,3,-44483.587872236385,SHORT,182048.17902734596,136193.3153089761,0.6,0.4,0.8911263552808047,1.0,0.6458474088787972,8.492895039976304,0.7555413761317591
XLU,0.0,23833.360210300376,0,2,23833.360210300376,2,43.0,0.66,,0.66,2,0,2,0.0,23833.360210300376,0.0,23538.26482318611,0,2,-23833.360210300376,SHORT,0.0,11916.680105150188,0.0,0.99,0.0,1.0,0.05,6.847941357093289,0.6411375879983702
QQQ,0.0,578163.1282720818,0,2,578163.1282720818,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,380910.87755219336,0,2,-578163.1282720818,SHORT,0.0,289081.5641360409,0.0,0.66,0.0,1.0,0.05,6.73635513381475,0.6333769520732364
IWM,0.0,181740.58492405302,0,1,181740.58492405302,1,56.0,0.52,,0.52,1,0,1,0.0,181740.58492405302,0.0,181740.58492405302,0,1,-181740.58492405302,SHORT,0.0,181740.58492405302,0.0,1.0,0.0,1.0,0.05,6.539643315717769,0.6196959728486674
HOOD,7.83235575065193,57007.27598158437,1,3,57015.10833733502,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.83235575065193,55904.112272069244,1,3,-56999.443625833715,SHORT,7.83235575065193,19002.42532719479,1.0,0.98,0.00013739221206047618,1.0,0.2190602627616915,6.46989805889059,0.6148453064327104
CIA,0.0,122803.809817337,0,1,122803.809817337,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,122803.809817337,0,1,-122803.809817337,SHORT,0.0,122803.809817337,0.0,1.0,0.0,1.0,0.05,5.61442736511525,0.5553487449043227
ORCL,70206.01725885246,117885.59923914037,1,1,188091.61649799283,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,70206.01725885246,117885.59923914037,1,1,-47679.58198028791,SHORT,70206.01725885246,117885.59923914037,1.0,1.0,0.5955436262951332,1.0,0.5335724495503429,5.587546803744484,0.5534792466443
LEU,0.0,85169.2332482819,0,1,85169.2332482819,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,85169.2332482819,0,1,-85169.2332482819,SHORT,0.0,85169.2332482819,0.0,1.0,0.0,1.0,0.05,5.453978222785759,0.5441897743653616
