ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,73632.47884250173,0,3,73632.47884250173,3,61.0,74.28,,74.28,3,0,1,0.0,42068.91265164727,0.0,42068.91265164727,0,3,-73632.47884250173,SHORT,0.0,24544.159614167245,0.0,0.57,0.0,1.0,0.05,10.0,0.859140665006949
CMG,0.0,105670.99372391815,0,3,105670.99372391815,3,54.0,37.62,,37.62,3,0,2,0.0,105302.08391501504,0.0,86961.27126069942,0,3,-105670.99372391815,SHORT,0.0,35223.664574639384,0.0,0.82,0.0,1.0,0.05,9.66247687061702,0.8356327092414212
SPY,289875.9300666107,325291.6136402085,2,3,615167.5437068192,5,51.8,0.84,0.77,0.88,5,1,2,115518.77140397996,195165.69271865144,174357.1586626307,130125.92092155707,2,3,-35415.68357359781,SHORT,144937.96503330534,108430.5378800695,0.6,0.4,0.8911263552808046,1.0,0.6457815057442696,8.508189189880754,0.755238385483382
XLU,0.0,18974.969962582254,0,2,18974.969962582254,2,43.0,0.66,,0.66,2,0,2,0.0,18974.969962582254,0.0,18740.029272004776,0,2,-18974.969962582254,SHORT,0.0,9487.484981291127,0.0,0.99,0.0,1.0,0.05,6.841774708204003,0.6391752345108682
QQQ,0.0,460305.5505238419,0,2,460305.5505238419,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,303262.83814776543,0,2,-460305.5505238419,SHORT,0.0,230152.77526192096,0.0,0.66,0.0,1.0,0.05,6.758523980113656,0.6333769520732364
IWM,0.0,144693.07346874414,0,1,144693.07346874414,1,56.0,0.52,,0.52,1,0,1,0.0,144693.07346874414,0.0,144693.07346874414,0,1,-144693.07346874414,SHORT,0.0,144693.07346874414,0.0,1.0,0.0,1.0,0.05,6.554059200977051,0.6191363013885307
HOOD,6.235743252042492,45386.43900207168,1,3,45392.674745323726,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.235743252042492,44508.15335258053,1,3,-45380.20325881964,SHORT,6.235743252042492,15128.813000690561,1.0,0.98,0.00013739221206047602,1.0,0.2132661283023929,6.470696406147431,0.6133302136785479
CIA,0.0,97770.46048116879,0,1,97770.46048116879,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,97770.46048116879,0,1,-97770.46048116879,SHORT,0.0,97770.46048116879,0.0,1.0,0.0,1.0,0.05,5.62670882846711,0.554547804665471
ORCL,55894.639149687384,93854.81882730738,1,1,149749.45797699474,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,55894.639149687384,93854.81882730738,1,1,-37960.17967761999,SHORT,55894.639149687384,93854.81882730738,1.0,1.0,0.5955436262951332,1.0,0.5325919415168205,5.599505703078895,0.5526531497140332
LEU,0.0,67807.62881785621,0,1,67807.62881785621,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,67807.62881785621,0,1,-67807.62881785621,SHORT,0.0,67807.62881785621,0.0,1.0,0.0,1.0,0.05,5.463256495938756,0.543163606462897
WFC,0.0,67995.49237850578,0,1,67995.49237850578,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,67995.49237850578,0,1,-67995.49237850578,SHORT,0.0,67995.49237850578,0.0,1.0,0.0,1.0,0.05,5.444163917406535,0.5418338383595798
PLTR,0.0,45941.54125468342,0,1,45941.54125468342,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,45941.54125468342,0,1,-45941.54125468342,SHORT,0.0,45941.54125468342,0.0,1.0,0.0,1.0,0.05,5.241238610792878,0.527700409517827
QCOM,0.0,38088.906219287666,0,1,38088.906219287666,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,38088.906219287666,0,1,-38088.906219287666,SHORT,0.0,38088.906219287666,0.0,1.0,0.0,1.0,0.05,5.147011326029856,0.5211376271503956
TLT,0.0,35039.92561546058,0,1,35039.92561546058,1,119.0,0.14,,0.14,1,0,1,0.0,35039.92561546058,0.0,35039.92561546058,0,1,-35039.92561546058,SHORT,0.0,35039.92561546058,0.0,1.0,0.0,0.7,0.0,5.105670796924721,0.5182583242377222
HIMS,0.0,38760.97393934258,0,1,38760.97393934258,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,38760.97393934258,0,1,-38760.97393934258,SHORT,0.0,38760.97393934258,0.0,1.0,0.0,0.7,0.0,4.457664463857504,0.47312570105609386
CRM,2355.6721832762314,494.09413407403525,1,3,2849.766317350267,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2355.6721832762314,209.73934575184938,1,3,1861.578049202196,LONG,2355.6721832762314,164.69804469134507,1.0,0.42,4.767658672351809,1.0,0.422196373877196,4.118489736267828,0.4495027140698719
