ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,91372.72438453698,0,3,91372.72438453698,3,61.0,74.28,,74.28,3,0,1,0.0,52204.560016215866,0.0,52204.560016215866,0,3,-91372.72438453698,SHORT,0.0,30457.57479484566,0.0,0.57,0.0,1.0,0.05,10.0,0.8602944504712079
CMG,0.0,131130.26665350352,0,3,131130.26665350352,3,54.0,37.62,,37.62,3,0,2,0.0,130672.47554254885,0.0,107912.8177665854,0,3,-131130.26665350352,SHORT,0.0,43710.08888450117,0.0,0.82,0.0,1.0,0.05,9.65899189153028,0.8365757900070803
SPY,359715.62929916196,403664.00024810305,2,3,763379.6295472649,5,51.8,0.84,0.77,0.88,5,1,2,143350.66572067572,242186.8899489665,216364.9635784862,161477.11029913655,2,3,-43948.3709489411,SHORT,179857.81464958098,134554.6667493677,0.6,0.4,0.8911263552808047,1.0,0.6458439704220701,8.493715861522153,0.7555255574282166
XLU,0.0,23546.602366931656,0,2,23546.602366931656,2,43.0,0.66,,0.66,2,0,2,0.0,23546.602366931656,0.0,23255.05750379094,0,2,-23546.602366931656,SHORT,0.0,11773.301183465828,0.0,0.99,0.0,1.0,0.05,6.84766301061961,0.6410351165651856
QQQ,0.0,571206.7943638249,0,2,571206.7943638249,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,376327.8401290714,0,2,-571206.7943638249,SHORT,0.0,285603.39718191244,0.0,0.66,0.0,1.0,0.05,6.737559988920757,0.6333769520732364
IWM,0.0,179553.9214521156,0,1,179553.9214521156,1,56.0,0.52,,0.52,1,0,1,0.0,179553.9214521156,0.0,179553.9214521156,0,1,-179553.9214521156,SHORT,0.0,179553.9214521156,0.0,1.0,0.0,1.0,0.05,6.540445472168295,0.6196667434908579
HOOD,7.73811853761378,56321.37674737822,1,3,56329.11486591583,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.73811853761378,55231.48606539391,1,3,-56313.63862884061,SHORT,7.73811853761378,18773.792249126072,1.0,0.98,0.00013739221206047653,1.0,0.21875288724477165,6.469989251159386,0.6147661937907494
CIA,0.0,121326.26089641472,0,1,121326.26089641472,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,121326.26089641472,0,1,-121326.26089641472,SHORT,0.0,121326.26089641472,0.0,1.0,0.0,1.0,0.05,5.615130877741578,0.55530691701577
ORCL,69361.31361979301,116467.22516583472,1,1,185828.53878562775,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,69361.31361979301,116467.22516583472,1,1,-47105.91154604171,SHORT,69361.31361979301,116467.22516583472,1.0,1.0,0.5955436262951332,1.0,0.533521271614789,5.588233826570643,0.5534361051248957
LEU,0.0,84144.49542566093,0,1,84144.49542566093,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,84144.49542566093,0,1,-84144.49542566093,SHORT,0.0,84144.49542566093,0.0,1.0,0.0,1.0,0.05,5.4545269506167555,0.5441361855226876
WFC,0.0,84377.62088359708,0,1,84377.62088359708,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,84377.62088359708,0,1,-84377.62088359708,SHORT,0.0,84377.62088359708,0.0,1.0,0.0,1.0,0.05,5.435385395816912,0.542804803576697
PLTR,0.0,57010.21957774958,0,1,57010.21957774958,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,57010.21957774958,0,1,-57010.21957774958,SHORT,0.0,57010.21957774958,0.0,1.0,0.0,1.0,0.05,5.235474066495086,0.5289000639961782
