ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,209266.68086269798,0.0,5,0,209266.68086269798,5,83.6,16.44,16.44,,5,1,0,74471.18192963586,0.0,74471.18192963586,0.0,5,0,209266.68086269798,LONG,41853.336172539595,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.889168773721933
SPY,309079.6475498634,346841.5513897225,2,3,655921.1989395858,5,51.8,0.84,0.77,0.88,5,1,2,123171.66569411544,208095.0408867834,185907.98185574793,138746.51050293914,2,3,-37761.90383985912,SHORT,154539.8237749317,115613.85046324083,0.6,0.4,0.8911263552808049,1.0,6.390647678424244,0.7553247404084449,0.6458002979708184
NEM,267596.31389120454,0.0,2,0,267596.31389120454,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,133894.9590042496,0.0,2,0,267596.31389120454,LONG,133798.15694560227,0.0,0.5,0.0,inf,1.0,5.443906797222871,0.05,0.5819642230573404
NFLX,206750.21618721282,0.0,1,0,206750.21618721282,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,206750.21618721282,0.0,1,0,206750.21618721282,LONG,206750.21618721282,0.0,1.0,0.0,inf,1.0,5.320167955074078,0.05,0.5736208609463752
SLV,233278.07372021678,0.0,2,0,233278.07372021678,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,118766.66170661646,0.0,2,0,233278.07372021678,LONG,116639.03686010839,0.0,0.51,0.0,inf,1.0,5.305900952054643,0.05,0.5726588770586786
AMAT,167537.8412855221,0.0,1,0,167537.8412855221,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,167537.8412855221,0.0,1,0,167537.8412855221,LONG,167537.8412855221,0.0,1.0,0.0,inf,1.0,5.25844462078178,0.05,0.5694590301117408
TQQQ,166583.52882925913,0.0,1,0,166583.52882925913,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,166583.52882925913,0.0,1,0,166583.52882925913,LONG,166583.52882925913,0.0,1.0,0.0,inf,1.0,5.208485709089936,0.05,0.5660904412056513
SOXS,22903.104877303384,0.0,1,0,22903.104877303384,1,56.0,1.33,1.33,,1,1,0,22903.104877303384,0.0,22903.104877303384,0.0,1,0,22903.104877303384,LONG,22903.104877303384,0.0,1.0,0.0,inf,1.0,5.080470280665221,0.05,0.5574587209099869
TSM,81708.83329673656,0.0,1,0,81708.83329673656,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,81708.83329673656,0.0,1,0,81708.83329673656,LONG,81708.83329673656,0.0,1.0,0.0,inf,1.0,4.801237985042229,0.05,0.5386308725561348
ORCL,59597.5504566465,100072.51832649417,1,1,159670.06878314068,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,59597.5504566465,100072.51832649417,1,1,-40474.96786984767,SHORT,59597.5504566465,100072.51832649417,1.0,1.0,0.5955436262951331,1.0,4.715821037963341,0.5528885441806998,0.5328714480495167
BMNR,38061.52591034038,0.0,1,0,38061.52591034038,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,38061.52591034038,0.0,1,0,38061.52591034038,LONG,38061.52591034038,0.0,1.0,0.0,inf,1.0,4.445828302734705,0.05,0.5146665972668197
USAR,236.66748097032453,0.0,3,0,236.66748097032453,3,31.33,1.26,1.26,,3,2,0,1.006521214449867,0.0,235.66095975587467,0.0,3,0,236.66748097032453,LONG,78.88916032344152,0.0,1.0,0.0,inf,1.0,4.062927802258351,0.05,0.4888486934262253
CRM,2511.7308911530768,526.826911020054,1,3,3038.5578021731308,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2511.7308911530768,223.6341701341815,1,3,1984.9039801330227,LONG,2511.7308911530768,175.608970340018,1.0,0.42,4.7676586723518115,1.0,3.087267162919328,0.45071948200809214,0.42306264055825993
NOW,300.3481163366078,0.0,1,0,300.3481163366078,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,300.3481163366078,0.0,1,0,300.3481163366078,LONG,300.3481163366078,0.0,1.0,0.0,inf,1.0,1.863305464846843,0.05,0.3405343456458912
HOOD,6.648849133868591,48393.20245416783,1,3,48399.8513033017,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.648849133868591,47456.73208586078,1,3,-48386.553605033965,SHORT,6.648849133868591,16131.067484722611,1.0,0.98,0.00013739221206047634,1.0,0.0,0.6137619791630109,0.2148968986923822
