ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
AVTX,9.783579582346705e-07,8.742418630925657e-07,10,7,2.8309577795619068e-06,17,53.352941,3.113927,4.725771,0.811291,17,0,1,0.0,1.3884299714238305e-07,7.950596485683644e-07,2.2331080976861324e-07,10,7,1385065.0,905564.0,9.8177290992062e-08,3.765511437660201e-07,0,0,1.0411609514210474e-07,LONG,9.783579582346705e-08,1.2489169472750938e-07,0.187353,0.744566,1.1190930102269432,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,328837362.0,0.004212,0.002754,0.0,0.0,0.100349,0.430717,0.0,0.0,2.9752031590457486e-12,3.797977637574813e-12,6.5773895308210655,0.5170410029868685,2.815,0.0,1.7,1.4,0.0,0.6,0.0624,2.815,0.0,0.2117,0.9333,0.15,0.6,0.4604,0.6662394999999999,0.5255415499047619,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.6577389530821065,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned"
SYY,639.3078796242312,2281.4382151551185,5,10,5202.184309934469,15,65.866667,13.743729,11.482153,14.874516,15,2,1,639.3077656405947,1.4354720174687912e-05,639.3076092370002,2281.4381231442853,5,10,1227903.0,416602.5,312.28223608628264,1325.0814636247226,0,1,-1642.1303355308874,SHORT,127.86157592484624,228.14382151551186,0.0,0.0,0.2802214302265309,1.0,0.0,0.1,-0.3076923076923077,-0.2076923076923077,31-90,0.1,0,0.0,36528040599.0,3.4e-05,1.1e-05,0.0,0.0,0.488469,0.58081,0.0,0.0,3.50036776755955e-05,6.245717475515443e-05,6.037216753043289,0.5927500303146995,2.815,0.0,1.7,0.6222,0.3,0.6,0.0,2.0775,0.0,1.7,1.4,0.15,0.6,0.0,0.44222949704643716,0.4250745531955577,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.6037216753043289,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned"
PRAX,1.8522212089440946,0.0,5,0,1.8522212089440946,5,53.4,31.3125,31.3125,,5,2,0,1.389435252632426e-26,0.0,0.6410056017092667,0.0,5,0,504160.0,0.0,0.07517835573129135,0.0,0,0,1.8522212089440946,LONG,0.3704442417888189,0.0,0.653926,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.4,0,0.0,9538910303.0,5.3e-05,0.0,0.0,0.0,0.040588,0.0,0.0,0.0,3.883506920830503e-07,0.0,6.003193033302344,0.14071716638128604,2.3853,0.0,1.7,0.6222,0.3,0.6,0.3957,0.8072,0.0,0.0,0.0,0.0,0.6,0.0,0.53808023084475,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.6003193033302344,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
YPF,5.563563656497824,0.0,5,0,5.563563656497824,5,63.6,2.911707,2.911707,,5,2,0,5.563563620451922,0.0,5.5635634071844215,0.0,5,0,1600618.0,0.0,3.0318057865024897,0.0,0,0,5.563563656497824,LONG,1.1127127312995648,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.4,1,0.2,15964566268.0,0.0001,0.0,0.0,0.0,0.54494,0.0,0.0,0.0,6.969890146843072e-07,0.0,5.9660611135261,0.1295283120106369,2.8039,0.0,1.64,0.6222,0.3,0.6,0.0,0.6953,0.0,0.0,0.0,0.0,0.6,0.0,0.6062182982222222,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.59660611135261,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
IVZ,179177.69137271796,1.5648215076256826e-08,5,4,179177.69137274928,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,6.860058884664621e-09,91834.80560605896,7.141113778053123e-09,5,4,4317320.0,268423.5,85254.82685452705,8.862642245348724e-09,0,0,179177.6913727023,LONG,35835.53827454359,3.9120537690642064e-09,0.487465,0.543647,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,2,0.2222,11007546407.0,0.000392,2.4e-05,8e-06,0.0,0.475812,0.566368,0.0,0.0,0.03255542783971802,3.553974359423481e-15,5.871656563028086,0.594140905463059,2.815,0.1148,1.7,0.6222,0.0,0.3429,0.2768,2.815,0.0,1.7,0.4667,0.3,0.3429,0.3169,0.595666203220702,0.39972719372626303,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5871656563028086,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned
AS,475.55405583527516,0.0,5,0,950.8956461926001,5,65.0,4.920413,4.920413,,5,1,0,131.10488999553502,0.0,223.22353847285385,0.0,5,0,375735.0,0.0,187.89118931331166,0.0,0,0,475.55405583527516,LONG,95.11081116705503,0.0,0.530603,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.2,0,0.0,20695036732.0,1.8e-05,0.0,0.0,0.0,0.395065,0.0,0.0,0.0,4.5958271250607915e-05,0.0,5.770891854814698,0.1457963234330481,2.3911,0.0,1.7,0.6222,0.15,0.6,0.3076,0.858,0.0,0.0,0.0,0.0,0.6,0.0,0.4040126578701105,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5770891854814698,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
NVT,2.6685370763405967,25441.876866768107,6,5,50873.73937598065,11,63.363636,5.703975,5.692527,5.717713,11,0,0,0.0,0.0,1.8628335958719255,25429.193971821267,6,5,818953.0,1104298.0,1.1135404086646774,2007.12784866166,0,0,-25439.208329691766,SHORT,0.4447561793900994,5088.375373353621,0.301927,0.000499,0.00010488758711925886,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,21783342584.0,3.8e-05,5.1e-05,0.0,0.0,0.417285,0.078871,0.0,0.0,2.041726046749022e-07,0.0023359020103237344,5.63175753554874,0.5737216753043288,2.4097,0.0,1.7,0.7778,0.0,0.6,0.1442,2.815,0.0,1.7,0.6222,0.0,0.6,0.0,0.4546938694092,0.46292880970490435,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.563175753554874,none,none
IP,0.1780543677335741,4.100135869035826e-05,3,2,0.1780953690922646,5,51.4,12.507833,7.193565,20.479235,5,0,0,0.0,0.0,0.11307712736785835,4.100135869026369e-05,3,2,684066.0,490162.0,0.06839944978276842,2.3307890608341845e-05,0,0,0.17801336637488374,LONG,0.05935145591119137,2.050067934517913e-05,0.364929,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,19659199825.0,3.5e-05,2.5e-05,0.0,0.0,0.384149,0.568466,0.0,0.0,3.019016869431072e-08,1.0428033453889129e-11,5.615340641932177,0.5038599062763536,2.815,0.0,1.7,0.3111,0.0,0.6,0.1892,2.583,0.0,1.7,0.1556,0.0,0.6,0.0,0.4031978486162219,0.336050753184522,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5615340641932177,none,none
VOYA,16.781539892522293,0.0,4,0,16.781539892522293,4,34.75,22.785441,22.785441,,4,0,0,0.0,0.0,16.781521196798266,0.0,4,0,1179651.0,0.0,15.35837107153447,0.0,0,0,16.781539892522293,LONG,4.195384973130573,0.0,1e-06,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,6906209817.0,0.000171,0.0,0.0,0.0,0.915194,0.0,0.0,0.0,6.0748009172895545e-06,0.0,5.581661197487733,0.205,2.815,0.0,1.7,0.4667,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.5666666666666667,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5581661197487733,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SMG,2.1780035376076878e-14,23358.37579827713,2,1,46716.75159655426,3,72.0,4.832929,6.750887,0.997015,3,0,0,0.0,0.0,1.1149577478876054e-14,23358.37579827713,2,1,537740.0,400000.0,1.0481536249283512e-14,11629.498082823688,0,0,-23358.37579827713,SHORT,1.0890017688038439e-14,23358.37579827713,0.488083,0.0,9.324293591373477e-19,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3832945288.0,0.00014,0.000104,0.0,3e-06,0.481245,0.497873,0.0,0.0,2.841161788072577e-20,0.06094106240286394,5.547752229233764,0.39829074601769987,2.815,0.0,1.7,0.1556,0.0,0.6,0.2772,2.815,0.2299,0.338,0.0,0.0,0.6,0.0,0.5632757698412698,0.40679129293559324,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5547752229233764,none,none
