ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
ADMA,1242291.2748914803,0.0,3,0,1242291.2748914803,3,60.666667,745.720988,745.720988,,3,2,0,1205540.8671436643,0.0,966907.7067501651,0.0,3,0,32.80346915920422,2329138.0,0.0,1242291.2748914803,LONG,414097.09163049347,0.0,0.221674,0.0,99.0,1.0,1974339569.0,0.00118,0.0,7.903576666666668,0.18,0.7903576666666667,none,trend_aligned
BTDR,126824.56635660719,2702.9934087237193,5,1,132230.55317405463,6,49.666667,4.957609,3.524955,12.120879,6,2,0,103232.13015891262,0.0,54228.316614718984,2702.9934087237193,5,1,4.604785875694178,648323.0,38713.0,124121.57294788347,LONG,25364.91327132144,2702.9934087237193,0.572415,0.0,46.92004277453652,1.0,1675086784.0,0.000387,2.3e-05,7.581076473109728,0.40211092916182806,0.7581076473109728,none,trend_aligned
KWEB,79586.20424027204,6699.923737996482,8,1,86721.07829759705,9,57.888889,2.904924,2.83098,3.496482,9,5,0,75555.30607367991,0.0,71364.34883489921,6699.923737996482,8,1,59.50354382058446,570634.0,88775.0,72886.28050227556,LONG,9948.275530034005,6699.923737996482,0.103308,0.0,11.878673153982971,1.0,4223436000.0,0.000135,2.1e-05,7.539002549363102,0.40801085142259125,0.7539002549363102,none,trend_aligned
ONON,24904.521866407627,2275.4264058847757,5,1,32111.41752301623,6,60.833333,596.051354,714.603357,3.291339,6,1,1,2414.7694538873407,2275.4264058847757,15018.369802667616,2275.4264058847757,5,1,2.924142394250973,1245332.0,42258.5,22629.09546052285,LONG,4980.904373281525,2275.4264058847757,0.396962,0.0,10.944991146274303,1.0,9532603365.0,0.000131,4e-06,6.637577418461136,0.34992365282958143,0.6637577418461136,none,trend_aligned
OXY,188322.64061233282,327108.13623698644,13,11,874279.6431315782,24,62.541667,9.131227,8.649553,9.656689,24,3,2,44226.612920209285,105500.8681779115,72325.45403821187,103640.81567025007,13,11,20.01306591635426,1637664.0,786673.0,-138785.49562465362,SHORT,14486.356970179448,29737.103294271496,0.615949,0.68316,0.5757198300805794,1.0,63476121980.0,2.6e-05,1.2e-05,6.485351229845885,0.6269802263995424,0.6485351229845885,none,not_extended
ROP,665052.1848877555,194656.78186099796,5,2,1054365.7486097515,7,49.0,58.457143,46.88,87.4,7,1,0,313412.73521099676,0.0,313412.73521099676,144531.69170041897,5,2,4.040327869719038,749230.0,219185.0,470395.4030267576,LONG,133010.43697755111,97328.39093049898,0.52874,0.257505,3.416537448783373,1.0,36134762691.0,2.1e-05,6e-06,6.2598291889687445,0.49297701784929265,0.6259829188968744,none,trend_aligned
MARA,255940.54694456645,0.0,1,0,255940.54694456645,1,35.0,11.617363,11.617363,,1,0,0,0.0,0.0,255940.54694456645,0.0,1,0,0.0,326872.0,0.0,255940.54694456645,LONG,255940.54694456645,0.0,0.0,0.0,99.0,1.0,3262413168.0,0.0001,0.0,6.000000000000001,0.05,0.6000000000000001,none,trend_aligned
GLBE,470313.3529820038,0.0,1,0,940626.7059640076,1,112.0,925.0,925.0,,1,0,0,0.0,0.0,470313.3529820038,0.0,1,0,0.0,592013.0,0.0,470313.3529820038,LONG,470313.3529820038,0.0,0.0,0.0,99.0,0.7,5223633134.0,0.000113,0.0,5.7857142857142865,0.02857142857142857,0.5785714285714286,none,trend_aligned
MKC,57134.865385877434,0.0,1,0,57134.865385877434,1,49.0,3.990654,3.990654,,1,1,0,57134.865385877434,0.0,57134.865385877434,0.0,1,0,0.0,70948.0,0.0,57134.865385877434,LONG,57134.865385877434,0.0,0.0,0.0,99.0,1.0,766052182.0,9.3e-05,0.0,5.485143977675092,0.05,0.5485143977675092,none,trend_aligned
VRT,112089.18258741876,21.584937640488224,6,3,138083.556130207,9,56.555556,288.624907,430.423637,5.027447,9,0,0,0.0,0.0,83464.50486288262,14.087907623004815,6,3,2480.077573782613,1401747.0,752360.0,112067.59764977827,LONG,18681.53043123646,7.194979213496075,0.255374,0.347327,99.0,1.0,96567852314.0,1.5e-05,8e-06,5.0886070071183624,0.39885389210448186,0.5088607007118362,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
