ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,78510.48758561487,0,3,78510.48758561487,3,61.0,74.28,,74.28,3,0,1,0.0,44855.896425029976,0.0,44855.896425029976,0,3,-78510.48758561487,SHORT,0.0,26170.16252853829,0.0,0.57,0.0,1.0,0.05,10.0,0.8594875844158644
CMG,0.0,112671.49186525185,0,3,112671.49186525185,3,54.0,37.62,,37.62,3,0,2,0.0,112278.14249786126,0.0,92722.28661955045,0,3,-112671.49186525185,SHORT,0.0,37557.16395508395,0.0,0.82,0.0,1.0,0.05,9.66144752649285,0.8359162765290971
SPY,309079.6475498634,346841.5513897225,2,3,655921.1989395858,5,51.8,0.84,0.77,0.88,5,1,2,123171.66569411544,208095.0408867834,185907.98185574793,138746.51050293914,2,3,-37761.90383985912,SHORT,154539.8237749317,115613.85046324083,0.6,0.4,0.8911263552808049,1.0,0.6458002979708184,8.503918889199669,0.7553247404084449
XLU,0.0,20232.02487683781,0,2,20232.02487683781,2,43.0,0.66,,0.66,2,0,2,0.0,20232.02487683781,0.0,19981.5198217195,0,2,-20232.02487683781,SHORT,0.0,10116.012438418906,0.0,0.99,0.0,1.0,0.05,6.843706301751423,0.6397344401786561
QQQ,0.0,490799.8994206327,0,2,490799.8994206327,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,323353.41229657736,0,2,-490799.8994206327,SHORT,0.0,245399.94971031634,0.0,0.66,0.0,1.0,0.05,6.752394299306686,0.6333769520732364
IWM,0.0,154278.70861975092,0,1,154278.70861975092,1,56.0,0.52,,0.52,1,0,1,0.0,154278.70861975092,0.0,154278.70861975092,0,1,-154278.70861975092,SHORT,0.0,154278.70861975092,0.0,1.0,0.0,1.0,0.05,6.550147644486219,0.6192957725135151
HOOD,6.648849133868591,48393.20245416783,1,3,48399.8513033017,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.648849133868591,47456.73208586078,1,3,-48386.553605033965,SHORT,6.648849133868591,16131.067484722611,1.0,0.98,0.00013739221206047634,1.0,0.2148968986923822,6.470666292170493,0.6137619791630109
CIA,0.0,104247.56363649611,0,1,104247.56363649611,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,104247.56363649611,0,1,-104247.56363649611,SHORT,0.0,104247.56363649611,0.0,1.0,0.0,1.0,0.05,5.6234566673284645,0.5547760302348834
ORCL,59597.5504566465,100072.51832649417,1,1,159670.06878314068,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,59597.5504566465,100072.51832649417,1,1,-40474.96786984767,SHORT,59597.5504566465,100072.51832649417,1.0,1.0,0.5955436262951331,1.0,0.5328714480495167,5.596346883033768,0.5528885441806998
LEU,0.0,72299.7525575822,0,1,72299.7525575822,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,72299.7525575822,0,1,-72299.7525575822,SHORT,0.0,72299.7525575822,0.0,1.0,0.0,1.0,0.05,5.460868355417924,0.5434560149972687
