ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
YPF,24004.463047230518,0.0,2,0,24004.463047230518,2,44.5,20.363035,20.363035,,2,1,0,24004.463047230518,0.0,24004.463047230518,0.0,2,0,1253720.0,0.0,12769.052891245732,0.0,1,0,24004.463047230518,LONG,12002.231523615259,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,18674491412.0,6.7e-05,0.0,,,,,1e-06,0.0,0.531945,0.0,0.0,0.0,0.006427072769383573,0.0,5.316386398057375,0.17144976083391442,2.7546,0.006,1.6502,0.1556,0.15,0.6,0.0,0.764,0.0,0.3505,0.0,0.0,0.6,0.0,0.47461505164634066,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.110168484401365,1,-1.2669883739057626,1,0.0,0.0,1253720.0,0.0,0.0,0.0,0.5316386398057376,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
NXE,0.02197783030111984,0.0,1,0,0.02197783030111984,1,36.0,2.32849,2.32849,,1,1,0,0.02197783030111984,0.0,0.02197783030111984,0.0,1,0,662819.0,0.0,0.0056101769878076566,0.0,1,0,0.02197783030111984,LONG,0.02197783030111984,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,7239761990.0,9.2e-05,0.0,542069.0,1347436.0,1.2227576194174543,0.0,0.0,0.0,0.255265,0.0,0.0,0.0,3.0357117169703864e-08,0.0,5.21516373854376,0.1634246365361497,2.815,0.0,1.6502,0.0,0.15,0.6,0.0,0.5685,0.0,0.4657,0.0,0.0,0.6,0.0,0.47200940284705223,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,3.4773170128110436,1,-1.2689050747105535,1,0.0,0.0,662819.0,0.0,0.0,877500.0,0.521516373854376,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
BWA,5.527069619628919e-18,0.0,1,0,5.527069619628919e-18,1,49.0,833.333333,833.333333,,1,0,0,0.0,0.0,5.527069619628919e-18,0.0,1,0,710500.0,0.0,9.563371641897509e-19,0.0,1,0,5.527069619628919e-18,LONG,5.527069619628919e-18,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,12680205653.0,5.6e-05,0.0,647065.0,1741262.0,1.0980349733025276,0.0,0.0,0.0,0.173028,0.0,0.0,0.0,4.3588170183354036e-24,0.0,5.065163738543761,0.20439921576276954,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,0.8978,0.0,0.5462,0.0,0.0,0.6,0.0,0.41453435824903195,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1.4221532889950759,1,-0.9579853281308033,1,0.0,0.0,710500.0,0.0,707725.0,0.0,0.5065163738543761,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
BTU,7.224183988993746e-13,0.0,1,0,7.224183988993746e-13,1,45.0,10.859914,10.859914,,1,0,0,0.0,0.0,7.224183988993746e-13,0.0,1,0,1020000.0,0.0,3.157224738082535e-13,0.0,1,0,7.224183988993746e-13,LONG,7.224183988993746e-13,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2901276000.0,0.000352,0.0,,,,,0.0,0.0,0.437035,0.0,0.0,0.0,2.4900023262156876e-18,0.0,4.812514051429733,0.1512884253745452,2.5623,0.0,1.6502,0.0,0.0,0.6,0.0,0.5892,0.0,0.3237,0.0,0.0,0.6,0.0,0.52,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.971056129211138,1,-1.9331252101453054,1,0.0,0.0,1020000.0,0.0,0.0,0.0,0.48125140514297327,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
AS,5.602685607267925e-17,0.0,1,0,1.120537121453585e-16,1,48.0,40.0,40.0,,1,0,0,0.0,0.0,5.602685607267925e-17,0.0,1,0,385000.0,0.0,4.0049700564696695e-18,0.0,1,0,5.602685607267925e-17,LONG,5.602685607267925e-17,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,18486673879.0,2.1e-05,0.0,1441509.0,73720.0,0.2670812322364966,0.0,0.0,0.0,0.071483,0.0,0.0,0.0,3.03066178585663e-23,0.0,4.802400308338797,0.18074041945357688,2.5522,0.0,1.6502,0.0,0.0,0.6,0.0,0.7858,0.0,0.4216,0.0,0.0,0.6,0.0,0.3066899150099666,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.1826954226258088,1,-1.2250868719123609,1,0.0,0.0,770000.0,0.0,0.0,0.0,0.48024003083387967,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
JETS,0.7822884841508448,0.0,1,0,0.7822884841508448,1,35.0,1.66299,1.66299,,1,0,0,0.0,0.0,0.7822884841508448,0.0,1,0,944000.0,0.0,0.3188087261009605,0.0,1,0,0.7822884841508448,LONG,0.7822884841508448,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1000450000.0,0.000944,0.0,,,,,0.0,0.0,0.407533,0.0,0.0,0.0,7.81936612675141e-06,0.0,4.600186727719024,0.1367882090488028,2.35,0.0,1.6502,0.0,0.0,0.6,0.0,0.4409,0.0,0.327,0.0,0.0,0.6,0.0,0.42908332,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.4136872241265568,1,-1.9720892857808296,1,0.0,0.0,944000.0,0.0,0.0,0.0,0.4600186727719024,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
SMMT,1.5148071897966616e-27,4.8250915500924675e-26,1,1,4.9765722690721337e-26,2,71.0,13.99496,21.771014,6.218905,2,0,0,0.0,0.0,1.5148071897966616e-27,4.8250915500924675e-26,1,1,1007500.0,2000000.0,5.778104131528662e-28,7.610001111032914e-27,0,1,-4.6736108311128014e-26,SHORT,1.5148071897966616e-27,4.8250915500924675e-26,0.0,0.0,0.03139437198383587,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,12434125573.0,8.1e-05,0.000161,6150787.0,575212.0,0.16380017711554634,3.4769789225537715,0.0,0.0,0.381442,0.157717,0.0,0.0,1.2182659575885092e-33,3.880523420617434e-32,4.591423823043378,0.5017951285619747,2.3413,0.0,1.6502,0.0,0.0,0.6,0.0,2.7678,0.0,1.6502,0.0,0.0,0.6,0.0,0.477628760665004,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.03905730391309,1,0.6812138964180758,1,0.0,0.0,1007500.0,2000000.0,0.0,0.0,0.45914238230433785,none,none
NRG,340049.71746083454,0.0,1,0,340049.71746083454,1,30.0,143.071429,143.071429,,1,0,0,0.0,0.0,340049.71746083454,0.0,1,0,560911.0,0.0,148013.6313496967,0.0,1,0,340049.71746083454,LONG,340049.71746083454,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,26478801985.0,2.1e-05,0.0,,,,,6e-06,0.0,0.435271,0.0,0.0,0.0,0.12842337718053468,0.0,4.360237966430848,0.15137318332898492,1.6184,0.4917,1.6502,0.0,0.0,0.6,0.0,0.6252,0.0,0.2885,0.0,0.0,0.6,0.0,0.3558606064084158,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.3300671148754155,1,-2.6099086634461055,1,0.0,0.0,560911.0,0.0,0.0,0.0,0.4360237966430848,"confirmation_volume, hammer_at_support, room_to_target","momentum_aligned, not_extended, trend_aligned"
QCOM,360653.5158664126,0.025362221656436718,4,1,360653.5785953097,5,54.2,14.338604,12.849845,18.804878,5,0,1,0.0,0.025362221656436718,340591.1471887943,0.025362221656436718,4,1,2316539.5,747818.5,55245.861434853905,0.012554660275556982,1,0,360653.49050419097,LONG,90163.37896660315,0.025362221656436718,0.055628,0.0,99.0,1.0,0.25,0.0,-0.05769230769230771,-0.3076923076923077,8-30,0.0,0,0.0,214636560000.0,1.1e-05,3e-06,,,,,0.0,0.0,0.153183,0.495014,0.0,0.0,0.004200746553457768,1.1816356755082507e-09,3.631180648882971,0.32846316053062125,0.9143,0.0,1.6502,0.4667,0.0,0.6,0.0,0.8845,0.0,1.6502,0.0,0.15,0.6,0.0,0.31674121986222437,0.25332330638683376,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.9095406313429133,1,-1.509941045789079,1,500429.0,0.0,3141018.0,1495637.0,0.0,1126231.0,0.3631180648882971,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned"
LRCX,1.7185386649698803e-10,1.5485741174410372e-10,3,1,4.245695140277641e-10,4,54.25,19.356057,19.356057,,4,2,0,1.0857845909404214e-10,0.0,7.39956307103157e-11,1.5485741174410372e-10,3,1,1327710.0,1154225.0,9.532494796660305e-11,1.153999579905971e-10,2,1,1.699645475288431e-11,LONG,5.7284622165662674e-11,1.5485741174410372e-10,0.569427,0.0,1.1097555135492665,1.0,0.6666666666666666,0.0,0.3589743589743589,-0.3076923076923077,31-90,0.6667,0,0.0,347608715160.0,4e-06,3e-06,,,,,0.0,0.0,0.505764,0.745201,0.0,0.0,1.6479627715690406e-18,4.454934671957944e-18,3.5397581912162615,0.10676150549809536,0.3432,0.0,1.6502,0.3111,0.3,0.6,0.3353,0.3192,0.0,0.1484,0.0,0.0,0.6,0.0,0.33706615737574336,0.06832330638683377,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,2125300.0,1154225.0,0.0,1371024.0,0.3539758191216261,none,none
CIFR,29454.16840240189,0.0,3,0,29454.16840240189,3,66.666667,14.308935,14.308935,,3,0,0,0.0,0.0,29454.168260801558,0.0,3,0,2753513.0,0.0,5861.7297037619055,0.0,1,0,29454.16840240189,LONG,9818.056134133963,0.0,0.0,0.0,99.0,1.0,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.0,0,0.0,7821020647.0,0.000352,0.0,,,,,1e-06,0.0,0.199012,0.0,0.0,0.0,0.012553420553748302,0.0,3.4810193833011533,0.12342403344012517,0.888,0.0318,1.6502,0.3111,0.0,0.6,0.0,0.4595,0.0,0.1748,0.0,0.0,0.6,0.0,0.5542896049628672,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.433354766278968,1,0.0,0.0,2753513.0,0.0,0.0,4868032.0,0.3481019383301153,"not_extended, retest_and_confirm, trend_aligned","confirmation_volume, momentum_aligned, room_to_target"
W,4.585034924574173,0.0,1,0,9.170069849148346,1,34.0,65.372549,65.372549,,1,1,0,4.585034924574173,0.0,4.585034924574173,0.0,1,0,576282.0,0.0,0.23360489835328152,0.0,1,0,4.585034924574173,LONG,4.585034924574173,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,6578956606.0,8.8e-05,0.0,,,,,0.0,0.0,0.050949,0.0,0.0,0.0,6.969243299754595e-06,0.0,3.4744393601196704,0.1504491385303185,1.0743,0.0,1.6502,0.0,0.15,0.6,0.0,0.5699,0.0,0.3345,0.0,0.0,0.6,0.0,0.5087354364471284,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.864477317954037,1,-2.0614529119782263,1,0.0,0.0,1152564.0,0.0,0.0,0.0,0.34744393601196705,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
INTC,1099682.4246782558,0.2056411731100067,2,2,1099682.8906167224,4,49.0,2.137557,1.398519,2.876595,4,2,0,1099682.4246782558,0.0,1099682.3700221356,0.2046133490564364,2,2,3765735.5,881416.0,36164.76104764164,0.0008167830976771389,1,0,1099682.2190370827,LONG,549841.2123391279,0.10282058655500335,0.0,0.004998,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,543662420000.0,7e-06,2e-06,,,,,0.0,0.0,0.032887,0.003972,0.0,0.0,0.010113651267989571,1.891257934565412e-09,3.4540576839679766,0.3156693902738215,0.7268,0.0215,1.6502,0.1556,0.3,0.6,0.0,0.751,0.0,1.6502,0.1556,0.0,0.6,0.0,0.19330502125102483,0.2413460693365407,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,10048281.0,2800839.0,5531267.0,1762832.0,0.0,0.0,0.34540576839679765,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
