ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
UVIX,76633.58186595631,0.0,3,0,97554.17017999673,3,84.333333,7.331695,7.331695,,3,2,0,76633.58186502689,0.0,55712.99355098647,0.0,3,0,104962810320.1317,166596.5,0.0,76633.58186595631,LONG,25544.5272886521,0.0,0.272995,0.0,99.0,1.0,101607448.0,0.00164,0.0,2.514040829826973,0.0,7.940234523809524,0.18,0.7940234523809524,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned"
IVZ,3080849.3288742565,2.6906135773053246e-07,5,4,3080849.3288747943,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,1.1795445989363259e-07,1579042.5529603849,1.2278702455633612e-07,5,4,5518865031698.051,4317320.0,268423.5,3080849.3288739873,LONG,616169.8657748513,6.726533943263312e-08,0.487465,0.543647,99.0,0.7,10652607386.0,0.000405,2.5e-05,0.578421642183717,6.314448378247319e-14,7.895808333333334,0.48327360140428144,0.7895808333333334,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
KWEB,618396.4249650774,281816.3921227944,6,2,919220.733465862,8,59.75,287.49026,7.479201,1127.523436,8,2,0,203898.64190337708,0.0,177248.90822128777,262808.4757448042,6,2,1.51974299226175,811643.0,297250.0,336580.032842283,LONG,103066.0708275129,140908.1960613972,0.713373,0.067448,2.194323830161117,1.0,4223436000.0,0.000192,7e-05,0.24403369869346403,0.33363402703722084,7.312534650004907,0.5756873321268561,0.7312534650004907,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
HUT,51.91904935573263,53.930559636727814,5,5,174.57197838726606,10,63.3,1.846242,3.41291,0.279573,10,2,2,11.193003588396026,13.22780113570232,14.837689848079993,25.149444184561666,5,5,3.1908864546097147,1610124.5,366448.5,-2.011510280995182,SHORT,10.383809871146527,10.786111927345562,0.714215,0.53367,0.9627018466979657,1.0,7864126181.0,0.000205,4.7e-05,1.3204022458635225e-05,1.3715588584279307e-05,7.022058333333334,0.4266464863417078,0.7022058333333334,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
LITE,2838629.233053667,114322.91942798006,4,2,3067275.0719096274,6,67.666667,2.506754,3.584285,0.35169,6,0,0,0.0,0.0,1468625.3973605437,73170.01237485766,4,2,19.188139433804917,5595357.0,726250.0,2724306.313625687,LONG,709657.3082634168,57161.45971399003,0.482629,0.359971,24.829922532217317,1.0,63633108000.0,8.8e-05,1.1e-05,0.11152328254395757,0.008982974666896678,6.624226739729702,0.24793119767367097,0.6624226739729702,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
USAR,86322.83300861182,9.602170735560744,4,1,86342.03735008294,5,44.4,2.210168,2.717762,0.179794,5,2,0,166.683474511768,0.0,85794.99230202676,9.602170735560744,4,1,4494.881856345983,415405.0,44416.0,86313.23083787627,LONG,21580.708252152956,9.602170735560744,0.006115,0.0,99.0,1.0,4017300905.0,0.000103,1.1e-05,0.0537194219763156,2.390204508606692e-05,6.457965521587859,0.21454702861686006,0.6457965521587858,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
MOD,381.66176853666224,950.8863084402057,5,7,1715.4450027236358,12,33.25,1.791481,3.140196,1.020787,12,1,1,11.27002769324462,0.0017412832612501991,239.044833020376,543.3104755312525,5,7,1153.9632906006768,943836.0,1075759.0,-569.2245399035435,SHORT,76.33235370733244,135.84090120574368,0.373674,0.428627,0.4013747649419039,1.0,12405014094.0,7.6e-05,8.7e-05,6.153346794200945e-05,0.00010950483423589707,6.186038265406168,0.5526270980737222,0.6186038265406169,none,none
IBIT,1960968.6642548935,236778.22051019518,12,5,2459399.1661883243,17,48.470588,2.856781,3.653423,0.94484,17,4,1,568505.1180473729,51247.94533653382,346065.3924216976,71331.84991651078,12,5,1.2891807113451514,2372231.0,289099.5,1724190.4437446983,LONG,163414.05535457446,47355.644102039034,0.823523,0.69874,8.281879389200233,1.0,59919175993.0,4e-05,5e-06,0.027272413654965005,0.007903253560691707,6.035576461033551,0.25644835937378574,0.603557646103355,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
CENX,605340.3684756744,0.0,1,0,605340.3684756744,1,62.0,26.338346,26.338346,,1,0,0,0.0,0.0,605340.3684756744,0.0,1,0,0.0,833000.0,0.0,605340.3684756744,LONG,605340.3684756744,0.0,0.0,0.0,99.0,1.0,6493687224.0,0.000128,0.0,0.9321982220492523,0.0,6.000000000000001,0.05,0.6000000000000001,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
REAL,7.971135452428526e-21,0.0,2,0,7.971135452428526e-21,2,50.0,13.938264,13.938264,,2,0,0,0.0,0.0,7.591128761395258e-21,0.0,2,0,19.976302892863274,1989975.0,0.0,7.971135452428526e-21,LONG,3.985567726214263e-21,0.0,0.047673,0.0,99.0,1.0,1348075181.0,0.001476,0.0,2.956487725898028e-26,0.0,5.933333333333333,0.18,0.5933333333333333,"confirmation_volume, momentum_aligned, room_to_target, support_ema_confluence, trend_aligned",not_extended
