ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
CMG,0.3036647069198161,21987.72513422585,1,3,21988.332463639686,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,21910.963411906156,0.3036647069198161,18094.658358174613,1,3,0.0,-21987.42146951893,SHORT,0.3036647069198161,7329.2417114086165,1.0,0.822944,1.3810646852553883e-05,1.0,561417946.5549946,0.0,3.9e-05,0.2990013720984541,2.6683639934772665,0.3746417286882193,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
BA,37955.53916581003,38944.15911412703,10,7,87259.80690739206,17,68.235294,4.834135,2.803661,7.734813,17,5,1,10357.626394586037,548.2738064029112,21526.58359603389,37306.27846464763,10,7,0.0,-988.6199483170058,SHORT,3795.553916581003,5563.4513020181475,0.567153,0.957943,0.9746144230404404,1.0,1440513031.847644,2.6e-05,2.7e-05,0.4873459652136676,2.5948866813270675,0.37255937449509113,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
BRKB,0.0,200185.1791413182,0,5,400370.3582826364,5,71.8,1.091648,,1.091648,5,0,2,0.0,183559.21899182998,0.0,176784.46523268416,0,5,0.0,-200185.1791413182,SHORT,0.0,40037.03582826364,0.0,0.883105,0.0,1.0,,0.0,0.0,0.115,2.3182732350863744,0.3647201224484526,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ISRG,17349.227503852348,38409.81571924564,2,2,94186.83944422484,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,38409.101172400515,17331.247001971144,38409.101172400515,2,2,0.0,-21060.588215393294,SHORT,8674.613751926174,19204.90785962282,0.998964,0.999981,0.4516873403055494,1.0,799620224.222676,2.2e-05,4.8e-05,0.3183774999467361,2.3166530048338534,0.364674204965063,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
RVMD,100.65733191391269,9862.241228575496,2,7,9971.059386209517,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,97.33109979308271,9852.017117301533,2,7,0.0,-9761.583896661583,SHORT,50.32866595695634,1408.8916040822137,0.966955,0.998963,0.010206334400162675,1.0,227620338.6020096,0.0,4.3e-05,0.2391634337161246,2.0411165134654916,0.35686547392454976,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
VIAV,0.0,12680.712783218092,0,1,25361.425566436184,1,56.0,5.050505,,5.050505,1,0,0,0.0,0.0,0.0,12680.712783218092,0,1,0.0,-12680.712783218092,SHORT,0.0,12680.712783218092,0.0,1.0,0.0,1.0,200593507.12739468,0.0,6.3e-05,0.115,1.9683482109913468,0.35480321313479596,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
CAH,0.0,10603.560374276318,0,1,21207.120748552636,1,35.0,41.916667,,41.916667,1,0,1,0.0,10603.560374276318,0.0,10603.560374276318,0,1,0.0,-10603.560374276318,SHORT,0.0,10603.560374276318,0.0,1.0,0.0,1.0,381146444.2290329,0.0,2.8e-05,0.115,1.9622260018183926,0.3546297091296896,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
PLTR,14128.874091325062,150845.84387450802,4,6,192054.89359639862,10,69.6,0.088285,0.09577,0.083296,10,0,0,0.0,0.0,3541.939428028759,111094.41629684094,4,6,0.0,-136716.96978318295,SHORT,3532.2185228312655,25140.97397908467,0.250688,0.736476,0.09366432464045336,1.0,7481292179.187055,2e-06,2e-05,0.27497717266794175,1.8977224518234845,0.3528016722313205,"bearish_strong_close, bounce_and_fail, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
MU,151569.3138367495,180324.28377764195,8,4,413392.20727850776,12,61.666667,1.263831,1.111049,1.569395,12,1,2,11107.79840307271,50557.576500315234,41483.35135935939,101625.37300869696,8,4,0.0,-28754.96994089245,SHORT,18946.164229593687,45081.07094441049,0.273692,0.56357,0.8405374509827516,1.0,16277594132.928183,9e-06,1.1e-05,0.3711373923126606,1.856934229884504,0.35164573004318955,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ZS,2.740028736493414,4555.6621232681755,2,6,4560.0029152015695,8,68.75,0.77132,0.259155,0.942042,8,2,4,2.740028736493414,313.72199633761136,2.0992136651005553,4241.910962118875,2,6,0.0,-4552.922094531682,SHORT,1.370014368246707,759.2770205446959,0.766128,0.931129,0.0006014556528454203,1.0,533256341.99403536,0.0,9e-06,0.22767132136305873,1.843638588628665,0.3512689302731758,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown"
LVS,0.09327941123474391,9169.327487722147,1,3,9169.42076713338,4,68.0,1.350214,0.179024,1.740611,4,0,2,0.0,8690.204465946452,0.09327941123474391,8689.281192388102,1,3,0.0,-9169.234208310912,SHORT,0.09327941123474391,3056.442495907382,1.0,0.947647,1.0172982845213708e-05,1.0,227699825.02333716,0.0,4e-05,0.178110539491407,1.8180336476237053,0.3505432837476539,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
MSFT,51812.880104795986,130602.69048853262,4,9,282380.39515329496,13,75.307692,0.279977,0.267842,0.28537,13,1,1,10045.590231520511,8316.54275746541,19428.20076043465,38852.14618838041,4,9,0.0,-78789.81038373664,SHORT,12953.220026198996,14511.410054281403,0.374969,0.297484,0.39672138384733613,1.0,12974603483.318153,4e-06,1e-05,0.3186564742695676,1.8146079024077337,0.35044619779409475,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, not_extended, pullback_to_resistance, room_to_target, structural_breakdown"
GOOG,350.70909415202146,73384.31165817755,4,7,106739.75087697156,11,70.818182,0.236313,0.308006,0.195345,11,1,1,10.180715738429582,36804.532766804376,310.46817269027787,36804.532766804376,4,7,0.0,-73033.60256402554,SHORT,87.67727353800537,10483.473094025365,0.885258,0.501531,0.0047790745218898615,1.0,5730693793.067783,0.0,1.3e-05,0.28086754468270925,1.5408443341420206,0.34268771156723704,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
CRM,29149.117206639337,27836.488045696962,3,8,113378.23909147305,11,59.272727,2.639979,0.38381,3.486042,11,1,2,24042.41952900037,12437.580251131432,24042.41952900037,11363.304079735288,3,8,0.0,1312.6291609423752,LONG,9716.372402213112,3479.5610057121203,0.824808,0.408216,1.0471549844501769,1.0,2818850071.0199037,1e-05,1e-05,0.3314943219013317,1.502081643204946,0.3415891731252653,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
XLI,3385.29763722823,15321.2404718228,1,3,22091.835746279263,4,68.25,49.554195,0.10819,74.277197,4,0,1,0.0,8753.581805967315,3385.29763722823,8753.581805967315,1,3,0.0,-11935.94283459457,SHORT,3385.29763722823,5107.080157274267,1.0,0.571336,0.22095453977464227,1.0,2496668852.120533,1e-06,6e-06,0.2749812533974438,1.4015327807280331,0.3387396085553874,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned"
TEM,0.11362850277771899,10948.557673429337,1,3,11147.390630370144,4,52.25,0.61011,1.319239,0.373733,4,1,0,0.11362850277771899,0.0,0.11362850277771899,10749.838344991307,1,3,0.0,-10948.44404492656,SHORT,0.11362850277771899,3649.5192244764457,1.0,0.98185,1.0378399252851354e-05,1.0,246631693.9836937,0.0,4.4e-05,0.19862501978696734,1.2685454397632094,0.33497073434119473,"bounce_and_fail, gamma_tailwind, healthy_pullback_volume, not_extended, short_dated_noise, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
GS,8892.429250424653,16931.23576899863,5,3,34716.09426984794,8,63.5,0.29626,0.302573,0.285739,8,2,2,3947.7798542239593,144.92379268558665,4599.108643193773,16786.311976313045,5,3,0.0,-8038.806518573978,SHORT,1778.4858500849307,5643.745256332877,0.517194,0.99144,0.5252085182528045,1.0,2116556846.8655272,4e-06,8e-06,0.33408606100943594,1.2304393391853286,0.3338908037340447,"bearish_rejection_wick, confirmation_volume, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_near, room_to_target, short_dated_noise, trend_aligned","bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown"
RKLB,85576.7658681848,51134.42318913105,3,3,151746.67970188733,6,84.833333,6.859676,1.575785,12.143567,6,1,0,3759.606680969781,0.0,64638.95828914556,22464.718007269705,3,3,0.0,34442.34267905375,LONG,28525.588622728264,17044.80772971035,0.755333,0.439327,1.6735647051627385,1.0,1354917889.3688622,6.3e-05,3.8e-05,0.39194685107713434,1.0940101567160063,0.33002438739590606,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
IWM,0.0,30107.330461651378,0,1,30107.330461651378,1,56.0,0.517895,,0.517895,1,0,1,0.0,30107.330461651378,0.0,30107.330461651378,0,1,0.0,-30107.330461651378,SHORT,0.0,30107.330461651378,0.0,1.0,0.0,1.0,12309687908.195473,0.0,2e-06,0.115,0.91493019705257,0.32494924387203705,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_near, room_to_target, short_dated_noise, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance"
SNDK,17962.212373203332,63688.0486025539,1,7,111557.34936634336,8,82.0,0.654309,,0.654309,8,0,1,0.0,8944.10797495566,17962.212373203332,16792.118608740162,1,7,0.0,-45725.83622935056,SHORT,17962.212373203332,9098.2926575077,1.0,0.263662,0.2820342712224825,1.0,13641609783.607893,1e-06,5e-06,0.29486666228930963,0.8304273402971712,0.3225544246693937,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
FDX,0.0,14848.64651737965,0,1,14848.64651737965,1,90.0,5.41573,,5.41573,1,0,0,0.0,0.0,0.0,14848.64651737965,0,1,0.0,-14848.64651737965,SHORT,0.0,14848.64651737965,0.0,1.0,0.0,1.0,744705197.6463501,0.0,2e-05,0.115,0.8025513683649663,0.3217644169058831,"bearish_strong_close, bounce_and_fail, confirmation_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise","bearish_rejection_wick, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown, trend_aligned"
SOXS,4469.517234801092,13828.345062234064,1,1,32126.20735926922,2,56.0,4.552239,1.328358,7.776119,2,1,1,4469.517234801092,13828.345062234064,4469.517234801092,13828.345062234064,1,1,0.0,-9358.827827432971,SHORT,4469.517234801092,13828.345062234064,1.0,1.0,0.32321418179009564,1.0,2190147622.7168655,2e-06,6e-06,0.2995690802159834,0.799506401330502,0.321678122243128,"healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
CRWD,276.915106086344,359.64077540245495,5,8,786.1829793163558,13,49.153846,0.27397,0.211724,0.312874,13,3,4,139.51660036975116,26.769874108218882,135.29684857823207,326.71140441231233,5,8,0.0,-82.72566931611095,SHORT,55.3830212172688,44.95509692530687,0.488586,0.908438,0.7699769465140958,1.0,2120001479.3000002,0.0,0.0,0.3076048362269558,0.7612973020850767,0.32059527264369353,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
META,111449.013585948,66436.27574798519,7,4,233081.60585672068,11,82.545455,0.240247,0.295927,0.142808,11,1,1,10244.266425086662,18460.574974701904,28718.445244665665,31667.806099769357,7,4,0.0,45012.73783796282,LONG,15921.28765513543,16609.068936996297,0.257682,0.476664,1.677532527691815,1.0,7390575412.021637,1.5e-05,9e-06,0.36179778745224483,0.7517396851099057,0.32032440884639135,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
COIN,4756.813171199482,36651.07605648604,1,2,82815.77845537105,3,67.333333,0.46787,0.0443,0.679654,3,0,0,0.0,0.0,4756.813171199482,32525.244699505507,1,2,0.0,-31894.262885286556,SHORT,4756.813171199482,18325.53802824302,1.0,0.887429,0.1297864533054462,1.0,2580078419.5,2e-06,1.4e-05,0.2799808627113071,0.7218727418418758,0.3194779767610291,"bounce_and_fail, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
SPY,0.0,20112.19629812823,0,1,20112.19629812823,1,56.0,1.960248,,1.960248,1,0,1,0.0,20112.19629812823,0.0,20112.19629812823,0,1,0.0,-20112.19629812823,SHORT,0.0,20112.19629812823,0.0,1.0,0.0,1.0,58829483394.85289,0.0,0.0,0.115,0.6926250992173463,0.31864909571630873,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, room_to_target, short_dated_noise, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance"
TLT,0.0,32662.07742838996,0,2,58033.145034639114,2,87.5,0.455299,,0.455299,2,0,1,0.0,7291.009822140805,0.0,25371.067606249155,0,2,0.0,-32662.07742838996,SHORT,0.0,16331.03871419498,0.0,0.776774,0.0,1.0,3867265630.974827,0.0,8e-06,0.115,0.6855611384158141,0.3184489023781924,"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_near, room_to_target, structural_breakdown, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance"
AMZN,78019.29302620598,68131.28170722768,4,6,180661.98329231126,10,85.6,0.077371,0.133399,0.040019,10,0,0,0.0,0.0,39063.84215852631,25634.772606330134,4,6,0.0,9888.0113189783,LONG,19504.823256551495,11355.21361787128,0.500695,0.376256,1.145131737891984,1.0,9433033421.53916,8e-06,7e-06,0.31362406344903726,0.506370963714561,0.31337063534940157,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
DELL,0.0,16506.702755359503,0,1,33013.40551071901,1,90.0,1.70625,,1.70625,1,0,0,0.0,0.0,0.0,16506.702755359503,0,1,0.0,-16506.702755359503,SHORT,0.0,16506.702755359503,0.0,1.0,0.0,1.0,1603648764.3394914,0.0,1e-05,0.115,0.4920033303974065,0.3129634552198107,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_headwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
VRT,10746.37508542429,5987.438431034422,5,7,26142.748781268827,12,59.916667,0.205232,0.101377,0.279414,12,0,2,0.0,2474.4493480108813,6900.196506211906,3217.81717991653,5,7,0.0,4758.936654389868,LONG,2149.275017084858,855.3483472906318,0.642095,0.537428,1.7948201403997883,1.0,2855395065.9758787,4e-06,2e-06,0.3025379736035411,0.48800541937062625,0.3128501540313656,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
SCHW,50.76096300300109,6422.900390951556,3,2,12946.920265431818,5,68.2,3.620274,0.254762,8.668542,5,0,1,0.0,6422.49794847426,50.66907348796025,6422.49794847426,3,2,0.0,-6372.139427948555,SHORT,16.920321001000364,3211.450195475778,0.99819,0.999937,0.007903121629367325,1.0,909160414.8846679,0.0,7e-06,0.23541672864461644,0.4338643880718127,0.3113157919235777,"confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
XLU,0.0,3948.2587346296073,0,2,3948.2587346296073,2,43.0,0.662192,,0.662192,2,0,2,0.0,3948.2587346296073,0.0,3899.37293214762,0,2,0.0,-3948.2587346296073,SHORT,0.0,1974.1293673148036,0.0,0.987618,0.0,1.0,1352190484.837553,0.0,3e-06,0.115,0.30437513557568163,0.30764605387778254,"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bounce_and_fail, flag_breakdown, not_extended, structural_breakdown, trend_aligned"
AGNC,0.0,4986.241796256692,0,1,4986.241796256692,1,90.0,0.08687,,0.08687,1,0,0,0.0,0.0,0.0,4986.241796256692,0,1,0.0,-4986.241796256692,SHORT,0.0,4986.241796256692,0.0,1.0,0.0,1.0,216799154.325,0.0,2.3e-05,0.115,0.26945883477314,0.30665652250739067,"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance"
NVDA,74971.12911932447,18807.867239426112,4,1,121639.83736886647,5,79.0,0.312124,0.309991,0.320654,5,0,0,0.0,0.0,31660.338791187754,18807.867239426112,4,1,0.0,56163.26187989836,LONG,18742.782279831117,18807.867239426112,0.4223,1.0,3.9861579287504623,1.0,34351354727.32195,2e-06,1e-06,0.30352719013885116,0.2664697816585704,0.3065718124505791,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ORCL,11630.400347242003,52428.949507720405,1,3,96959.25088710006,4,55.75,0.394212,0.592157,0.328231,4,0,0,0.0,0.0,11630.400347242003,26619.030771940535,1,3,0.0,-40798.549160478404,SHORT,11630.400347242003,17476.316502573467,1.0,0.507716,0.22183164943118636,1.0,4574635010.135596,3e-06,1.1e-05,0.2917484286732561,0.21793505741672525,0.3051963336316107,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown"
