ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
IRDM,739564.5615228165,0.0,1,0,739564.5615228165,1,49.0,23.642384,23.642384,,1,0,0,0.0,0.0,739564.5615228165,0.0,1,0,1249500.0,0.0,78938.10442273463,0.0,0,0,739564.5615228165,LONG,739564.5615228165,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,3847432604.0,0.000325,0.0,2662232.0,17264.0,0.4693430174379994,0.0,2.1e-05,0.0,0.106736,0.0,0.0,0.0,1.922228763029988,0.0,6.814994530821066,0.12568321858607362,2.815,1.7,1.7,0.0,0.0,0.6,0.0,0.6568,0.0,0.0,0.0,0.0,0.6,0.0,0.69,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1249500.0,0.0,0.0,0.0,0.6814994530821066,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
UNCY,670955.829100715,341863.1406834454,1,1,1354682.1104676058,2,63.5,1501.248548,2999.0,3.497096,2,0,0,0.0,0.0,670955.829100715,341863.1406834454,1,1,794735.0,397367.5,355431.41940208245,179707.87300640147,1,1,329092.6884172696,LONG,670955.829100715,341863.1406834454,0.0,0.0,1.962644547637849,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.0,2,1.0,180702519.0,0.004398,0.002199,,,,,0.001967,0.000994,0.529739,0.525672,0.0,0.0,37.13040818765315,18.918559773007114,6.814994530821066,0.6814994530821066,2.815,1.7,1.7,0.0,0.0,0.6,0.0,2.815,1.7,1.7,0.0,0.0,0.6,0.0,0.69,0.69,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,794735.0,794735.0,0.0,0.0,0.6814994530821066,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target
BWA,494968.8029223021,0.0,1,0,494968.8029223021,1,49.0,833.333333,833.333333,,1,0,0,0.0,0.0,494968.8029223021,0.0,1,0,710500.0,0.0,85643.40490085789,0.0,0,0,494968.8029223021,LONG,494968.8029223021,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11224113713.0,6.3e-05,0.0,2105800.0,6889.0,0.3374014626270301,0.0,8e-06,0.0,0.173028,0.0,0.0,0.0,0.44098698175965473,0.0,6.644616440497315,0.205,2.815,1.5296,1.7,0.0,0.0,0.6,0.0,1.45,0.0,0.0,0.0,0.0,0.6,0.0,0.5861285381332606,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,710500.0,0.0,0.0,0.0,0.6644616440497315,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
YPF,5.378535345833442e-06,0.0,2,0,5.378535345833442e-06,2,51.0,18.779273,18.779273,,2,0,0,0.0,0.0,5.378535345833442e-06,0.0,2,0,1240000.0,0.0,1.965163552388951e-06,0.0,0,0,5.378535345833442e-06,LONG,2.689267672916721e-06,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,17624346254.0,7e-05,0.0,,,,,0.0,0.0,0.365372,0.0,0.0,0.0,1.5258822280039854e-12,0.0,5.107502416691285,0.12630728548863518,2.6519,0.0,1.7,0.1556,0.0,0.6,0.0,0.6631,0.0,0.0,0.0,0.0,0.6,0.0,0.46657032886052213,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1240000.0,0.0,0.0,0.0,0.5107502416691285,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
SGI,100334.30036585165,0.0,1,0,100334.30036585165,1,114.0,1250.0,1250.0,,1,0,0,0.0,0.0,100334.30036585165,0.0,1,0,1950000.0,0.0,31052.616559840226,0.0,0,0,100334.30036585165,LONG,100334.30036585165,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,1.0,15813408112.0,0.000123,0.0,828368.0,13745.0,2.3540262298881656,0.0,2e-06,0.0,0.309492,0.0,0.0,0.0,0.06344887810092815,0.0,5.097816585508836,0.12382792014841759,2.815,0.24,1.7,0.0,0.0,0.3429,0.0,0.8954,0.0,0.0,0.0,0.0,0.3429,0.0,0.518282205468777,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1950000.0,0.0,0.0,0.0,0.5097816585508836,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
SYY,4.492539251322982e-19,0.0,1,0,4.492539251322982e-19,1,69.0,20.417671,20.417671,,1,1,0,4.492539251322982e-19,0.0,4.492539251322982e-19,0.0,1,0,654086.0,0.0,1.3094678488861512e-19,0.0,0,0,4.492539251322982e-19,LONG,4.492539251322982e-19,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,35371167514.0,1.8e-05,0.0,,,,,0.0,0.0,0.291476,0.0,0.0,0.0,1.2701133626829885e-25,0.0,5.040160304305834,0.12492247248780067,2.5902,0.0,1.7,0.0,0.15,0.6,0.0,0.6492,0.0,0.0,0.0,0.0,0.6,0.0,0.3110330785050311,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,654086.0,0.0,0.0,0.0,0.5040160304305834,"ema_pullback, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned"
MRVL,0.010190512556975163,0.0658320118592758,6,2,0.15187192862010562,8,65.625,106.412307,133.350863,25.596639,8,6,1,0.010190512556975163,0.04365273890649746,0.006464658337047734,0.04365273890649746,6,2,7222703.5,1420586.5,0.0067855071062607195,0.012693649484699204,0,0,-0.05564149930230064,SHORT,0.0016984187594958605,0.0329160059296379,0.36562,0.336907,0.15479570301996337,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,136889151000.0,5.3e-05,1e-05,,,,,0.0,0.0,0.669775,0.192819,0.0,0.0,1.2407256141838885e-10,2.404573751037283e-09,4.978045304498603,0.32494467217649814,0.8105,0.0,1.7,0.7778,0.9,0.6,0.1897,0.4747,0.0,1.7,0.1556,0.15,0.6,0.1692,0.5930425006860198,0.3137106081621137,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1226762.0,562587.0,13153185.0,2841173.0,0.0,0.0,0.49780453044986034,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
AMZN,607302.2270597055,135137.56934458253,15,6,877577.3657488705,21,36.428571,25.482143,22.564281,32.776798,21,1,2,29138.902341461755,50087.56398146433,59143.46073359053,30002.1986617365,15,6,16712341.0,3999178.0,309776.3003846981,66026.30922321526,0,0,472164.65771512303,LONG,40486.8151373137,22522.92822409709,0.902613,0.777988,4.493955529947168,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0667,0,0.0,2829550066045.0,6e-06,1e-06,,,,,0.0,0.0,0.510086,0.488586,0.0,0.0,0.00014308569981906732,7.95989740361035e-05,4.88093508696631,0.44088695076063045,0.5309,0.0,1.7,1.4,0.15,0.6,0.5,0.5468,0.0,1.7,0.7778,0.3,0.6,0.4843,0.4555100293049481,0.3862054920634921,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1239829.0,2935425.0,16712341.0,7998356.0,0.0,0.0,0.488093508696631,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
IONS,550392.0757513357,0.0,1,0,1100784.1515026714,1,113.0,,,,1,0,0,0.0,0.0,550392.0757513357,0.0,1,0,687000.0,0.0,288076.5273434234,0.0,1,0,550392.0757513357,LONG,550392.0757513357,0.0,0.0,0.0,99.0,0.7,1.0,0.0,0.6923076923076923,-0.3076923076923077,91+,0.0,1,1.0,12366597065.0,5.6e-05,0.0,1113454.0,1390566.0,0.616998995917209,0.0,2.3e-05,0.0,0.523402,0.0,0.0,0.0,0.4450634825881551,0.0,4.699465390256494,0.1213048010484371,2.815,1.5416,0.0,0.0,0.0,0.3429,0.0,0.8702,0.0,0.0,0.0,0.0,0.3429,0.0,0.37298144419257473,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1374000.0,0.0,0.0,0.0,0.4699465390256494,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
TSEM,0.031134507858412746,0.0,3,0,0.03113450785842642,3,83.666667,77.459954,77.459954,,3,1,0,2.3236983624956577e-21,0.0,0.031134507858399073,0.0,3,0,7561054.5,0.0,0.016609510107213173,0.0,0,0,0.031134507858412746,LONG,0.010378169286137582,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,1,0.3333,22218680576.0,0.00034,0.0,,,,,0.0,0.0,0.533476,0.0,0.0,0.0,4.670920602435678e-09,0.0,4.495990384028388,0.10603709113525146,1.7349,0.0,1.7,0.3111,0.15,0.6,0.0,0.4604,0.0,0.0,0.0,0.0,0.6,0.0,0.566111111111111,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,14388895.0,0.0,0.0,0.0,0.44959903840283877,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
