ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,79926.37738350774,0,3,79926.37738350774,3,61.0,74.28,,74.28,3,0,1,0.0,45664.84575239571,0.0,45664.84575239571,0,3,-79926.37738350774,SHORT,0.0,26642.125794502583,0.0,0.57,0.0,1.0,0.05,10.0,0.8595836330481356
CMG,0.0,114703.4549921069,0,3,114703.4549921069,3,54.0,37.62,,37.62,3,0,2,0.0,114303.0118035795,0.0,94394.47773311035,0,3,-114703.4549921069,SHORT,0.0,38234.48499736896,0.0,0.82,0.0,1.0,0.05,9.661159819026395,0.8359947850266495
SPY,314653.71457148204,353096.6318152837,2,3,667750.3463867657,5,51.8,0.84,0.77,0.88,5,1,2,125392.99319072015,211847.9107828262,189260.72138076185,141248.72103245748,2,3,-38442.91724380164,SHORT,157326.85728574102,117698.87727176123,0.6,0.4,0.8911263552808049,1.0,0.6458054992348274,8.502724620845141,0.7553486475050599
XLU,0.0,20596.89737342741,0,2,20596.89737342741,2,43.0,0.66,,0.66,2,0,2,0.0,20596.89737342741,0.0,20341.874609111637,0,2,-20596.89737342741,SHORT,0.0,10298.448686713706,0.0,0.99,0.0,1.0,0.05,6.844217276911462,0.6398892661348865
QQQ,0.0,499651.182755725,0,2,499651.182755725,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,329184.8981485193,0,2,-499651.182755725,SHORT,0.0,249825.5913778625,0.0,0.66,0.0,1.0,0.05,6.750671645806606,0.6333769520732364
IWM,0.0,157061.033074539,0,1,157061.033074539,1,56.0,0.52,,0.52,1,0,1,0.0,157061.033074539,0.0,157061.033074539,0,1,-157061.033074539,SHORT,0.0,157061.033074539,0.0,1.0,0.0,1.0,0.05,6.549037889525254,0.6193399272456152
HOOD,6.768757160756181,49265.94498512589,1,3,49272.71374228664,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.768757160756181,48312.585932500464,1,3,-49259.17622796514,SHORT,6.768757160756181,16421.98166170863,1.0,0.98,0.0001373922120604764,1.0,0.21535134946198226,6.470631007284696,0.6138815190258559
CIA,0.0,106127.60624414319,0,1,106127.60624414319,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,106127.60624414319,0,1,-106127.60624414319,SHORT,0.0,106127.60624414319,0.0,1.0,0.0,1.0,0.05,5.622522484850863,0.5548392207248253
ORCL,60672.35671840806,101877.26648314546,1,1,162549.62320155354,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,60672.35671840806,101877.26648314546,1,1,-41204.9097647374,SHORT,60672.35671840806,101877.26648314546,1.0,1.0,0.595543626295133,1.0,0.5329488210659618,5.595438348431744,0.5529537194954608
LEU,0.0,73603.63545507187,0,1,73603.63545507187,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,73603.63545507187,0,1,-73603.63545507187,SHORT,0.0,73603.63545507187,0.0,1.0,0.0,1.0,0.05,5.460172259764887,0.5435369755932024
WFC,0.0,73807.55706794064,0,1,73807.55706794064,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,73807.55706794064,0,1,-73807.55706794064,SHORT,0.0,73807.55706794064,0.0,1.0,0.0,1.0,0.05,5.441062008936124,0.5422065879126242
PLTR,0.0,49868.49582717456,0,1,49868.49582717456,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,49868.49582717456,0,1,-49868.49582717456,SHORT,0.0,49868.49582717456,0.0,1.0,0.0,1.0,0.05,5.2393046157330625,0.5281609559223351
QCOM,0.0,41344.639491487585,0,1,41344.639491487585,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,41344.639491487585,0,1,-41344.639491487585,SHORT,0.0,41344.639491487585,0.0,1.0,0.0,1.0,0.05,5.145636936410266,0.521640145297922
TLT,0.0,38035.04054537938,0,1,38035.04054537938,1,119.0,0.14,,0.14,1,0,1,0.0,38035.04054537938,0.0,38035.04054537938,0,1,-38035.04054537938,SHORT,0.0,38035.04054537938,0.0,1.0,0.0,0.7,0.0,5.104545758849159,0.5187795236923978
HIMS,0.0,42074.15368230113,0,1,42074.15368230113,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,42074.15368230113,0,1,-42074.15368230113,SHORT,0.0,42074.15368230113,0.0,1.0,0.0,0.7,0.0,4.45591708581367,0.47362430288402446
CRM,2557.028459073001,536.3279200127097,1,3,3093.356379085711,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2557.028459073001,227.66727895429835,1,3,2020.7005390602915,LONG,2557.028459073001,178.7759733375699,1.0,0.42,4.767658672351806,1.0,0.42330244791686455,4.131742815267945,0.45105644337454404
ALAB,0.0,624.2147528479363,0,2,624.2147528479363,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,486.1581850391119,0,2,-624.2147528479363,SHORT,0.0,312.10737642396816,0.0,0.78,0.0,1.0,0.05,3.541870426461773,0.40999162605671946
U,0.0,139.13206519056632,0,1,139.13206519056632,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,139.13206519056632,0,1,-139.13206519056632,SHORT,0.0,139.13206519056632,0.0,1.0,0.0,1.0,0.05,2.3143921879627913,0.3245389576794428
HPQ,0.0,1.2253540361500999,0,1,1.2253540361500999,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.2253540361500999,0,1,-1.2253540361500999,SHORT,0.0,1.2253540361500999,0.0,1.0,0.0,1.0,0.05,0.2472970859997092,0.18063515009068554
RDDT,0.0,0.4303882102249687,0,1,0.4303882102249687,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4303882102249687,0,1,-0.4303882102249687,SHORT,0.0,0.4303882102249687,0.0,1.0,0.0,1.0,0.05,0.0,0.1634192066891622
