ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
TAN,0.0008082089927744861,0.0,1,0,0.0008082089927744861,1,56.0,4367.0,4367.0,,1,0,0,0.0,0.0,0.0008082089927744861,0.0,1,0,2008590.0,0.0,0.00029653565113465667,0.0,0,0,0.0008082089927744861,LONG,0.0008082089927744861,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1624940003.0,0.001236,0.0,,,,,0.0,0.0,0.366905,0.0,0.0,0.0,4.9737774396737905e-09,0.0,5.1149945308210665,0.12806065025666083,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.6806,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2008590.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
AMZN,63368.961098639054,14100.931946557119,15,6,91570.8249917533,21,36.428571,25.482143,22.564281,32.776798,21,1,2,3040.4992549971307,5226.387706223518,6171.325405163254,3130.579924058648,15,6,16712341.0,3999178.0,32323.613274726824,6889.516346597058,0,0,49268.02915208194,LONG,4224.597406575937,2350.1553244261863,0.902613,0.777988,4.4939555299471685,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0667,0,0.0,2851279427106.0,6e-06,1e-06,,,,,0.0,0.0,0.510086,0.488586,0.0,0.0,1.4816497346469587e-05,8.242458813696678e-06,4.834955560414308,0.44089491361513655,0.485,0.0,1.7,1.4,0.15,0.6,0.5,0.5469,0.0,1.7,0.7778,0.3,0.6,0.4843,0.4555100293049481,0.3862054920634921,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1239829.0,2935425.0,16712341.0,7998356.0,0.0,0.0,0.48349555604143074,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
TOST,398254.43290060275,0.0,1,0,796508.8658012055,1,77.0,72.314286,72.314286,,1,0,0,0.0,0.0,398254.43290060275,0.0,1,0,415504.0,0.0,217439.28559204703,0.0,1,0,398254.43290060275,LONG,398254.43290060275,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,14944480000.0,2.8e-05,0.0,,,,,1.5e-05,0.0,0.545981,0.0,0.0,0.0,0.2664893210741376,0.0,4.377466584679331,0.08624405367835684,1.0958,0.9817,1.7,0.0,0.0,0.6,0.0,0.2624,0.0,0.0,0.0,0.0,0.6,0.0,0.4287310827549131,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,831008.0,0.0,0.0,0.0,0.4377466584679331,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none
CRCL,5.550524097312023e-05,0.0,3,0,0.00011101048194624047,3,86.0,9.779189,9.779189,,3,2,0,1.5615758039129906e-05,0.0,3.988948293399033e-05,0.0,3,0,3637842.0,0.0,3.967821221818677e-05,0.0,0,0,5.550524097312023e-05,LONG,1.8501746991040077e-05,0.0,0.281338,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6667,0,0.0,20729814790.0,0.000175,0.0,,,,,0.0,0.0,0.714855,0.0,0.0,0.0,8.925186827990988e-12,0.0,3.7745047940005327,0.11680960445943522,0.7339,0.0,1.7,0.3111,0.3,0.6,0.1295,0.5681,0.0,0.0,0.0,0.0,0.6,0.0,0.5940638253968255,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,7275684.0,0.0,0.0,0.0,0.3774504794000533,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
GOOG,321505.10756440193,401520.4063799711,4,2,884426.7515191081,6,56.333333,68.021588,57.869314,83.25,6,3,1,321505.10516937735,80632.56058926544,160103.8699896668,320887.84579070564,4,2,4246628.0,4915340.0,157171.0998284545,255153.27368640943,0,0,-80015.29881556914,SHORT,80376.27689110048,200760.20318998554,0.502018,0.200818,0.8007192223753424,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,1879382770000.0,2e-06,3e-06,,,,,0.0,0.0,0.526559,0.635468,0.0,0.0,0.0004276737989414497,0.0010682241339798253,3.7487077040016037,0.29355318808046404,0.2449,0.0,1.7,0.4667,0.45,0.6,0.2872,0.258,0.0,1.7,0.1556,0.15,0.6,0.072,0.3545642918762233,0.276080147656675,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1343450.0,6546726.0,4915340.0,56900745.0,0.0,0.37487077040016037,none,none
LMND,4.1965567253625095e-15,0.0,1,0,4.1965567253625095e-15,1,65.0,2.852608,2.852608,,1,0,0,0.0,0.0,4.1965567253625095e-15,0.0,1,0,1045000.0,0.0,4.2839346874327714e-16,0.0,0,0,4.1965567253625095e-15,LONG,4.1965567253625095e-15,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4351129489.0,0.00024,0.0,,,,,0.0,0.0,0.102082,0.0,0.0,0.0,9.644752554415439e-21,0.0,3.6369720813601396,0.09662628736081617,1.4372,0.0,1.5998,0.0,0.0,0.6,0.0,0.3663,0.0,0.0,0.0,0.0,0.6,0.0,0.5099773439999999,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1045000.0,0.0,0.0,0.0,0.36369720813601397,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned"
APH,941151.3337473372,0.0,1,0,1882302.6674946744,1,77.0,162.280702,162.280702,,1,0,0,0.0,0.0,941151.3337473372,0.0,1,0,992284.0,0.0,60098.534577373335,0.0,1,0,941151.3337473372,LONG,941151.3337473372,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,181026482741.0,5e-06,0.0,,,,,0.0,0.0,0.063856,0.0,0.0,0.0,0.051989704461853276,0.0,3.594553198317365,0.1084214955145309,1.1006,0.194,1.7,0.0,0.0,0.6,0.0,0.4842,0.0,0.0,0.0,0.0,0.6,0.0,0.26588408927343166,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1984568.0,0.0,0.0,0.0,0.3594553198317365,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target"
ANET,8.866107076887736e-07,0.0,3,0,8.866107076887736e-07,3,44.0,2.752436,2.752436,,3,1,0,1.5559017472927834e-23,0.0,8.866107076887713e-07,0.0,3,0,2691372.0,0.0,1.78969785463242e-07,0.0,0,0,8.866107076887736e-07,LONG,2.9553690256292454e-07,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,217016661745.0,1.2e-05,0.0,,,,,0.0,0.0,0.201858,0.0,0.0,0.0,1.3618166466415735e-14,0.0,3.4930486610701124,0.08150716882741825,0.9003,0.0,1.5317,0.3111,0.15,0.6,0.0,0.2151,0.0,0.0,0.0,0.0,0.6,0.0,0.30315828872366607,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2691372.0,0.0,0.0,0.0,0.3493048661070112,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
PWR,915535.167999561,0.0,1,0,915535.167999561,1,48.0,5.4,5.4,,1,0,0,0.0,0.0,915535.167999561,0.0,1,0,1044900.0,0.0,478137.04664191464,0.0,1,0,915535.167999561,LONG,915535.167999561,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,109209274638.0,1e-05,0.0,,,,,4e-06,0.0,0.522249,0.0,0.0,0.0,0.08383309668838283,0.0,3.3352640087029055,0.11371321373073659,0.7147,0.3206,1.7,0.0,0.0,0.6,0.0,0.5371,0.0,0.0,0.0,0.0,0.6,0.0,0.2982893130404296,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1044900.0,0.0,634410.0,0.0,0.33352640087029056,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
GLW,8494.51152223253,0.0,3,0,8494.51152223253,3,114.0,2.559222,2.559222,,3,1,0,2580.7805870843304,0.0,3364.4532315915653,0.0,3,0,2336620.0,0.0,3484.95800978061,0.0,0,0,8494.51152223253,LONG,2831.5038407441766,0.0,0.603926,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,140909397422.0,1.7e-05,0.0,,,,,0.0,0.0,0.41026,0.0,0.0,0.0,0.00020094499675307655,0.0,3.1007871312780293,0.0685620995870908,0.5366,0.0,1.4003,0.3111,0.15,0.3429,0.3599,0.3428,0.0,0.0,0.0,0.0,0.3429,0.0,0.3188391389762641,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,543487.0,887840.0,2336620.0,0.0,0.0,0.0,0.31007871312780294,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none
