ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
KORU,980614.2650713049,290646.8979942509,32,3,2542522.3261311115,35,42.6,158.240874,170.857352,25.767857,35,29,1,0.7069168535676301,179731.27728069972,860984.1000879925,179731.27728069972,32,3,200377172681502.9,5501461.5,470549.0,689967.367077054,LONG,30644.195783478277,96882.29933141696,0.121995,0.381616,3.3739023944122803,1.0,1502861134.0,0.003661,0.000313,0.20390570419447868,0.6446523709982174,0.8692091235675178,7.892820952380952,0.7892820952380952,none,none
USO,461515.8355954665,104330.25082082665,3,2,650067.3583625951,5,48.8,17.325133,27.597468,1.916629,5,2,2,383518.66618684784,104330.25082082665,348199.34606875485,55428.298992617725,3,2,3.242367773381912,480558.5,114199.0,357185.5847746398,LONG,153838.6118651555,52165.125410413326,0.245531,0.468723,4.423605157319699,1.0,1228364647.0,0.000391,9.3e-05,1.2523855374775816,0.4246713346709768,0.7920617380952382,6.973330477820284,0.6973330477820283,none,none
FAS,0.024325423876863726,35855.97076722656,3,5,61209.900181948455,8,40.5,23.99323,1.150871,41.125,8,1,3,4.069354857017129e-14,10502.065677928535,0.019922481113715463,25353.905089298023,3,5,7.520826869279076e+17,326293.0,390617.0,-35855.946441802684,SHORT,0.008108474625621242,7171.194153445312,0.181002,0.292896,6.784204514997513e-07,1.0,2176924157.0,0.00015,0.000179,3.724739146078226e-08,0.03294186492618958,0.5140047838095239,6.9488311916164855,0.6948831191616486,none,none
DJT,0.0,1.559894742958675e-05,0,9,3.119789485917332e-05,9,72.777778,2.655302,,2.655302,9,0,1,0.0,7.550839017968799e-30,0.0,1.5598635568639115e-05,0,9,9.014155930929464e+21,0.0,612858.5,-1.559894742958675e-05,SHORT,0.0,1.7332163810651946e-06,0.0,2e-05,0.0,1.0,2656620624.0,0.0,0.000231,0.0,6.524139598282342e-12,0.18,6.7848478666666665,0.6784847866666667,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned
W,0.0398364782325852,5.6131764995963635e-09,6,7,0.07967296209214281,13,45.846154,2.122673,1.812352,2.388663,13,1,2,0.03983107280616136,5.05342434594446e-11,0.03983107280616136,4.204289419844395e-09,6,7,539186631.0951985,823194.5,1957860.0,0.0398364726194087,LONG,0.0066394130387642004,8.018823570851948e-10,0.000136,0.250996,99.0,1.0,7919512173.0,0.000104,0.000247,8.383613654133846e-09,1.012540090308912e-15,0.5879077866666667,6.591052085714287,0.6591052085714286,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
TTWO,7.721515733459118e-05,9305905.188167123,1,5,9305905.192336805,6,71.666667,0.401209,0.492126,0.383026,6,0,1,0.0,2.9550519867509196e-11,7.721515733459118e-05,9305905.173659418,1,5,8008478948.465108,337500.0,10735916.5,-9305905.188089907,SHORT,7.721515733459118e-05,1861181.0376334246,0.0,0.0,8.29743649578267e-12,1.0,37286929820.0,9e-06,0.000288,2.070837092443434e-11,0.49915105550876504,0.20789363176242706,6.456212902906443,0.6456212902906443,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
BTDR,1470755.0934512848,257551.87286091456,7,3,1989158.3207563588,10,41.2,9.158869,13.6828,0.111006,10,1,2,109601.46632531463,108061.32842984315,1156034.299814208,149490.5444310714,7,3,13.912379606453651,1724522.5,270744.5,1213203.2205903702,LONG,210107.87049304068,85850.62428697152,0.213986,0.419571,5.710519892998545,1.0,2162612042.0,0.000797,0.000125,0.9715467518562938,0.39697653864710847,0.8306418571428571,6.278419277437757,0.6278419277437757,none,none
SPXS,1.2113930642642947,0.0003894514456271802,4,2,1.2122419722046025,6,38.0,5.519705,8.397471,2.641939,6,4,2,1.2113930642642947,0.0003894514456271802,1.2112939690056337,0.00020422030253922319,4,2,7167.774490057681,535964.0,105101.0,1.2110036128186676,LONG,0.3028482660660737,0.0001947257228135901,8.2e-05,0.475621,99.0,1.0,403659331.0,0.001328,0.00026,7.502570677997623e-06,4.824011433878884e-09,0.67,6.236797447619047,0.6236797447619047,none,none
JETS,0.006478037969934844,91200.89296497699,5,2,91200.90592105292,7,48.571429,0.563953,0.313437,1.190246,7,1,0,2.3099924396170635e-10,0.0,0.002285600868452451,91200.89296497697,5,2,92962494227722.98,242183.0,147590.0,-91200.88648693901,SHORT,0.0012956075939869688,45600.44648248849,0.647177,0.0,7.103042261244683e-08,1.0,1000450000.0,0.000242,0.000148,1.2950248328122033e-08,0.4557993551150831,0.5349174047619047,6.235452285998471,0.6235452285998471,none,none
URA,6.758151350666481,0.059646357132234276,6,4,13.575949058465197,10,70.6,5.659064,3.722177,8.564394,10,0,0,0.0,0.0,3.785270797790829,0.051324215102611245,6,4,876.6098765402669,434570.5,1128116.0,6.6985049935342476,LONG,1.1263585584444136,0.014911589283058569,0.439896,0.139525,99.0,1.0,2922340149.0,0.000149,0.000386,3.8543034041736855e-06,5.102619312868554e-08,0.6709449523809524,6.228232142857143,0.6228232142857143,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
TVTX,0.0,2116.208542840512,0,2,4232.417085681024,2,34.0,103.190476,,103.190476,2,0,1,0.0,2115.369998531635,0.0,2115.369998531635,0,2,2522.669316501161,0.0,683400.5,-2116.208542840512,SHORT,0.0,1058.104271420256,0.0,0.000396,0.0,1.0,2831815585.0,0.0,0.000241,0.0,0.0037364872099192718,0.18,6.058333333333334,0.6058333333333333,none,not_extended
NUGT,0.0,3.268944311629114e-20,0,2,6.417134097802974e-20,2,69.0,10.630631,,10.630631,2,0,0,0.0,0.0,0.0,3.14818978617386e-20,0,2,52.14197603452015,0.0,260090.5,-3.268944311629114e-20,SHORT,0.0,1.634472155814557e-20,0.0,0.03694,0.0,1.0,1217462666.0,0.0,0.000214,0.0,1.3425234312807726e-25,0.18,5.933333333333333,0.5933333333333333,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
HPQ,20342.233706095663,108515.74469925907,6,4,136239.61634158692,10,40.6,3.787693,3.763966,3.823282,10,0,0,0.0,0.0,7900.089839974598,70457.25870641436,6,4,9.511832847867407,482059.5,1239894.0,-88173.5109931634,SHORT,3390.3722843492774,27128.936174814768,0.611641,0.350719,0.18745882233469627,1.0,17586800327.0,2.7e-05,7.1e-05,0.0019277936982910044,0.015425737297514702,0.5170340367880106,5.844502266687158,0.5844502266687158,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SMH,1010423.6146806863,412598.8817552261,8,7,1639064.980522347,15,53.533333,2.259254,0.905959,3.805877,15,2,0,42707.3791090249,0.0,438355.80918201624,98714.30834347077,8,7,2.0438333882498423,3180466.5,3002476.0,597824.7329254602,LONG,126302.95183508578,58942.69739360373,0.566166,0.76075,2.448924753218597,1.0,50647992419.0,6.3e-05,5.9e-05,0.024937405374374663,0.011637716438192341,0.4970556769659539,5.842798021552826,0.5842798021552826,none,none
AEHR,3080.772671159365,0.020273391124504946,4,1,6158.600391882108,5,42.0,5.821248,3.262274,16.057143,5,0,0,0.0,0.0,3077.8074473316183,0.020273391124504946,4,1,173096.2532567955,445604.0,241920.0,3080.7523977682404,LONG,770.1931677898413,0.020273391124504946,0.000962,0.0,99.0,1.0,2253940182.0,0.000198,0.000107,0.0034170967532351363,8.994644705484445e-08,0.62,5.800000000000001,0.5800000000000001,none,none
